captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.48668.first,candidates.48668.last,candidates.48668.party,candidates.48668.incumbent,candidates.48668.candidateID,candidates.48668.polID,candidates.48668.ballotOrder,candidates.48668.polNum,candidates.48668.electWon,candidates.49458.first,candidates.49458.last,candidates.49458.party,candidates.49458.candidateID,candidates.49458.polID,candidates.49458.ballotOrder,candidates.49458.polNum,candidates.49458.electWon,candidates.49622.first,candidates.49622.last,candidates.49622.party,candidates.49622.candidateID,candidates.49622.polID,candidates.49622.ballotOrder,candidates.49622.polNum,candidates.49622.electWon,candidates.48668.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,SC-20221108_Eday62,41,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 5,5,304480,99,0,864994,True,20221108SC41972,2022-11-08,SC,48668,Ralph,Norman,GOP,True,48668,51896,2,43693,0,Evangeline,Hundley,Dem,49458,70922,1,44776,0,Larry,Gaither,Grn,49622,71702,3,44234,0,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,SC-20221108_Eday80,41,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 5,5,261208,99,0,859237,True,20221108SC41972,2022-11-08,SC,48668,Ralph,Norman,GOP,True,48668,51896,2,43693,0,Evangeline,Hundley,Dem,49458,70922,1,44776,0,Larry,Gaither,Grn,49622,71702,3,44234,0,
1667952515,2022-11-09 00:08:35 +0000,b696a55e80164ecdcb71059e68ae6204a1f65e5b,SC-20221108_Eday80,41,General,G,Polls Closed/Waiting First Report,Too Early to Call,H,U.S. House,True,District 5,5,261208,99,0,859237,True,20221108SC41972,2022-11-08,SC,48668,Ralph,Norman,GOP,True,48668,51896,2,43693,0,Evangeline,Hundley,Dem,49458,70922,1,44776,0,Larry,Gaither,Grn,49622,71702,3,44234,0,
1667955430,2022-11-09 00:57:10 +0000,e9bf9bc2954735d2abe72015bd1ac602b27e7679,SC-20221108_Eday80,41,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,261208,99,5074,859237,True,20221108SC41972,2022-11-08,SC,48668,Ralph,Norman,GOP,True,48668,51896,2,43693,0,Evangeline,Hundley,Dem,49458,70922,1,44776,0,Larry,Gaither,Grn,49622,71702,3,44234,0,
1667956006,2022-11-09 01:06:46 +0000,01cc2f6d0039b2fcb59e03eced60e58dcb253844,SC-20221108_Eday80,41,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,261208,99,13648,859237,True,20221108SC41972,2022-11-08,SC,48668,Ralph,Norman,GOP,True,48668,51896,2,43693,0,Evangeline,Hundley,Dem,49458,70922,1,44776,0,Larry,Gaither,Grn,49622,71702,3,44234,0,
1667957119,2022-11-09 01:25:19 +0000,6d7ee88678b17ac3babfbeca22c88d840ddf7ac8,SC-20221108_Eday80,41,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,261208,99,38480,859237,True,20221108SC41972,2022-11-08,SC,48668,Ralph,Norman,GOP,True,48668,51896,2,43693,0,Evangeline,Hundley,Dem,49458,70922,1,44776,0,Larry,Gaither,Grn,49622,71702,3,44234,0,
1667957430,2022-11-09 01:30:30 +0000,03f90a735487a191903970f5b59ebf51d460c3e0,SC-20221108_Eday80,41,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,261208,99,71545,859237,True,20221108SC41972,2022-11-08,SC,48668,Ralph,Norman,GOP,True,48668,51896,2,43693,0,Evangeline,Hundley,Dem,49458,70922,1,44776,0,Larry,Gaither,Grn,49622,71702,3,44234,0,
1667957715,2022-11-09 01:35:15 +0000,97cbc8b93cc842818a0fba948144842c3e8d51f0,SC-20221108_Eday80,41,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,261208,99,91676,859237,True,20221108SC41972,2022-11-08,SC,48668,Ralph,Norman,GOP,True,48668,51896,2,43693,0,Evangeline,Hundley,Dem,49458,70922,1,44776,0,Larry,Gaither,Grn,49622,71702,3,44234,0,
1667958559,2022-11-09 01:49:19 +0000,0a6694bb1cdd9734aff1178f6a5894d33a1a95cc,SC-20221108_Eday80,41,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,261208,99,102940,859237,True,20221108SC41972,2022-11-08,SC,48668,Ralph,Norman,GOP,True,48668,51896,2,43693,0,Evangeline,Hundley,Dem,49458,70922,1,44776,0,Larry,Gaither,Grn,49622,71702,3,44234,0,
1667958843,2022-11-09 01:54:03 +0000,cdc0d2ad2c3afd665dd741c97f9de238aafb3cf6,SC-20221108_Eday80,41,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,261208,99,112166,859237,True,20221108SC41972,2022-11-08,SC,48668,Ralph,Norman,GOP,True,48668,51896,2,43693,0,Evangeline,Hundley,Dem,49458,70922,1,44776,0,Larry,Gaither,Grn,49622,71702,3,44234,0,
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,260352,99,150241,859237,True,20221108SC41972,2022-11-08,SC,48668,Ralph,Norman,GOP,True,48668,51896,2,43693,0,Evangeline,Hundley,Dem,49458,70922,1,44776,0,Larry,Gaither,Grn,49622,71702,3,44234,0,2022-11-09T01:51:11.777Z
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,260352,99,170034,859237,True,20221108SC41972,2022-11-08,SC,48668,Ralph,Norman,GOP,True,48668,51896,2,43693,0,Evangeline,Hundley,Dem,49458,70922,1,44776,0,Larry,Gaither,Grn,49622,71702,3,44234,0,2022-11-09T01:51:11.777Z
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,260352,99,177405,859237,True,20221108SC41972,2022-11-08,SC,48668,Ralph,Norman,GOP,True,48668,51896,2,43693,0,Evangeline,Hundley,Dem,49458,70922,1,44776,0,Larry,Gaither,Grn,49622,71702,3,44234,0,2022-11-09T01:51:11.777Z
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,260352,99,182297,859237,True,20221108SC41972,2022-11-08,SC,48668,Ralph,Norman,GOP,True,48668,51896,2,43693,0,Evangeline,Hundley,Dem,49458,70922,1,44776,0,Larry,Gaither,Grn,49622,71702,3,44234,0,2022-11-09T01:51:11.777Z
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,260352,99,208973,859237,True,20221108SC41972,2022-11-08,SC,48668,Ralph,Norman,GOP,True,48668,51896,2,43693,0,Evangeline,Hundley,Dem,49458,70922,1,44776,0,Larry,Gaither,Grn,49622,71702,3,44234,0,2022-11-09T01:51:11.777Z
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,260352,99,210217,859237,True,20221108SC41972,2022-11-08,SC,48668,Ralph,Norman,GOP,True,48668,51896,2,43693,0,Evangeline,Hundley,Dem,49458,70922,1,44776,0,Larry,Gaither,Grn,49622,71702,3,44234,0,2022-11-09T01:51:11.777Z
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,260352,99,227630,859237,True,20221108SC41972,2022-11-08,SC,48668,Ralph,Norman,GOP,True,48668,51896,2,43693,0,Evangeline,Hundley,Dem,49458,70922,1,44776,0,Larry,Gaither,Grn,49622,71702,3,44234,0,2022-11-09T01:51:11.777Z
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,260790,99,227630,859237,True,20221108SC41972,2022-11-08,SC,48668,Ralph,Norman,GOP,True,48668,51896,2,43693,0,Evangeline,Hundley,Dem,49458,70922,1,44776,0,Larry,Gaither,Grn,49622,71702,3,44234,0,2022-11-09T01:51:11.777Z
1667968406,2022-11-08 22:33:26 -0600,9894c9990b429281fa1911dc561355d202f43cc4,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,254723,99,227630,859237,True,20221108SC41972,2022-11-08,SC,48668,Ralph,Norman,GOP,True,48668,51896,2,43693,0,Evangeline,Hundley,Dem,49458,70922,1,44776,0,Larry,Gaither,Grn,49622,71702,3,44234,0,2022-11-09T01:51:11.777Z
1667969248,2022-11-08 22:47:28 -0600,22d8758416ee8e5b986d6c680c79fc8b3c4bdaaf,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,254723,99,234975,859237,True,20221108SC41972,2022-11-08,SC,48668,Ralph,Norman,GOP,True,48668,51896,2,43693,0,Evangeline,Hundley,Dem,49458,70922,1,44776,0,Larry,Gaither,Grn,49622,71702,3,44234,0,2022-11-09T01:51:11.777Z
