captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,description,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.29918.first,candidates.29918.last,candidates.29918.incumbent,candidates.29918.party,candidates.29918.candidateID,candidates.29918.ballotOrder,candidates.29918.polID,candidates.29918.polNum,candidates.29918.electWon,candidates.31053.first,candidates.31053.last,candidates.31053.party,candidates.31053.candidateID,candidates.31053.ballotOrder,candidates.31053.polID,candidates.31053.polNum,candidates.31053.electWon,candidates.31450.first,candidates.31450.last,candidates.31450.party,candidates.31450.candidateID,candidates.31450.ballotOrder,candidates.31450.polID,candidates.31450.polNum,candidates.31450.electWon,isShowingRankedChoiceResults,candidates.31517.first,candidates.31517.last,candidates.31517.incumbent,candidates.31517.party,candidates.31517.candidateID,candidates.31517.ballotOrder,candidates.31517.polID,candidates.31517.polNum,candidates.31517.winnerDateTime,candidates.31518.first,candidates.31518.last,candidates.31518.party,candidates.31518.candidateID,candidates.31518.ballotOrder,candidates.31518.polID,candidates.31518.polNum,candidates.31519.first,candidates.31519.last,candidates.31519.party,candidates.31519.candidateID,candidates.31519.ballotOrder,candidates.31519.polID,candidates.31519.polNum,isCertified
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,ME-20221108_Eday80,20,General,G,Active Tabulation,Too Early to Call,H,U.S. House,North,True,District 2,2,328822,99,44091,906708,True,20221108ME20645,2022-11-08,ME,29918,Jared,Golden,True,Dem,29918,2.0,66383,25384,0.0,Bruce,Poliquin,GOP,31053,3.0,60410,24987,0.0,Tiffany,Bond,Ind,31450,1.0,67787,25972,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,ME-20221108_Eday80,20,General,G,Active Tabulation,Too Early to Call,H,U.S. House,North,True,District 2,2,328822,99,57254,906708,True,20221108ME20645,2022-11-08,ME,29918,Jared,Golden,True,Dem,29918,2.0,66383,25384,0.0,Bruce,Poliquin,GOP,31053,3.0,60410,24987,0.0,Tiffany,Bond,Ind,31450,1.0,67787,25972,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,ME-20221108_Eday80,20,General,G,Active Tabulation,Too Early to Call,H,U.S. House,North,True,District 2,2,328822,99,59662,906708,True,20221108ME20645,2022-11-08,ME,29918,Jared,Golden,True,Dem,29918,2.0,66383,25384,0.0,Bruce,Poliquin,GOP,31053,3.0,60410,24987,0.0,Tiffany,Bond,Ind,31450,1.0,67787,25972,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,ME-20221108_Eday80,20,General,G,Active Tabulation,Too Early to Call,H,U.S. House,North,True,District 2,2,328822,99,69712,906708,True,20221108ME20645,2022-11-08,ME,29918,Jared,Golden,True,Dem,29918,2.0,66383,25384,0.0,Bruce,Poliquin,GOP,31053,3.0,60410,24987,0.0,Tiffany,Bond,Ind,31450,1.0,67787,25972,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,ME-20221108_Eday80,20,General,G,Active Tabulation,Too Early to Call,H,U.S. House,North,True,District 2,2,324967,99,97480,906708,True,20221108ME20645,2022-11-08,ME,29918,Jared,Golden,True,Dem,29918,2.0,66383,25384,0.0,Bruce,Poliquin,GOP,31053,3.0,60410,24987,0.0,Tiffany,Bond,Ind,31450,1.0,67787,25972,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,ME-20221108_Eday80,20,General,G,Active Tabulation,Too Early to Call,H,U.S. House,North,True,District 2,2,324967,99,113536,906708,True,20221108ME20645,2022-11-08,ME,29918,Jared,Golden,True,Dem,29918,2.0,66383,25384,0.0,Bruce,Poliquin,GOP,31053,3.0,60410,24987,0.0,Tiffany,Bond,Ind,31450,1.0,67787,25972,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,ME-20221108_Eday80,20,General,G,Active Tabulation,Too Early to Call,H,U.S. House,North,True,District 2,2,324967,99,129494,906708,True,20221108ME20645,2022-11-08,ME,29918,Jared,Golden,True,Dem,29918,2.0,66383,25384,0.0,Bruce,Poliquin,GOP,31053,3.0,60410,24987,0.0,Tiffany,Bond,Ind,31450,1.0,67787,25972,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1667966001,2022-11-09 03:53:21 +0000,cee0a612753351ddb30fde2a157613da20f2be01,ME-20221108_Eday80,20,General,G,Active Tabulation,Too Early to Call,H,U.S. House,North,True,District 2,2,324967,99,142870,906708,True,20221108ME20645,2022-11-08,ME,29918,Jared,Golden,True,Dem,29918,2.0,66383,25384,0.0,Bruce,Poliquin,GOP,31053,3.0,60410,24987,0.0,Tiffany,Bond,Ind,31450,1.0,67787,25972,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,ME-20221108_Eday80,20,General,G,Active Tabulation,Too Early to Call,H,U.S. House,North,True,District 2,2,323088,99,168233,906708,True,20221108ME20645,2022-11-08,ME,29918,Jared,Golden,True,Dem,29918,2.0,66383,25384,0.0,Bruce,Poliquin,GOP,31053,3.0,60410,24987,0.0,Tiffany,Bond,Ind,31450,1.0,67787,25972,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,ME-20221108_Eday80,20,General,G,Active Tabulation,Too Early to Call,H,U.S. House,North,True,District 2,2,323088,99,167489,906708,True,20221108ME20645,2022-11-08,ME,29918,Jared,Golden,True,Dem,29918,2.0,66383,25384,0.0,Bruce,Poliquin,GOP,31053,3.0,60410,24987,0.0,Tiffany,Bond,Ind,31450,1.0,67787,25972,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,ME-20221108_Eday80,20,General,G,Active Tabulation,Too Early to Call,H,U.S. House,North,True,District 2,2,323088,99,182114,906708,True,20221108ME20645,2022-11-08,ME,29918,Jared,Golden,True,Dem,29918,2.0,66383,25384,0.0,Bruce,Poliquin,GOP,31053,3.0,60410,24987,0.0,Tiffany,Bond,Ind,31450,1.0,67787,25972,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1667968406,2022-11-08 22:33:26 -0600,9894c9990b429281fa1911dc561355d202f43cc4,ME-20221108_Eday80,20,General,G,Active Tabulation,Too Early to Call,H,U.S. House,North,True,District 2,2,322434,99,190361,906708,True,20221108ME20645,2022-11-08,ME,29918,Jared,Golden,True,Dem,29918,2.0,66383,25384,0.0,Bruce,Poliquin,GOP,31053,3.0,60410,24987,0.0,Tiffany,Bond,Ind,31450,1.0,67787,25972,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1667969248,2022-11-08 22:47:28 -0600,22d8758416ee8e5b986d6c680c79fc8b3c4bdaaf,ME-20221108_Eday80,20,General,G,Active Tabulation,Too Early to Call,H,U.S. House,North,True,District 2,2,322434,99,198240,906708,True,20221108ME20645,2022-11-08,ME,29918,Jared,Golden,True,Dem,29918,2.0,66383,25384,0.0,Bruce,Poliquin,GOP,31053,3.0,60410,24987,0.0,Tiffany,Bond,Ind,31450,1.0,67787,25972,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1667970156,2022-11-08 23:02:36 -0600,84ea53799ae0036a04ac85127e62d719394c963e,ME-20221108_Eday80,20,General,G,Active Tabulation,Too Early to Call,H,U.S. House,North,True,District 2,2,322434,99,200959,906708,True,20221108ME20645,2022-11-08,ME,29918,Jared,Golden,True,Dem,29918,2.0,66383,25384,0.0,Bruce,Poliquin,GOP,31053,3.0,60410,24987,0.0,Tiffany,Bond,Ind,31450,1.0,67787,25972,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1667970199,2022-11-08 23:03:19 -0600,f4db6dd16c878356c43dd19f6d680eb5acf90d34,ME-20221108_Eday80,20,General,G,Active Tabulation,Too Early to Call,H,U.S. House,North,True,District 2,2,322434,99,198240,906708,True,20221108ME20645,2022-11-08,ME,29918,Jared,Golden,True,Dem,29918,2.0,66383,25384,0.0,Bruce,Poliquin,GOP,31053,3.0,60410,24987,0.0,Tiffany,Bond,Ind,31450,1.0,67787,25972,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1667970241,2022-11-08 23:04:01 -0600,d53bae4b64596045c97e6eb2ac077f70fc0cec78,ME-20221108_Eday80,20,General,G,Active Tabulation,Too Early to Call,H,U.S. House,North,True,District 2,2,322434,99,200959,906708,True,20221108ME20645,2022-11-08,ME,29918,Jared,Golden,True,Dem,29918,2.0,66383,25384,0.0,Bruce,Poliquin,GOP,31053,3.0,60410,24987,0.0,Tiffany,Bond,Ind,31450,1.0,67787,25972,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1667971032,2022-11-08 23:17:12 -0600,84fafb476f7846131500489058ff24997434ed54,ME-20221108_Eday80,20,General,G,Active Tabulation,Too Early to Call,H,U.S. House,North,True,District 2,2,322434,99,207522,906708,True,20221108ME20645,2022-11-08,ME,29918,Jared,Golden,True,Dem,29918,2.0,66383,25384,0.0,Bruce,Poliquin,GOP,31053,3.0,60410,24987,0.0,Tiffany,Bond,Ind,31450,1.0,67787,25972,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1667971879,2022-11-08 23:31:19 -0600,e58483b4fb47a48c624446a947423840f5e4d94b,ME-20221108_Eday80,20,General,G,Active Tabulation,Too Early to Call,H,U.S. House,North,True,District 2,2,322551,99,233373,906708,True,20221108ME20645,2022-11-08,ME,29918,Jared,Golden,True,Dem,29918,2.0,66383,25384,0.0,Bruce,Poliquin,GOP,31053,3.0,60410,24987,0.0,Tiffany,Bond,Ind,31450,1.0,67787,25972,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1667972634,2022-11-08 23:43:54 -0600,3031aa1b4c4f867ee3a729dc96e8d9a1d63eee32,ME-20221108_Eday80,20,General,G,Active Tabulation,Too Early to Call,H,U.S. House,North,True,District 2,2,322551,99,237380,906708,True,20221108ME20645,2022-11-08,ME,29918,Jared,Golden,True,Dem,29918,2.0,66383,25384,0.0,Bruce,Poliquin,GOP,31053,3.0,60410,24987,0.0,Tiffany,Bond,Ind,31450,1.0,67787,25972,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1667973466,2022-11-08 23:57:46 -0600,99efdc0f1ed1d3ebdb4c01c2b3affc8219305bc0,ME-20221108_Eday80,20,General,G,Active Tabulation,Too Early to Call,H,U.S. House,North,True,District 2,2,322551,99,249310,906708,True,20221108ME20645,2022-11-08,ME,29918,Jared,Golden,True,Dem,29918,2.0,66383,25384,0.0,Bruce,Poliquin,GOP,31053,3.0,60410,24987,0.0,Tiffany,Bond,Ind,31450,1.0,67787,25972,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1667974225,2022-11-09 00:10:25 -0600,2985b4bedf5fc7a85a7f91a2caf4c7b14617e055,ME-20221108_Eday80,20,General,G,Active Tabulation,Too Early to Call,H,U.S. House,North,True,District 2,2,322551,99,252876,906708,True,20221108ME20645,2022-11-08,ME,29918,Jared,Golden,True,Dem,29918,2.0,66383,25384,0.0,Bruce,Poliquin,GOP,31053,3.0,60410,24987,0.0,Tiffany,Bond,Ind,31450,1.0,67787,25972,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1667975032,2022-11-09 00:23:52 -0600,2b4eef55da041b24d8b907ba1775c35ebda992e0,ME-20221108_Eday80,20,General,G,Active Tabulation,Too Early to Call,H,U.S. House,North,True,District 2,2,322551,99,253620,906708,True,20221108ME20645,2022-11-08,ME,29918,Jared,Golden,True,Dem,29918,2.0,66383,25384,0.0,Bruce,Poliquin,GOP,31053,3.0,60410,24987,0.0,Tiffany,Bond,Ind,31450,1.0,67787,25972,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1667975773,2022-11-09 00:36:13 -0600,deab40fdc8485b2c990cf91d96e98447d46f3b20,ME-20221108_Eday80,20,General,G,Active Tabulation,Too Early to Call,H,U.S. House,North,True,District 2,2,322551,99,253887,906708,True,20221108ME20645,2022-11-08,ME,29918,Jared,Golden,True,Dem,29918,2.0,66383,25384,0.0,Bruce,Poliquin,GOP,31053,3.0,60410,24987,0.0,Tiffany,Bond,Ind,31450,1.0,67787,25972,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1667975855,2022-11-09 00:37:35 -0600,d40e181df232b9ad900add6b9f138db1906ff011,ME-20221108_Eday80,20,General,G,Active Tabulation,Too Early to Call,H,U.S. House,North,True,District 2,2,322551,99,254608,906708,True,20221108ME20645,2022-11-08,ME,29918,Jared,Golden,True,Dem,29918,2.0,66383,25384,0.0,Bruce,Poliquin,GOP,31053,3.0,60410,24987,0.0,Tiffany,Bond,Ind,31450,1.0,67787,25972,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1667976752,2022-11-09 00:52:32 -0600,6943d942b4cb99d83b19d398209a99f6d9f041ed,ME-20221108_Eday80,20,General,G,Active Tabulation,Too Early to Call,H,U.S. House,North,True,District 2,2,321675,99,258210,906708,True,20221108ME20645,2022-11-08,ME,29918,Jared,Golden,True,Dem,29918,2.0,66383,25384,0.0,Bruce,Poliquin,GOP,31053,3.0,60410,24987,0.0,Tiffany,Bond,Ind,31450,1.0,67787,25972,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1667979231,2022-11-09 01:33:51 -0600,0aac9649608b65a23e9855cf5cacd405130eb626,ME-20221108_Eday80,20,General,G,Active Tabulation,Too Early to Call,H,U.S. House,North,True,District 2,2,321675,99,258248,906708,True,20221108ME20645,2022-11-08,ME,29918,Jared,Golden,True,Dem,29918,2.0,66383,25384,0.0,Bruce,Poliquin,GOP,31053,3.0,60410,24987,0.0,Tiffany,Bond,Ind,31450,1.0,67787,25972,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1667979271,2022-11-09 01:34:31 -0600,36151de64a934e0a3464c1509e2a12dbafec30ba,ME-20221108_Eday80,20,General,G,Active Tabulation,Too Early to Call,H,U.S. House,North,True,District 2,2,321675,99,258210,906708,True,20221108ME20645,2022-11-08,ME,29918,Jared,Golden,True,Dem,29918,2.0,66383,25384,0.0,Bruce,Poliquin,GOP,31053,3.0,60410,24987,0.0,Tiffany,Bond,Ind,31450,1.0,67787,25972,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1667979312,2022-11-09 01:35:12 -0600,5fd2ef815b3efc7160a0f621311c95958f5349fa,ME-20221108_Eday80,20,General,G,Active Tabulation,Too Early to Call,H,U.S. House,North,True,District 2,2,321675,99,258248,906708,True,20221108ME20645,2022-11-08,ME,29918,Jared,Golden,True,Dem,29918,2.0,66383,25384,0.0,Bruce,Poliquin,GOP,31053,3.0,60410,24987,0.0,Tiffany,Bond,Ind,31450,1.0,67787,25972,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1667980354,2022-11-09 01:52:34 -0600,b95b3aa03864d3aa8e20ef68881e81d2ed7e17c2,ME-20221108_Eday80,20,General,G,Active Tabulation,Too Early to Call,H,U.S. House,North,True,District 2,2,321669,99,258248,906708,True,20221108ME20645,2022-11-08,ME,29918,Jared,Golden,True,Dem,29918,2.0,66383,25384,0.0,Bruce,Poliquin,GOP,31053,3.0,60410,24987,0.0,Tiffany,Bond,Ind,31450,1.0,67787,25972,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1667982636,2022-11-09 02:30:36 -0600,5acc7456ca91022c54c673fb8195b1dd05f915f9,ME-20221108_Eday80,20,General,G,Active Tabulation,Too Early to Call,H,U.S. House,North,True,District 2,2,321669,99,258251,906708,True,20221108ME20645,2022-11-08,ME,29918,Jared,Golden,True,Dem,29918,2.0,66383,25384,0.0,Bruce,Poliquin,GOP,31053,3.0,60410,24987,0.0,Tiffany,Bond,Ind,31450,1.0,67787,25972,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1667997757,2022-11-09 06:42:37 -0600,32e03596ced4acfb0926f7fd03591d958cf0e064,ME-20221108_Eday80,20,General,G,Active Tabulation,Too Early to Call,H,U.S. House,North,True,District 2,2,321669,99,258925,906708,True,20221108ME20645,2022-11-08,ME,29918,Jared,Golden,True,Dem,29918,2.0,66383,25384,0.0,Bruce,Poliquin,GOP,31053,3.0,60410,24987,0.0,Tiffany,Bond,Ind,31450,1.0,67787,25972,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1668004797,2022-11-09 08:39:57 -0600,0a9c6795b43da7d5cc6276cb36d4aaa43f0e03e4,ME-20221108_Eday80,20,General,G,Active Tabulation,Too Early to Call,H,U.S. House,North,True,District 2,2,321669,99,259190,906708,True,20221108ME20645,2022-11-08,ME,29918,Jared,Golden,True,Dem,29918,2.0,66383,25384,0.0,Bruce,Poliquin,GOP,31053,3.0,60410,24987,0.0,Tiffany,Bond,Ind,31450,1.0,67787,25972,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1668006452,2022-11-09 09:07:32 -0600,42a1033f1937c3b0511cd442b989732120775b3a,ME-20221108_Eday80,20,General,G,Active Tabulation,Too Early to Call,H,U.S. House,North,True,District 2,2,321669,99,260734,906708,True,20221108ME20645,2022-11-08,ME,29918,Jared,Golden,True,Dem,29918,2.0,66383,25384,0.0,Bruce,Poliquin,GOP,31053,3.0,60410,24987,0.0,Tiffany,Bond,Ind,31450,1.0,67787,25972,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1668007145,2022-11-09 09:19:05 -0600,70e3ff1a64c7848981d7ecc33bbb3cbe270d6380,ME-20221108_Eday80,20,General,G,Active Tabulation,Too Early to Call,H,U.S. House,North,True,District 2,2,321669,99,261815,906708,True,20221108ME20645,2022-11-08,ME,29918,Jared,Golden,True,Dem,29918,2.0,66383,25384,0.0,Bruce,Poliquin,GOP,31053,3.0,60410,24987,0.0,Tiffany,Bond,Ind,31450,1.0,67787,25972,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1668007997,2022-11-09 09:33:17 -0600,c31f8323a740c6a07cb9d427e62bf507cddf2040,ME-20221108_Eday80,20,General,G,Active Tabulation,Too Early to Call,H,U.S. House,North,True,District 2,2,321669,99,263540,906708,True,20221108ME20645,2022-11-08,ME,29918,Jared,Golden,True,Dem,29918,2.0,66383,25384,0.0,Bruce,Poliquin,GOP,31053,3.0,60410,24987,0.0,Tiffany,Bond,Ind,31450,1.0,67787,25972,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1668008769,2022-11-09 09:46:09 -0600,15a255388547e109ae522086e2fc33265bd73f9f,ME-20221108_Eday80,20,General,G,Active Tabulation,Too Early to Call,H,U.S. House,North,True,District 2,2,321669,99,263964,906708,True,20221108ME20645,2022-11-08,ME,29918,Jared,Golden,True,Dem,29918,2.0,66383,25384,0.0,Bruce,Poliquin,GOP,31053,3.0,60410,24987,0.0,Tiffany,Bond,Ind,31450,1.0,67787,25972,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1668010538,2022-11-09 10:15:38 -0600,dcf7c42835c3c123da8a52ac3e52b7d191441353,ME-20221108_Eday80,20,General,G,Active Tabulation,Too Early to Call,H,U.S. House,North,True,District 2,2,321669,99,264546,906708,True,20221108ME20645,2022-11-08,ME,29918,Jared,Golden,True,Dem,29918,2.0,66383,25384,0.0,Bruce,Poliquin,GOP,31053,3.0,60410,24987,0.0,Tiffany,Bond,Ind,31450,1.0,67787,25972,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1668011321,2022-11-09 10:28:41 -0600,11e9755a36d8a569b29930d66b85892a440e5805,ME-20221108_Eday80,20,General,G,Active Tabulation,Too Early to Call,H,U.S. House,North,True,District 2,2,321669,99,264749,906708,True,20221108ME20645,2022-11-08,ME,29918,Jared,Golden,True,Dem,29918,2.0,66383,25384,0.0,Bruce,Poliquin,GOP,31053,3.0,60410,24987,0.0,Tiffany,Bond,Ind,31450,1.0,67787,25972,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1668012149,2022-11-09 10:42:29 -0600,f53dbeb5f07396847b14d9e7fd74a0421f081df4,ME-20221108_Eday80,20,General,G,Active Tabulation,Too Early to Call,H,U.S. House,North,True,District 2,2,321669,99,265540,906708,True,20221108ME20645,2022-11-08,ME,29918,Jared,Golden,True,Dem,29918,2.0,66383,25384,0.0,Bruce,Poliquin,GOP,31053,3.0,60410,24987,0.0,Tiffany,Bond,Ind,31450,1.0,67787,25972,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
