captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.81916.first,candidates.81916.last,candidates.81916.abbrv,candidates.81916.incumbent,candidates.81916.party,candidates.81916.candidateID,candidates.81916.ballotOrder,candidates.81916.polID,candidates.81916.polNum,candidates.81916.electWon,candidates.86448.first,candidates.86448.last,candidates.86448.party,candidates.86448.candidateID,candidates.86448.ballotOrder,candidates.86448.polID,candidates.86448.polNum,candidates.86448.electWon,candidates.86746.first,candidates.86746.last,candidates.86746.party,candidates.86746.candidateID,candidates.86746.ballotOrder,candidates.86746.polID,candidates.86746.polNum,candidates.86746.electWon,candidates.81916.winnerDateTime,isCertified
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,H,U.S. House,True,District 14,14,184538,99,100617,732899,True,20221108NY36594,2022-11-08,NY,81916,Alexandria,Ocasio-Cortez,Ocs-Crtz,True,Dem,81916,1,67104,54484,0.0,Tina,Forte,GOP,86448,2,71442,55616,0.0,Desi,Cuellar,Con,86746,3,71443,55617,0.0,2022-11-09T02:27:11.973Z,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,H,U.S. House,True,District 14,14,184538,99,107649,732899,True,20221108NY36594,2022-11-08,NY,81916,Alexandria,Ocasio-Cortez,Ocs-Crtz,True,Dem,81916,1,67104,54484,0.0,Tina,Forte,GOP,86448,2,71442,55616,0.0,Desi,Cuellar,Con,86746,3,71443,55617,0.0,2022-11-09T02:27:11.973Z,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,H,U.S. House,True,District 14,14,184538,99,109366,732899,True,20221108NY36594,2022-11-08,NY,81916,Alexandria,Ocasio-Cortez,Ocs-Crtz,True,Dem,81916,1,67104,54484,0.0,Tina,Forte,GOP,86448,2,71442,55616,0.0,Desi,Cuellar,Con,86746,3,71443,55617,0.0,2022-11-09T02:27:11.973Z,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,H,U.S. House,True,District 14,14,184538,99,109566,732899,True,20221108NY36594,2022-11-08,NY,81916,Alexandria,Ocasio-Cortez,Ocs-Crtz,True,Dem,81916,1,67104,54484,0.0,Tina,Forte,GOP,86448,2,71442,55616,0.0,Desi,Cuellar,Con,86746,3,71443,55617,0.0,2022-11-09T02:27:11.973Z,
1667967725,2022-11-08 22:22:05 -0600,2e205cdf5acdeccc3a2b1c632c181258e2163fd9,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,H,U.S. House,True,District 14,14,184538,99,110496,732899,True,20221108NY36594,2022-11-08,NY,81916,Alexandria,Ocasio-Cortez,Ocs-Crtz,True,Dem,81916,1,67104,54484,0.0,Tina,Forte,GOP,86448,2,71442,55616,0.0,Desi,Cuellar,Con,86746,3,71443,55617,0.0,2022-11-09T02:27:11.973Z,
1667969592,2022-11-08 22:53:12 -0600,1aa535c5b76797aa0c55f68109cd2149e6f7b08a,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,H,U.S. House,True,District 14,14,184538,99,110848,732899,True,20221108NY36594,2022-11-08,NY,81916,Alexandria,Ocasio-Cortez,Ocs-Crtz,True,Dem,81916,1,67104,54484,0.0,Tina,Forte,GOP,86448,2,71442,55616,0.0,Desi,Cuellar,Con,86746,3,71443,55617,0.0,2022-11-09T02:27:11.973Z,
1667970373,2022-11-08 23:06:13 -0600,3ea973c74a9585b2e944f9dd59e390b2b951b2cd,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,H,U.S. House,True,District 14,14,184538,99,111325,732899,True,20221108NY36594,2022-11-08,NY,81916,Alexandria,Ocasio-Cortez,Ocs-Crtz,True,Dem,81916,1,67104,54484,0.0,Tina,Forte,GOP,86448,2,71442,55616,0.0,Desi,Cuellar,Con,86746,3,71443,55617,0.0,2022-11-09T02:27:11.973Z,
1667971304,2022-11-08 23:21:44 -0600,1425fca56a9abad3e92162e44d8c52f320121f3e,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,H,U.S. House,True,District 14,14,184538,99,111577,732899,True,20221108NY36594,2022-11-08,NY,81916,Alexandria,Ocasio-Cortez,Ocs-Crtz,True,Dem,81916,1,67104,54484,0.0,Tina,Forte,GOP,86448,2,71442,55616,0.0,Desi,Cuellar,Con,86746,3,71443,55617,0.0,2022-11-09T02:27:11.973Z,
1668035007,2022-11-09 17:03:27 -0600,43133944602e1e0b8843fe10adadb4aed74ddc19,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,H,U.S. House,True,District 14,14,155412,99,111577,732899,True,20221108NY36594,2022-11-08,NY,81916,Alexandria,Ocasio-Cortez,Ocs-Crtz,True,Dem,81916,1,67104,54484,0.0,Tina,Forte,GOP,86448,2,71442,55616,0.0,Desi,Cuellar,Con,86746,3,71443,55617,0.0,2022-11-09T02:27:11.973Z,
1668107669,2022-11-10 13:14:29 -0600,cce1380bbe597c340365cf5d961c383554c9fc76,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,H,U.S. House,True,District 14,14,117450,99,111577,732899,True,20221108NY36594,2022-11-08,NY,81916,Alexandria,Ocasio-Cortez,Ocs-Crtz,True,Dem,81916,1,67104,54484,0.0,Tina,Forte,GOP,86448,2,71442,55616,0.0,Desi,Cuellar,Con,86746,3,71443,55617,0.0,2022-11-09T02:27:11.973Z,
1671221389,2022-12-16 14:09:49 -0600,8ec01a2dcee3b636a5d003f3e01503fd7e5260cf,NY-20221108_Eday80,33,General,G,Tabulation Paused,Called,H,U.S. House,True,District 14,14,113804,100,111577,732899,True,20221108NY36594,2022-11-08,NY,81916,Alexandria,Ocasio-Cortez,Ocs-Crtz,True,Dem,81916,1,67104,54484,,Tina,Forte,GOP,86448,2,71442,55616,,Desi,Cuellar,Con,86746,3,71443,55617,,2022-11-09T02:27:11.973Z,False
