captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,description,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.62909.first,candidates.62909.last,candidates.62909.party,candidates.62909.candidateID,candidates.62909.polID,candidates.62909.ballotOrder,candidates.62909.polNum,candidates.62909.electWon,candidates.62987.first,candidates.62987.last,candidates.62987.party,candidates.62987.candidateID,candidates.62987.polID,candidates.62987.ballotOrder,candidates.62987.polNum,candidates.62987.electWon,candidates.62987.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,TX-20221108_Eday62,44,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,Parts Austin/San Antonio,True,District 35,35,270708,99,0,926421,True,20221108TX49479,2022-11-08,TX,Dan,McQueen,GOP,62909,69916,2,53000,0,Greg,Casar,Dem,62987,69909,1,53055,0,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,TX-20221108_Eday80,44,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,Parts Austin/San Antonio,True,District 35,35,241670,99,0,926421,True,20221108TX49479,2022-11-08,TX,Dan,McQueen,GOP,62909,69916,2,53000,0,Greg,Casar,Dem,62987,69909,1,53055,0,
1667956006,2022-11-09 01:06:46 +0000,01cc2f6d0039b2fcb59e03eced60e58dcb253844,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Parts Austin/San Antonio,True,District 35,35,241670,99,49577,926421,True,20221108TX49479,2022-11-08,TX,Dan,McQueen,GOP,62909,69916,2,53000,0,Greg,Casar,Dem,62987,69909,1,53055,0,
1667956272,2022-11-09 01:11:12 +0000,e9730fe8cd073de363599251493da8f113e7bb60,TX-20221108_Eday80,44,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,Parts Austin/San Antonio,True,District 35,35,241670,99,0,926421,True,20221108TX49479,2022-11-08,TX,Dan,McQueen,GOP,62909,69916,2,53000,0,Greg,Casar,Dem,62987,69909,1,53055,0,
1667956547,2022-11-09 01:15:47 +0000,8138046ce1ccc9e37269480764f23b8c9cec781a,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Parts Austin/San Antonio,True,District 35,35,241670,99,49577,926421,True,20221108TX49479,2022-11-08,TX,Dan,McQueen,GOP,62909,69916,2,53000,0,Greg,Casar,Dem,62987,69909,1,53055,0,
1667960816,2022-11-09 02:26:56 +0000,8a1624065b18c7c6c4408259c296b51116c46c3f,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Parts Austin/San Antonio,True,District 35,35,241670,99,92385,926421,True,20221108TX49479,2022-11-08,TX,Dan,McQueen,GOP,62909,69916,2,53000,0,Greg,Casar,Dem,62987,69909,1,53055,0,
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Parts Austin/San Antonio,True,District 35,35,241670,99,116640,926421,True,20221108TX49479,2022-11-08,TX,Dan,McQueen,GOP,62909,69916,2,53000,0,Greg,Casar,Dem,62987,69909,1,53055,0,
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Parts Austin/San Antonio,True,District 35,35,241670,99,121659,926421,True,20221108TX49479,2022-11-08,TX,Dan,McQueen,GOP,62909,69916,2,53000,0,Greg,Casar,Dem,62987,69909,1,53055,0,2022-11-09T02:34:26.087Z
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Parts Austin/San Antonio,True,District 35,35,241670,99,126300,926421,True,20221108TX49479,2022-11-08,TX,Dan,McQueen,GOP,62909,69916,2,53000,0,Greg,Casar,Dem,62987,69909,1,53055,0,2022-11-09T02:34:26.087Z
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Parts Austin/San Antonio,True,District 35,35,241670,99,138606,926421,True,20221108TX49479,2022-11-08,TX,Dan,McQueen,GOP,62909,69916,2,53000,0,Greg,Casar,Dem,62987,69909,1,53055,0,2022-11-09T02:34:26.087Z
1667968538,2022-11-08 22:35:38 -0600,921a14073c0a588fcddcb6fa0c38955a3a5e6401,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Parts Austin/San Antonio,True,District 35,35,241670,99,145841,926421,True,20221108TX49479,2022-11-08,TX,Dan,McQueen,GOP,62909,69916,2,53000,0,Greg,Casar,Dem,62987,69909,1,53055,0,2022-11-09T02:34:26.087Z
1667968580,2022-11-08 22:36:20 -0600,8dda0f830e7e8651004cd9142ca946394c2bd364,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Parts Austin/San Antonio,True,District 35,35,241670,99,138606,926421,True,20221108TX49479,2022-11-08,TX,Dan,McQueen,GOP,62909,69916,2,53000,0,Greg,Casar,Dem,62987,69909,1,53055,0,2022-11-09T02:34:26.087Z
1667968622,2022-11-08 22:37:02 -0600,e74479d04a2cbc206da9d05d88b7661e84a5267c,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Parts Austin/San Antonio,True,District 35,35,241670,99,145841,926421,True,20221108TX49479,2022-11-08,TX,Dan,McQueen,GOP,62909,69916,2,53000,0,Greg,Casar,Dem,62987,69909,1,53055,0,2022-11-09T02:34:26.087Z
1667969419,2022-11-08 22:50:19 -0600,01bf108661ea741dad657f108c5a84b69d73a32c,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Parts Austin/San Antonio,True,District 35,35,241670,99,148171,926421,True,20221108TX49479,2022-11-08,TX,Dan,McQueen,GOP,62909,69916,2,53000,0,Greg,Casar,Dem,62987,69909,1,53055,0,2022-11-09T02:34:26.087Z
1667970241,2022-11-08 23:04:01 -0600,d53bae4b64596045c97e6eb2ac077f70fc0cec78,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Parts Austin/San Antonio,True,District 35,35,241670,99,157266,926421,True,20221108TX49479,2022-11-08,TX,Dan,McQueen,GOP,62909,69916,2,53000,0,Greg,Casar,Dem,62987,69909,1,53055,0,2022-11-09T02:34:26.087Z
1667970284,2022-11-08 23:04:44 -0600,0fc8b3fccaefe74cf333b488517dd0339b8dd0b7,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Parts Austin/San Antonio,True,District 35,35,241670,99,148171,926421,True,20221108TX49479,2022-11-08,TX,Dan,McQueen,GOP,62909,69916,2,53000,0,Greg,Casar,Dem,62987,69909,1,53055,0,2022-11-09T02:34:26.087Z
1667970327,2022-11-08 23:05:27 -0600,1b6c4725cf9e59e40e1d6792336f8520d5b10b5b,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Parts Austin/San Antonio,True,District 35,35,241670,99,157266,926421,True,20221108TX49479,2022-11-08,TX,Dan,McQueen,GOP,62909,69916,2,53000,0,Greg,Casar,Dem,62987,69909,1,53055,0,2022-11-09T02:34:26.087Z
