captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,description,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.62909.first,candidates.62909.last,candidates.62909.party,candidates.62909.candidateID,candidates.62909.polID,candidates.62909.ballotOrder,candidates.62909.polNum,candidates.62909.electWon,candidates.62987.first,candidates.62987.last,candidates.62987.party,candidates.62987.candidateID,candidates.62987.polID,candidates.62987.ballotOrder,candidates.62987.polNum,candidates.62987.electWon,candidates.62987.winnerDateTime
1667972810,2022-11-08 23:46:50 -0600,aa61daf8417c040e13c56de238053c966d7a0302,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Parts Austin/San Antonio,True,District 35,35,241670,99,161762,926421,True,20221108TX49479,2022-11-08,TX,Dan,McQueen,GOP,62909,69916,2,53000,0,Greg,Casar,Dem,62987,69909,1,53055,0,2022-11-09T02:34:26.087Z
1667973737,2022-11-09 00:02:17 -0600,f7940d04f83247dd0cbf585d2d4f25b8c66e477d,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Parts Austin/San Antonio,True,District 35,35,241670,99,165243,926421,True,20221108TX49479,2022-11-08,TX,Dan,McQueen,GOP,62909,69916,2,53000,0,Greg,Casar,Dem,62987,69909,1,53055,0,2022-11-09T02:34:26.087Z
1667974664,2022-11-09 00:17:44 -0600,d987a91643923201706646f74ed6cc4da6a088a6,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Parts Austin/San Antonio,True,District 35,35,241670,99,172390,926421,True,20221108TX49479,2022-11-08,TX,Dan,McQueen,GOP,62909,69916,2,53000,0,Greg,Casar,Dem,62987,69909,1,53055,0,2022-11-09T02:34:26.087Z
1667975568,2022-11-09 00:32:48 -0600,0b16058e032a73c78e2e4b787403862608e151dd,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Parts Austin/San Antonio,True,District 35,35,241670,99,176411,926421,True,20221108TX49479,2022-11-08,TX,Dan,McQueen,GOP,62909,69916,2,53000,0,Greg,Casar,Dem,62987,69909,1,53055,0,2022-11-09T02:34:26.087Z
1667977161,2022-11-09 00:59:21 -0600,d4158baa35ee56754832f9c50c65e72445101881,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Parts Austin/San Antonio,True,District 35,35,238327,99,177231,926421,True,20221108TX49479,2022-11-08,TX,Dan,McQueen,GOP,62909,69916,2,53000,0,Greg,Casar,Dem,62987,69909,1,53055,0,2022-11-09T02:34:26.087Z
1667977976,2022-11-09 01:12:56 -0600,49c0f85ed6cbaaac8f357b536c767f0a23714980,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Parts Austin/San Antonio,True,District 35,35,238327,99,177915,926421,True,20221108TX49479,2022-11-08,TX,Dan,McQueen,GOP,62909,69916,2,53000,0,Greg,Casar,Dem,62987,69909,1,53055,0,2022-11-09T02:34:26.087Z
1667978016,2022-11-09 01:13:36 -0600,7febc527721e6e7f43de63ba3eb206040d4f99d8,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Parts Austin/San Antonio,True,District 35,35,238327,99,177231,926421,True,20221108TX49479,2022-11-08,TX,Dan,McQueen,GOP,62909,69916,2,53000,0,Greg,Casar,Dem,62987,69909,1,53055,0,2022-11-09T02:34:26.087Z
1667978057,2022-11-09 01:14:17 -0600,45226886ebec704c2559e16aa3f6244612fff44c,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Parts Austin/San Antonio,True,District 35,35,238327,99,177915,926421,True,20221108TX49479,2022-11-08,TX,Dan,McQueen,GOP,62909,69916,2,53000,0,Greg,Casar,Dem,62987,69909,1,53055,0,2022-11-09T02:34:26.087Z
1667981242,2022-11-09 02:07:22 -0600,cf751ccf5a467e68d03bb00a59a524242998a7c9,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Parts Austin/San Antonio,True,District 35,35,236533,99,177915,926421,True,20221108TX49479,2022-11-08,TX,Dan,McQueen,GOP,62909,69916,2,53000,0,Greg,Casar,Dem,62987,69909,1,53055,0,2022-11-09T02:34:26.087Z
1667982914,2022-11-09 02:35:14 -0600,a346c9adf75cdfebf273478b219b645c9d48289e,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Parts Austin/San Antonio,True,District 35,35,196727,99,177915,926421,True,20221108TX49479,2022-11-08,TX,Dan,McQueen,GOP,62909,69916,2,53000,0,Greg,Casar,Dem,62987,69909,1,53055,0,2022-11-09T02:34:26.087Z
1667987115,2022-11-09 03:45:15 -0600,e23b8de2242415db61d865c6efae16c4ec047a9f,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Parts Austin/San Antonio,True,District 35,35,239876,99,177915,926421,True,20221108TX49479,2022-11-08,TX,Dan,McQueen,GOP,62909,69916,2,53000,0,Greg,Casar,Dem,62987,69909,1,53055,0,2022-11-09T02:34:26.087Z
1667993155,2022-11-09 05:25:55 -0600,73de490df1874a99671a4e65f70eb3c12c8d355d,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Parts Austin/San Antonio,True,District 35,35,200070,99,177915,926421,True,20221108TX49479,2022-11-08,TX,Dan,McQueen,GOP,62909,69916,2,53000,0,Greg,Casar,Dem,62987,69909,1,53055,0,2022-11-09T02:34:26.087Z
1667993194,2022-11-09 05:26:34 -0600,aaec70416eac8844dcef850d45672645bfecb7ca,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Parts Austin/San Antonio,True,District 35,35,239876,99,177915,926421,True,20221108TX49479,2022-11-08,TX,Dan,McQueen,GOP,62909,69916,2,53000,0,Greg,Casar,Dem,62987,69909,1,53055,0,2022-11-09T02:34:26.087Z
1667993234,2022-11-09 05:27:14 -0600,e5fb7291fb828d866457217da4e365b2cb9bee5f,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Parts Austin/San Antonio,True,District 35,35,200070,99,177915,926421,True,20221108TX49479,2022-11-08,TX,Dan,McQueen,GOP,62909,69916,2,53000,0,Greg,Casar,Dem,62987,69909,1,53055,0,2022-11-09T02:34:26.087Z
1667993953,2022-11-09 05:39:13 -0600,a55f188d568822cf744540f7ebc3fec4b7ffd089,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Parts Austin/San Antonio,True,District 35,35,239876,99,177915,926421,True,20221108TX49479,2022-11-08,TX,Dan,McQueen,GOP,62909,69916,2,53000,0,Greg,Casar,Dem,62987,69909,1,53055,0,2022-11-09T02:34:26.087Z
1667996475,2022-11-09 06:21:15 -0600,3678215d63aaa3fdb30dbded7cb668153e64af41,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Parts Austin/San Antonio,True,District 35,35,179712,99,177915,926421,True,20221108TX49479,2022-11-08,TX,Dan,McQueen,GOP,62909,69916,2,53000,0,Greg,Casar,Dem,62987,69909,1,53055,0,2022-11-09T02:34:26.087Z
1667996516,2022-11-09 06:21:56 -0600,54882b720f52ff19a1eb6601f2536c6cf4967df5,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Parts Austin/San Antonio,True,District 35,35,239876,99,177915,926421,True,20221108TX49479,2022-11-08,TX,Dan,McQueen,GOP,62909,69916,2,53000,0,Greg,Casar,Dem,62987,69909,1,53055,0,2022-11-09T02:34:26.087Z
1667996558,2022-11-09 06:22:38 -0600,6ed410a7a425f22f9d63a92f2659d3edeff4d1d6,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Parts Austin/San Antonio,True,District 35,35,179712,99,177915,926421,True,20221108TX49479,2022-11-08,TX,Dan,McQueen,GOP,62909,69916,2,53000,0,Greg,Casar,Dem,62987,69909,1,53055,0,2022-11-09T02:34:26.087Z
