captureTimestamp,captureDateTime,captureRevision,statePostal,reportingunitID,reportingunitLevel,pollClosingTime,level,fipsCode,electTotal,lastUpdated,precinctsReporting,eevp,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,candidates.3.candidateID,candidates.3.voteCount,candidates.3.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,KS,20113,2,2022-11-09T01:00:00.000Z,FIPSCode,20113,0,2022-11-07T20:48:59.462Z,0,0.0,33,0.0,7807,0,0.0,7637,0,0.0,6798,0,0.0,7805,0,0.0,12287,99,0,18819,0,0
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,KS,20113,2,2022-11-09T01:00:00.000Z,FIPSCode,20113,0,2022-11-08T19:33:17.320Z,0,0.0,33,0.0,7807,0,0.0,7637,0,0.0,6798,0,0.0,7805,0,0.0,12287,99,0,18819,0,0
1667944594,2022-11-08 21:56:34 +0000,e2bc597e8b9000814b0a10159d7d06e03803e0bb,KS,20113,2,2022-11-09T01:00:00.000Z,FIPSCode,20113,0,2022-11-08T19:33:17.320Z,0,0.0,33,0.0,7807,0,0.0,7637,0,0.0,6798,0,0.0,7805,0,0.0,12287,99,0,18819,0,0
1667944807,2022-11-08 22:00:07 +0000,dcfffcd77ec44ba4e0c4b41e8729188e7728dbe1,KS,20113,2,2022-11-09T01:00:00.000Z,FIPSCode,20113,0,2022-11-08T19:33:17.320Z,0,0.0,33,0.0,7807,0,0.0,7637,0,0.0,6798,0,0.0,7805,0,0.0,12287,99,0,18819,0,0
1667956006,2022-11-09 01:06:46 +0000,01cc2f6d0039b2fcb59e03eced60e58dcb253844,KS,20113,2,2022-11-09T01:00:00.000Z,FIPSCode,20113,0,2022-11-08T19:33:17.320Z,0,0.0,33,0.0,7807,0,0.0,7637,0,0.0,6798,0,0.0,7805,0,0.0,12287,99,0,18819,0,0
1667956272,2022-11-09 01:11:12 +0000,e9730fe8cd073de363599251493da8f113e7bb60,KS,20113,2,2022-11-09T01:00:00.000Z,FIPSCode,20113,0,2022-11-09T01:05:47.398Z,0,0.0,33,0.0,7807,0,0.0,7637,0,0.0,6798,0,0.0,7805,0,0.0,12287,99,0,18819,0,0
1667956547,2022-11-09 01:15:47 +0000,8138046ce1ccc9e37269480764f23b8c9cec781a,KS,20113,2,2022-11-09T01:00:00.000Z,FIPSCode,20113,0,2022-11-09T01:05:47.398Z,0,0.0,33,0.0,7807,0,0.0,7637,0,0.0,6798,0,0.0,7805,0,0.0,12287,99,0,18819,0,0
1667957715,2022-11-09 01:35:15 +0000,97cbc8b93cc842818a0fba948144842c3e8d51f0,KS,20113,2,2022-11-09T01:00:00.000Z,FIPSCode,20113,0,2022-11-09T01:05:47.398Z,0,0.0,33,0.0,7807,0,0.0,7637,0,0.0,6798,0,0.0,7805,0,0.0,12287,99,0,18819,0,0
1667957993,2022-11-09 01:39:53 +0000,af6b7ce58befb45bf1dd57f93615d5da519d3770,KS,20113,2,2022-11-09T01:00:00.000Z,FIPSCode,20113,0,2022-11-09T01:35:14.602Z,0,0.0,33,0.0,7807,0,0.0,7637,0,0.0,6798,0,0.0,7805,0,0.0,12287,99,0,18819,0,0
1667958273,2022-11-09 01:44:33 +0000,4199c67ba64ae17927c85a89877c89e59a577ae0,KS,20113,2,2022-11-09T01:00:00.000Z,FIPSCode,20113,0,2022-11-09T01:35:14.602Z,0,0.0,33,0.0,7807,0,0.0,7637,0,0.0,6798,0,0.0,7805,0,0.0,12287,99,0,18819,0,0
