captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.abbrv,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.6798.first,candidates.6798.last,candidates.6798.incumbent,candidates.6798.party,candidates.6798.candidateID,candidates.6798.ballotOrder,candidates.6798.polID,candidates.6798.polNum,candidates.6798.electWon,candidates.7637.first,candidates.7637.last,candidates.7637.party,candidates.7637.candidateID,candidates.7637.ballotOrder,candidates.7637.polID,candidates.7637.polNum,candidates.7637.electWon,candidates.7805.first,candidates.7805.last,candidates.7805.party,candidates.7805.candidateID,candidates.7805.ballotOrder,candidates.7805.polID,candidates.7805.polNum,candidates.7805.electWon,candidates.7807.first,candidates.7807.last,candidates.7807.party,candidates.7807.candidateID,candidates.7807.ballotOrder,candidates.7807.polID,candidates.7807.polNum,candidates.7807.electWon,candidates.6798.winnerDateTime
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,G,Governor,Laura,Kelly,Kelly,Dem,6798,67301,18848,True,True,True,1100000,99,202886,1951099,True,20221108KS17559,2022-11-08,KS,6798,Laura,Kelly,True,Dem,6798,1,67301,18848,0,Derek,Schmidt,GOP,7637,2,54125,18842,0,Seth,Cordell,Lib,7805,3,71740,20750,0,Dennis,Pyle,Ind,7807,4,19968,18469,0,
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,G,Governor,Laura,Kelly,Kelly,Dem,6798,67301,18848,True,True,True,1100000,99,188782,1951099,True,20221108KS17559,2022-11-08,KS,6798,Laura,Kelly,True,Dem,6798,1,67301,18848,0,Derek,Schmidt,GOP,7637,2,54125,18842,0,Seth,Cordell,Lib,7805,3,71740,20750,0,Dennis,Pyle,Ind,7807,4,19968,18469,0,
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,G,Governor,Laura,Kelly,Kelly,Dem,6798,67301,18848,True,True,True,1100000,99,246857,1951099,True,20221108KS17559,2022-11-08,KS,6798,Laura,Kelly,True,Dem,6798,1,67301,18848,0,Derek,Schmidt,GOP,7637,2,54125,18842,0,Seth,Cordell,Lib,7805,3,71740,20750,0,Dennis,Pyle,Ind,7807,4,19968,18469,0,
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,G,Governor,Laura,Kelly,Kelly,Dem,6798,67301,18848,True,True,True,1100000,99,235128,1951099,True,20221108KS17559,2022-11-08,KS,6798,Laura,Kelly,True,Dem,6798,1,67301,18848,0,Derek,Schmidt,GOP,7637,2,54125,18842,0,Seth,Cordell,Lib,7805,3,71740,20750,0,Dennis,Pyle,Ind,7807,4,19968,18469,0,
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,G,Governor,Laura,Kelly,Kelly,Dem,6798,67301,18848,True,True,True,1100000,99,581460,1951099,True,20221108KS17559,2022-11-08,KS,6798,Laura,Kelly,True,Dem,6798,1,67301,18848,0,Derek,Schmidt,GOP,7637,2,54125,18842,0,Seth,Cordell,Lib,7805,3,71740,20750,0,Dennis,Pyle,Ind,7807,4,19968,18469,0,
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,G,Governor,Laura,Kelly,Kelly,Dem,6798,67301,18848,True,True,True,1100000,99,672495,1951099,True,20221108KS17559,2022-11-08,KS,6798,Laura,Kelly,True,Dem,6798,1,67301,18848,0,Derek,Schmidt,GOP,7637,2,54125,18842,0,Seth,Cordell,Lib,7805,3,71740,20750,0,Dennis,Pyle,Ind,7807,4,19968,18469,0,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,G,Governor,Laura,Kelly,Kelly,Dem,6798,67301,18848,True,True,True,1100000,99,781250,1951099,True,20221108KS17559,2022-11-08,KS,6798,Laura,Kelly,True,Dem,6798,1,67301,18848,0,Derek,Schmidt,GOP,7637,2,54125,18842,0,Seth,Cordell,Lib,7805,3,71740,20750,0,Dennis,Pyle,Ind,7807,4,19968,18469,0,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,G,Governor,Laura,Kelly,Kelly,Dem,6798,67301,18848,True,True,True,1050000,99,843921,1951099,True,20221108KS17559,2022-11-08,KS,6798,Laura,Kelly,True,Dem,6798,1,67301,18848,0,Derek,Schmidt,GOP,7637,2,54125,18842,0,Seth,Cordell,Lib,7805,3,71740,20750,0,Dennis,Pyle,Ind,7807,4,19968,18469,0,
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,G,Governor,Laura,Kelly,Kelly,Dem,6798,67301,18848,True,True,True,1050000,99,876340,1951099,True,20221108KS17559,2022-11-08,KS,6798,Laura,Kelly,True,Dem,6798,1,67301,18848,0,Derek,Schmidt,GOP,7637,2,54125,18842,0,Seth,Cordell,Lib,7805,3,71740,20750,0,Dennis,Pyle,Ind,7807,4,19968,18469,0,
1667967681,2022-11-08 22:21:21 -0600,21dcb165d821d41661e7c4d6fbcc7bfbb94326bb,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,G,Governor,Laura,Kelly,Kelly,Dem,6798,67301,18848,True,True,True,1050000,99,888489,1951099,True,20221108KS17559,2022-11-08,KS,6798,Laura,Kelly,True,Dem,6798,1,67301,18848,0,Derek,Schmidt,GOP,7637,2,54125,18842,0,Seth,Cordell,Lib,7805,3,71740,20750,0,Dennis,Pyle,Ind,7807,4,19968,18469,0,
1667968538,2022-11-08 22:35:38 -0600,921a14073c0a588fcddcb6fa0c38955a3a5e6401,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,G,Governor,Laura,Kelly,Kelly,Dem,6798,67301,18848,True,True,True,1050000,99,903756,1951099,True,20221108KS17559,2022-11-08,KS,6798,Laura,Kelly,True,Dem,6798,1,67301,18848,0,Derek,Schmidt,GOP,7637,2,54125,18842,0,Seth,Cordell,Lib,7805,3,71740,20750,0,Dennis,Pyle,Ind,7807,4,19968,18469,0,
1667969376,2022-11-08 22:49:36 -0600,4ac813ba060ccffdf02cdf61aae9dd9c0b214438,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,G,Governor,Laura,Kelly,Kelly,Dem,6798,67301,18848,True,True,True,1050000,99,920168,1951099,True,20221108KS17559,2022-11-08,KS,6798,Laura,Kelly,True,Dem,6798,1,67301,18848,0,Derek,Schmidt,GOP,7637,2,54125,18842,0,Seth,Cordell,Lib,7805,3,71740,20750,0,Dennis,Pyle,Ind,7807,4,19968,18469,0,
1667970199,2022-11-08 23:03:19 -0600,f4db6dd16c878356c43dd19f6d680eb5acf90d34,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,G,Governor,Laura,Kelly,Kelly,Dem,6798,67301,18848,True,True,True,1050000,99,929986,1951099,True,20221108KS17559,2022-11-08,KS,6798,Laura,Kelly,True,Dem,6798,1,67301,18848,0,Derek,Schmidt,GOP,7637,2,54125,18842,0,Seth,Cordell,Lib,7805,3,71740,20750,0,Dennis,Pyle,Ind,7807,4,19968,18469,0,
1667971124,2022-11-08 23:18:44 -0600,f9d1c6b5aa5f6a3f4c976d51307de08576c2bf77,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,G,Governor,Laura,Kelly,Kelly,Dem,6798,67301,18848,True,True,True,1014010,99,937419,1951099,True,20221108KS17559,2022-11-08,KS,6798,Laura,Kelly,True,Dem,6798,1,67301,18848,0,Derek,Schmidt,GOP,7637,2,54125,18842,0,Seth,Cordell,Lib,7805,3,71740,20750,0,Dennis,Pyle,Ind,7807,4,19968,18469,0,
1667971966,2022-11-08 23:32:46 -0600,2ca4b8a8cf3e531914fdadd9eb0cfa27feade89d,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,G,Governor,Laura,Kelly,Kelly,Dem,6798,67301,18848,True,True,True,1014010,99,942659,1951099,True,20221108KS17559,2022-11-08,KS,6798,Laura,Kelly,True,Dem,6798,1,67301,18848,0,Derek,Schmidt,GOP,7637,2,54125,18842,0,Seth,Cordell,Lib,7805,3,71740,20750,0,Dennis,Pyle,Ind,7807,4,19968,18469,0,
1667972810,2022-11-08 23:46:50 -0600,aa61daf8417c040e13c56de238053c966d7a0302,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,G,Governor,Laura,Kelly,Kelly,Dem,6798,67301,18848,True,True,True,1002829,99,942659,1951099,True,20221108KS17559,2022-11-08,KS,6798,Laura,Kelly,True,Dem,6798,1,67301,18848,0,Derek,Schmidt,GOP,7637,2,54125,18842,0,Seth,Cordell,Lib,7805,3,71740,20750,0,Dennis,Pyle,Ind,7807,4,19968,18469,0,
1667973600,2022-11-09 00:00:00 -0600,bfc0ff3fe5ed1f4adc762f2d1128321f016d691f,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,G,Governor,Laura,Kelly,Kelly,Dem,6798,67301,18848,True,True,True,1002829,99,944588,1951099,True,20221108KS17559,2022-11-08,KS,6798,Laura,Kelly,True,Dem,6798,1,67301,18848,0,Derek,Schmidt,GOP,7637,2,54125,18842,0,Seth,Cordell,Lib,7805,3,71740,20750,0,Dennis,Pyle,Ind,7807,4,19968,18469,0,
1667974050,2022-11-09 00:07:30 -0600,7abf683084771abb66bcbd62c846b6795b86899c,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,G,Governor,Laura,Kelly,Kelly,Dem,6798,67301,18848,True,True,True,1002829,99,948612,1951099,True,20221108KS17559,2022-11-08,KS,6798,Laura,Kelly,True,Dem,6798,1,67301,18848,0,Derek,Schmidt,GOP,7637,2,54125,18842,0,Seth,Cordell,Lib,7805,3,71740,20750,0,Dennis,Pyle,Ind,7807,4,19968,18469,0,
1667974899,2022-11-09 00:21:39 -0600,387e9cf2d205ebca879101fc8e33b930b1cbd329,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,G,Governor,Laura,Kelly,Kelly,Dem,6798,67301,18848,True,True,True,1002829,99,953631,1951099,True,20221108KS17559,2022-11-08,KS,6798,Laura,Kelly,True,Dem,6798,1,67301,18848,0,Derek,Schmidt,GOP,7637,2,54125,18842,0,Seth,Cordell,Lib,7805,3,71740,20750,0,Dennis,Pyle,Ind,7807,4,19968,18469,0,
1667976548,2022-11-09 00:49:08 -0600,6a83da7820809fa5eca34d5b2e493e02ed29f8e1,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,G,Governor,Laura,Kelly,Kelly,Dem,6798,67301,18848,True,True,True,1002829,99,954098,1951099,True,20221108KS17559,2022-11-08,KS,6798,Laura,Kelly,True,Dem,6798,1,67301,18848,0,Derek,Schmidt,GOP,7637,2,54125,18842,0,Seth,Cordell,Lib,7805,3,71740,20750,0,Dennis,Pyle,Ind,7807,4,19968,18469,0,
1667977366,2022-11-09 01:02:46 -0600,6e493bcb007f5684865247793748844d302980c2,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,G,Governor,Laura,Kelly,Kelly,Dem,6798,67301,18848,True,True,True,1002829,99,958072,1951099,True,20221108KS17559,2022-11-08,KS,6798,Laura,Kelly,True,Dem,6798,1,67301,18848,0,Derek,Schmidt,GOP,7637,2,54125,18842,0,Seth,Cordell,Lib,7805,3,71740,20750,0,Dennis,Pyle,Ind,7807,4,19968,18469,0,
1667977407,2022-11-09 01:03:27 -0600,7832f401c0de267d87674c9a4024307e1f8adb65,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,G,Governor,Laura,Kelly,Kelly,Dem,6798,67301,18848,True,True,True,1002829,99,954098,1951099,True,20221108KS17559,2022-11-08,KS,6798,Laura,Kelly,True,Dem,6798,1,67301,18848,0,Derek,Schmidt,GOP,7637,2,54125,18842,0,Seth,Cordell,Lib,7805,3,71740,20750,0,Dennis,Pyle,Ind,7807,4,19968,18469,0,
1667977447,2022-11-09 01:04:07 -0600,85b5a3bb4e8662c6fa8f3bf8244be3cdf20864e6,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,G,Governor,Laura,Kelly,Kelly,Dem,6798,67301,18848,True,True,True,1002829,99,958072,1951099,True,20221108KS17559,2022-11-08,KS,6798,Laura,Kelly,True,Dem,6798,1,67301,18848,0,Derek,Schmidt,GOP,7637,2,54125,18842,0,Seth,Cordell,Lib,7805,3,71740,20750,0,Dennis,Pyle,Ind,7807,4,19968,18469,0,
1667977894,2022-11-09 01:11:34 -0600,2883987a3e0c5c512fd0db14505e99d131238c1b,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,G,Governor,Laura,Kelly,Kelly,Dem,6798,67301,18848,True,True,True,1002829,99,959482,1951099,True,20221108KS17559,2022-11-08,KS,6798,Laura,Kelly,True,Dem,6798,1,67301,18848,0,Derek,Schmidt,GOP,7637,2,54125,18842,0,Seth,Cordell,Lib,7805,3,71740,20750,0,Dennis,Pyle,Ind,7807,4,19968,18469,0,
1667978744,2022-11-09 01:25:44 -0600,8b13f33679adcee88a6a055b710570330a1d0128,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,G,Governor,Laura,Kelly,Kelly,Dem,6798,67301,18848,True,True,True,1002829,99,960807,1951099,True,20221108KS17559,2022-11-08,KS,6798,Laura,Kelly,True,Dem,6798,1,67301,18848,0,Derek,Schmidt,GOP,7637,2,54125,18842,0,Seth,Cordell,Lib,7805,3,71740,20750,0,Dennis,Pyle,Ind,7807,4,19968,18469,0,
1667980354,2022-11-09 01:52:34 -0600,b95b3aa03864d3aa8e20ef68881e81d2ed7e17c2,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,G,Governor,Laura,Kelly,Kelly,Dem,6798,67301,18848,True,True,True,990523,99,960807,1951099,True,20221108KS17559,2022-11-08,KS,6798,Laura,Kelly,True,Dem,6798,1,67301,18848,0,Derek,Schmidt,GOP,7637,2,54125,18842,0,Seth,Cordell,Lib,7805,3,71740,20750,0,Dennis,Pyle,Ind,7807,4,19968,18469,0,
1667980881,2022-11-09 02:01:21 -0600,406718cabac07dd3ea87c3ec51d5a51a5b20435c,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,G,Governor,Laura,Kelly,Kelly,Dem,6798,67301,18848,True,True,True,990523,99,964095,1951099,True,20221108KS17559,2022-11-08,KS,6798,Laura,Kelly,True,Dem,6798,1,67301,18848,0,Derek,Schmidt,GOP,7637,2,54125,18842,0,Seth,Cordell,Lib,7805,3,71740,20750,0,Dennis,Pyle,Ind,7807,4,19968,18469,0,
1667980920,2022-11-09 02:02:00 -0600,d8dacf3ba7026ec4b78c9b6ae2fd53c41765fbd5,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,G,Governor,Laura,Kelly,Kelly,Dem,6798,67301,18848,True,True,True,990523,99,960807,1951099,True,20221108KS17559,2022-11-08,KS,6798,Laura,Kelly,True,Dem,6798,1,67301,18848,0,Derek,Schmidt,GOP,7637,2,54125,18842,0,Seth,Cordell,Lib,7805,3,71740,20750,0,Dennis,Pyle,Ind,7807,4,19968,18469,0,
1667980960,2022-11-09 02:02:40 -0600,77e86fad3864f77f6953461bce33086104908ed9,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,G,Governor,Laura,Kelly,Kelly,Dem,6798,67301,18848,True,True,True,990523,99,964095,1951099,True,20221108KS17559,2022-11-08,KS,6798,Laura,Kelly,True,Dem,6798,1,67301,18848,0,Derek,Schmidt,GOP,7637,2,54125,18842,0,Seth,Cordell,Lib,7805,3,71740,20750,0,Dennis,Pyle,Ind,7807,4,19968,18469,0,
1667981805,2022-11-09 02:16:45 -0600,cef5b5fb19b6f6b9bd4c9e58e7a861d84a08f22a,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,G,Governor,Laura,Kelly,Kelly,Dem,6798,67301,18848,True,True,True,990523,99,964772,1951099,True,20221108KS17559,2022-11-08,KS,6798,Laura,Kelly,True,Dem,6798,1,67301,18848,0,Derek,Schmidt,GOP,7637,2,54125,18842,0,Seth,Cordell,Lib,7805,3,71740,20750,0,Dennis,Pyle,Ind,7807,4,19968,18469,0,
1667982675,2022-11-09 02:31:15 -0600,786807e6e366b393d0fa43f17f9992eb44d36d90,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,G,Governor,Laura,Kelly,Kelly,Dem,6798,67301,18848,True,True,True,990523,99,973270,1951099,True,20221108KS17559,2022-11-08,KS,6798,Laura,Kelly,True,Dem,6798,1,67301,18848,0,Derek,Schmidt,GOP,7637,2,54125,18842,0,Seth,Cordell,Lib,7805,3,71740,20750,0,Dennis,Pyle,Ind,7807,4,19968,18469,0,
1667984283,2022-11-09 02:58:03 -0600,0170dd1ad3b2504037f68d6f19c85fd52c958ac5,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,G,Governor,Laura,Kelly,Kelly,Dem,6798,67301,18848,True,True,True,990523,99,975907,1951099,True,20221108KS17559,2022-11-08,KS,6798,Laura,Kelly,True,Dem,6798,1,67301,18848,0,Derek,Schmidt,GOP,7637,2,54125,18842,0,Seth,Cordell,Lib,7805,3,71740,20750,0,Dennis,Pyle,Ind,7807,4,19968,18469,0,
1667985093,2022-11-09 03:11:33 -0600,add46abbfc92cef6d2edcd2670f5bac30248fa35,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,G,Governor,Laura,Kelly,Kelly,Dem,6798,67301,18848,True,True,True,985765,99,975907,1951099,True,20221108KS17559,2022-11-08,KS,6798,Laura,Kelly,True,Dem,6798,1,67301,18848,0,Derek,Schmidt,GOP,7637,2,54125,18842,0,Seth,Cordell,Lib,7805,3,71740,20750,0,Dennis,Pyle,Ind,7807,4,19968,18469,0,
1668016198,2022-11-09 11:49:58 -0600,b2d753ce34093bf99b02c955de2d0060a5ac9e0c,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,G,Governor,Laura,Kelly,Kelly,Dem,6798,67301,18848,True,True,True,985765,99,977016,1951099,True,20221108KS17559,2022-11-08,KS,6798,Laura,Kelly,True,Dem,6798,1,67301,18848,0,Derek,Schmidt,GOP,7637,2,54125,18842,0,Seth,Cordell,Lib,7805,3,71740,20750,0,Dennis,Pyle,Ind,7807,4,19968,18469,0,
