captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,electTotal,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,candidates.3.candidateID,candidates.3.voteCount,candidates.3.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.colorIndex,candidates.1.colorIndex,candidates.3.colorIndex,candidates.0.winner,candidates.0.calledAt
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,20221108KS17559,live,0.0,KS,Kansas,17,1,2022-11-09T01:00:00.000Z,state,0,2022-11-07T20:48:59.385Z,0,4040,0.0,7807,0,0.0,7637,0,0.0,6798,0,0.0,7805,0,0.0,1100000,99,0,1929972,0,0,,,,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,20221108KS17559,live,0.0,KS,Kansas,17,1,2022-11-09T01:00:00.000Z,state,0,2022-11-08T21:50:39.600Z,0,4040,0.0,7807,0,0.0,7637,0,0.0,6798,0,0.0,7805,0,0.0,1100000,99,0,1951099,0,0,,,,,
1667944594,2022-11-08 21:56:34 +0000,e2bc597e8b9000814b0a10159d7d06e03803e0bb,20221108KS17559,live,0.0,KS,Kansas,17,1,2022-11-09T01:00:00.000Z,state,0,2022-11-08T21:55:04.633Z,0,4040,0.0,7807,0,0.0,7637,0,0.0,6798,0,0.0,7805,0,0.0,1100000,99,0,1951099,0,0,,,,,
1667944807,2022-11-08 22:00:07 +0000,dcfffcd77ec44ba4e0c4b41e8729188e7728dbe1,20221108KS17559,live,0.0,KS,Kansas,17,1,2022-11-09T01:00:00.000Z,state,0,2022-11-08T21:56:16.875Z,0,4040,0.0,7807,0,0.0,7637,0,0.0,6798,0,0.0,7805,0,0.0,1100000,99,0,1951099,0,0,,,,,
1667956006,2022-11-09 01:06:46 +0000,01cc2f6d0039b2fcb59e03eced60e58dcb253844,20221108KS17559,live,0.0,KS,Kansas,17,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:00:26.425Z,0,4040,0.0,7807,0,0.0,7637,0,0.0,6798,0,0.0,7805,0,0.0,1100000,99,0,1951099,0,0,,,,,
1667956272,2022-11-09 01:11:12 +0000,e9730fe8cd073de363599251493da8f113e7bb60,20221108KS17559,live,0.0,KS,Kansas,17,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:05:56.560Z,0,4040,0.0,7807,0,0.0,7637,0,0.0,6798,0,0.0,7805,0,0.0,1100000,99,0,1951099,0,0,,,,,
1667956547,2022-11-09 01:15:47 +0000,8138046ce1ccc9e37269480764f23b8c9cec781a,20221108KS17559,live,0.7,KS,Kansas,17,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:08:28.806Z,1,4040,0.02,7637,3925,50.93,6798,3580,46.45,7807,142,1.84,7805,60,0.78,1100000,99,7707,1951099,1,28,0.0,,,,
1667957715,2022-11-09 01:35:15 +0000,97cbc8b93cc842818a0fba948144842c3e8d51f0,20221108KS17559,live,0.77,KS,Kansas,17,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:32:01.278Z,15,4040,0.37,7637,4378,51.84,6798,3850,45.59,7807,155,1.84,7805,62,0.73,1100000,99,8445,1951099,15,31,0.0,,,,
1667957993,2022-11-09 01:39:53 +0000,af6b7ce58befb45bf1dd57f93615d5da519d3770,20221108KS17559,live,2.62,KS,Kansas,17,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:36:31.841Z,24,4040,0.59,6798,17069,59.14,7637,11084,38.4,7807,485,1.68,7805,223,0.77,1100000,99,28861,1951099,24,106,1.0,0.0,,,
1667958273,2022-11-09 01:44:33 +0000,4199c67ba64ae17927c85a89877c89e59a577ae0,20221108KS17559,live,11.93,KS,Kansas,17,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:38:04.733Z,28,4040,0.69,6798,76663,58.42,7637,51746,39.43,7807,1943,1.48,7805,884,0.67,1100000,99,131236,1951099,28,482,1.0,0.0,,,
1667958559,2022-11-09 01:49:19 +0000,0a6694bb1cdd9734aff1178f6a5894d33a1a95cc,20221108KS17559,live,11.94,KS,Kansas,17,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:43:33.642Z,28,4040,0.69,6798,76691,58.37,7637,51856,39.47,7807,1946,1.48,7805,886,0.67,1100000,99,131379,1951099,28,483,1.0,0.0,,,
1667958843,2022-11-09 01:54:03 +0000,cdc0d2ad2c3afd665dd741c97f9de238aafb3cf6,20221108KS17559,live,11.96,KS,Kansas,17,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:47:34.203Z,28,4040,0.69,6798,76735,58.33,7637,51979,39.51,7807,1954,1.49,7805,889,0.68,1100000,99,131557,1951099,28,483,1.0,0.0,,,
1667959124,2022-11-09 01:58:44 +0000,ebdb2f4efab49b8071a842b145008e58069ff969,20221108KS17559,live,11.96,KS,Kansas,17,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:52:35.238Z,28,4040,0.69,6798,76735,58.33,7637,51979,39.51,7807,1954,1.49,7805,889,0.68,1100000,99,131557,1951099,28,483,1.0,0.0,,,
1667959410,2022-11-09 02:03:30 +0000,98a277291480f2bee1271d939218798a5aa6ad2a,20221108KS17559,live,12.67,KS,Kansas,17,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:58:37.983Z,29,4040,0.72,6798,80704,57.91,7637,55526,39.85,7807,2109,1.51,7805,1011,0.73,1100000,99,139350,1951099,29,512,1.0,0.0,,,
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,20221108KS17559,live,14.46,KS,Kansas,17,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:02:18.489Z,143,4040,3.54,6798,96850,60.9,7637,58769,36.96,7807,2279,1.43,7805,1127,0.71,1100000,99,159025,1951099,143,584,1.0,0.0,,,
1667960264,2022-11-09 02:17:44 +0000,e239f4bcca07deff3069ebbdd016fa8b8d41d752,20221108KS17559,live,14.47,KS,Kansas,17,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:13:31.708Z,143,4040,3.54,6798,96883,60.87,7637,58870,36.99,7807,2285,1.44,7805,1128,0.71,1100000,99,159166,1951099,143,585,1.0,0.0,,,
1667960816,2022-11-09 02:26:56 +0000,8a1624065b18c7c6c4408259c296b51116c46c3f,20221108KS17559,live,14.69,KS,Kansas,17,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:23:33.056Z,143,4040,3.54,6798,98382,60.88,7637,59732,36.97,7807,2329,1.44,7805,1144,0.71,1100000,99,161587,1951099,143,593,1.0,0.0,,,
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,20221108KS17559,live,14.69,KS,Kansas,17,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:27:21.990Z,143,4040,3.54,6798,98382,60.88,7637,59732,36.97,7807,2329,1.44,7805,1144,0.71,1100000,99,161587,1951099,143,593,1.0,0.0,,,
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,20221108KS17559,live,16.73,KS,Kansas,17,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:31:30.397Z,217,4040,5.37,6798,111134,60.39,7637,68693,37.32,7807,2797,1.52,7805,1418,0.77,1100000,99,184042,1951099,217,676,1.0,0.0,,,
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,20221108KS17559,live,16.77,KS,Kansas,17,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:34:32.977Z,217,4040,5.37,6798,111239,60.29,7637,69017,37.41,7807,2817,1.53,7805,1431,0.78,1100000,99,184504,1951099,217,678,1.0,0.0,,,
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,20221108KS17559,live,17.16,KS,Kansas,17,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:40:25.448Z,217,4040,5.37,6798,113873,60.32,7637,70550,37.37,7807,2892,1.53,7805,1467,0.78,1100000,99,188782,1951099,217,693,1.0,0.0,,,
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,20221108KS17559,live,18.44,KS,Kansas,17,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:47:30.000Z,123,4040,3.04,6798,121701,59.98,7637,76216,37.57,7807,3299,1.63,7805,1670,0.82,1100000,99,202886,1951099,123,745,1.0,0.0,,,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,20221108KS17559,live,19.5,KS,Kansas,17,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:52:35.971Z,200,4040,4.95,6798,125989,58.74,7637,82969,38.68,7807,3560,1.66,7805,1960,0.91,1100000,99,214478,1951099,200,788,1.0,0.0,,,
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,20221108KS17559,live,21.38,KS,Kansas,17,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:53:17.441Z,463,4040,11.46,6798,138358,58.84,7637,90659,38.56,7807,3919,1.67,7805,2192,0.93,1100000,99,235128,1951099,463,864,1.0,0.0,,,
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,20221108KS17559,live,22.44,KS,Kansas,17,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:59:09.012Z,536,4040,13.27,6798,145229,58.83,7637,95143,38.54,7807,4142,1.68,7805,2343,0.95,1100000,99,246857,1951099,536,907,1.0,0.0,,,
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,20221108KS17559,live,53.98,KS,Kansas,17,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:11:14.310Z,1479,4040,36.61,6798,323383,54.47,7637,254514,42.87,7807,10192,1.72,7805,5637,0.95,1100000,99,593726,1951099,1479,2181,1.0,0.0,,,
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,20221108KS17559,live,57.06,KS,Kansas,17,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:15:07.805Z,1678,4040,41.53,6798,337774,53.82,7637,272798,43.47,7807,11021,1.76,7805,6025,0.96,1100000,99,627618,1951099,1678,2305,1.0,0.0,,,
1667964227,2022-11-09 03:23:47 +0000,1cb90b95cdd6c1be23968f2b7d9618a95c5a5ad9,20221108KS17559,live,60.02,KS,Kansas,17,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:19:39.714Z,1733,4040,42.9,6798,353808,53.59,7637,288183,43.65,7807,11782,1.78,7805,6395,0.97,1100000,99,660168,1951099,1733,2425,1.0,0.0,,,
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,20221108KS17559,live,61.19,KS,Kansas,17,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:24:00.125Z,1784,4040,44.16,6798,358780,53.3,7637,295773,43.94,7807,12049,1.79,7805,6520,0.97,1100000,99,673122,1951099,1784,2472,1.0,0.0,,,
