captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.35917.first,candidates.35917.last,candidates.35917.incumbent,candidates.35917.party,candidates.35917.candidateID,candidates.35917.ballotOrder,candidates.35917.polID,candidates.35917.polNum,candidates.35917.electWon,candidates.37384.first,candidates.37384.last,candidates.37384.party,candidates.37384.candidateID,candidates.37384.ballotOrder,candidates.37384.polID,candidates.37384.polNum,candidates.37384.electWon,candidates.35917.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,MI-20221108_Eday64,23,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 11,11,392517,99,0,975522,True,20221108MI23815,2022-11-08,MI,35917,Haley,Stevens,True,Dem,35917,1,67175,29341,0,Mark,Ambrose,GOP,37384,2,70840,30135,0,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,MI-20221108_Eday80,23,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 11,11,392517,99,0,975522,True,20221108MI23815,2022-11-08,MI,35917,Haley,Stevens,True,Dem,35917,1,67175,29341,0,Mark,Ambrose,GOP,37384,2,70840,30135,0,
1667956547,2022-11-09 01:15:47 +0000,8138046ce1ccc9e37269480764f23b8c9cec781a,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 11,11,392517,99,64782,975522,True,20221108MI23815,2022-11-08,MI,35917,Haley,Stevens,True,Dem,35917,1,67175,29341,0,Mark,Ambrose,GOP,37384,2,70840,30135,0,
1667957430,2022-11-09 01:30:30 +0000,03f90a735487a191903970f5b59ebf51d460c3e0,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 11,11,392517,99,74273,975522,True,20221108MI23815,2022-11-08,MI,35917,Haley,Stevens,True,Dem,35917,1,67175,29341,0,Mark,Ambrose,GOP,37384,2,70840,30135,0,
1667957715,2022-11-09 01:35:15 +0000,97cbc8b93cc842818a0fba948144842c3e8d51f0,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 11,11,392517,99,83534,975522,True,20221108MI23815,2022-11-08,MI,35917,Haley,Stevens,True,Dem,35917,1,67175,29341,0,Mark,Ambrose,GOP,37384,2,70840,30135,0,
1667958843,2022-11-09 01:54:03 +0000,cdc0d2ad2c3afd665dd741c97f9de238aafb3cf6,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 11,11,392517,99,117209,975522,True,20221108MI23815,2022-11-08,MI,35917,Haley,Stevens,True,Dem,35917,1,67175,29341,0,Mark,Ambrose,GOP,37384,2,70840,30135,0,
1667959410,2022-11-09 02:03:30 +0000,98a277291480f2bee1271d939218798a5aa6ad2a,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 11,11,392517,99,137024,975522,True,20221108MI23815,2022-11-08,MI,35917,Haley,Stevens,True,Dem,35917,1,67175,29341,0,Mark,Ambrose,GOP,37384,2,70840,30135,0,
1667960264,2022-11-09 02:17:44 +0000,e239f4bcca07deff3069ebbdd016fa8b8d41d752,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 11,11,392517,99,147260,975522,True,20221108MI23815,2022-11-08,MI,35917,Haley,Stevens,True,Dem,35917,1,67175,29341,0,Mark,Ambrose,GOP,37384,2,70840,30135,0,
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,MI-20221108_Eday80,23,General,G,Active Tabulation,Called,H,U.S. House,True,District 11,11,392517,99,147260,975522,True,20221108MI23815,2022-11-08,MI,35917,Haley,Stevens,True,Dem,35917,1,67175,29341,0,Mark,Ambrose,GOP,37384,2,70840,30135,0,2022-11-09T02:10:08.152Z
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,MI-20221108_Eday80,23,General,G,Active Tabulation,Called,H,U.S. House,True,District 11,11,392517,99,154775,975522,True,20221108MI23815,2022-11-08,MI,35917,Haley,Stevens,True,Dem,35917,1,67175,29341,0,Mark,Ambrose,GOP,37384,2,70840,30135,0,2022-11-09T02:10:08.152Z
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,MI-20221108_Eday80,23,General,G,Active Tabulation,Called,H,U.S. House,True,District 11,11,392517,99,169431,975522,True,20221108MI23815,2022-11-08,MI,35917,Haley,Stevens,True,Dem,35917,1,67175,29341,0,Mark,Ambrose,GOP,37384,2,70840,30135,0,2022-11-09T02:10:08.152Z
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,MI-20221108_Eday80,23,General,G,Active Tabulation,Called,H,U.S. House,True,District 11,11,392517,99,186891,975522,True,20221108MI23815,2022-11-08,MI,35917,Haley,Stevens,True,Dem,35917,1,67175,29341,0,Mark,Ambrose,GOP,37384,2,70840,30135,0,2022-11-09T02:10:08.152Z
