captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.23710.first,candidates.23710.last,candidates.23710.abbrv,candidates.23710.party,candidates.23710.incumbent,candidates.23710.candidateID,candidates.23710.polID,candidates.23710.ballotOrder,candidates.23710.polNum,candidates.23710.electWon,candidates.23711.first,candidates.23711.last,candidates.23711.party,candidates.23711.candidateID,candidates.23711.polID,candidates.23711.ballotOrder,candidates.23711.polNum,candidates.23711.electWon,candidates.23710.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,FL-20221108_Eday62,10,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 20,20,249002,99,0,1057195,True,20221108FL12210,2022-11-08,FL,23710,Sheila,Cherfilus-McCormick,Chrfls-,Dem,True,23710,67651,1,15042,0,Drew Montez,Clark,GOP,23711,71608,2,15582,0,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,FL-20221108_Eday80,10,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 20,20,265382,99,0,1057195,True,20221108FL12210,2022-11-08,FL,23710,Sheila,Cherfilus-McCormick,Chrfls-,Dem,True,23710,67651,1,15042,0,Drew Montez,Clark,GOP,23711,71608,2,15582,0,
1667953197,2022-11-09 00:19:57 +0000,4752cb39f35c63d02e72237179350aec6f014171,FL-20221108_Eday80,10,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 20,20,227865,99,94020,1057195,True,20221108FL12210,2022-11-08,FL,23710,Sheila,Cherfilus-McCormick,Chrfls-,Dem,True,23710,67651,1,15042,0,Drew Montez,Clark,GOP,23711,71608,2,15582,0,
1667954884,2022-11-09 00:48:04 +0000,8f544a76833fbb21dc3fbc0ce7b73e3714be8529,FL-20221108_Eday80,10,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 20,20,227865,99,127758,1057195,True,20221108FL12210,2022-11-08,FL,23710,Sheila,Cherfilus-McCormick,Chrfls-,Dem,True,23710,67651,1,15042,0,Drew Montez,Clark,GOP,23711,71608,2,15582,0,
1667955702,2022-11-09 01:01:42 +0000,f6f1267e463cf8ecb93583f1dab12bfae681d775,FL-20221108_Eday80,10,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 20,20,227865,99,132763,1057195,True,20221108FL12210,2022-11-08,FL,23710,Sheila,Cherfilus-McCormick,Chrfls-,Dem,True,23710,67651,1,15042,0,Drew Montez,Clark,GOP,23711,71608,2,15582,0,
1667956547,2022-11-09 01:15:47 +0000,8138046ce1ccc9e37269480764f23b8c9cec781a,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 20,20,227865,99,134895,1057195,True,20221108FL12210,2022-11-08,FL,23710,Sheila,Cherfilus-McCormick,Chrfls-,Dem,True,23710,67651,1,15042,0,Drew Montez,Clark,GOP,23711,71608,2,15582,0,2022-11-09T00:48:18.827Z
1667957119,2022-11-09 01:25:19 +0000,6d7ee88678b17ac3babfbeca22c88d840ddf7ac8,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 20,20,227865,99,142479,1057195,True,20221108FL12210,2022-11-08,FL,23710,Sheila,Cherfilus-McCormick,Chrfls-,Dem,True,23710,67651,1,15042,0,Drew Montez,Clark,GOP,23711,71608,2,15582,0,2022-11-09T00:48:18.827Z
1667957715,2022-11-09 01:35:15 +0000,97cbc8b93cc842818a0fba948144842c3e8d51f0,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 20,20,239258,99,142479,1057195,True,20221108FL12210,2022-11-08,FL,23710,Sheila,Cherfilus-McCormick,Chrfls-,Dem,True,23710,67651,1,15042,0,Drew Montez,Clark,GOP,23711,71608,2,15582,0,2022-11-09T00:48:18.827Z
1667957993,2022-11-09 01:39:53 +0000,af6b7ce58befb45bf1dd57f93615d5da519d3770,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 20,20,239258,99,165947,1057195,True,20221108FL12210,2022-11-08,FL,23710,Sheila,Cherfilus-McCormick,Chrfls-,Dem,True,23710,67651,1,15042,0,Drew Montez,Clark,GOP,23711,71608,2,15582,0,2022-11-09T00:48:18.827Z
1667959124,2022-11-09 01:58:44 +0000,ebdb2f4efab49b8071a842b145008e58069ff969,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 20,20,239258,99,170009,1057195,True,20221108FL12210,2022-11-08,FL,23710,Sheila,Cherfilus-McCormick,Chrfls-,Dem,True,23710,67651,1,15042,0,Drew Montez,Clark,GOP,23711,71608,2,15582,0,2022-11-09T00:48:18.827Z
