captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.22569.first,candidates.22569.last,candidates.22569.party,candidates.22569.candidateID,candidates.22569.ballotOrder,candidates.22569.polID,candidates.22569.polNum,candidates.22569.electWon,candidates.22640.first,candidates.22640.last,candidates.22640.party,candidates.22640.candidateID,candidates.22640.ballotOrder,candidates.22640.polID,candidates.22640.polNum,candidates.22640.electWon,candidates.22766.first,candidates.22766.last,candidates.22766.party,candidates.22766.candidateID,candidates.22766.ballotOrder,candidates.22766.polID,candidates.22766.polNum,candidates.22766.electWon,candidates.22640.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,IN-20221108_Eday64,15,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 9,9,290171,99,0,953426,True,20221108IN15038,2022-11-08,IN,Matthew,Fyfe,Dem,22569,2,70028,18633,0,Erin,Houchin,GOP,22640,1,64767,17934,0,Tonya,Millis,Lib,22766,3,69535,18609,0,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,IN-20221108_Eday80,15,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 9,9,290171,99,0,953426,True,20221108IN15038,2022-11-08,IN,Matthew,Fyfe,Dem,22569,2,70028,18633,0,Erin,Houchin,GOP,22640,1,64767,17934,0,Tonya,Millis,Lib,22766,3,69535,18609,0,
1667949842,2022-11-08 23:24:02 +0000,e733c733b3b3c33f13905f9501db69cb94a55a64,IN-20221108_Eday80,15,General,G,Polls Closed/Waiting First Report,Too Early to Call,H,U.S. House,True,District 9,9,290171,99,0,953426,True,20221108IN15038,2022-11-08,IN,Matthew,Fyfe,Dem,22569,2,70028,18633,0,Erin,Houchin,GOP,22640,1,64767,17934,0,Tonya,Millis,Lib,22766,3,69535,18609,0,
1667950369,2022-11-08 23:32:49 +0000,88781f78b51366cb56dbc8603a43b441a541be7f,IN-20221108_Eday80,15,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 9,9,290171,99,0,953426,True,20221108IN15038,2022-11-08,IN,Matthew,Fyfe,Dem,22569,2,70028,18633,0,Erin,Houchin,GOP,22640,1,64767,17934,0,Tonya,Millis,Lib,22766,3,69535,18609,0,
1667950906,2022-11-08 23:41:46 +0000,e16ff5d831c790d2a4ca6ae54f46d1aa82402f94,IN-20221108_Eday80,15,General,G,Polls Closed/Waiting First Report,Too Early to Call,H,U.S. House,True,District 9,9,290171,99,0,953426,True,20221108IN15038,2022-11-08,IN,Matthew,Fyfe,Dem,22569,2,70028,18633,0,Erin,Houchin,GOP,22640,1,64767,17934,0,Tonya,Millis,Lib,22766,3,69535,18609,0,
1667951181,2022-11-08 23:46:21 +0000,c8f35c523efdf4413ea5833ae3ff85e5f5285402,IN-20221108_Eday80,15,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 9,9,290171,99,0,953426,True,20221108IN15038,2022-11-08,IN,Matthew,Fyfe,Dem,22569,2,70028,18633,0,Erin,Houchin,GOP,22640,1,64767,17934,0,Tonya,Millis,Lib,22766,3,69535,18609,0,
1667951453,2022-11-08 23:50:53 +0000,51814c015a687d0f6e1b2067a56d2aa6de446931,IN-20221108_Eday80,15,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 9,9,290171,99,11023,953426,True,20221108IN15038,2022-11-08,IN,Matthew,Fyfe,Dem,22569,2,70028,18633,0,Erin,Houchin,GOP,22640,1,64767,17934,0,Tonya,Millis,Lib,22766,3,69535,18609,0,
1667952254,2022-11-09 00:04:14 +0000,01f078a675119f6cdf4e095b5cc2a41189aff91c,IN-20221108_Eday80,15,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 9,9,290171,99,11279,953426,True,20221108IN15038,2022-11-08,IN,Matthew,Fyfe,Dem,22569,2,70028,18633,0,Erin,Houchin,GOP,22640,1,64767,17934,0,Tonya,Millis,Lib,22766,3,69535,18609,0,
1667952827,2022-11-09 00:13:47 +0000,e67364b5505081c4cca0f28ef8e8d84768d1cc02,IN-20221108_Eday80,15,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 9,9,290171,99,15400,953426,True,20221108IN15038,2022-11-08,IN,Matthew,Fyfe,Dem,22569,2,70028,18633,0,Erin,Houchin,GOP,22640,1,64767,17934,0,Tonya,Millis,Lib,22766,3,69535,18609,0,
1667953790,2022-11-09 00:29:50 +0000,6070b11d4c3c0a9b2acaa63cc75a94579377e299,IN-20221108_Eday80,15,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 9,9,290171,99,23241,953426,True,20221108IN15038,2022-11-08,IN,Matthew,Fyfe,Dem,22569,2,70028,18633,0,Erin,Houchin,GOP,22640,1,64767,17934,0,Tonya,Millis,Lib,22766,3,69535,18609,0,
