captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.49956.first,candidates.49956.last,candidates.49956.incumbent,candidates.49956.party,candidates.49956.candidateID,candidates.49956.ballotOrder,candidates.49956.polID,candidates.49956.polNum,candidates.49956.electWon,candidates.50765.first,candidates.50765.last,candidates.50765.party,candidates.50765.candidateID,candidates.50765.ballotOrder,candidates.50765.polID,candidates.50765.polNum,candidates.50765.electWon,candidates.49956.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,TN-20221108_Eday80,43,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 6,6,256653,99,0,1144489,True,20221108TN43015,2022-11-08,TN,49956,John,Rose,True,GOP,49956,1,67431,46398,0,Randal,Cooper,Dem,50765,2,70869,46833,0,
1667956832,2022-11-09 01:20:32 +0000,83b25784602daed92be104db5cf5a6446230f2d5,TN-20221108_Eday80,43,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,256653,99,12676,1144489,True,20221108TN43015,2022-11-08,TN,49956,John,Rose,True,GOP,49956,1,67431,46398,0,Randal,Cooper,Dem,50765,2,70869,46833,0,
1667957715,2022-11-09 01:35:15 +0000,97cbc8b93cc842818a0fba948144842c3e8d51f0,TN-20221108_Eday80,43,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,256653,99,16419,1144489,True,20221108TN43015,2022-11-08,TN,49956,John,Rose,True,GOP,49956,1,67431,46398,0,Randal,Cooper,Dem,50765,2,70869,46833,0,
1667958273,2022-11-09 01:44:33 +0000,4199c67ba64ae17927c85a89877c89e59a577ae0,TN-20221108_Eday80,43,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,256653,99,33659,1144489,True,20221108TN43015,2022-11-08,TN,49956,John,Rose,True,GOP,49956,1,67431,46398,0,Randal,Cooper,Dem,50765,2,70869,46833,0,
1667958559,2022-11-09 01:49:19 +0000,0a6694bb1cdd9734aff1178f6a5894d33a1a95cc,TN-20221108_Eday80,43,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,256653,99,38010,1144489,True,20221108TN43015,2022-11-08,TN,49956,John,Rose,True,GOP,49956,1,67431,46398,0,Randal,Cooper,Dem,50765,2,70869,46833,0,
1667959124,2022-11-09 01:58:44 +0000,ebdb2f4efab49b8071a842b145008e58069ff969,TN-20221108_Eday80,43,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,256653,99,37854,1144489,True,20221108TN43015,2022-11-08,TN,49956,John,Rose,True,GOP,49956,1,67431,46398,0,Randal,Cooper,Dem,50765,2,70869,46833,0,
1667959410,2022-11-09 02:03:30 +0000,98a277291480f2bee1271d939218798a5aa6ad2a,TN-20221108_Eday80,43,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,256653,99,44574,1144489,True,20221108TN43015,2022-11-08,TN,49956,John,Rose,True,GOP,49956,1,67431,46398,0,Randal,Cooper,Dem,50765,2,70869,46833,0,
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,256653,99,47209,1144489,True,20221108TN43015,2022-11-08,TN,49956,John,Rose,True,GOP,49956,1,67431,46398,0,Randal,Cooper,Dem,50765,2,70869,46833,0,2022-11-09T02:02:06.603Z
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,256653,99,48631,1144489,True,20221108TN43015,2022-11-08,TN,49956,John,Rose,True,GOP,49956,1,67431,46398,0,Randal,Cooper,Dem,50765,2,70869,46833,0,2022-11-09T02:02:06.603Z
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,256653,99,51420,1144489,True,20221108TN43015,2022-11-08,TN,49956,John,Rose,True,GOP,49956,1,67431,46398,0,Randal,Cooper,Dem,50765,2,70869,46833,0,2022-11-09T02:02:06.603Z
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,256653,99,48631,1144489,True,20221108TN43015,2022-11-08,TN,49956,John,Rose,True,GOP,49956,1,67431,46398,0,Randal,Cooper,Dem,50765,2,70869,46833,0,2022-11-09T02:02:06.603Z
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,247120,99,80353,1144489,True,20221108TN43015,2022-11-08,TN,49956,John,Rose,True,GOP,49956,1,67431,46398,0,Randal,Cooper,Dem,50765,2,70869,46833,0,2022-11-09T02:02:06.603Z
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,247120,99,77139,1144489,True,20221108TN43015,2022-11-08,TN,49956,John,Rose,True,GOP,49956,1,67431,46398,0,Randal,Cooper,Dem,50765,2,70869,46833,0,2022-11-09T02:02:06.603Z
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,247120,99,81781,1144489,True,20221108TN43015,2022-11-08,TN,49956,John,Rose,True,GOP,49956,1,67431,46398,0,Randal,Cooper,Dem,50765,2,70869,46833,0,2022-11-09T02:02:06.603Z
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,247120,99,109652,1144489,True,20221108TN43015,2022-11-08,TN,49956,John,Rose,True,GOP,49956,1,67431,46398,0,Randal,Cooper,Dem,50765,2,70869,46833,0,2022-11-09T02:02:06.603Z
1667964227,2022-11-09 03:23:47 +0000,1cb90b95cdd6c1be23968f2b7d9618a95c5a5ad9,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,247120,99,118023,1144489,True,20221108TN43015,2022-11-08,TN,49956,John,Rose,True,GOP,49956,1,67431,46398,0,Randal,Cooper,Dem,50765,2,70869,46833,0,2022-11-09T02:02:06.603Z
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,222287,99,161660,1144489,True,20221108TN43015,2022-11-08,TN,49956,John,Rose,True,GOP,49956,1,67431,46398,0,Randal,Cooper,Dem,50765,2,70869,46833,0,2022-11-09T02:02:06.603Z
