captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,electTotal,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.colorIndex,candidates.1.colorIndex,candidates.2.colorIndex,candidates.0.winner,candidates.0.calledAt
1668013598,2022-11-09 11:06:38 -0600,b73843ea180f5fe85f68d153a7e2e2afb94e9f06,20221108AR5107,live,98.47,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T17:04:58.138Z,491,898,54.68,12191,153533,71.01,13970,56590,26.17,14277,6076,2.81,219564,99,216199,969438,491,884,0.0,1.0,,X,2022-11-09T04:44:28.145Z
1668014060,2022-11-09 11:14:20 -0600,c77137b7ddb0fbccbd1e559cabaf7b86fff6cde9,20221108AR5107,live,98.47,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T17:13:05.052Z,491,898,54.68,12191,153533,71.01,13970,56590,26.17,14277,6076,2.81,219564,99,216199,969438,491,884,0.0,1.0,,X,2022-11-09T04:44:28.145Z
1668014809,2022-11-09 11:26:49 -0600,fffdf43f0b6fc755d70750f983e80a24f6b5fc65,20221108AR5107,live,98.48,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T17:25:00.722Z,491,898,54.68,12191,153533,71.01,13970,56590,26.17,14277,6076,2.81,219531,99,216199,969438,491,884,0.0,1.0,,X,2022-11-09T04:44:28.145Z
1668015106,2022-11-09 11:31:46 -0600,90d3e1c1335a8931b636e29c902643ff6eccbab9,20221108AR5107,live,98.48,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T17:30:38.234Z,491,898,54.68,12191,153533,71.01,13970,56590,26.17,14277,6076,2.81,219531,99,216199,969438,491,884,0.0,1.0,,X,2022-11-09T04:44:28.145Z
1668015147,2022-11-09 11:32:27 -0600,2d327c7ef6485dd4c12a543762dbd12b7a0525d8,20221108AR5107,live,98.57,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T17:31:11.794Z,491,898,54.68,12191,153533,71.01,13970,56590,26.17,14277,6076,2.81,219328,99,216199,969438,491,885,0.0,1.0,,X,2022-11-09T04:44:28.145Z
1668015232,2022-11-09 11:33:52 -0600,aa16c216f9ca390a446365ba174b850ec304e8ee,20221108AR5107,live,98.57,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T17:32:56.912Z,491,898,54.68,12191,153533,71.01,13970,56590,26.17,14277,6076,2.81,219328,99,216199,969438,491,885,0.0,1.0,,X,2022-11-09T04:44:28.145Z
1668015276,2022-11-09 11:34:36 -0600,dcda9d10235f87ec4665b5c918b5272474a1d6ee,20221108AR5107,live,98.63,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T17:33:17.473Z,491,898,54.68,12191,153533,71.01,13970,56590,26.17,14277,6076,2.81,219203,99,216199,969438,491,886,0.0,1.0,,X,2022-11-09T04:44:28.145Z
1668015694,2022-11-09 11:41:34 -0600,ce0677c22ad54acfecf4b507a316ae443e7960da,20221108AR5107,live,98.69,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T17:40:20.628Z,491,898,54.68,12191,153533,71.01,13970,56590,26.17,14277,6076,2.81,219068,99,216199,969438,491,886,0.0,1.0,,X,2022-11-09T04:44:28.145Z
1668016032,2022-11-09 11:47:12 -0600,27b6d59993f2586749b8d889b9e5b55f9654ac9a,20221108AR5107,live,98.69,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T17:45:36.987Z,491,898,54.68,12191,153533,71.01,13970,56590,26.17,14277,6076,2.81,219068,99,216199,969438,491,886,0.0,1.0,,X,2022-11-09T04:44:28.145Z
1668020106,2022-11-09 12:55:06 -0600,1cea6be431ad468a34d3324a40be1a320f07b8d5,20221108AR5107,live,98.69,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T18:50:46.411Z,491,898,54.68,12191,153533,71.01,13970,56590,26.17,14277,6076,2.81,219068,99,216199,969438,491,886,0.0,1.0,,X,2022-11-09T04:44:28.145Z
1668020398,2022-11-09 12:59:58 -0600,778fa3fdf0fd52cbf6813b33811c1a8ea6810b82,20221108AR5107,live,98.69,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T18:57:19.385Z,502,898,55.9,12191,153533,71.01,13970,56590,26.17,14277,6076,2.81,219068,99,216199,969438,502,886,0.0,1.0,,X,2022-11-09T04:44:28.145Z
1668020872,2022-11-09 13:07:52 -0600,c96b3966188dd1ea466b2ced24069df04c72713a,20221108AR5107,live,98.69,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T19:06:32.027Z,502,898,55.9,12191,153533,71.01,13970,56590,26.17,14277,6076,2.81,219068,99,216199,969438,502,886,0.0,1.0,,X,2022-11-09T04:44:28.145Z
1668021085,2022-11-09 13:11:25 -0600,37a2aef7395b2e86535e42a27a2b7bb24711c09d,20221108AR5107,live,98.69,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T19:09:46.960Z,524,898,58.35,12191,153533,71.01,13970,56590,26.17,14277,6076,2.81,219068,99,216199,969438,524,886,0.0,1.0,,X,2022-11-09T04:44:28.145Z
1668025772,2022-11-09 14:29:32 -0600,ad6d12e2eb4e85c17ce4e04f1afdf134997e43e2,20221108AR5107,live,98.68,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T20:28:22.746Z,524,898,58.35,12191,153533,71.01,13970,56590,26.17,14277,6076,2.81,219083,99,216199,969438,524,886,0.0,1.0,,X,2022-11-09T04:44:28.145Z
1668098123,2022-11-10 10:35:23 -0600,276eb71d077f55038e3ec1a2865b8f0976e93962,20221108AR5107,live,98.77,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-10T16:33:00.242Z,524,898,58.35,12191,153657,71.01,13970,56643,26.18,14277,6084,2.81,219083,99,216384,969438,524,887,0.0,1.0,,X,2022-11-09T04:44:28.145Z
1668099558,2022-11-10 10:59:18 -0600,3cfc5933247973ca992ad21e83ee5ea11dfeb6b1,20221108AR5107,live,98.77,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-10T16:57:58.856Z,885,898,98.55,12191,153657,71.01,13970,56643,26.18,14277,6084,2.81,219083,99,216384,969438,885,887,0.0,1.0,,X,2022-11-09T04:44:28.145Z
1668106703,2022-11-10 12:58:23 -0600,84d8f2c0b8210c0b94c3ebbbbe1980711d1890ec,20221108AR5107,live,98.7,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-10T18:57:07.457Z,885,898,98.55,12191,153657,71.01,13970,56643,26.18,14277,6084,2.81,219244,99,216384,969438,885,886,0.0,1.0,,X,2022-11-09T04:44:28.145Z
1668106744,2022-11-10 12:59:04 -0600,1a356761797356965d3c94662484fa7e1e80022e,20221108AR5107,live,98.7,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-10T18:58:04.915Z,885,898,98.55,12191,153657,71.01,13970,56643,26.18,14277,6084,2.81,219244,99,216384,969438,885,886,0.0,1.0,,X,2022-11-09T04:44:28.145Z
1668120311,2022-11-10 16:45:11 -0600,8878877d994dc697368a8c9bf721f630bfdb31d9,20221108AR5107,live,98.68,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-10T22:44:14.424Z,885,898,98.55,12191,153657,71.01,13970,56643,26.18,14277,6084,2.81,219286,99,216384,969438,885,886,0.0,1.0,,X,2022-11-09T04:44:28.145Z
1668124733,2022-11-10 17:58:53 -0600,6a38e671ba18648eeb8b24188472c991929d2c23,20221108AR5107,live,98.68,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-10T23:57:01.279Z,885,898,98.55,12191,153657,71.01,13970,56643,26.18,14277,6084,2.81,219286,99,216384,969438,885,886,0.0,1.0,,X,2022-11-09T04:44:28.145Z
1668131635,2022-11-10 19:53:55 -0600,6dbd3a8a318f0721ab193bc7ebdb634bede50b16,20221108AR5107,live,98.68,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-11T01:53:02.812Z,885,898,98.55,12191,153657,71.01,13970,56643,26.18,14277,6084,2.81,219286,99,216384,969438,885,886,0.0,1.0,,X,2022-11-09T04:44:28.145Z
1668175557,2022-11-11 08:05:57 -0600,6ddf957b237a36b60aa0a45e94b0845ad9ea543f,20221108AR5107,live,98.69,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-11T14:04:55.082Z,885,898,98.55,12191,153677,71.01,13970,56647,26.18,14277,6086,2.81,219286,99,216410,969438,885,886,0.0,1.0,,X,2022-11-09T04:44:28.145Z
1668178689,2022-11-11 08:58:09 -0600,3fe51f58cf2ef94ff9f7ec10eb0cd1076c85d06c,20221108AR5107,live,98.69,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-11T14:56:49.747Z,885,898,98.55,12191,153677,71.01,13970,56647,26.18,14277,6086,2.81,219286,99,216410,969438,885,886,0.0,1.0,,X,2022-11-09T04:44:28.145Z
1668178729,2022-11-11 08:58:49 -0600,2e369c376638dcd28bf3eac17d0d114673c15e35,20221108AR5107,live,98.68,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-11T14:57:28.803Z,885,898,98.55,12191,153677,71.01,13970,56647,26.18,14277,6086,2.81,219312,99,216410,969438,885,886,0.0,1.0,,X,2022-11-09T04:44:28.145Z
1668179015,2022-11-11 09:03:35 -0600,c02abc88b5e123cd160fd755af4bbb47da1728b2,20221108AR5107,live,98.68,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-11T15:02:31.571Z,885,898,98.55,12191,153677,71.01,13970,56647,26.18,14277,6086,2.81,219312,99,216410,969438,885,886,0.0,1.0,,X,2022-11-09T04:44:28.145Z
1668179180,2022-11-11 09:06:20 -0600,64140583f5cf3efc750b9f1106c38810eb328685,20221108AR5107,live,98.68,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-11T15:04:55.560Z,885,898,98.55,12191,153677,71.01,13970,56647,26.18,14277,6086,2.81,219312,99,216410,969438,885,886,0.0,1.0,,X,2022-11-09T04:44:28.145Z
1668179262,2022-11-11 09:07:42 -0600,4b18170a2a26224402f0051680b839fd1050cae2,20221108AR5107,live,98.68,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-11T15:06:30.867Z,885,898,98.55,12191,153677,71.01,13970,56647,26.18,14277,6086,2.81,219312,99,216410,969438,885,886,0.0,1.0,,X,2022-11-09T04:44:28.145Z
1668179960,2022-11-11 09:19:20 -0600,18bddf05c175067d45e7ec70746954a4e8d699f4,20221108AR5107,live,98.68,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-11T15:17:30.706Z,885,898,98.55,12191,153677,71.01,13970,56647,26.18,14277,6086,2.81,219312,99,216410,969438,885,886,0.0,1.0,,X,2022-11-09T04:44:28.145Z
1668183099,2022-11-11 10:11:39 -0600,327bb72e5767051251f46a442553c093487271d4,20221108AR5107,live,98.68,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-11T16:10:20.293Z,898,898,100.0,12191,153677,71.01,13970,56647,26.18,14277,6086,2.81,219312,99,216410,969438,898,886,0.0,1.0,,X,2022-11-09T04:44:28.145Z
1668183184,2022-11-11 10:13:04 -0600,67548459607f883ae93427a196cd78487cc5c6bb,20221108AR5107,live,98.68,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-11T16:11:50.542Z,898,898,100.0,12191,153677,71.01,13970,56647,26.18,14277,6086,2.81,219312,99,216410,969438,898,886,0.0,1.0,,X,2022-11-09T04:44:28.145Z
1668523797,2022-11-15 08:49:57 -0600,b06151aa542c64909b6b6f7fbb8ee8e28e0c2ddd,20221108AR5107,live,98.68,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-15T14:49:33.160Z,886,898,98.66,12191,153680,71.01,13970,56655,26.18,14277,6087,2.81,219312,99,216422,969438,898,886,0.0,1.0,,X,2022-11-09T04:44:28.145Z
1668541285,2022-11-15 13:41:25 -0600,b48ca172cc0e6c4751c006cf329d367ddd1367ed,20221108AR5107,live,98.69,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-15T19:41:03.719Z,886,898,98.66,12191,153694,71.01,13970,56661,26.18,14277,6087,2.81,219312,99,216442,969438,898,886,0.0,1.0,,X,2022-11-09T04:44:28.145Z
1668701879,2022-11-17 10:17:59 -0600,b1be77ed8943de11a039ef20b0e53d892919fad4,20221108AR5107,live,100.0,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-17T16:17:43.420Z,886,898,98.66,12191,153694,71.01,13970,56661,26.18,14277,6087,2.81,8006,100,216442,969438,898,886,0.0,1.0,,X,2022-11-09T04:44:28.145Z
1668704580,2022-11-17 11:03:00 -0600,c1478563427e2809caad5dba6a11782fb953e09f,20221108AR5107,live,100.0,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-17T17:02:38.934Z,898,898,100.0,12191,153694,71.01,13970,56661,26.18,14277,6087,2.81,7365,100,216442,969438,898,898,0.0,1.0,,X,2022-11-09T04:44:28.145Z
1668722826,2022-11-17 16:07:06 -0600,d99312aedb5f0c199f40d12a16afea8aa01c8179,20221108AR5107,live,100.0,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-17T22:06:52.925Z,898,898,100.0,12191,153694,71.01,13970,56661,26.18,14277,6087,2.81,7406,100,216442,969438,898,898,0.0,1.0,,X,2022-11-09T04:44:28.145Z
