captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.23096.first,candidates.23096.last,candidates.23096.party,candidates.23096.incumbent,candidates.23096.candidateID,candidates.23096.polID,candidates.23096.ballotOrder,candidates.23096.polNum,candidates.23096.electWon,candidates.23097.first,candidates.23097.last,candidates.23097.abbrv,candidates.23097.party,candidates.23097.candidateID,candidates.23097.polID,candidates.23097.ballotOrder,candidates.23097.polNum,candidates.23097.electWon,candidates.23096.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,CA-20221108_Eday62,5,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 50,50,289901,99,0,1173497,True,20221108CA5742,2022-11-08,CA,23096,Scott,Peters,Dem,True,23096,50902,1,11868,0.0,Corey,Gustafson,Gustafsn,GOP,23097,70661,2,13862,0.0,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,CA-20221108_Eday80,5,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 50,50,293430,99,0,1173229,True,20221108CA5742,2022-11-08,CA,23096,Scott,Peters,Dem,True,23096,50902,1,11868,0.0,Corey,Gustafson,Gustafsn,GOP,23097,70661,2,13862,0.0,,
1667949842,2022-11-08 23:24:02 +0000,e733c733b3b3c33f13905f9501db69cb94a55a64,CA-20221108_Eday80,5,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 50,50,293430,90,0,1173229,True,20221108CA5742,2022-11-08,CA,23096,Scott,Peters,Dem,True,23096,50902,1,11868,0.0,Corey,Gustafson,Gustafsn,GOP,23097,70661,2,13862,0.0,,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 50,50,293430,90,0,1173229,True,20221108CA5742,2022-11-08,CA,23096,Scott,Peters,Dem,True,23096,50902,1,11868,0.0,Corey,Gustafson,Gustafsn,GOP,23097,70661,2,13862,0.0,,
1667967954,2022-11-08 22:25:54 -0600,ddd8cd55583cb4e51013ac431e84d23dc8167e7a,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 50,50,293430,90,127739,1173229,True,20221108CA5742,2022-11-08,CA,23096,Scott,Peters,Dem,True,23096,50902,1,11868,0.0,Corey,Gustafson,Gustafsn,GOP,23097,70661,2,13862,0.0,,
1667975361,2022-11-09 00:29:21 -0600,d37d846c431e83eb6217de33215cf28365760117,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 50,50,293430,90,128512,1173229,True,20221108CA5742,2022-11-08,CA,23096,Scott,Peters,Dem,True,23096,50902,1,11868,0.0,Corey,Gustafson,Gustafsn,GOP,23097,70661,2,13862,0.0,,
1667977812,2022-11-09 01:10:12 -0600,f6003f8f022049fc0501c9f6d634893d3cdbfc16,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 50,50,293430,90,128512,1173229,True,20221108CA5742,2022-11-08,CA,23096,Scott,Peters,Dem,True,23096,50902,1,11868,0.0,Corey,Gustafson,Gustafsn,GOP,23097,70661,2,13862,0.0,2022-11-09T07:03:22.270Z,
1667979392,2022-11-09 01:36:32 -0600,2a9713d989c4e8842dc1ac9158bf609fb05242be,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 50,50,293430,90,129417,1173229,True,20221108CA5742,2022-11-08,CA,23096,Scott,Peters,Dem,True,23096,50902,1,11868,0.0,Corey,Gustafson,Gustafsn,GOP,23097,70661,2,13862,0.0,2022-11-09T07:03:22.270Z,
1667982992,2022-11-09 02:36:32 -0600,4ebc14952587d9571e07302724c316675b0c2e42,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 50,50,293430,90,135233,1173229,True,20221108CA5742,2022-11-08,CA,23096,Scott,Peters,Dem,True,23096,50902,1,11868,0.0,Corey,Gustafson,Gustafsn,GOP,23097,70661,2,13862,0.0,2022-11-09T07:03:22.270Z,
1667986431,2022-11-09 03:33:51 -0600,571b6e116a19aa53d8fa13ce1c809bdc2f746683,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 50,50,293430,90,137876,1173229,True,20221108CA5742,2022-11-08,CA,23096,Scott,Peters,Dem,True,23096,50902,1,11868,0.0,Corey,Gustafson,Gustafsn,GOP,23097,70661,2,13862,0.0,2022-11-09T07:03:22.270Z,
