captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,officeID,officeName,description,national,state,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.29635.last,candidates.29635.party,candidates.29635.candidateID,candidates.29635.ballotOrder,candidates.29635.polID,candidates.29635.polNum,candidates.29635.electWon,candidates.29636.last,candidates.29636.party,candidates.29636.candidateID,candidates.29636.ballotOrder,candidates.29636.polID,candidates.29636.polNum,candidates.29636.electWon,raceCallStatus,candidates.29636.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,IL-20221108_Eday80,14,Ballot Issue,G,Awaiting Poll Close,I,Constitutional Amendment,No law shall interfere,True,True,1 - Collective Bargaining Rights,1,4700000,99,0,8800708,True,20221108IL16545,2022-11-08,IL,No,No,29635,2,3,14594,0,Yes,Yes,29636,1,2,14593,0,,
1667956272,2022-11-09 01:11:12 +0000,e9730fe8cd073de363599251493da8f113e7bb60,IL-20221108_Eday80,14,Ballot Issue,G,Polls Closed/Waiting First Report,I,Constitutional Amendment,No law shall interfere,True,True,1 - Collective Bargaining Rights,1,4700000,99,0,8800708,True,20221108IL16545,2022-11-08,IL,No,No,29635,2,3,14594,0,Yes,Yes,29636,1,2,14593,0,,
1667957430,2022-11-09 01:30:30 +0000,03f90a735487a191903970f5b59ebf51d460c3e0,IL-20221108_Eday80,14,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,No law shall interfere,True,True,1 - Collective Bargaining Rights,1,4700000,99,0,8800708,True,20221108IL16545,2022-11-08,IL,No,No,29635,2,3,14594,0,Yes,Yes,29636,1,2,14593,0,,
1667958843,2022-11-09 01:54:03 +0000,cdc0d2ad2c3afd665dd741c97f9de238aafb3cf6,IL-20221108_Eday80,14,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,No law shall interfere,True,True,1 - Collective Bargaining Rights,1,4700000,99,1992,8800708,True,20221108IL16545,2022-11-08,IL,No,No,29635,2,3,14594,0,Yes,Yes,29636,1,2,14593,0,,
1667959124,2022-11-09 01:58:44 +0000,ebdb2f4efab49b8071a842b145008e58069ff969,IL-20221108_Eday80,14,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,No law shall interfere,True,True,1 - Collective Bargaining Rights,1,4700000,99,20790,8800708,True,20221108IL16545,2022-11-08,IL,No,No,29635,2,3,14594,0,Yes,Yes,29636,1,2,14593,0,,
1667959410,2022-11-09 02:03:30 +0000,98a277291480f2bee1271d939218798a5aa6ad2a,IL-20221108_Eday80,14,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,No law shall interfere,True,True,1 - Collective Bargaining Rights,1,4700000,99,20599,8800708,True,20221108IL16545,2022-11-08,IL,No,No,29635,2,3,14594,0,Yes,Yes,29636,1,2,14593,0,,
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,IL-20221108_Eday80,14,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,No law shall interfere,True,True,1 - Collective Bargaining Rights,1,4700000,99,304295,8800708,True,20221108IL16545,2022-11-08,IL,No,No,29635,2,3,14594,0,Yes,Yes,29636,1,2,14593,0,,
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,IL-20221108_Eday80,14,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,No law shall interfere,True,True,1 - Collective Bargaining Rights,1,4700000,99,334764,8800708,True,20221108IL16545,2022-11-08,IL,No,No,29635,2,3,14594,0,Yes,Yes,29636,1,2,14593,0,,
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,IL-20221108_Eday80,14,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,No law shall interfere,True,True,1 - Collective Bargaining Rights,1,4700000,99,712429,8800708,True,20221108IL16545,2022-11-08,IL,No,No,29635,2,3,14594,0,Yes,Yes,29636,1,2,14593,0,,
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,IL-20221108_Eday80,14,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,No law shall interfere,True,True,1 - Collective Bargaining Rights,1,4700000,99,799703,8800708,True,20221108IL16545,2022-11-08,IL,No,No,29635,2,3,14594,0,Yes,Yes,29636,1,2,14593,0,,
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,IL-20221108_Eday80,14,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,No law shall interfere,True,True,1 - Collective Bargaining Rights,1,4700000,99,811860,8800708,True,20221108IL16545,2022-11-08,IL,No,No,29635,2,3,14594,0,Yes,Yes,29636,1,2,14593,0,,
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,IL-20221108_Eday80,14,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,No law shall interfere,True,True,1 - Collective Bargaining Rights,1,4700000,99,1243219,8800708,True,20221108IL16545,2022-11-08,IL,No,No,29635,2,3,14594,0,Yes,Yes,29636,1,2,14593,0,,
1667964227,2022-11-09 03:23:47 +0000,1cb90b95cdd6c1be23968f2b7d9618a95c5a5ad9,IL-20221108_Eday80,14,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,No law shall interfere,True,True,1 - Collective Bargaining Rights,1,4700000,99,1425043,8800708,True,20221108IL16545,2022-11-08,IL,No,No,29635,2,3,14594,0,Yes,Yes,29636,1,2,14593,0,,
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,IL-20221108_Eday80,14,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,No law shall interfere,True,True,1 - Collective Bargaining Rights,1,4700000,99,1519816,8800708,True,20221108IL16545,2022-11-08,IL,No,No,29635,2,3,14594,0,Yes,Yes,29636,1,2,14593,0,,
1667966001,2022-11-09 03:53:21 +0000,cee0a612753351ddb30fde2a157613da20f2be01,IL-20221108_Eday80,14,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,No law shall interfere,True,True,1 - Collective Bargaining Rights,1,4700000,99,1654265,8800708,True,20221108IL16545,2022-11-08,IL,No,No,29635,2,3,14594,0,Yes,Yes,29636,1,2,14593,0,,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,IL-20221108_Eday80,14,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,No law shall interfere,True,True,1 - Collective Bargaining Rights,1,4700000,99,1797999,8800708,True,20221108IL16545,2022-11-08,IL,No,No,29635,2,3,14594,0,Yes,Yes,29636,1,2,14593,0,,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,IL-20221108_Eday80,14,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,No law shall interfere,True,True,1 - Collective Bargaining Rights,1,4700000,99,2160332,8800708,True,20221108IL16545,2022-11-08,IL,No,No,29635,2,3,14594,0,Yes,Yes,29636,1,2,14593,0,,
1667968092,2022-11-08 22:28:12 -0600,c3a7bcfa6d57d19e0339cd5eff437c13c5a7dec5,IL-20221108_Eday80,14,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,No law shall interfere,True,True,1 - Collective Bargaining Rights,1,4700000,99,2271075,8800708,True,20221108IL16545,2022-11-08,IL,No,No,29635,2,3,14594,0,Yes,Yes,29636,1,2,14593,0,,
