captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.7226.first,candidates.7226.last,candidates.7226.abbrv,candidates.7226.incumbent,candidates.7226.party,candidates.7226.candidateID,candidates.7226.ballotOrder,candidates.7226.polID,candidates.7226.polNum,candidates.7226.electWon,candidates.7715.first,candidates.7715.last,candidates.7715.party,candidates.7715.candidateID,candidates.7715.ballotOrder,candidates.7715.polID,candidates.7715.polNum,candidates.7715.electWon,candidates.7226.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,KS-20221108_Eday80,17,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 2,2,239494,99,0,712222,True,20221108KS17355,2022-11-08,KS,7226,Jake,LaTurner,LaTurnr,True,GOP,7226,2,69302,19640,0,Patrick,Schmidt,Dem,7715,1,71260,20688,0,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,KS-20221108_Eday80,17,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 2,2,238984,99,0,712222,True,20221108KS17355,2022-11-08,KS,7226,Jake,LaTurner,LaTurnr,True,GOP,7226,2,69302,19640,0,Patrick,Schmidt,Dem,7715,1,71260,20688,0,
1667956832,2022-11-09 01:20:32 +0000,83b25784602daed92be104db5cf5a6446230f2d5,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,238984,99,0,712222,True,20221108KS17355,2022-11-08,KS,7226,Jake,LaTurner,LaTurnr,True,GOP,7226,2,69302,19640,0,Patrick,Schmidt,Dem,7715,1,71260,20688,0,
1667958273,2022-11-09 01:44:33 +0000,4199c67ba64ae17927c85a89877c89e59a577ae0,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,239075,99,33418,712222,True,20221108KS17355,2022-11-08,KS,7226,Jake,LaTurner,LaTurnr,True,GOP,7226,2,69302,19640,0,Patrick,Schmidt,Dem,7715,1,71260,20688,0,
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,239075,99,51091,712222,True,20221108KS17355,2022-11-08,KS,7226,Jake,LaTurner,LaTurnr,True,GOP,7226,2,69302,19640,0,Patrick,Schmidt,Dem,7715,1,71260,20688,0,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,239075,99,55142,712222,True,20221108KS17355,2022-11-08,KS,7226,Jake,LaTurner,LaTurnr,True,GOP,7226,2,69302,19640,0,Patrick,Schmidt,Dem,7715,1,71260,20688,0,
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,239075,99,62425,712222,True,20221108KS17355,2022-11-08,KS,7226,Jake,LaTurner,LaTurnr,True,GOP,7226,2,69302,19640,0,Patrick,Schmidt,Dem,7715,1,71260,20688,0,
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,225743,99,135178,712222,True,20221108KS17355,2022-11-08,KS,7226,Jake,LaTurner,LaTurnr,True,GOP,7226,2,69302,19640,0,Patrick,Schmidt,Dem,7715,1,71260,20688,0,
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,225743,99,132277,712222,True,20221108KS17355,2022-11-08,KS,7226,Jake,LaTurner,LaTurnr,True,GOP,7226,2,69302,19640,0,Patrick,Schmidt,Dem,7715,1,71260,20688,0,
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,225743,99,135178,712222,True,20221108KS17355,2022-11-08,KS,7226,Jake,LaTurner,LaTurnr,True,GOP,7226,2,69302,19640,0,Patrick,Schmidt,Dem,7715,1,71260,20688,0,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,220280,99,175118,712222,True,20221108KS17355,2022-11-08,KS,7226,Jake,LaTurner,LaTurnr,True,GOP,7226,2,69302,19640,0,Patrick,Schmidt,Dem,7715,1,71260,20688,0,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,218816,99,184710,712222,True,20221108KS17355,2022-11-08,KS,7226,Jake,LaTurner,LaTurnr,True,GOP,7226,2,69302,19640,0,Patrick,Schmidt,Dem,7715,1,71260,20688,0,
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,217614,99,187160,712222,True,20221108KS17355,2022-11-08,KS,7226,Jake,LaTurner,LaTurnr,True,GOP,7226,2,69302,19640,0,Patrick,Schmidt,Dem,7715,1,71260,20688,0,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,226754,99,189267,712222,True,20221108KS17355,2022-11-08,KS,7226,Jake,LaTurner,LaTurnr,True,GOP,7226,2,69302,19640,0,Patrick,Schmidt,Dem,7715,1,71260,20688,0,
1667967636,2022-11-08 22:20:36 -0600,1bed774242ed32fb5f86bc6fed50c68740cf5631,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,226754,99,191234,712222,True,20221108KS17355,2022-11-08,KS,7226,Jake,LaTurner,LaTurnr,True,GOP,7226,2,69302,19640,0,Patrick,Schmidt,Dem,7715,1,71260,20688,0,
1667968494,2022-11-08 22:34:54 -0600,cfbd241bb06919184c9a5ad42a24eb60bc59879a,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,226838,99,196630,712222,True,20221108KS17355,2022-11-08,KS,7226,Jake,LaTurner,LaTurnr,True,GOP,7226,2,69302,19640,0,Patrick,Schmidt,Dem,7715,1,71260,20688,0,
1667969334,2022-11-08 22:48:54 -0600,564b670a16af98b12d8c8533dac3052916cfa498,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,225358,99,204696,712222,True,20221108KS17355,2022-11-08,KS,7226,Jake,LaTurner,LaTurnr,True,GOP,7226,2,69302,19640,0,Patrick,Schmidt,Dem,7715,1,71260,20688,0,
1667970199,2022-11-08 23:03:19 -0600,f4db6dd16c878356c43dd19f6d680eb5acf90d34,KS-20221108_Eday80,17,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,225834,99,215566,712222,True,20221108KS17355,2022-11-08,KS,7226,Jake,LaTurner,LaTurnr,True,GOP,7226,2,69302,19640,0,Patrick,Schmidt,Dem,7715,1,71260,20688,0,2022-11-09T04:55:06.182Z
1667971032,2022-11-08 23:17:12 -0600,84fafb476f7846131500489058ff24997434ed54,KS-20221108_Eday80,17,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,226394,99,215566,712222,True,20221108KS17355,2022-11-08,KS,7226,Jake,LaTurner,LaTurnr,True,GOP,7226,2,69302,19640,0,Patrick,Schmidt,Dem,7715,1,71260,20688,0,2022-11-09T04:55:06.182Z
1667971879,2022-11-08 23:31:19 -0600,e58483b4fb47a48c624446a947423840f5e4d94b,KS-20221108_Eday80,17,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,226394,99,218598,712222,True,20221108KS17355,2022-11-08,KS,7226,Jake,LaTurner,LaTurnr,True,GOP,7226,2,69302,19640,0,Patrick,Schmidt,Dem,7715,1,71260,20688,0,2022-11-09T04:55:06.182Z
1667972675,2022-11-08 23:44:35 -0600,abc190fd74975557bf2546720ebdf83a0ace1d57,KS-20221108_Eday80,17,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,226387,99,218598,712222,True,20221108KS17355,2022-11-08,KS,7226,Jake,LaTurner,LaTurnr,True,GOP,7226,2,69302,19640,0,Patrick,Schmidt,Dem,7715,1,71260,20688,0,2022-11-09T04:55:06.182Z
