captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.31955.first,candidates.31955.last,candidates.31955.abbrv,candidates.31955.party,candidates.31955.candidateID,candidates.31955.ballotOrder,candidates.31955.polID,candidates.31955.polNum,candidates.31955.electWon,candidates.31975.first,candidates.31975.last,candidates.31975.incumbent,candidates.31975.party,candidates.31975.candidateID,candidates.31975.ballotOrder,candidates.31975.polID,candidates.31975.polNum,candidates.31975.electWon,candidates.31975.winnerDateTime,isCertified
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,NE-20221108_Eday80,28,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,234434,99,101302,578459,True,20221108NE28382,2022-11-08,NE,31975,Patty,Pansing Brooks,PnsngBr,Dem,31955,2,69966,30008,0,Mike,Flood,True,GOP,31975,1,69972,30071,0,,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,NE-20221108_Eday80,28,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,234434,99,102435,578459,True,20221108NE28382,2022-11-08,NE,31975,Patty,Pansing Brooks,PnsngBr,Dem,31955,2,69966,30008,0,Mike,Flood,True,GOP,31975,1,69972,30071,0,,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,NE-20221108_Eday80,28,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,234434,99,107082,578459,True,20221108NE28382,2022-11-08,NE,31975,Patty,Pansing Brooks,PnsngBr,Dem,31955,2,69966,30008,0,Mike,Flood,True,GOP,31975,1,69972,30071,0,,
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,NE-20221108_Eday80,28,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,234434,99,108818,578459,True,20221108NE28382,2022-11-08,NE,31975,Patty,Pansing Brooks,PnsngBr,Dem,31955,2,69966,30008,0,Mike,Flood,True,GOP,31975,1,69972,30071,0,,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,NE-20221108_Eday80,28,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,234434,99,131881,578459,True,20221108NE28382,2022-11-08,NE,31975,Patty,Pansing Brooks,PnsngBr,Dem,31955,2,69966,30008,0,Mike,Flood,True,GOP,31975,1,69972,30071,0,,
1667968002,2022-11-08 22:26:42 -0600,1235204137f0f06fe3cd4983951d9356477924c9,NE-20221108_Eday80,28,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,234434,99,140095,578459,True,20221108NE28382,2022-11-08,NE,31975,Patty,Pansing Brooks,PnsngBr,Dem,31955,2,69966,30008,0,Mike,Flood,True,GOP,31975,1,69972,30071,0,,
1667968844,2022-11-08 22:40:44 -0600,9af6e1ce44325ca43504ad5e0ccab8e9f14ef964,NE-20221108_Eday80,28,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,233695,99,146560,578459,True,20221108NE28382,2022-11-08,NE,31975,Patty,Pansing Brooks,PnsngBr,Dem,31955,2,69966,30008,0,Mike,Flood,True,GOP,31975,1,69972,30071,0,,
1667969768,2022-11-08 22:56:08 -0600,13751e5ba6ec1b0e3bf8ed4bdd82f9ad01fec7e2,NE-20221108_Eday80,28,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,233695,99,147774,578459,True,20221108NE28382,2022-11-08,NE,31975,Patty,Pansing Brooks,PnsngBr,Dem,31955,2,69966,30008,0,Mike,Flood,True,GOP,31975,1,69972,30071,0,,
1667970548,2022-11-08 23:09:08 -0600,a039c3e3daf59c6709863984d030931ce2f47b8a,NE-20221108_Eday80,28,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,233530,99,154469,578459,True,20221108NE28382,2022-11-08,NE,31975,Patty,Pansing Brooks,PnsngBr,Dem,31955,2,69966,30008,0,Mike,Flood,True,GOP,31975,1,69972,30071,0,2022-11-09T05:05:40.362Z,
1667971395,2022-11-08 23:23:15 -0600,d97519c7c3720d6e80913290b35064b53dd231cc,NE-20221108_Eday80,28,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,228559,99,176433,578459,True,20221108NE28382,2022-11-08,NE,31975,Patty,Pansing Brooks,PnsngBr,Dem,31955,2,69966,30008,0,Mike,Flood,True,GOP,31975,1,69972,30071,0,2022-11-09T05:05:40.362Z,
1667972176,2022-11-08 23:36:16 -0600,a6fd708cc30eea79171ae74711d81685981a53ab,NE-20221108_Eday80,28,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,228559,99,178535,578459,True,20221108NE28382,2022-11-08,NE,31975,Patty,Pansing Brooks,PnsngBr,Dem,31955,2,69966,30008,0,Mike,Flood,True,GOP,31975,1,69972,30071,0,2022-11-09T05:05:40.362Z,
1667972986,2022-11-08 23:49:46 -0600,8b5a6bad408154143d5639ac38f52891382240a4,NE-20221108_Eday80,28,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,228559,99,194633,578459,True,20221108NE28382,2022-11-08,NE,31975,Patty,Pansing Brooks,PnsngBr,Dem,31955,2,69966,30008,0,Mike,Flood,True,GOP,31975,1,69972,30071,0,2022-11-09T05:05:40.362Z,
1667973878,2022-11-09 00:04:38 -0600,dd0a2fb7e0a1ea86d312428fcf4c7c68541cc7da,NE-20221108_Eday80,28,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,215868,99,197606,578459,True,20221108NE28382,2022-11-08,NE,31975,Patty,Pansing Brooks,PnsngBr,Dem,31955,2,69966,30008,0,Mike,Flood,True,GOP,31975,1,69972,30071,0,2022-11-09T05:05:40.362Z,
1667974664,2022-11-09 00:17:44 -0600,d987a91643923201706646f74ed6cc4da6a088a6,NE-20221108_Eday80,28,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,219225,99,201677,578459,True,20221108NE28382,2022-11-08,NE,31975,Patty,Pansing Brooks,PnsngBr,Dem,31955,2,69966,30008,0,Mike,Flood,True,GOP,31975,1,69972,30071,0,2022-11-09T05:05:40.362Z,
1667975236,2022-11-09 00:27:16 -0600,c1052c94c7324634c2c5ef0a7e8880dd0af5593a,NE-20221108_Eday80,28,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,219225,99,204002,578459,True,20221108NE28382,2022-11-08,NE,31975,Patty,Pansing Brooks,PnsngBr,Dem,31955,2,69966,30008,0,Mike,Flood,True,GOP,31975,1,69972,30071,0,2022-11-09T05:05:40.362Z,
1667975277,2022-11-09 00:27:57 -0600,17c095274dda52ebfb3b73285837dfacff37cb9b,NE-20221108_Eday80,28,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,219225,99,201677,578459,True,20221108NE28382,2022-11-08,NE,31975,Patty,Pansing Brooks,PnsngBr,Dem,31955,2,69966,30008,0,Mike,Flood,True,GOP,31975,1,69972,30071,0,2022-11-09T05:05:40.362Z,
1667975319,2022-11-09 00:28:39 -0600,7d24d010dbc95f183b9e815a9f6c12b55b48ad99,NE-20221108_Eday80,28,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,219225,99,204002,578459,True,20221108NE28382,2022-11-08,NE,31975,Patty,Pansing Brooks,PnsngBr,Dem,31955,2,69966,30008,0,Mike,Flood,True,GOP,31975,1,69972,30071,0,2022-11-09T05:05:40.362Z,
1667976184,2022-11-09 00:43:04 -0600,fe83a024be41b5416de8f3b3aadef0173027df04,NE-20221108_Eday80,28,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,219225,99,208050,578459,True,20221108NE28382,2022-11-08,NE,31975,Patty,Pansing Brooks,PnsngBr,Dem,31955,2,69966,30008,0,Mike,Flood,True,GOP,31975,1,69972,30071,0,2022-11-09T05:05:40.362Z,
1667976996,2022-11-09 00:56:36 -0600,c42ff185ff10da6e900ee98d629248349a3fcfdc,NE-20221108_Eday80,28,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,218026,99,208050,578459,True,20221108NE28382,2022-11-08,NE,31975,Patty,Pansing Brooks,PnsngBr,Dem,31955,2,69966,30008,0,Mike,Flood,True,GOP,31975,1,69972,30071,0,2022-11-09T05:05:40.362Z,
1667977730,2022-11-09 01:08:50 -0600,eb7c135f53880b948a2c1d8d800428a5719cefdc,NE-20221108_Eday80,28,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,214960,99,209151,578459,True,20221108NE28382,2022-11-08,NE,31975,Patty,Pansing Brooks,PnsngBr,Dem,31955,2,69966,30008,0,Mike,Flood,True,GOP,31975,1,69972,30071,0,2022-11-09T05:05:40.362Z,
1667978179,2022-11-09 01:16:19 -0600,e5b0abbb1cf26ccf017c9d5a0d528e78ff1d1e95,NE-20221108_Eday80,28,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,214269,99,209151,578459,True,20221108NE28382,2022-11-08,NE,31975,Patty,Pansing Brooks,PnsngBr,Dem,31955,2,69966,30008,0,Mike,Flood,True,GOP,31975,1,69972,30071,0,2022-11-09T05:05:40.362Z,
1667979647,2022-11-09 01:40:47 -0600,7abb1af5d8a57363e01f3459ad06df304ed6bc82,NE-20221108_Eday80,28,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,214269,99,211790,578459,True,20221108NE28382,2022-11-08,NE,31975,Patty,Pansing Brooks,PnsngBr,Dem,31955,2,69966,30008,0,Mike,Flood,True,GOP,31975,1,69972,30071,0,2022-11-09T05:05:40.362Z,
1667985732,2022-11-09 03:22:12 -0600,3702b24fea3edad701ffe581ae9d29fa7027d761,NE-20221108_Eday80,28,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,214269,99,213241,578459,True,20221108NE28382,2022-11-08,NE,31975,Patty,Pansing Brooks,PnsngBr,Dem,31955,2,69966,30008,0,Mike,Flood,True,GOP,31975,1,69972,30071,0,2022-11-09T05:05:40.362Z,
1667986470,2022-11-09 03:34:30 -0600,8252d82224313aea9a0d717a99f01f186da092f3,NE-20221108_Eday80,28,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,215395,99,213241,578459,True,20221108NE28382,2022-11-08,NE,31975,Patty,Pansing Brooks,PnsngBr,Dem,31955,2,69966,30008,0,Mike,Flood,True,GOP,31975,1,69972,30071,0,2022-11-09T05:05:40.362Z,
1668131635,2022-11-10 19:53:55 -0600,6dbd3a8a318f0721ab193bc7ebdb634bede50b16,NE-20221108_Eday80,28,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,215395,99,213967,578459,True,20221108NE28382,2022-11-08,NE,31975,Patty,Pansing Brooks,PnsngBr,Dem,31955,2,69966,30008,0,Mike,Flood,True,GOP,31975,1,69972,30071,0,2022-11-09T05:05:40.362Z,
1668141260,2022-11-10 22:34:20 -0600,a2d806b833382796c6a575d0974f85fb99c3cce1,NE-20221108_Eday80,28,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,216128,99,213967,578459,True,20221108NE28382,2022-11-08,NE,31975,Patty,Pansing Brooks,PnsngBr,Dem,31955,2,69966,30008,0,Mike,Flood,True,GOP,31975,1,69972,30071,0,2022-11-09T05:05:40.362Z,
1668141302,2022-11-10 22:35:02 -0600,c22207274c9b88c9c4e6590e26b3b41b6ab3fae0,NE-20221108_Eday80,28,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,215395,99,213967,578459,True,20221108NE28382,2022-11-08,NE,31975,Patty,Pansing Brooks,PnsngBr,Dem,31955,2,69966,30008,0,Mike,Flood,True,GOP,31975,1,69972,30071,0,2022-11-09T05:05:40.362Z,
1668141601,2022-11-10 22:40:01 -0600,2bb39204055369c266225e6c33baa07cc98cbf33,NE-20221108_Eday80,28,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,216128,99,213967,578459,True,20221108NE28382,2022-11-08,NE,31975,Patty,Pansing Brooks,PnsngBr,Dem,31955,2,69966,30008,0,Mike,Flood,True,GOP,31975,1,69972,30071,0,2022-11-09T05:05:40.362Z,
1668208497,2022-11-11 17:14:57 -0600,bbcacf8701d4b4ca10ce3ae291cdfacec6ecb8a8,NE-20221108_Eday80,28,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,216128,99,219542,578459,True,20221108NE28382,2022-11-08,NE,31975,Patty,Pansing Brooks,PnsngBr,Dem,31955,2,69966,30008,0,Mike,Flood,True,GOP,31975,1,69972,30071,0,2022-11-09T05:05:40.362Z,
1668550652,2022-11-15 16:17:32 -0600,7011a67b1e4e567c0d4ad12fac57bd2cf26458c9,NE-20221108_Eday80,28,General,G,Tabulation Paused,Called,H,U.S. House,True,District 1,1,216128,99,219542,578459,True,20221108NE28382,2022-11-08,NE,31975,Patty,Pansing Brooks,PnsngBr,Dem,31955,2,69966,30008,0,Mike,Flood,True,GOP,31975,1,69972,30071,0,2022-11-09T05:05:40.362Z,
1668613797,2022-11-16 09:49:57 -0600,cbcfdf95d3097f442dfb7c2ef8689eaec401e48d,NE-20221108_Eday80,28,General,G,Tabulation Paused,Called,H,U.S. House,True,District 1,1,221775,99,219611,578459,True,20221108NE28382,2022-11-08,NE,31975,Patty,Pansing Brooks,PnsngBr,Dem,31955,2,69966,30008,0,Mike,Flood,True,GOP,31975,1,69972,30071,0,2022-11-09T05:05:40.362Z,
1670254181,2022-12-05 09:29:41 -0600,b13edbe1926c438a0397b93ed1d4d3e21f6c12ac,NE-20221108_Eday80,28,General,G,Tabulation Paused,Called,H,U.S. House,True,District 1,1,223165,100,219611,578459,True,20221108NE28382,2022-11-08,NE,31975,Patty,Pansing Brooks,PnsngBr,Dem,31955,2,69966,30008,0,Mike,Flood,True,GOP,31975,1,69972,30071,0,2022-11-09T05:05:40.362Z,False
