captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.20720.first,candidates.20720.last,candidates.20720.party,candidates.20720.incumbent,candidates.20720.candidateID,candidates.20720.polID,candidates.20720.ballotOrder,candidates.20720.polNum,candidates.20720.electWon,candidates.23236.first,candidates.23236.last,candidates.23236.party,candidates.23236.candidateID,candidates.23236.polID,candidates.23236.ballotOrder,candidates.23236.polNum,candidates.23236.electWon,candidates.23723.first,candidates.23723.last,candidates.23723.party,candidates.23723.candidateID,candidates.23723.polID,candidates.23723.ballotOrder,candidates.23723.polNum,candidates.23723.electWon,candidates.20720.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,FL-20221108_Eday62,10,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 11,11,320271,99,0,772612,True,20221108FL10027,2022-11-08,FL,20720,Daniel,Webster,GOP,True,20720,53062,3,11105,0,Shante,Munns,Dem,23236,71580,1,15719,0,Kevin,Porter,NPA,23723,71773,2,15981,0,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,FL-20221108_Eday80,10,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 11,11,361026,99,0,772612,True,20221108FL10027,2022-11-08,FL,20720,Daniel,Webster,GOP,True,20720,53062,3,11105,0,Shante,Munns,Dem,23236,71580,1,15719,0,Kevin,Porter,NPA,23723,71773,2,15981,0,
1667953197,2022-11-09 00:19:57 +0000,4752cb39f35c63d02e72237179350aec6f014171,FL-20221108_Eday80,10,General,G,Polls Closed/Waiting First Report,Too Early to Call,H,U.S. House,True,District 11,11,318119,99,0,772612,True,20221108FL10027,2022-11-08,FL,20720,Daniel,Webster,GOP,True,20720,53062,3,11105,0,Shante,Munns,Dem,23236,71580,1,15719,0,Kevin,Porter,NPA,23723,71773,2,15981,0,
1667953790,2022-11-09 00:29:50 +0000,6070b11d4c3c0a9b2acaa63cc75a94579377e299,FL-20221108_Eday80,10,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 11,11,318119,99,160017,772612,True,20221108FL10027,2022-11-08,FL,20720,Daniel,Webster,GOP,True,20720,53062,3,11105,0,Shante,Munns,Dem,23236,71580,1,15719,0,Kevin,Porter,NPA,23723,71773,2,15981,0,
1667954884,2022-11-09 00:48:04 +0000,8f544a76833fbb21dc3fbc0ce7b73e3714be8529,FL-20221108_Eday80,10,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 11,11,333266,99,192575,772612,True,20221108FL10027,2022-11-08,FL,20720,Daniel,Webster,GOP,True,20720,53062,3,11105,0,Shante,Munns,Dem,23236,71580,1,15719,0,Kevin,Porter,NPA,23723,71773,2,15981,0,
1667955702,2022-11-09 01:01:42 +0000,f6f1267e463cf8ecb93583f1dab12bfae681d775,FL-20221108_Eday80,10,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 11,11,333266,99,271267,772612,True,20221108FL10027,2022-11-08,FL,20720,Daniel,Webster,GOP,True,20720,53062,3,11105,0,Shante,Munns,Dem,23236,71580,1,15719,0,Kevin,Porter,NPA,23723,71773,2,15981,0,
1667956006,2022-11-09 01:06:46 +0000,01cc2f6d0039b2fcb59e03eced60e58dcb253844,FL-20221108_Eday80,10,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 11,11,333266,99,269577,772612,True,20221108FL10027,2022-11-08,FL,20720,Daniel,Webster,GOP,True,20720,53062,3,11105,0,Shante,Munns,Dem,23236,71580,1,15719,0,Kevin,Porter,NPA,23723,71773,2,15981,0,
1667956272,2022-11-09 01:11:12 +0000,e9730fe8cd073de363599251493da8f113e7bb60,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 11,11,333266,99,274864,772612,True,20221108FL10027,2022-11-08,FL,20720,Daniel,Webster,GOP,True,20720,53062,3,11105,0,Shante,Munns,Dem,23236,71580,1,15719,0,Kevin,Porter,NPA,23723,71773,2,15981,0,2022-11-09T00:35:29.200Z
1667957430,2022-11-09 01:30:30 +0000,03f90a735487a191903970f5b59ebf51d460c3e0,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 11,11,345815,99,311844,772612,True,20221108FL10027,2022-11-08,FL,20720,Daniel,Webster,GOP,True,20720,53062,3,11105,0,Shante,Munns,Dem,23236,71580,1,15719,0,Kevin,Porter,NPA,23723,71773,2,15981,0,2022-11-09T00:35:29.200Z
1667959124,2022-11-09 01:58:44 +0000,ebdb2f4efab49b8071a842b145008e58069ff969,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 11,11,345815,99,317111,772612,True,20221108FL10027,2022-11-08,FL,20720,Daniel,Webster,GOP,True,20720,53062,3,11105,0,Shante,Munns,Dem,23236,71580,1,15719,0,Kevin,Porter,NPA,23723,71773,2,15981,0,2022-11-09T00:35:29.200Z
1667959410,2022-11-09 02:03:30 +0000,98a277291480f2bee1271d939218798a5aa6ad2a,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 11,11,345815,99,316056,772612,True,20221108FL10027,2022-11-08,FL,20720,Daniel,Webster,GOP,True,20720,53062,3,11105,0,Shante,Munns,Dem,23236,71580,1,15719,0,Kevin,Porter,NPA,23723,71773,2,15981,0,2022-11-09T00:35:29.200Z
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 11,11,345815,99,317111,772612,True,20221108FL10027,2022-11-08,FL,20720,Daniel,Webster,GOP,True,20720,53062,3,11105,0,Shante,Munns,Dem,23236,71580,1,15719,0,Kevin,Porter,NPA,23723,71773,2,15981,0,2022-11-09T00:35:29.200Z
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 11,11,343933,99,317111,772612,True,20221108FL10027,2022-11-08,FL,20720,Daniel,Webster,GOP,True,20720,53062,3,11105,0,Shante,Munns,Dem,23236,71580,1,15719,0,Kevin,Porter,NPA,23723,71773,2,15981,0,2022-11-09T00:35:29.200Z
