captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.34777.first,candidates.34777.last,candidates.34777.party,candidates.34777.candidateID,candidates.34777.ballotOrder,candidates.34777.polID,candidates.34777.polNum,candidates.34777.electWon,candidates.34781.first,candidates.34781.last,candidates.34781.incumbent,candidates.34781.party,candidates.34781.candidateID,candidates.34781.ballotOrder,candidates.34781.polID,candidates.34781.polNum,candidates.34781.electWon,candidates.35272.first,candidates.35272.last,candidates.35272.party,candidates.35272.candidateID,candidates.35272.ballotOrder,candidates.35272.polID,candidates.35272.polNum,candidates.35272.electWon,candidates.35273.first,candidates.35273.last,candidates.35273.abbrv,candidates.35273.party,candidates.35273.candidateID,candidates.35273.ballotOrder,candidates.35273.polID,candidates.35273.polNum,candidates.35273.electWon,candidates.34781.winnerDateTime
1668028227,2022-11-09 15:10:27 -0600,eb4a7d5f5f567dd9d0b9264530c88f27a7cf5004,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,299382,99,296387,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,2022-11-09T06:08:56.361Z
1668030751,2022-11-09 15:52:31 -0600,bb2883650e315e0c1d269a685b87d89332445b2a,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,299382,99,296445,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,2022-11-09T06:08:56.361Z
1668031508,2022-11-09 16:05:08 -0600,437c660b51eef9154c806060c4141d182a80fa25,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,299382,99,296387,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,2022-11-09T06:08:56.361Z
1668033263,2022-11-09 16:34:23 -0600,ea29f9e2998d19acc1de4609ccdc65bba77d0d99,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,299382,99,296386,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,2022-11-09T06:08:56.361Z
1668035769,2022-11-09 17:16:09 -0600,6cb87261ec8adbc332601536aa84626fb20e9a87,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,299382,99,296573,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,2022-11-09T06:08:56.361Z
1668040749,2022-11-09 18:39:09 -0600,1ba624ecb550eca7a59ba78196b3f72a5d630287,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,299382,99,296376,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,2022-11-09T06:08:56.361Z
1668052667,2022-11-09 21:57:47 -0600,f3bd62b1837ea501861bd389b99f0ac5b69366de,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,299370,99,296376,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,2022-11-09T06:08:56.361Z
1668097491,2022-11-10 10:24:51 -0600,301671549edd72aabd8cb74b47485e43ffcabac2,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,299370,99,296374,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,2022-11-09T06:08:56.361Z
1668100143,2022-11-10 11:09:03 -0600,891ed0b62ceeec7dc999d4c825d55728ebff0003,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,299370,99,296373,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,2022-11-09T06:08:56.361Z
1668103437,2022-11-10 12:03:57 -0600,6d0192b3918e1c4843879cfdc6f11aebba202c6e,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,299370,99,296372,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,2022-11-09T06:08:56.361Z
1668105158,2022-11-10 12:32:38 -0600,708a058b104e6baf2531e63cf76bdeaad9933e2c,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,299370,99,296371,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,2022-11-09T06:08:56.361Z
1668107669,2022-11-10 13:14:29 -0600,cce1380bbe597c340365cf5d961c383554c9fc76,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,299370,99,296368,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,2022-11-09T06:08:56.361Z
1668108510,2022-11-10 13:28:30 -0600,125b96bb7acdc32ccc0e5d0620c7c4dadf796746,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,299370,99,296366,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,2022-11-09T06:08:56.361Z
1668120266,2022-11-10 16:44:26 -0600,a970b867315477aeba957094458646b341830fed,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,299370,99,296367,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,2022-11-09T06:08:56.361Z
1668370876,2022-11-13 14:21:16 -0600,5a2cd6635fea0e1f900bc70509206f018c0f28b3,MN-20221108_Eday80,24,General,G,Tabulation Paused,Called,H,U.S. House,True,District 1,1,299370,99,296375,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,2022-11-09T06:08:56.361Z
1668438696,2022-11-14 09:11:36 -0600,fba2e029df72b3e644717bebcbd5f8cb7d6d6f9e,MN-20221108_Eday80,24,General,G,Tabulation Paused,Called,H,U.S. House,True,District 1,1,299370,99,296374,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,2022-11-09T06:08:56.361Z
1668439883,2022-11-14 09:31:23 -0600,a93dda7dffff2210439bacb8fa045685bac9c6cb,MN-20221108_Eday80,24,General,G,Tabulation Paused,Called,H,U.S. House,True,District 1,1,299370,99,296372,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,2022-11-09T06:08:56.361Z
1668454882,2022-11-14 13:41:22 -0600,3e7ed76e57af78493e721fd02e81a4682aa94a47,MN-20221108_Eday80,24,General,G,Tabulation Paused,Called,H,U.S. House,True,District 1,1,299370,99,296390,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,2022-11-09T06:08:56.361Z
1668457885,2022-11-14 14:31:25 -0600,9f488560c274e274099faa84341f905194749b11,MN-20221108_Eday80,24,General,G,Tabulation Paused,Called,H,U.S. House,True,District 1,1,299370,99,296389,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,2022-11-09T06:08:56.361Z
1668462715,2022-11-14 15:51:55 -0600,42574c62ecaf5a9542c551cd22235a0477679e47,MN-20221108_Eday80,24,General,G,Tabulation Paused,Called,H,U.S. House,True,District 1,1,299370,99,296387,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,2022-11-09T06:08:56.361Z
