captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.34777.first,candidates.34777.last,candidates.34777.party,candidates.34777.candidateID,candidates.34777.ballotOrder,candidates.34777.polID,candidates.34777.polNum,candidates.34777.electWon,candidates.34781.first,candidates.34781.last,candidates.34781.incumbent,candidates.34781.party,candidates.34781.candidateID,candidates.34781.ballotOrder,candidates.34781.polID,candidates.34781.polNum,candidates.34781.electWon,candidates.35272.first,candidates.35272.last,candidates.35272.party,candidates.35272.candidateID,candidates.35272.ballotOrder,candidates.35272.polID,candidates.35272.polNum,candidates.35272.electWon,candidates.35273.first,candidates.35273.last,candidates.35273.abbrv,candidates.35273.party,candidates.35273.candidateID,candidates.35273.ballotOrder,candidates.35273.polID,candidates.35273.polNum,candidates.35273.electWon,candidates.34781.winnerDateTime
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,MN-20221108_Eday80,24,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,299525,99,70812,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,
1667968047,2022-11-08 22:27:27 -0600,3febed665f84b6f0a9717d87750ee8049f50fab6,MN-20221108_Eday80,24,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,302941,99,97156,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,
1667968844,2022-11-08 22:40:44 -0600,9af6e1ce44325ca43504ad5e0ccab8e9f14ef964,MN-20221108_Eday80,24,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,307263,99,112387,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,
1667969723,2022-11-08 22:55:23 -0600,b509b5bfc09bde62e91159629c11e0b7e48daab9,MN-20221108_Eday80,24,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,305809,99,151489,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,
1667970548,2022-11-08 23:09:08 -0600,a039c3e3daf59c6709863984d030931ce2f47b8a,MN-20221108_Eday80,24,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,300718,99,163960,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,
1667971350,2022-11-08 23:22:30 -0600,4e8d6a153dbb49007925da1747ddadcd1394934d,MN-20221108_Eday80,24,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,301234,99,173796,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,
1667972176,2022-11-08 23:36:16 -0600,a6fd708cc30eea79171ae74711d81685981a53ab,MN-20221108_Eday80,24,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,301536,99,190730,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,
1667973028,2022-11-08 23:50:28 -0600,a3d91b8cb9f4b51cad939bdf33c45f8678401177,MN-20221108_Eday80,24,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,300040,99,218433,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,
1667973835,2022-11-09 00:03:55 -0600,b3bdd8a625be8657c0e5a46d72158acdcfd366d2,MN-20221108_Eday80,24,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,300573,99,227663,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,
1667974664,2022-11-09 00:17:44 -0600,d987a91643923201706646f74ed6cc4da6a088a6,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,300573,99,263006,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,2022-11-09T06:08:56.361Z
1667975443,2022-11-09 00:30:43 -0600,d3fce30549290fb6ab466f77998222999d6c79b9,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,300001,99,281440,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,2022-11-09T06:08:56.361Z
1667976225,2022-11-09 00:43:45 -0600,c783db16cb20062f52dbeb35e3ddece74a1360e9,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,301518,99,292943,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,2022-11-09T06:08:56.361Z
1667976265,2022-11-09 00:44:25 -0600,f24bbc37a7ca703e419e133d048b4da5b1f386e7,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,300001,99,281440,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,2022-11-09T06:08:56.361Z
1667976306,2022-11-09 00:45:06 -0600,a65306ebcf7e41c11b1557bbe78229c6107820ce,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,301518,99,292943,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,2022-11-09T06:08:56.361Z
1667977077,2022-11-09 00:57:57 -0600,e96cea5b95acdc4d7cb935c4ee20e3275e516aa1,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,299030,99,292943,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,2022-11-09T06:08:56.361Z
1667980498,2022-11-09 01:54:58 -0600,080f852a8c127ca7a693ce7339f054df2661fd43,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,299030,99,294253,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,2022-11-09T06:08:56.361Z
1667982160,2022-11-09 02:22:40 -0600,6db70592cb0a84a4c1b9ef4b9bd094fff199cc3d,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,299741,99,294253,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,2022-11-09T06:08:56.361Z
1667983071,2022-11-09 02:37:51 -0600,84bbf1af0bb96f095aaf2f6f55e9d106638797ad,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,299030,99,294253,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,2022-11-09T06:08:56.361Z
1667983881,2022-11-09 02:51:21 -0600,fb0bb63c0a2351355e92809d5d7b41d52a28918d,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,299225,99,296233,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,2022-11-09T06:08:56.361Z
1667990004,2022-11-09 04:33:24 -0600,b5512043c807372aece5d9552635d27376720fc2,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,300873,99,296233,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,2022-11-09T06:08:56.361Z
1668005682,2022-11-09 08:54:42 -0600,b1f25f267ca6b01ebcb14f957c6812e1ea15723a,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,300873,99,296222,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,2022-11-09T06:08:56.361Z
1668005722,2022-11-09 08:55:22 -0600,61b58fc0ef5156a1597f29be784f5d01076a5303,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,300873,99,296233,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,2022-11-09T06:08:56.361Z
1668005801,2022-11-09 08:56:41 -0600,0d91baa7840bfa536d1d6ff8ddee6b3bc8cf43d1,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,300873,99,296222,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,2022-11-09T06:08:56.361Z
1668005881,2022-11-09 08:58:01 -0600,2f050442db7af87073e0ba7eae4b52d4b9aad7a1,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,300873,99,296233,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,2022-11-09T06:08:56.361Z
1668005922,2022-11-09 08:58:42 -0600,010b3051918a5ece085a5de0fce7f5e27f57dc55,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,300873,99,296222,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,2022-11-09T06:08:56.361Z
1668005963,2022-11-09 08:59:23 -0600,f9d1f33703f144a50380fd021fd18e3b66d1c3e8,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,300873,99,296233,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,2022-11-09T06:08:56.361Z
1668006044,2022-11-09 09:00:44 -0600,88cf8705d47f406adcf0875ba231023fb547d9e1,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,300873,99,296222,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,2022-11-09T06:08:56.361Z
1668006124,2022-11-09 09:02:04 -0600,92e899ac6c0af89fdf7479ecfb2703f964c65a0e,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,300873,99,296233,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,2022-11-09T06:08:56.361Z
1668006329,2022-11-09 09:05:29 -0600,eeb2f3e080d5ff6571ef7637d1d1f1a86f74d0d4,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,300873,99,296222,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,2022-11-09T06:08:56.361Z
1668006370,2022-11-09 09:06:10 -0600,c8673591ea870e6c097f4102a0483f7cf4142d44,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,300873,99,296233,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,2022-11-09T06:08:56.361Z
1668007427,2022-11-09 09:23:47 -0600,810d539dcb78e8fb01be53cd8a268c9a5599e883,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,300873,99,296214,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,2022-11-09T06:08:56.361Z
1668009055,2022-11-09 09:50:55 -0600,ca21631bef466daf18eb75515a4448ef84a9d26d,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,300873,99,296244,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,2022-11-09T06:08:56.361Z
1668009874,2022-11-09 10:04:34 -0600,11b8834593a88447f151c2b14e88da1e99d29b7a,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,299236,99,296255,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,2022-11-09T06:08:56.361Z
1668010744,2022-11-09 10:19:04 -0600,9f4800340e388fd704cd69dcf2897919d1f12003,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,299236,99,296275,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,2022-11-09T06:08:56.361Z
1668011611,2022-11-09 10:33:31 -0600,f3f6883815ce84e4ce7a1017d96eb264bf16e15a,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,299236,99,296290,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,2022-11-09T06:08:56.361Z
1668016663,2022-11-09 11:57:43 -0600,46e82c144552097453731f775f0650c1d62e5e96,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,299283,99,296290,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,2022-11-09T06:08:56.361Z
1668024859,2022-11-09 14:14:19 -0600,21439f26a01a6dcae657f7b86fb52ef437ea0466,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,299283,99,296388,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,2022-11-09T06:08:56.361Z
1668026482,2022-11-09 14:41:22 -0600,191255bc047895b7ba46e2ba1025d9f893f2ac5a,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,299283,99,296387,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,2022-11-09T06:08:56.361Z
1668027356,2022-11-09 14:55:56 -0600,5f55f4f99d30d3ac8430ce726beef259bee6b29d,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,299382,99,296439,1094204,True,20221108MN24007,2022-11-08,MN,34781,Jeff,Ettinger,Dem,34777,4,70102,29357,0,Brad,Finstad,True,GOP,34781,3,55192,29361,0,Richard,Reisdorf,LMN,35272,2,71246,29584,0,Brian,Abrahamson,Abrhmsn,GRP,35273,1,71648,28560,0,2022-11-09T06:08:56.361Z
