captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.29207.first,candidates.29207.last,candidates.29207.party,candidates.29207.candidateID,candidates.29207.ballotOrder,candidates.29207.polID,candidates.29207.polNum,candidates.29207.electWon,candidates.29215.first,candidates.29215.last,candidates.29215.party,candidates.29215.candidateID,candidates.29215.ballotOrder,candidates.29215.polID,candidates.29215.polNum,candidates.29215.electWon,candidates.29215.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,IL-20221108_Eday80,14,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 1,1,271859,99,0,790767,True,20221108IL15990,2022-11-08,IL,Eric,Carlson,GOP,29207,1,71053,22992,0,Jonathan,Jackson,Dem,29215,2,71064,22998,0,,
1667956272,2022-11-09 01:11:12 +0000,e9730fe8cd073de363599251493da8f113e7bb60,IL-20221108_Eday80,14,General,G,Polls Closed/Waiting First Report,Too Early to Call,H,U.S. House,True,District 1,1,271859,99,0,790767,True,20221108IL15990,2022-11-08,IL,Eric,Carlson,GOP,29207,1,71053,22992,0,Jonathan,Jackson,Dem,29215,2,71064,22998,0,,
1667959124,2022-11-09 01:58:44 +0000,ebdb2f4efab49b8071a842b145008e58069ff969,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,271859,99,4681,790767,True,20221108IL15990,2022-11-08,IL,Eric,Carlson,GOP,29207,1,71053,22992,0,Jonathan,Jackson,Dem,29215,2,71064,22998,0,,
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,271859,99,18634,790767,True,20221108IL15990,2022-11-08,IL,Eric,Carlson,GOP,29207,1,71053,22992,0,Jonathan,Jackson,Dem,29215,2,71064,22998,0,,
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,271859,99,29952,790767,True,20221108IL15990,2022-11-08,IL,Eric,Carlson,GOP,29207,1,71053,22992,0,Jonathan,Jackson,Dem,29215,2,71064,22998,0,,
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,271859,99,52395,790767,True,20221108IL15990,2022-11-08,IL,Eric,Carlson,GOP,29207,1,71053,22992,0,Jonathan,Jackson,Dem,29215,2,71064,22998,0,,
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,271859,99,84884,790767,True,20221108IL15990,2022-11-08,IL,Eric,Carlson,GOP,29207,1,71053,22992,0,Jonathan,Jackson,Dem,29215,2,71064,22998,0,,
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,271859,99,96865,790767,True,20221108IL15990,2022-11-08,IL,Eric,Carlson,GOP,29207,1,71053,22992,0,Jonathan,Jackson,Dem,29215,2,71064,22998,0,,
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,271859,99,97706,790767,True,20221108IL15990,2022-11-08,IL,Eric,Carlson,GOP,29207,1,71053,22992,0,Jonathan,Jackson,Dem,29215,2,71064,22998,0,,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,271859,99,99254,790767,True,20221108IL15990,2022-11-08,IL,Eric,Carlson,GOP,29207,1,71053,22992,0,Jonathan,Jackson,Dem,29215,2,71064,22998,0,,
