captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.37379.first,candidates.37379.last,candidates.37379.party,candidates.37379.candidateID,candidates.37379.ballotOrder,candidates.37379.polID,candidates.37379.polNum,candidates.37379.electWon,candidates.37383.first,candidates.37383.last,candidates.37383.party,candidates.37383.candidateID,candidates.37383.ballotOrder,candidates.37383.polID,candidates.37383.polNum,candidates.37383.electWon,candidates.37971.first,candidates.37971.last,candidates.37971.party,candidates.37971.candidateID,candidates.37971.ballotOrder,candidates.37971.polID,candidates.37971.polNum,candidates.37971.electWon,candidates.37972.first,candidates.37972.last,candidates.37972.party,candidates.37972.candidateID,candidates.37972.ballotOrder,candidates.37972.polID,candidates.37972.polNum,candidates.37972.electWon,candidates.37383.winnerDateTime
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 10,10,349001,99,37326,981650,True,20221108MI23814,2022-11-08,MI,Carl,Marlinga,Dem,37379,1,796,30131,0,John,James,GOP,37383,2,67181,29346,0,Mike,Saliba,Lib,37971,3,69512,29315,0,Andrea,Kirby,WCP,37972,4,67805,29769,0,
1667968844,2022-11-08 22:40:44 -0600,9af6e1ce44325ca43504ad5e0ccab8e9f14ef964,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 10,10,349001,99,56264,981650,True,20221108MI23814,2022-11-08,MI,Carl,Marlinga,Dem,37379,1,796,30131,0,John,James,GOP,37383,2,67181,29346,0,Mike,Saliba,Lib,37971,3,69512,29315,0,Andrea,Kirby,WCP,37972,4,67805,29769,0,
1667969723,2022-11-08 22:55:23 -0600,b509b5bfc09bde62e91159629c11e0b7e48daab9,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 10,10,349001,99,69033,981650,True,20221108MI23814,2022-11-08,MI,Carl,Marlinga,Dem,37379,1,796,30131,0,John,James,GOP,37383,2,67181,29346,0,Mike,Saliba,Lib,37971,3,69512,29315,0,Andrea,Kirby,WCP,37972,4,67805,29769,0,
1667971482,2022-11-08 23:24:42 -0600,23c628a73988ac759f27061cca400c61ae3577c8,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 10,10,349001,99,92092,981650,True,20221108MI23814,2022-11-08,MI,Carl,Marlinga,Dem,37379,1,796,30131,0,John,James,GOP,37383,2,67181,29346,0,Mike,Saliba,Lib,37971,3,69512,29315,0,Andrea,Kirby,WCP,37972,4,67805,29769,0,
1667973160,2022-11-08 23:52:40 -0600,a8c30e49fdf2578eef8c8f50f6106d095bb0fc07,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 10,10,349001,99,110714,981650,True,20221108MI23814,2022-11-08,MI,Carl,Marlinga,Dem,37379,1,796,30131,0,John,James,GOP,37383,2,67181,29346,0,Mike,Saliba,Lib,37971,3,69512,29315,0,Andrea,Kirby,WCP,37972,4,67805,29769,0,
1667974899,2022-11-09 00:21:39 -0600,387e9cf2d205ebca879101fc8e33b930b1cbd329,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 10,10,349001,99,111309,981650,True,20221108MI23814,2022-11-08,MI,Carl,Marlinga,Dem,37379,1,796,30131,0,John,James,GOP,37383,2,67181,29346,0,Mike,Saliba,Lib,37971,3,69512,29315,0,Andrea,Kirby,WCP,37972,4,67805,29769,0,
1667976671,2022-11-09 00:51:11 -0600,ea959052a4daa986b427aee926dc66fbdb41fd60,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 10,10,349001,99,162515,981650,True,20221108MI23814,2022-11-08,MI,Carl,Marlinga,Dem,37379,1,796,30131,0,John,James,GOP,37383,2,67181,29346,0,Mike,Saliba,Lib,37971,3,69512,29315,0,Andrea,Kirby,WCP,37972,4,67805,29769,0,
1667976713,2022-11-09 00:51:53 -0600,e706274cafb1c1dca67fd185b843624ee37dec41,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 10,10,349001,99,111309,981650,True,20221108MI23814,2022-11-08,MI,Carl,Marlinga,Dem,37379,1,796,30131,0,John,James,GOP,37383,2,67181,29346,0,Mike,Saliba,Lib,37971,3,69512,29315,0,Andrea,Kirby,WCP,37972,4,67805,29769,0,
1667976752,2022-11-09 00:52:32 -0600,6943d942b4cb99d83b19d398209a99f6d9f041ed,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 10,10,349001,99,162515,981650,True,20221108MI23814,2022-11-08,MI,Carl,Marlinga,Dem,37379,1,796,30131,0,John,James,GOP,37383,2,67181,29346,0,Mike,Saliba,Lib,37971,3,69512,29315,0,Andrea,Kirby,WCP,37972,4,67805,29769,0,
1667986710,2022-11-09 03:38:30 -0600,e76b62f6ea65887d3b04b50648890c6997b1f3db,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 10,10,349001,99,258796,981650,True,20221108MI23814,2022-11-08,MI,Carl,Marlinga,Dem,37379,1,796,30131,0,John,James,GOP,37383,2,67181,29346,0,Mike,Saliba,Lib,37971,3,69512,29315,0,Andrea,Kirby,WCP,37972,4,67805,29769,0,
1667987563,2022-11-09 03:52:43 -0600,8abcd32a71680efad0e1b14075bb8680bae203ec,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 10,10,348633,99,258796,981650,True,20221108MI23814,2022-11-08,MI,Carl,Marlinga,Dem,37379,1,796,30131,0,John,James,GOP,37383,2,67181,29346,0,Mike,Saliba,Lib,37971,3,69512,29315,0,Andrea,Kirby,WCP,37972,4,67805,29769,0,
1667988285,2022-11-09 04:04:45 -0600,3a046959858a4041f5517a42088d646fd69d0b20,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 10,10,261410,99,258796,981650,True,20221108MI23814,2022-11-08,MI,Carl,Marlinga,Dem,37379,1,796,30131,0,John,James,GOP,37383,2,67181,29346,0,Mike,Saliba,Lib,37971,3,69512,29315,0,Andrea,Kirby,WCP,37972,4,67805,29769,0,
1667988326,2022-11-09 04:05:26 -0600,81f3312db0f02393b6f99b1a3db05495e5086572,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 10,10,348633,99,258796,981650,True,20221108MI23814,2022-11-08,MI,Carl,Marlinga,Dem,37379,1,796,30131,0,John,James,GOP,37383,2,67181,29346,0,Mike,Saliba,Lib,37971,3,69512,29315,0,Andrea,Kirby,WCP,37972,4,67805,29769,0,
1667988406,2022-11-09 04:06:46 -0600,13f2a5928c898dd4d3c7860a848c46f4b423449f,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 10,10,261410,99,258796,981650,True,20221108MI23814,2022-11-08,MI,Carl,Marlinga,Dem,37379,1,796,30131,0,John,James,GOP,37383,2,67181,29346,0,Mike,Saliba,Lib,37971,3,69512,29315,0,Andrea,Kirby,WCP,37972,4,67805,29769,0,
1667988445,2022-11-09 04:07:25 -0600,be48e50d216867aa115181f995ca4a2c5f77311a,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 10,10,348633,99,258796,981650,True,20221108MI23814,2022-11-08,MI,Carl,Marlinga,Dem,37379,1,796,30131,0,John,James,GOP,37383,2,67181,29346,0,Mike,Saliba,Lib,37971,3,69512,29315,0,Andrea,Kirby,WCP,37972,4,67805,29769,0,
1667988483,2022-11-09 04:08:03 -0600,b99ee37363001dc42795606d7cbfeb6079fbcce4,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 10,10,261410,99,258796,981650,True,20221108MI23814,2022-11-08,MI,Carl,Marlinga,Dem,37379,1,796,30131,0,John,James,GOP,37383,2,67181,29346,0,Mike,Saliba,Lib,37971,3,69512,29315,0,Andrea,Kirby,WCP,37972,4,67805,29769,0,
1667988564,2022-11-09 04:09:24 -0600,2aeef9544d1832238b865b50255c72fd72952396,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 10,10,348633,99,258796,981650,True,20221108MI23814,2022-11-08,MI,Carl,Marlinga,Dem,37379,1,796,30131,0,John,James,GOP,37383,2,67181,29346,0,Mike,Saliba,Lib,37971,3,69512,29315,0,Andrea,Kirby,WCP,37972,4,67805,29769,0,
1667988603,2022-11-09 04:10:03 -0600,c57fd67b0b96993b9f7c98a49335fed712bca534,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 10,10,261410,99,258796,981650,True,20221108MI23814,2022-11-08,MI,Carl,Marlinga,Dem,37379,1,796,30131,0,John,James,GOP,37383,2,67181,29346,0,Mike,Saliba,Lib,37971,3,69512,29315,0,Andrea,Kirby,WCP,37972,4,67805,29769,0,
1667988643,2022-11-09 04:10:43 -0600,591a6073b04ab0ebd3abfd9fecd162fe68e47757,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 10,10,348633,99,258796,981650,True,20221108MI23814,2022-11-08,MI,Carl,Marlinga,Dem,37379,1,796,30131,0,John,James,GOP,37383,2,67181,29346,0,Mike,Saliba,Lib,37971,3,69512,29315,0,Andrea,Kirby,WCP,37972,4,67805,29769,0,
1667988683,2022-11-09 04:11:23 -0600,730aa85a41cde9ade0ab0457bb30546a32d14e79,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 10,10,261410,99,258796,981650,True,20221108MI23814,2022-11-08,MI,Carl,Marlinga,Dem,37379,1,796,30131,0,John,James,GOP,37383,2,67181,29346,0,Mike,Saliba,Lib,37971,3,69512,29315,0,Andrea,Kirby,WCP,37972,4,67805,29769,0,
1667989121,2022-11-09 04:18:41 -0600,c465f18bc76653d10d16bdf8263355edd2fe0344,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 10,10,261410,99,313501,981650,True,20221108MI23814,2022-11-08,MI,Carl,Marlinga,Dem,37379,1,796,30131,0,John,James,GOP,37383,2,67181,29346,0,Mike,Saliba,Lib,37971,3,69512,29315,0,Andrea,Kirby,WCP,37972,4,67805,29769,0,
1667989201,2022-11-09 04:20:01 -0600,2770f40101960610cfbac039b7f8df7241b56094,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 10,10,261410,99,258796,981650,True,20221108MI23814,2022-11-08,MI,Carl,Marlinga,Dem,37379,1,796,30131,0,John,James,GOP,37383,2,67181,29346,0,Mike,Saliba,Lib,37971,3,69512,29315,0,Andrea,Kirby,WCP,37972,4,67805,29769,0,
1667989241,2022-11-09 04:20:41 -0600,ecd9fb0f9a32ee803b2df09a44e32a9bfebbebb4,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 10,10,261410,99,313501,981650,True,20221108MI23814,2022-11-08,MI,Carl,Marlinga,Dem,37379,1,796,30131,0,John,James,GOP,37383,2,67181,29346,0,Mike,Saliba,Lib,37971,3,69512,29315,0,Andrea,Kirby,WCP,37972,4,67805,29769,0,
1667998519,2022-11-09 06:55:19 -0600,d6348599bd444a00beb63abd415f5927be15d91d,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 10,10,261410,99,326234,981650,True,20221108MI23814,2022-11-08,MI,Carl,Marlinga,Dem,37379,1,796,30131,0,John,James,GOP,37383,2,67181,29346,0,Mike,Saliba,Lib,37971,3,69512,29315,0,Andrea,Kirby,WCP,37972,4,67805,29769,0,
1668000202,2022-11-09 07:23:22 -0600,5f13dc48753cd7b9b4c8b2925891a31750953d21,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 10,10,329529,99,326234,981650,True,20221108MI23814,2022-11-08,MI,Carl,Marlinga,Dem,37379,1,796,30131,0,John,James,GOP,37383,2,67181,29346,0,Mike,Saliba,Lib,37971,3,69512,29315,0,Andrea,Kirby,WCP,37972,4,67805,29769,0,
1668026314,2022-11-09 14:38:34 -0600,6aeb39d712f71e0586b721fa67931ce1c591d213,MI-20221108_Eday80,23,General,G,Active Tabulation,Called,H,U.S. House,True,District 10,10,329529,99,326234,981650,True,20221108MI23814,2022-11-08,MI,Carl,Marlinga,Dem,37379,1,796,30131,0,John,James,GOP,37383,2,67181,29346,0,Mike,Saliba,Lib,37971,3,69512,29315,0,Andrea,Kirby,WCP,37972,4,67805,29769,0,2022-11-09T20:27:49.026Z
1668026355,2022-11-09 14:39:15 -0600,74cee3c1afba431e5b7018e9b8ea421024ef496b,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 10,10,329529,99,326234,981650,True,20221108MI23814,2022-11-08,MI,Carl,Marlinga,Dem,37379,1,796,30131,0,John,James,GOP,37383,2,67181,29346,0,Mike,Saliba,Lib,37971,3,69512,29315,0,Andrea,Kirby,WCP,37972,4,67805,29769,0,
1668026482,2022-11-09 14:41:22 -0600,191255bc047895b7ba46e2ba1025d9f893f2ac5a,MI-20221108_Eday80,23,General,G,Active Tabulation,Called,H,U.S. House,True,District 10,10,329529,99,326234,981650,True,20221108MI23814,2022-11-08,MI,Carl,Marlinga,Dem,37379,1,796,30131,0,John,James,GOP,37383,2,67181,29346,0,Mike,Saliba,Lib,37971,3,69512,29315,0,Andrea,Kirby,WCP,37972,4,67805,29769,0,2022-11-09T20:27:49.026Z
