captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.32165.first,candidates.32165.last,candidates.32165.party,candidates.32165.candidateID,candidates.32165.polID,candidates.32165.ballotOrder,candidates.32165.polNum,candidates.32165.electWon,candidates.32171.first,candidates.32171.last,candidates.32171.party,candidates.32171.candidateID,candidates.32171.polID,candidates.32171.ballotOrder,candidates.32171.polNum,candidates.32171.electWon,candidates.32165.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,MD-20221108_Eday62,21,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 4,4,218225,99,0,846211,True,20221108MD21754,2022-11-08,MD,Glenn,Ivey,Dem,32165,64788,2,26161,0,Jeff,Warner,GOP,32171,71153,1,26959,0,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,MD-20221108_Eday80,21,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 4,4,223687,99,0,846211,True,20221108MD21754,2022-11-08,MD,Glenn,Ivey,Dem,32165,64788,2,26161,0,Jeff,Warner,GOP,32171,71153,1,26959,0,,
1667957715,2022-11-09 01:35:15 +0000,97cbc8b93cc842818a0fba948144842c3e8d51f0,MD-20221108_Eday80,21,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,223687,99,0,846211,True,20221108MD21754,2022-11-08,MD,Glenn,Ivey,Dem,32165,64788,2,26161,0,Jeff,Warner,GOP,32171,71153,1,26959,0,,
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,MD-20221108_Eday80,21,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,223687,99,46058,846211,True,20221108MD21754,2022-11-08,MD,Glenn,Ivey,Dem,32165,64788,2,26161,0,Jeff,Warner,GOP,32171,71153,1,26959,0,,
1667964227,2022-11-09 03:23:47 +0000,1cb90b95cdd6c1be23968f2b7d9618a95c5a5ad9,MD-20221108_Eday80,21,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,223687,99,49749,846211,True,20221108MD21754,2022-11-08,MD,Glenn,Ivey,Dem,32165,64788,2,26161,0,Jeff,Warner,GOP,32171,71153,1,26959,0,,
1667966001,2022-11-09 03:53:21 +0000,cee0a612753351ddb30fde2a157613da20f2be01,MD-20221108_Eday80,21,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,223687,99,51860,846211,True,20221108MD21754,2022-11-08,MD,Glenn,Ivey,Dem,32165,64788,2,26161,0,Jeff,Warner,GOP,32171,71153,1,26959,0,,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,MD-20221108_Eday80,21,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,223687,99,94773,846211,True,20221108MD21754,2022-11-08,MD,Glenn,Ivey,Dem,32165,64788,2,26161,0,Jeff,Warner,GOP,32171,71153,1,26959,0,,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,MD-20221108_Eday80,21,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,159706,99,94773,846211,True,20221108MD21754,2022-11-08,MD,Glenn,Ivey,Dem,32165,64788,2,26161,0,Jeff,Warner,GOP,32171,71153,1,26959,0,,
1667968361,2022-11-08 22:32:41 -0600,0b888fe41bc653990f05b2c6fe09da530560e7a3,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,159706,99,95762,846211,True,20221108MD21754,2022-11-08,MD,Glenn,Ivey,Dem,32165,64788,2,26161,0,Jeff,Warner,GOP,32171,71153,1,26959,0,2022-11-09T04:22:39.117Z,
1667969204,2022-11-08 22:46:44 -0600,861af312a343e9b4769e08b8c7c8c17fab4dadef,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,159730,99,95762,846211,True,20221108MD21754,2022-11-08,MD,Glenn,Ivey,Dem,32165,64788,2,26161,0,Jeff,Warner,GOP,32171,71153,1,26959,0,2022-11-09T04:22:39.117Z,
1667969984,2022-11-08 22:59:44 -0600,a2fb710992b888fe9f7e47092d88395e89230dfc,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,159730,99,107146,846211,True,20221108MD21754,2022-11-08,MD,Glenn,Ivey,Dem,32165,64788,2,26161,0,Jeff,Warner,GOP,32171,71153,1,26959,0,2022-11-09T04:22:39.117Z,
1667970812,2022-11-08 23:13:32 -0600,1aa0c0767ec6f65018ec090a318d7ab5fec791c2,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,136042,99,107146,846211,True,20221108MD21754,2022-11-08,MD,Glenn,Ivey,Dem,32165,64788,2,26161,0,Jeff,Warner,GOP,32171,71153,1,26959,0,2022-11-09T04:22:39.117Z,
1667972541,2022-11-08 23:42:21 -0600,d38f954f3e6be3d250d58a04e08655875ea7700c,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,136042,99,110604,846211,True,20221108MD21754,2022-11-08,MD,Glenn,Ivey,Dem,32165,64788,2,26161,0,Jeff,Warner,GOP,32171,71153,1,26959,0,2022-11-09T04:22:39.117Z,
1667973379,2022-11-08 23:56:19 -0600,ed82c57e44d916231a228645db25042e154a7fb4,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,133983,99,111851,846211,True,20221108MD21754,2022-11-08,MD,Glenn,Ivey,Dem,32165,64788,2,26161,0,Jeff,Warner,GOP,32171,71153,1,26959,0,2022-11-09T04:22:39.117Z,
1667974184,2022-11-09 00:09:44 -0600,5e29bdc6dd3e2b02c04e87a98f0009af6b85de6f,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,133052,99,111851,846211,True,20221108MD21754,2022-11-08,MD,Glenn,Ivey,Dem,32165,64788,2,26161,0,Jeff,Warner,GOP,32171,71153,1,26959,0,2022-11-09T04:22:39.117Z,
1667975072,2022-11-09 00:24:32 -0600,1160439825d46dbd816d3f7122a5cf79a867a03f,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,133052,99,113963,846211,True,20221108MD21754,2022-11-08,MD,Glenn,Ivey,Dem,32165,64788,2,26161,0,Jeff,Warner,GOP,32171,71153,1,26959,0,2022-11-09T04:22:39.117Z,
1667976793,2022-11-09 00:53:13 -0600,7515b93a49bab04bb1ffa2b33ffbefeb766086e0,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,132583,99,113963,846211,True,20221108MD21754,2022-11-08,MD,Glenn,Ivey,Dem,32165,64788,2,26161,0,Jeff,Warner,GOP,32171,71153,1,26959,0,2022-11-09T04:22:39.117Z,
1667977690,2022-11-09 01:08:10 -0600,c2d57f962724e5d811f2a0173268728cbb4962f4,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,132583,99,115394,846211,True,20221108MD21754,2022-11-08,MD,Glenn,Ivey,Dem,32165,64788,2,26161,0,Jeff,Warner,GOP,32171,71153,1,26959,0,2022-11-09T04:22:39.117Z,
1667978542,2022-11-09 01:22:22 -0600,643a62c46ea55cf4fad03f9b86a6bd47ba933cb2,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,131358,99,115394,846211,True,20221108MD21754,2022-11-08,MD,Glenn,Ivey,Dem,32165,64788,2,26161,0,Jeff,Warner,GOP,32171,71153,1,26959,0,2022-11-09T04:22:39.117Z,
1667979392,2022-11-09 01:36:32 -0600,2a9713d989c4e8842dc1ac9158bf609fb05242be,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,131358,99,116965,846211,True,20221108MD21754,2022-11-08,MD,Glenn,Ivey,Dem,32165,64788,2,26161,0,Jeff,Warner,GOP,32171,71153,1,26959,0,2022-11-09T04:22:39.117Z,
1667980920,2022-11-09 02:02:00 -0600,d8dacf3ba7026ec4b78c9b6ae2fd53c41765fbd5,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,131358,99,117640,846211,True,20221108MD21754,2022-11-08,MD,Glenn,Ivey,Dem,32165,64788,2,26161,0,Jeff,Warner,GOP,32171,71153,1,26959,0,2022-11-09T04:22:39.117Z,
1667980960,2022-11-09 02:02:40 -0600,77e86fad3864f77f6953461bce33086104908ed9,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,131358,99,116965,846211,True,20221108MD21754,2022-11-08,MD,Glenn,Ivey,Dem,32165,64788,2,26161,0,Jeff,Warner,GOP,32171,71153,1,26959,0,2022-11-09T04:22:39.117Z,
1667981000,2022-11-09 02:03:20 -0600,1844b1345bbfb22bedca82071a40b5941a2e46f1,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,131358,99,117640,846211,True,20221108MD21754,2022-11-08,MD,Glenn,Ivey,Dem,32165,64788,2,26161,0,Jeff,Warner,GOP,32171,71153,1,26959,0,2022-11-09T04:22:39.117Z,
1667983512,2022-11-09 02:45:12 -0600,175271d8577199d4150c4f5fc64eebde1e74dda9,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,130548,99,117640,846211,True,20221108MD21754,2022-11-08,MD,Glenn,Ivey,Dem,32165,64788,2,26161,0,Jeff,Warner,GOP,32171,71153,1,26959,0,2022-11-09T04:22:39.117Z,
1668026230,2022-11-09 14:37:10 -0600,04eba1e7559bb4e42f70e1121bff93833b7e8228,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,130548,99,118857,846211,True,20221108MD21754,2022-11-08,MD,Glenn,Ivey,Dem,32165,64788,2,26161,0,Jeff,Warner,GOP,32171,71153,1,26959,0,2022-11-09T04:22:39.117Z,
1668116181,2022-11-10 15:36:21 -0600,57666b1ec1edcd47a8f49461dadc8e6522ea840c,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,129193,99,118857,846211,True,20221108MD21754,2022-11-08,MD,Glenn,Ivey,Dem,32165,64788,2,26161,0,Jeff,Warner,GOP,32171,71153,1,26959,0,2022-11-09T04:22:39.117Z,
1668180409,2022-11-11 09:26:49 -0600,a5b5680c8306701ea886715ef22069b51d380719,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,129193,99,122088,846211,True,20221108MD21754,2022-11-08,MD,Glenn,Ivey,Dem,32165,64788,2,26161,0,Jeff,Warner,GOP,32171,71153,1,26959,0,2022-11-09T04:22:39.117Z,
1668182147,2022-11-11 09:55:47 -0600,b0d280ad0e3c19041a1fbf8b58c6e5a8d599e0d1,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,129193,99,122331,846211,True,20221108MD21754,2022-11-08,MD,Glenn,Ivey,Dem,32165,64788,2,26161,0,Jeff,Warner,GOP,32171,71153,1,26959,0,2022-11-09T04:22:39.117Z,
1668184259,2022-11-11 10:30:59 -0600,1f54711e518ad9b6b167e25b3da9311206948e1a,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,132969,99,122331,846211,True,20221108MD21754,2022-11-08,MD,Glenn,Ivey,Dem,32165,64788,2,26161,0,Jeff,Warner,GOP,32171,71153,1,26959,0,2022-11-09T04:22:39.117Z,
1668267577,2022-11-12 09:39:37 -0600,527c51142f8180dae1be3bc3ac70cc465dfd8c8f,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,132969,99,122973,846211,True,20221108MD21754,2022-11-08,MD,Glenn,Ivey,Dem,32165,64788,2,26161,0,Jeff,Warner,GOP,32171,71153,1,26959,0,2022-11-09T04:22:39.117Z,
1668268418,2022-11-12 09:53:38 -0600,78d660fef166fadd66d90b7f5dedb7b7d16660d8,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,132969,99,126892,846211,True,20221108MD21754,2022-11-08,MD,Glenn,Ivey,Dem,32165,64788,2,26161,0,Jeff,Warner,GOP,32171,71153,1,26959,0,2022-11-09T04:22:39.117Z,
1668307978,2022-11-12 20:52:58 -0600,d16056dc0a710feb0b29151bd40e45e536050721,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,132969,99,127063,846211,True,20221108MD21754,2022-11-08,MD,Glenn,Ivey,Dem,32165,64788,2,26161,0,Jeff,Warner,GOP,32171,71153,1,26959,0,2022-11-09T04:22:39.117Z,
