captureTimestamp,captureDateTime,captureRevision,statePostal,reportingunitID,reportingunitLevel,pollClosingTime,level,fipsCode,electTotal,lastUpdated,precinctsReporting,eevp,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,TX,48053,2,2022-11-09T00:00:00.000Z,FIPSCode,48053,0,2022-11-07T03:26:19.856Z,0,0,21,0,56636,0,0,19766,99,0,34381,0,0
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,TX,48053,2,2022-11-09T01:00:00.000Z,FIPSCode,48053,0,2022-11-07T21:29:15.888Z,0,0,21,0,56636,0,0,19766,99,0,34381,0,0
1667959410,2022-11-09 02:03:30 +0000,98a277291480f2bee1271d939218798a5aa6ad2a,TX,48053,2,2022-11-09T01:00:00.000Z,FIPSCode,48053,0,2022-11-09T02:01:08.640Z,0,0,21,0,56636,0,0,19766,99,0,34381,0,0
1667980111,2022-11-09 01:48:31 -0600,428d6efc67001dc34b2967bd8bff4fda13dfb188,TX,48053,2,2022-11-09T01:00:00.000Z,FIPSCode,48053,0,2022-11-09T02:01:08.640Z,0,0,21,0,56636,0,0,19766,99,0,34381,0,0
