captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,description,national,uncontested,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.56636.first,candidates.56636.last,candidates.56636.party,candidates.56636.incumbent,candidates.56636.candidateID,candidates.56636.polID,candidates.56636.ballotOrder,candidates.56636.polNum,candidates.56636.electWon,candidates.56636.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,TX-20221108_Eday62,44,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,Central North of Austin,True,True,District 31,31,338995,99,0,603781,True,20221108TX48732,2022-11-08,TX,56636,John,Carter,GOP,True,56636,1441,1,48766,0,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,TX-20221108_Eday80,44,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,Central North of Austin,True,True,District 31,31,338995,99,0,603781,True,20221108TX48732,2022-11-08,TX,56636,John,Carter,GOP,True,56636,1441,1,48766,0,
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Central North of Austin,True,True,District 31,31,338995,99,0,603781,True,20221108TX48732,2022-11-08,TX,56636,John,Carter,GOP,True,56636,1441,1,48766,0,2022-11-09T02:01:03.009Z
