captureTimestamp,captureDateTime,captureRevision,statePostal,reportingunitID,reportingunitLevel,pollClosingTime,level,fipsCode,lastUpdated,precinctsReporting,eevp,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,candidates.3.candidateID,candidates.3.voteCount,candidates.3.votePct,candidates.4.candidateID,candidates.4.voteCount,candidates.4.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,LA,22041,2,2022-11-09T01:00:00.000Z,FIPSCode,22041,2022-11-07T03:12:06.666Z,0,0.0,24,0.0,25347,0,0.0,25349,0,0.0,25350,0,0.0,25351,0,0.0,25352,0,0.0,6801,99,0,13501,0,0
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,LA,22041,2,2022-11-09T02:00:00.000Z,FIPSCode,22041,2022-11-08T19:34:19.511Z,0,0.0,24,0.0,25347,0,0.0,25349,0,0.0,25350,0,0.0,25351,0,0.0,25352,0,0.0,6804,99,0,13501,0,0
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,LA,22041,2,2022-11-09T02:00:00.000Z,FIPSCode,22041,2022-11-09T02:03:44.431Z,0,0.0,24,0.0,25347,0,0.0,25349,0,0.0,25350,0,0.0,25351,0,0.0,25352,0,0.0,6804,99,0,13501,0,0
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,LA,22041,2,2022-11-09T02:00:00.000Z,FIPSCode,22041,2022-11-09T02:25:13.310Z,0,29.88,24,0.0,25351,1711,84.16,25349,135,6.64,25350,123,6.05,25347,39,1.92,25352,25,1.23,6804,99,2033,13501,0,7
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,LA,22041,2,2022-11-09T02:00:00.000Z,FIPSCode,22041,2022-11-09T02:45:26.481Z,0,29.88,24,0.0,25351,1711,84.16,25349,135,6.64,25350,123,6.05,25347,39,1.92,25352,25,1.23,6804,99,2033,13501,0,7
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,LA,22041,2,2022-11-09T02:00:00.000Z,FIPSCode,22041,2022-11-09T02:59:16.134Z,7,46.21,24,29.17,25351,2514,79.96,25349,284,9.03,25350,230,7.32,25347,71,2.26,25352,45,1.43,6804,99,3144,13501,7,11
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,LA,22041,2,2022-11-09T02:00:00.000Z,FIPSCode,22041,2022-11-09T02:59:16.134Z,7,46.21,24,29.17,25351,2514,79.96,25349,284,9.03,25350,230,7.32,25347,71,2.26,25352,45,1.43,6804,99,3144,13501,7,11
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,LA,22041,2,2022-11-09T02:00:00.000Z,FIPSCode,22041,2022-11-09T03:07:52.752Z,7,46.21,24,29.17,25351,2514,79.96,25349,284,9.03,25350,230,7.32,25347,71,2.26,25352,45,1.43,6804,99,3144,13501,7,11
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,LA,22041,2,2022-11-09T02:00:00.000Z,FIPSCode,22041,2022-11-09T03:11:57.545Z,22,93.95,24,91.67,25351,4690,80.56,25349,551,9.46,25350,375,6.44,25347,128,2.2,25352,78,1.34,6197,99,5822,13501,22,23
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,LA,22041,2,2022-11-09T02:00:00.000Z,FIPSCode,22041,2022-11-09T03:24:53.823Z,22,93.47,24,91.67,25351,4690,80.56,25349,551,9.46,25350,375,6.44,25347,128,2.2,25352,78,1.34,6229,99,5822,13501,22,22
