captureTimestamp,captureDateTime,captureRevision,statePostal,reportingunitID,reportingunitLevel,pollClosingTime,level,fipsCode,lastUpdated,precinctsReporting,eevp,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,candidates.3.candidateID,candidates.3.voteCount,candidates.3.votePct,candidates.4.candidateID,candidates.4.voteCount,candidates.4.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,LA,22025,2,2022-11-09T01:00:00.000Z,FIPSCode,22025,2022-11-07T03:12:06.659Z,0,0.0,28,0.0,25347,0,0.0,25349,0,0.0,25350,0,0.0,25351,0,0.0,25352,0,0.0,3429,99,0,6425,0,0
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,LA,22025,2,2022-11-09T02:00:00.000Z,FIPSCode,22025,2022-11-08T19:34:19.508Z,0,0.0,28,0.0,25347,0,0.0,25349,0,0.0,25350,0,0.0,25351,0,0.0,25352,0,0.0,4372,99,0,6425,0,0
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,LA,22025,2,2022-11-09T02:00:00.000Z,FIPSCode,22025,2022-11-09T02:03:43.900Z,0,0.0,28,0.0,25347,0,0.0,25349,0,0.0,25350,0,0.0,25351,0,0.0,25352,0,0.0,4372,99,0,6425,0,0
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,LA,22025,2,2022-11-09T02:00:00.000Z,FIPSCode,22025,2022-11-09T02:03:43.900Z,0,0.0,28,0.0,25347,0,0.0,25349,0,0.0,25350,0,0.0,25351,0,0.0,25352,0,0.0,4372,99,0,6425,0,0
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,LA,22025,2,2022-11-09T02:00:00.000Z,FIPSCode,22025,2022-11-09T02:45:25.663Z,0,0.0,28,0.0,25347,0,0.0,25349,0,0.0,25350,0,0.0,25351,0,0.0,25352,0,0.0,4372,99,0,6425,0,0
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,LA,22025,2,2022-11-09T02:00:00.000Z,FIPSCode,22025,2022-11-09T02:59:01.834Z,8,49.47,28,28.57,25351,1776,82.11,25349,173,8.0,25350,133,6.15,25347,54,2.5,25352,27,1.25,4372,99,2163,6425,8,14
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,LA,22025,2,2022-11-09T02:00:00.000Z,FIPSCode,22025,2022-11-09T03:01:16.393Z,17,60.43,28,60.71,25351,2040,77.21,25349,282,10.67,25350,212,8.02,25347,76,2.88,25352,32,1.21,4372,99,2642,6425,17,17
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,LA,22025,2,2022-11-09T02:00:00.000Z,FIPSCode,22025,2022-11-09T03:07:49.650Z,17,71.0,28,60.71,25351,2040,77.21,25349,282,10.67,25350,212,8.02,25347,76,2.88,25352,32,1.21,3721,99,2642,6425,17,20
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,LA,22025,2,2022-11-09T02:00:00.000Z,FIPSCode,22025,2022-11-09T03:11:57.252Z,25,90.35,28,89.29,25351,2502,74.42,25349,425,12.64,25350,294,8.74,25347,98,2.91,25352,43,1.28,3721,99,3362,6425,25,25
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,LA,22025,2,2022-11-09T02:00:00.000Z,FIPSCode,22025,2022-11-09T03:24:53.681Z,27,96.48,28,96.43,25351,2584,74.77,25349,431,12.47,25350,295,8.54,25347,103,2.98,25352,43,1.24,3582,99,3456,6425,27,27
