captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,candidates.3.candidateID,candidates.3.voteCount,candidates.3.votePct,candidates.4.candidateID,candidates.4.voteCount,candidates.4.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.colorIndex,candidates.1.colorIndex,candidates.0.winner,candidates.0.calledAt
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,20221108LA20560,live,0.0,LA,Louisiana,19,1,2022-11-09T02:00:00.000Z,state,2022-11-07T20:49:34.977Z,0,853,0.0,25347,0,0.0,25349,0,0.0,25350,0,0.0,25351,0,0.0,25352,0,0.0,257289,99,0,1062267,0,0,,,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,20221108LA20560,live,0.0,LA,Louisiana,19,1,2022-11-09T02:00:00.000Z,state,2022-11-08T19:34:19.533Z,0,853,0.0,25347,0,0.0,25349,0,0.0,25350,0,0.0,25351,0,0.0,25352,0,0.0,277295,99,0,1062267,0,0,,,,
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,20221108LA20560,live,0.0,LA,Louisiana,19,1,2022-11-09T02:00:00.000Z,state,2022-11-09T02:03:47.255Z,0,853,0.0,25347,0,0.0,25349,0,0.0,25350,0,0.0,25351,0,0.0,25352,0,0.0,277295,99,0,1062267,0,0,,,,
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,20221108LA20560,live,14.81,LA,Louisiana,19,1,2022-11-09T02:00:00.000Z,state,2022-11-09T02:25:15.398Z,1,853,0.12,25351,26668,64.94,25349,7067,17.21,25350,4186,10.19,25347,2185,5.32,25352,959,2.34,277295,99,41065,1062267,1,126,0.0,,,
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,20221108LA20560,live,14.81,LA,Louisiana,19,1,2022-11-09T02:00:00.000Z,state,2022-11-09T02:45:32.480Z,1,853,0.12,25351,26668,64.94,25349,7067,17.21,25350,4186,10.19,25347,2185,5.32,25352,959,2.34,277295,99,41065,1062267,1,126,0.0,,,
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,20221108LA20560,live,37.57,LA,Louisiana,19,1,2022-11-09T02:00:00.000Z,state,2022-11-09T02:59:16.659Z,321,853,37.63,25351,68083,65.35,25349,17939,17.22,25350,9976,9.58,25347,5673,5.45,25352,2514,2.41,277295,99,104185,1062267,321,320,0.0,1.0,,
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,20221108LA20560,live,39.2,LA,Louisiana,19,1,2022-11-09T02:00:00.000Z,state,2022-11-09T03:01:18.076Z,368,853,43.14,25351,71111,65.43,25349,18657,17.17,25350,10356,9.53,25347,5915,5.44,25352,2648,2.44,277295,99,108687,1062267,368,334,0.0,1.0,,
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,20221108LA20560,live,42.2,LA,Louisiana,19,1,2022-11-09T02:00:00.000Z,state,2022-11-09T03:07:59.436Z,368,853,43.14,25351,71111,65.43,25349,18657,17.17,25350,10356,9.53,25347,5915,5.44,25352,2648,2.44,257535,99,108687,1062267,368,360,0.0,1.0,,
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,20221108LA20560,live,52.71,LA,Louisiana,19,1,2022-11-09T02:00:00.000Z,state,2022-11-09T03:15:41.254Z,487,853,57.09,25351,87892,66.63,25349,21326,16.17,25350,11816,8.96,25347,7441,5.64,25352,3433,2.6,250230,99,131908,1062267,487,450,0.0,1.0,,
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,20221108LA20560,live,78.54,LA,Louisiana,19,1,2022-11-09T02:00:00.000Z,state,2022-11-09T03:24:54.377Z,673,853,78.9,25351,113745,67.25,25349,26380,15.6,25350,14555,8.61,25347,9844,5.82,25352,4609,2.73,215333,99,169133,1062267,673,670,0.0,,,
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,20221108LA20560,live,81.18,LA,Louisiana,19,1,2022-11-09T02:00:00.000Z,state,2022-11-09T03:28:44.896Z,698,853,81.83,25351,117602,67.28,25349,27376,15.66,25350,15031,8.6,25347,10060,5.76,25352,4733,2.71,215333,99,174802,1062267,698,692,0.0,,,
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,20221108LA20560,live,85.26,LA,Louisiana,19,1,2022-11-09T02:00:00.000Z,state,2022-11-09T03:35:05.002Z,732,853,85.81,25351,122589,67.44,25349,28327,15.58,25350,15577,8.57,25347,10368,5.7,25352,4913,2.7,213205,99,181774,1062267,732,727,0.0,,,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,20221108LA20560,live,95.48,LA,Louisiana,19,1,2022-11-09T02:00:00.000Z,state,2022-11-09T03:43:51.055Z,818,853,95.9,25351,137051,67.49,25349,31669,15.6,25350,17240,8.49,25347,11601,5.71,25352,5504,2.71,212682,99,203065,1062267,818,814,0.0,,,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,20221108LA20560,live,96.74,LA,Louisiana,19,1,2022-11-09T02:00:00.000Z,state,2022-11-09T03:58:22.481Z,828,853,97.07,25351,138899,67.51,25349,32165,15.63,25350,17422,8.47,25347,11705,5.69,25352,5550,2.7,212682,99,205741,1062267,828,825,0.0,,,
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,20221108LA20560,live,96.74,LA,Louisiana,19,1,2022-11-09T02:00:00.000Z,state,2022-11-09T04:03:16.346Z,828,853,97.07,25351,138899,67.51,25349,32165,15.63,25350,17422,8.47,25347,11705,5.69,25352,5550,2.7,212682,99,205741,1062267,828,825,0.0,,X,2022-11-09T04:03:16.090Z
1667968002,2022-11-08 22:26:42 -0600,1235204137f0f06fe3cd4983951d9356477924c9,20221108LA20560,live,98.38,LA,Louisiana,19,1,2022-11-09T02:00:00.000Z,state,2022-11-09T04:24:27.223Z,844,853,98.94,25351,141239,67.5,25349,32708,15.63,25350,17755,8.49,25347,11891,5.68,25352,5644,2.7,212682,99,209237,1062267,844,839,0.0,,X,2022-11-09T04:03:16.090Z
1667968047,2022-11-08 22:27:27 -0600,3febed665f84b6f0a9717d87750ee8049f50fab6,20221108LA20560,live,98.55,LA,Louisiana,19,1,2022-11-09T02:00:00.000Z,state,2022-11-09T04:26:27.983Z,846,853,99.18,25351,141389,67.46,25349,32832,15.66,25350,17830,8.51,25347,11899,5.68,25352,5652,2.7,212682,99,209602,1062267,846,841,0.0,,X,2022-11-09T04:03:16.090Z
1667968316,2022-11-08 22:31:56 -0600,c7364a5d7197a125b098705a317e32ff0afe0f57,20221108LA20560,live,98.56,LA,Louisiana,19,1,2022-11-09T02:00:00.000Z,state,2022-11-09T04:30:44.140Z,847,853,99.3,25351,141396,67.46,25349,32836,15.66,25350,17831,8.51,25347,11899,5.68,25352,5653,2.7,212682,99,209615,1062267,847,841,0.0,,X,2022-11-09T04:03:16.090Z
1667968709,2022-11-08 22:38:29 -0600,a479186c1a21e09ae947de1863bf72d461e8b879,20221108LA20560,live,98.56,LA,Louisiana,19,1,2022-11-09T02:00:00.000Z,state,2022-11-09T04:35:52.302Z,847,853,99.3,25351,141396,67.46,25349,32836,15.66,25350,17831,8.51,25347,11899,5.68,25352,5653,2.7,212682,99,209615,1062267,847,841,0.0,,X,2022-11-09T04:03:16.090Z
1667969067,2022-11-08 22:44:27 -0600,73d0e74cb03400217dbc75a62135f42bc460c502,20221108LA20560,live,98.31,LA,Louisiana,19,1,2022-11-09T02:00:00.000Z,state,2022-11-09T04:42:08.902Z,847,853,99.3,25351,141396,67.46,25349,32836,15.66,25350,17831,8.51,25347,11899,5.68,25352,5653,2.7,213224,99,209615,1062267,847,839,0.0,,X,2022-11-09T04:03:16.090Z
1667969116,2022-11-08 22:45:16 -0600,79682069eac6cae3840febac265b40363b9c51ff,20221108LA20560,live,98.38,LA,Louisiana,19,1,2022-11-09T02:00:00.000Z,state,2022-11-09T04:44:23.026Z,848,853,99.41,25351,141398,67.45,25349,32838,15.67,25350,17833,8.51,25347,11899,5.68,25352,5653,2.7,213073,99,209621,1062267,848,839,0.0,,X,2022-11-09T04:03:16.090Z
1667969463,2022-11-08 22:51:03 -0600,33a57724ad86936b636ee9df9a6a905b84cec6b3,20221108LA20560,live,98.38,LA,Louisiana,19,1,2022-11-09T02:00:00.000Z,state,2022-11-09T04:49:50.630Z,849,853,99.53,25351,141398,67.45,25349,32838,15.67,25350,17833,8.51,25347,11899,5.68,25352,5653,2.7,213073,99,209621,1062267,849,839,0.0,,X,2022-11-09T04:03:16.090Z
1667969592,2022-11-08 22:53:12 -0600,1aa535c5b76797aa0c55f68109cd2149e6f7b08a,20221108LA20560,live,98.45,LA,Louisiana,19,1,2022-11-09T02:00:00.000Z,state,2022-11-09T04:51:27.029Z,849,853,99.53,25351,141398,67.45,25349,32838,15.67,25350,17833,8.51,25347,11899,5.68,25352,5653,2.7,212920,99,209621,1062267,849,840,0.0,,X,2022-11-09T04:03:16.090Z
1667969810,2022-11-08 22:56:50 -0600,b4af1c5ed222b2aca51b198a04f7adfc76d9c4e9,20221108LA20560,live,98.66,LA,Louisiana,19,1,2022-11-09T02:00:00.000Z,state,2022-11-09T04:56:07.659Z,851,853,99.77,25351,141702,67.45,25349,32917,15.67,25350,17884,8.51,25347,11915,5.67,25352,5655,2.69,212920,99,210073,1062267,851,842,0.0,,X,2022-11-09T04:03:16.090Z
1667970594,2022-11-08 23:09:54 -0600,d4f30f0656d3b91d4423d751f85b9496715af7d9,20221108LA20560,live,98.77,LA,Louisiana,19,1,2022-11-09T02:00:00.000Z,state,2022-11-09T05:08:54.451Z,852,853,99.88,25351,141735,67.4,25349,33033,15.71,25350,17950,8.54,25347,11923,5.67,25352,5657,2.69,212920,99,210298,1062267,852,842,0.0,,X,2022-11-09T04:03:16.090Z
1667971079,2022-11-08 23:17:59 -0600,1cf7281bce65e8581e70a1164dc3589ed87371d4,20221108LA20560,live,98.82,LA,Louisiana,19,1,2022-11-09T02:00:00.000Z,state,2022-11-09T05:15:10.785Z,853,853,100.0,25351,141770,67.38,25349,33088,15.73,25350,17971,8.54,25347,11925,5.67,25352,5658,2.69,212920,99,210412,1062267,853,843,0.0,,X,2022-11-09T04:03:16.090Z
1667971614,2022-11-08 23:26:54 -0600,3e2db293b352d34f57f22cada11d4f92f345178d,20221108LA20560,live,99.0,LA,Louisiana,19,1,2022-11-09T02:00:00.000Z,state,2022-11-09T05:25:42.207Z,853,853,100.0,25351,150953,67.66,25349,34991,15.68,25350,19263,8.63,25347,12131,5.44,25352,5779,2.59,212920,99,223117,1062267,853,844,0.0,,X,2022-11-09T04:03:16.090Z
1667972308,2022-11-08 23:38:28 -0600,ba9f5f7b5ce443fdefcabab3b6292f3cd1310af6,20221108LA20560,live,99.0,LA,Louisiana,19,1,2022-11-09T02:00:00.000Z,state,2022-11-09T05:31:21.033Z,853,853,100.0,25351,150953,67.66,25349,34991,15.68,25350,19263,8.63,25347,12131,5.44,25352,5779,2.59,225369,99,223117,1062267,853,844,0.0,,X,2022-11-09T04:03:16.090Z
