captureTimestamp,captureDateTime,captureRevision,statePostal,reportingunitID,reportingunitLevel,pollClosingTime,level,fipsCode,lastUpdated,precinctsReporting,eevp,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,candidates.3.candidateID,candidates.3.voteCount,candidates.3.votePct,candidates.4.candidateID,candidates.4.voteCount,candidates.4.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,LA,22091,2,2022-11-09T02:00:00.000Z,FIPSCode,22091,2022-11-07T20:49:35.006Z,0,0.0,11,0.0,25347,0,0.0,25349,0,0.0,25350,0,0.0,25351,0,0.0,25352,0,0.0,4648,99,0,8433,0,0
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,LA,22091,2,2022-11-09T02:00:00.000Z,FIPSCode,22091,2022-11-08T19:34:19.517Z,0,0.0,11,0.0,25347,0,0.0,25349,0,0.0,25350,0,0.0,25351,0,0.0,25352,0,0.0,5297,99,0,8433,0,0
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,LA,22091,2,2022-11-09T02:00:00.000Z,FIPSCode,22091,2022-11-09T02:03:46.062Z,0,0.0,11,0.0,25347,0,0.0,25349,0,0.0,25350,0,0.0,25351,0,0.0,25352,0,0.0,5297,99,0,8433,0,0
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,LA,22091,2,2022-11-09T02:00:00.000Z,FIPSCode,22091,2022-11-09T02:03:46.062Z,0,0.0,11,0.0,25347,0,0.0,25349,0,0.0,25350,0,0.0,25351,0,0.0,25352,0,0.0,5297,99,0,8433,0,0
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,LA,22091,2,2022-11-09T02:00:00.000Z,FIPSCode,22091,2022-11-09T02:45:29.806Z,0,0.0,11,0.0,25347,0,0.0,25349,0,0.0,25350,0,0.0,25351,0,0.0,25352,0,0.0,5297,99,0,8433,0,0
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,LA,22091,2,2022-11-09T02:00:00.000Z,FIPSCode,22091,2022-11-09T02:59:16.658Z,0,13.72,11,0.0,25351,263,36.18,25349,221,30.4,25350,151,20.77,25347,68,9.35,25352,24,3.3,5297,99,727,8433,0,2
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,LA,22091,2,2022-11-09T02:00:00.000Z,FIPSCode,22091,2022-11-09T02:59:16.658Z,0,13.72,11,0.0,25351,263,36.18,25349,221,30.4,25350,151,20.77,25347,68,9.35,25352,24,3.3,5297,99,727,8433,0,2
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,LA,22091,2,2022-11-09T02:00:00.000Z,FIPSCode,22091,2022-11-09T03:07:59.435Z,0,13.72,11,0.0,25351,263,36.18,25349,221,30.4,25350,151,20.77,25347,68,9.35,25352,24,3.3,5297,99,727,8433,0,2
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,LA,22091,2,2022-11-09T02:00:00.000Z,FIPSCode,22091,2022-11-09T03:12:02.191Z,0,13.72,11,0.0,25351,263,36.18,25349,221,30.4,25350,151,20.77,25347,68,9.35,25352,24,3.3,5297,99,727,8433,0,2
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,LA,22091,2,2022-11-09T02:00:00.000Z,FIPSCode,22091,2022-11-09T03:24:54.182Z,10,91.87,11,90.91,25351,1454,44.97,25349,750,23.2,25350,552,17.07,25347,316,9.77,25352,161,4.98,3519,99,3233,8433,10,10
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,LA,22091,2,2022-11-09T02:00:00.000Z,FIPSCode,22091,2022-11-09T03:24:54.182Z,10,91.87,11,90.91,25351,1454,44.97,25349,750,23.2,25350,552,17.07,25347,316,9.77,25352,161,4.98,3519,99,3233,8433,10,10
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,LA,22091,2,2022-11-09T02:00:00.000Z,FIPSCode,22091,2022-11-09T03:35:04.797Z,10,91.87,11,90.91,25351,1454,44.97,25349,750,23.2,25350,552,17.07,25347,316,9.77,25352,161,4.98,3519,99,3233,8433,10,10
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,LA,22091,2,2022-11-09T02:00:00.000Z,FIPSCode,22091,2022-11-09T03:43:50.875Z,10,91.87,11,90.91,25351,1454,44.97,25349,750,23.2,25350,552,17.07,25347,316,9.77,25352,161,4.98,3519,99,3233,8433,10,10
