captureTimestamp,captureDateTime,captureRevision,statePostal,reportingunitID,reportingunitLevel,pollClosingTime,level,fipsCode,lastUpdated,precinctsReporting,eevp,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,candidates.3.candidateID,candidates.3.voteCount,candidates.3.votePct,candidates.4.candidateID,candidates.4.voteCount,candidates.4.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,LA,22105,2,2022-11-09T02:00:00.000Z,FIPSCode,22105,2022-11-07T20:49:35.008Z,0,0.0,62,0.0,25347,0,0.0,25349,0,0.0,25350,0,0.0,25351,0,0.0,25352,0,0.0,27396,99,0,54147,0,0
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,LA,22105,2,2022-11-09T02:00:00.000Z,FIPSCode,22105,2022-11-08T19:34:19.518Z,0,0.0,62,0.0,25347,0,0.0,25349,0,0.0,25350,0,0.0,25351,0,0.0,25352,0,0.0,28468,99,0,54147,0,0
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,LA,22105,2,2022-11-09T02:00:00.000Z,FIPSCode,22105,2022-11-09T02:03:46.656Z,0,0.0,62,0.0,25347,0,0.0,25349,0,0.0,25350,0,0.0,25351,0,0.0,25352,0,0.0,28468,99,0,54147,0,0
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,LA,22105,2,2022-11-09T02:00:00.000Z,FIPSCode,22105,2022-11-09T02:25:14.449Z,0,21.67,62,0.0,25351,3519,57.03,25349,1055,17.1,25350,681,11.04,25347,632,10.24,25352,283,4.59,28468,99,6170,54147,0,13
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,LA,22105,2,2022-11-09T02:00:00.000Z,FIPSCode,22105,2022-11-09T02:45:31.069Z,0,21.67,62,0.0,25351,3519,57.03,25349,1055,17.1,25350,681,11.04,25347,632,10.24,25352,283,4.59,28468,99,6170,54147,0,13
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,LA,22105,2,2022-11-09T02:00:00.000Z,FIPSCode,22105,2022-11-09T02:59:15.097Z,20,37.81,62,32.26,25351,6127,56.92,25349,1927,17.9,25350,1131,10.51,25347,1096,10.18,25352,483,4.49,28468,99,10764,54147,20,23
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,LA,22105,2,2022-11-09T02:00:00.000Z,FIPSCode,22105,2022-11-09T02:59:15.097Z,20,37.81,62,32.26,25351,6127,56.92,25349,1927,17.9,25350,1131,10.51,25347,1096,10.18,25352,483,4.49,28468,99,10764,54147,20,23
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,LA,22105,2,2022-11-09T02:00:00.000Z,FIPSCode,22105,2022-11-09T03:07:50.148Z,20,52.21,62,32.26,25351,6127,56.92,25349,1927,17.9,25350,1131,10.51,25347,1096,10.18,25352,483,4.49,20618,99,10764,54147,20,32
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,LA,22105,2,2022-11-09T02:00:00.000Z,FIPSCode,22105,2022-11-09T03:11:55.302Z,34,67.02,62,54.84,25351,8466,57.71,25349,2456,16.74,25347,1631,11.12,25350,1407,9.59,25352,709,4.83,21887,99,14669,54147,34,42
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,LA,22105,2,2022-11-09T02:00:00.000Z,FIPSCode,22105,2022-11-09T03:24:54.216Z,52,87.64,62,83.87,25351,10528,55.65,25349,3474,18.36,25347,2157,11.4,25350,1843,9.74,25352,916,4.84,21585,99,18918,54147,52,54
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,LA,22105,2,2022-11-09T02:00:00.000Z,FIPSCode,22105,2022-11-09T03:26:28.789Z,54,90.33,62,87.1,25351,10759,55.18,25349,3685,18.9,25347,2211,11.34,25350,1908,9.79,25352,934,4.79,21585,99,19497,54147,54,56
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,LA,22105,2,2022-11-09T02:00:00.000Z,FIPSCode,22105,2022-11-09T03:35:04.824Z,54,89.9,62,87.1,25351,10759,55.18,25349,3685,18.9,25347,2211,11.34,25350,1908,9.79,25352,934,4.79,21688,99,19497,54147,54,56
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,LA,22105,2,2022-11-09T02:00:00.000Z,FIPSCode,22105,2022-11-09T03:43:50.905Z,62,99.0,62,100.0,25351,12727,55.85,25349,4190,18.39,25347,2629,11.54,25350,2111,9.26,25352,1130,4.96,23017,99,22787,54147,62,61
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,LA,22105,2,2022-11-09T02:00:00.000Z,FIPSCode,22105,2022-11-09T03:43:50.905Z,62,99.0,62,100.0,25351,12727,55.85,25349,4190,18.39,25347,2629,11.54,25350,2111,9.26,25352,1130,4.96,23017,99,22787,54147,62,61
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,LA,22105,2,2022-11-09T02:00:00.000Z,FIPSCode,22105,2022-11-09T04:03:16.346Z,62,99.0,62,100.0,25351,12727,55.85,25349,4190,18.39,25347,2629,11.54,25350,2111,9.26,25352,1130,4.96,23017,99,22787,54147,62,61
1667968002,2022-11-08 22:26:42 -0600,1235204137f0f06fe3cd4983951d9356477924c9,LA,22105,2,2022-11-09T02:00:00.000Z,FIPSCode,22105,2022-11-09T04:03:16.346Z,62,99.0,62,100.0,25351,12727,55.85,25349,4190,18.39,25347,2629,11.54,25350,2111,9.26,25352,1130,4.96,23017,99,22787,54147,62,61
1667968047,2022-11-08 22:27:27 -0600,3febed665f84b6f0a9717d87750ee8049f50fab6,LA,22105,2,2022-11-09T02:00:00.000Z,FIPSCode,22105,2022-11-09T04:03:16.346Z,62,99.0,62,100.0,25351,12727,55.85,25349,4190,18.39,25347,2629,11.54,25350,2111,9.26,25352,1130,4.96,23017,99,22787,54147,62,61
1667968316,2022-11-08 22:31:56 -0600,c7364a5d7197a125b098705a317e32ff0afe0f57,LA,22105,2,2022-11-09T02:00:00.000Z,FIPSCode,22105,2022-11-09T04:03:16.346Z,62,99.0,62,100.0,25351,12727,55.85,25349,4190,18.39,25347,2629,11.54,25350,2111,9.26,25352,1130,4.96,23017,99,22787,54147,62,61
1667968709,2022-11-08 22:38:29 -0600,a479186c1a21e09ae947de1863bf72d461e8b879,LA,22105,2,2022-11-09T02:00:00.000Z,FIPSCode,22105,2022-11-09T04:03:16.346Z,62,99.0,62,100.0,25351,12727,55.85,25349,4190,18.39,25347,2629,11.54,25350,2111,9.26,25352,1130,4.96,23017,99,22787,54147,62,61
1667969067,2022-11-08 22:44:27 -0600,73d0e74cb03400217dbc75a62135f42bc460c502,LA,22105,2,2022-11-09T02:00:00.000Z,FIPSCode,22105,2022-11-09T04:42:08.701Z,62,99.0,62,100.0,25351,12727,55.85,25349,4190,18.39,25347,2629,11.54,25350,2111,9.26,25352,1130,4.96,23017,99,22787,54147,62,61
1667969116,2022-11-08 22:45:16 -0600,79682069eac6cae3840febac265b40363b9c51ff,LA,22105,2,2022-11-09T02:00:00.000Z,FIPSCode,22105,2022-11-09T04:44:22.873Z,62,99.0,62,100.0,25351,12727,55.85,25349,4190,18.39,25347,2629,11.54,25350,2111,9.26,25352,1130,4.96,23017,99,22787,54147,62,61
1667969463,2022-11-08 22:51:03 -0600,33a57724ad86936b636ee9df9a6a905b84cec6b3,LA,22105,2,2022-11-09T02:00:00.000Z,FIPSCode,22105,2022-11-09T04:44:22.873Z,62,99.0,62,100.0,25351,12727,55.85,25349,4190,18.39,25347,2629,11.54,25350,2111,9.26,25352,1130,4.96,23017,99,22787,54147,62,61
1667969592,2022-11-08 22:53:12 -0600,1aa535c5b76797aa0c55f68109cd2149e6f7b08a,LA,22105,2,2022-11-09T02:00:00.000Z,FIPSCode,22105,2022-11-09T04:51:26.879Z,62,99.0,62,100.0,25351,12727,55.85,25349,4190,18.39,25347,2629,11.54,25350,2111,9.26,25352,1130,4.96,23017,99,22787,54147,62,61
1667969810,2022-11-08 22:56:50 -0600,b4af1c5ed222b2aca51b198a04f7adfc76d9c4e9,LA,22105,2,2022-11-09T02:00:00.000Z,FIPSCode,22105,2022-11-09T04:51:26.879Z,62,99.0,62,100.0,25351,12727,55.85,25349,4190,18.39,25347,2629,11.54,25350,2111,9.26,25352,1130,4.96,23017,99,22787,54147,62,61
1667970594,2022-11-08 23:09:54 -0600,d4f30f0656d3b91d4423d751f85b9496715af7d9,LA,22105,2,2022-11-09T02:00:00.000Z,FIPSCode,22105,2022-11-09T04:51:26.879Z,62,99.0,62,100.0,25351,12727,55.85,25349,4190,18.39,25347,2629,11.54,25350,2111,9.26,25352,1130,4.96,23017,99,22787,54147,62,61
1667971079,2022-11-08 23:17:59 -0600,1cf7281bce65e8581e70a1164dc3589ed87371d4,LA,22105,2,2022-11-09T02:00:00.000Z,FIPSCode,22105,2022-11-09T04:51:26.879Z,62,99.0,62,100.0,25351,12727,55.85,25349,4190,18.39,25347,2629,11.54,25350,2111,9.26,25352,1130,4.96,23017,99,22787,54147,62,61
1667971614,2022-11-08 23:26:54 -0600,3e2db293b352d34f57f22cada11d4f92f345178d,LA,22105,2,2022-11-09T02:00:00.000Z,FIPSCode,22105,2022-11-09T04:51:26.879Z,62,99.0,62,100.0,25351,12727,55.85,25349,4190,18.39,25347,2629,11.54,25350,2111,9.26,25352,1130,4.96,23017,99,22787,54147,62,61
1667972308,2022-11-08 23:38:28 -0600,ba9f5f7b5ce443fdefcabab3b6292f3cd1310af6,LA,22105,2,2022-11-09T02:00:00.000Z,FIPSCode,22105,2022-11-09T05:31:20.881Z,62,99.0,62,100.0,25351,12727,55.85,25349,4190,18.39,25347,2629,11.54,25350,2111,9.26,25352,1130,4.96,23017,99,22787,54147,62,61
