captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.51998.first,candidates.51998.last,candidates.51998.abbrv,candidates.51998.incumbent,candidates.51998.party,candidates.51998.candidateID,candidates.51998.ballotOrder,candidates.51998.polID,candidates.51998.polNum,candidates.51998.electWon,candidates.53584.first,candidates.53584.last,candidates.53584.abbrv,candidates.53584.party,candidates.53584.candidateID,candidates.53584.ballotOrder,candidates.53584.polID,candidates.53584.polNum,candidates.53584.electWon,candidates.51998.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,PA-20221108_Eday80,39,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 15,15,275222,99,0,1184017,True,20221108PA40306,2022-11-08,PA,51998,Glenn,Thompson,Thompsn,True,GOP,51998,2,58283,43983,0,Michael,Molesevich,Molsvch,Dem,53584,1,65575,45327,0,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,PA-20221108_Eday80,39,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 15,15,342658,99,0,1184017,True,20221108PA40306,2022-11-08,PA,51998,Glenn,Thompson,Thompsn,True,GOP,51998,2,58283,43983,0,Michael,Molesevich,Molsvch,Dem,53584,1,65575,45327,0,
1667946645,2022-11-08 22:30:45 +0000,b4a2d52dc2885174b04713e13bf7fbb8eadd5f83,PA-20221108_Eday80,39,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 15,15,342658,95,0,1184017,True,20221108PA40306,2022-11-08,PA,51998,Glenn,Thompson,Thompsn,True,GOP,51998,2,58283,43983,0,Michael,Molesevich,Molsvch,Dem,53584,1,65575,45327,0,
1667956272,2022-11-09 01:11:12 +0000,e9730fe8cd073de363599251493da8f113e7bb60,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 15,15,342658,95,0,1184017,True,20221108PA40306,2022-11-08,PA,51998,Glenn,Thompson,Thompsn,True,GOP,51998,2,58283,43983,0,Michael,Molesevich,Molsvch,Dem,53584,1,65575,45327,0,
1667957430,2022-11-09 01:30:30 +0000,03f90a735487a191903970f5b59ebf51d460c3e0,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 15,15,342658,95,1845,1184017,True,20221108PA40306,2022-11-08,PA,51998,Glenn,Thompson,Thompsn,True,GOP,51998,2,58283,43983,0,Michael,Molesevich,Molsvch,Dem,53584,1,65575,45327,0,
1667957715,2022-11-09 01:35:15 +0000,97cbc8b93cc842818a0fba948144842c3e8d51f0,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 15,15,342658,95,2252,1184017,True,20221108PA40306,2022-11-08,PA,51998,Glenn,Thompson,Thompsn,True,GOP,51998,2,58283,43983,0,Michael,Molesevich,Molsvch,Dem,53584,1,65575,45327,0,
1667958559,2022-11-09 01:49:19 +0000,0a6694bb1cdd9734aff1178f6a5894d33a1a95cc,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 15,15,342658,95,14323,1184017,True,20221108PA40306,2022-11-08,PA,51998,Glenn,Thompson,Thompsn,True,GOP,51998,2,58283,43983,0,Michael,Molesevich,Molsvch,Dem,53584,1,65575,45327,0,
1667959410,2022-11-09 02:03:30 +0000,98a277291480f2bee1271d939218798a5aa6ad2a,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 15,15,342658,95,19758,1184017,True,20221108PA40306,2022-11-08,PA,51998,Glenn,Thompson,Thompsn,True,GOP,51998,2,58283,43983,0,Michael,Molesevich,Molsvch,Dem,53584,1,65575,45327,0,
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 15,15,342658,95,22113,1184017,True,20221108PA40306,2022-11-08,PA,51998,Glenn,Thompson,Thompsn,True,GOP,51998,2,58283,43983,0,Michael,Molesevich,Molsvch,Dem,53584,1,65575,45327,0,
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 15,15,342658,95,19491,1184017,True,20221108PA40306,2022-11-08,PA,51998,Glenn,Thompson,Thompsn,True,GOP,51998,2,58283,43983,0,Michael,Molesevich,Molsvch,Dem,53584,1,65575,45327,0,
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 15,15,342658,95,52491,1184017,True,20221108PA40306,2022-11-08,PA,51998,Glenn,Thompson,Thompsn,True,GOP,51998,2,58283,43983,0,Michael,Molesevich,Molsvch,Dem,53584,1,65575,45327,0,
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 15,15,342658,95,49318,1184017,True,20221108PA40306,2022-11-08,PA,51998,Glenn,Thompson,Thompsn,True,GOP,51998,2,58283,43983,0,Michael,Molesevich,Molsvch,Dem,53584,1,65575,45327,0,
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 15,15,342658,95,88928,1184017,True,20221108PA40306,2022-11-08,PA,51998,Glenn,Thompson,Thompsn,True,GOP,51998,2,58283,43983,0,Michael,Molesevich,Molsvch,Dem,53584,1,65575,45327,0,
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 15,15,342658,95,104411,1184017,True,20221108PA40306,2022-11-08,PA,51998,Glenn,Thompson,Thompsn,True,GOP,51998,2,58283,43983,0,Michael,Molesevich,Molsvch,Dem,53584,1,65575,45327,0,
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 15,15,342658,95,88928,1184017,True,20221108PA40306,2022-11-08,PA,51998,Glenn,Thompson,Thompsn,True,GOP,51998,2,58283,43983,0,Michael,Molesevich,Molsvch,Dem,53584,1,65575,45327,0,
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 15,15,342658,95,147006,1184017,True,20221108PA40306,2022-11-08,PA,51998,Glenn,Thompson,Thompsn,True,GOP,51998,2,58283,43983,0,Michael,Molesevich,Molsvch,Dem,53584,1,65575,45327,0,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 15,15,342658,95,164823,1184017,True,20221108PA40306,2022-11-08,PA,51998,Glenn,Thompson,Thompsn,True,GOP,51998,2,58283,43983,0,Michael,Molesevich,Molsvch,Dem,53584,1,65575,45327,0,
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 15,15,342658,95,174820,1184017,True,20221108PA40306,2022-11-08,PA,51998,Glenn,Thompson,Thompsn,True,GOP,51998,2,58283,43983,0,Michael,Molesevich,Molsvch,Dem,53584,1,65575,45327,0,
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 15,15,342658,95,194615,1184017,True,20221108PA40306,2022-11-08,PA,51998,Glenn,Thompson,Thompsn,True,GOP,51998,2,58283,43983,0,Michael,Molesevich,Molsvch,Dem,53584,1,65575,45327,0,
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 15,15,342658,95,232336,1184017,True,20221108PA40306,2022-11-08,PA,51998,Glenn,Thompson,Thompsn,True,GOP,51998,2,58283,43983,0,Michael,Molesevich,Molsvch,Dem,53584,1,65575,45327,0,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 15,15,342658,95,267322,1184017,True,20221108PA40306,2022-11-08,PA,51998,Glenn,Thompson,Thompsn,True,GOP,51998,2,58283,43983,0,Michael,Molesevich,Molsvch,Dem,53584,1,65575,45327,0,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,PA-20221108_Eday80,39,General,G,Active Tabulation,Called,H,U.S. House,True,District 15,15,342658,95,285880,1184017,True,20221108PA40306,2022-11-08,PA,51998,Glenn,Thompson,Thompsn,True,GOP,51998,2,58283,43983,0,Michael,Molesevich,Molsvch,Dem,53584,1,65575,45327,0,2022-11-09T03:55:47.745Z
1667967725,2022-11-08 22:22:05 -0600,2e205cdf5acdeccc3a2b1c632c181258e2163fd9,PA-20221108_Eday80,39,General,G,Active Tabulation,Called,H,U.S. House,True,District 15,15,342658,95,290151,1184017,True,20221108PA40306,2022-11-08,PA,51998,Glenn,Thompson,Thompsn,True,GOP,51998,2,58283,43983,0,Michael,Molesevich,Molsvch,Dem,53584,1,65575,45327,0,2022-11-09T03:55:47.745Z
1667971213,2022-11-08 23:20:13 -0600,5f24f417653bba3396590267801436b107c31ac9,PA-20221108_Eday80,39,General,G,Active Tabulation,Called,H,U.S. House,True,District 15,15,342658,95,290189,1184017,True,20221108PA40306,2022-11-08,PA,51998,Glenn,Thompson,Thompsn,True,GOP,51998,2,58283,43983,0,Michael,Molesevich,Molsvch,Dem,53584,1,65575,45327,0,2022-11-09T03:55:47.745Z
1667971258,2022-11-08 23:20:58 -0600,66df93c53186cc5d338c8a4f0b94d8e859c4ec59,PA-20221108_Eday80,39,General,G,Active Tabulation,Called,H,U.S. House,True,District 15,15,342658,95,290151,1184017,True,20221108PA40306,2022-11-08,PA,51998,Glenn,Thompson,Thompsn,True,GOP,51998,2,58283,43983,0,Michael,Molesevich,Molsvch,Dem,53584,1,65575,45327,0,2022-11-09T03:55:47.745Z
1667971304,2022-11-08 23:21:44 -0600,1425fca56a9abad3e92162e44d8c52f320121f3e,PA-20221108_Eday80,39,General,G,Active Tabulation,Called,H,U.S. House,True,District 15,15,342658,95,290189,1184017,True,20221108PA40306,2022-11-08,PA,51998,Glenn,Thompson,Thompsn,True,GOP,51998,2,58283,43983,0,Michael,Molesevich,Molsvch,Dem,53584,1,65575,45327,0,2022-11-09T03:55:47.745Z
1667973692,2022-11-09 00:01:32 -0600,ace2173236427104569b3ce7a51ec8e19284acf6,PA-20221108_Eday80,39,General,G,Active Tabulation,Called,H,U.S. House,True,District 15,15,342658,95,290542,1184017,True,20221108PA40306,2022-11-08,PA,51998,Glenn,Thompson,Thompsn,True,GOP,51998,2,58283,43983,0,Michael,Molesevich,Molsvch,Dem,53584,1,65575,45327,0,2022-11-09T03:55:47.745Z
1667975277,2022-11-09 00:27:57 -0600,17c095274dda52ebfb3b73285837dfacff37cb9b,PA-20221108_Eday80,39,General,G,Active Tabulation,Called,H,U.S. House,True,District 15,15,342658,95,290532,1184017,True,20221108PA40306,2022-11-08,PA,51998,Glenn,Thompson,Thompsn,True,GOP,51998,2,58283,43983,0,Michael,Molesevich,Molsvch,Dem,53584,1,65575,45327,0,2022-11-09T03:55:47.745Z
1667976914,2022-11-09 00:55:14 -0600,5c39d98cea3779ab691e2ae42f4961d1de16c4b9,PA-20221108_Eday80,39,General,G,Active Tabulation,Called,H,U.S. House,True,District 15,15,342658,95,295969,1184017,True,20221108PA40306,2022-11-08,PA,51998,Glenn,Thompson,Thompsn,True,GOP,51998,2,58283,43983,0,Michael,Molesevich,Molsvch,Dem,53584,1,65575,45327,0,2022-11-09T03:55:47.745Z
1667978785,2022-11-09 01:26:25 -0600,af0eab9768fdd8200aa460357a21f2c42b46d660,PA-20221108_Eday80,39,General,G,Active Tabulation,Called,H,U.S. House,True,District 15,15,342658,99,295969,1184017,True,20221108PA40306,2022-11-08,PA,51998,Glenn,Thompson,Thompsn,True,GOP,51998,2,58283,43983,0,Michael,Molesevich,Molsvch,Dem,53584,1,65575,45327,0,2022-11-09T03:55:47.745Z
1667978825,2022-11-09 01:27:05 -0600,ed8458f772ea0933c9d3b12809962c80fa9401d5,PA-20221108_Eday80,39,General,G,Active Tabulation,Called,H,U.S. House,True,District 15,15,342658,95,295969,1184017,True,20221108PA40306,2022-11-08,PA,51998,Glenn,Thompson,Thompsn,True,GOP,51998,2,58283,43983,0,Michael,Molesevich,Molsvch,Dem,53584,1,65575,45327,0,2022-11-09T03:55:47.745Z
1667978906,2022-11-09 01:28:26 -0600,46fb017a53063e25347989264492b06463ea0564,PA-20221108_Eday80,39,General,G,Active Tabulation,Called,H,U.S. House,True,District 15,15,342658,99,295969,1184017,True,20221108PA40306,2022-11-08,PA,51998,Glenn,Thompson,Thompsn,True,GOP,51998,2,58283,43983,0,Michael,Molesevich,Molsvch,Dem,53584,1,65575,45327,0,2022-11-09T03:55:47.745Z
1667982160,2022-11-09 02:22:40 -0600,6db70592cb0a84a4c1b9ef4b9bd094fff199cc3d,PA-20221108_Eday80,39,General,G,Active Tabulation,Called,H,U.S. House,True,District 15,15,342580,99,295969,1184017,True,20221108PA40306,2022-11-08,PA,51998,Glenn,Thompson,Thompsn,True,GOP,51998,2,58283,43983,0,Michael,Molesevich,Molsvch,Dem,53584,1,65575,45327,0,2022-11-09T03:55:47.745Z
1667984601,2022-11-09 03:03:21 -0600,932ac8732eb74666c5c0cf274fd2822c2821b401,PA-20221108_Eday80,39,General,G,Active Tabulation,Called,H,U.S. House,True,District 15,15,339257,99,295969,1184017,True,20221108PA40306,2022-11-08,PA,51998,Glenn,Thompson,Thompsn,True,GOP,51998,2,58283,43983,0,Michael,Molesevich,Molsvch,Dem,53584,1,65575,45327,0,2022-11-09T03:55:47.745Z
