captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,electTotal,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,candidates.3.candidateID,candidates.3.voteCount,candidates.3.votePct,candidates.4.candidateID,candidates.4.voteCount,candidates.4.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.colorIndex,candidates.0.winner,candidates.0.calledAt
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,20221108NJ31202,live,0.0,NJ,New Jersey,31,1,2022-11-09T00:00:00.000Z,state,0,2022-11-07T03:18:47.630Z,0,541,0.0,38250,0,0.0,39939,0,0.0,39986,0,0.0,39987,0,0.0,39988,0,0.0,352763,99,0,1003365,0,0,,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,20221108NJ31202,live,0.0,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-08T19:53:36.999Z,0,541,0.0,38250,0,0.0,39939,0,0.0,39986,0,0.0,39987,0,0.0,39988,0,0.0,219668,99,0,1003365,0,0,,,
1667946382,2022-11-08 22:26:22 +0000,73f2c650f342d3057cfca8879805e19e5c627823,20221108NJ31202,live,0.0,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-08T22:23:59.769Z,0,541,0.0,38250,0,0.0,39939,0,0.0,39986,0,0.0,39987,0,0.0,39988,0,0.0,219668,99,0,1003365,0,0,,,
1667954620,2022-11-09 00:43:40 +0000,390deeca213dc77033625c9727e9139ac530f13c,20221108NJ31202,live,0.0,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T00:39:58.852Z,0,541,0.0,38250,0,0.0,39939,0,0.0,39986,0,0.0,39987,0,0.0,39988,0,0.0,219668,90,0,1003365,0,0,,,
1667956006,2022-11-09 01:06:46 +0000,01cc2f6d0039b2fcb59e03eced60e58dcb253844,20221108NJ31202,live,0.0,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:00:32.444Z,0,541,0.0,38250,0,0.0,39939,0,0.0,39986,0,0.0,39987,0,0.0,39988,0,0.0,219668,90,0,1003365,0,0,,,
1667956547,2022-11-09 01:15:47 +0000,8138046ce1ccc9e37269480764f23b8c9cec781a,20221108NJ31202,live,7.23,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:13:34.944Z,0,541,0.0,38250,11931,75.15,39939,3670,23.12,39987,151,0.95,39988,94,0.59,39986,31,0.2,219668,90,15877,1003365,0,39,0.0,,
1667957119,2022-11-09 01:25:19 +0000,6d7ee88678b17ac3babfbeca22c88d840ddf7ac8,20221108NJ31202,live,9.88,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:19:33.172Z,0,541,0.0,38250,15552,71.68,39939,5755,26.53,39987,207,0.95,39988,138,0.64,39986,43,0.2,219668,90,21695,1003365,0,53,0.0,,
1667957430,2022-11-09 01:30:30 +0000,03f90a735487a191903970f5b59ebf51d460c3e0,20221108NJ31202,live,10.52,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:25:32.160Z,0,541,0.0,38250,16705,72.26,39939,6003,25.97,39987,218,0.94,39988,145,0.63,39986,48,0.21,219668,90,23119,1003365,0,57,0.0,,
1667957715,2022-11-09 01:35:15 +0000,97cbc8b93cc842818a0fba948144842c3e8d51f0,20221108NJ31202,live,10.74,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:30:28.307Z,0,541,0.0,38250,17014,72.14,39939,6149,26.07,39987,223,0.95,39988,149,0.63,39986,51,0.22,219668,90,23586,1003365,0,58,0.0,,
1667958273,2022-11-09 01:44:33 +0000,4199c67ba64ae17927c85a89877c89e59a577ae0,20221108NJ31202,live,12.74,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:41:30.907Z,0,541,0.0,38250,19008,67.9,39939,8453,30.19,39987,288,1.03,39988,184,0.66,39986,62,0.22,219668,90,27995,1003365,0,69,0.0,,
