captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.38250.first,candidates.38250.last,candidates.38250.party,candidates.38250.incumbent,candidates.38250.candidateID,candidates.38250.polID,candidates.38250.ballotOrder,candidates.38250.polNum,candidates.38250.electWon,candidates.39939.first,candidates.39939.last,candidates.39939.abbrv,candidates.39939.party,candidates.39939.candidateID,candidates.39939.polID,candidates.39939.ballotOrder,candidates.39939.polNum,candidates.39939.electWon,candidates.39986.first,candidates.39986.last,candidates.39986.party,candidates.39986.candidateID,candidates.39986.polID,candidates.39986.ballotOrder,candidates.39986.polNum,candidates.39986.electWon,candidates.39987.first,candidates.39987.last,candidates.39987.party,candidates.39987.candidateID,candidates.39987.polID,candidates.39987.ballotOrder,candidates.39987.polNum,candidates.39987.electWon,candidates.39988.first,candidates.39988.last,candidates.39988.party,candidates.39988.candidateID,candidates.39988.polID,candidates.39988.ballotOrder,candidates.39988.polNum,candidates.39988.electWon,candidates.38250.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,NJ-20221108_Eday62,31,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 1,1,352763,99,0,1003365,True,20221108NJ31202,2022-11-08,NJ,38250,Donald,Norcross,Dem,True,38250,63457,1,34271,0,Claire,Gustafson,Gustafsn,GOP,39939,63449,2,34744,0,Allen,Cannon,Ind,39986,63901,3,34782,0,Patricia,Kline,Ind,39987,71517,5,35014,0,Isaiah,Fletcher,Ind,39988,71516,4,35562,0,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,NJ-20221108_Eday80,31,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 1,1,219668,99,0,1003365,True,20221108NJ31202,2022-11-08,NJ,38250,Donald,Norcross,Dem,True,38250,63457,1,34271,0,Claire,Gustafson,Gustafsn,GOP,39939,63449,2,34744,0,Allen,Cannon,Ind,39986,63901,3,34782,0,Patricia,Kline,Ind,39987,71517,5,35014,0,Isaiah,Fletcher,Ind,39988,71516,4,35562,0,,
1667954884,2022-11-09 00:48:04 +0000,8f544a76833fbb21dc3fbc0ce7b73e3714be8529,NJ-20221108_Eday80,31,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 1,1,219668,90,0,1003365,True,20221108NJ31202,2022-11-08,NJ,38250,Donald,Norcross,Dem,True,38250,63457,1,34271,0,Claire,Gustafson,Gustafsn,GOP,39939,63449,2,34744,0,Allen,Cannon,Ind,39986,63901,3,34782,0,Patricia,Kline,Ind,39987,71517,5,35014,0,Isaiah,Fletcher,Ind,39988,71516,4,35562,0,,
1667956547,2022-11-09 01:15:47 +0000,8138046ce1ccc9e37269480764f23b8c9cec781a,NJ-20221108_Eday80,31,General,G,Polls Closed/Waiting First Report,Too Early to Call,H,U.S. House,True,District 1,1,219668,90,0,1003365,True,20221108NJ31202,2022-11-08,NJ,38250,Donald,Norcross,Dem,True,38250,63457,1,34271,0,Claire,Gustafson,Gustafsn,GOP,39939,63449,2,34744,0,Allen,Cannon,Ind,39986,63901,3,34782,0,Patricia,Kline,Ind,39987,71517,5,35014,0,Isaiah,Fletcher,Ind,39988,71516,4,35562,0,,
1667956832,2022-11-09 01:20:32 +0000,83b25784602daed92be104db5cf5a6446230f2d5,NJ-20221108_Eday80,31,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,219668,90,15877,1003365,True,20221108NJ31202,2022-11-08,NJ,38250,Donald,Norcross,Dem,True,38250,63457,1,34271,0,Claire,Gustafson,Gustafsn,GOP,39939,63449,2,34744,0,Allen,Cannon,Ind,39986,63901,3,34782,0,Patricia,Kline,Ind,39987,71517,5,35014,0,Isaiah,Fletcher,Ind,39988,71516,4,35562,0,,
1667957430,2022-11-09 01:30:30 +0000,03f90a735487a191903970f5b59ebf51d460c3e0,NJ-20221108_Eday80,31,General,G,Polls Closed/Waiting First Report,Too Early to Call,H,U.S. House,True,District 1,1,219668,90,0,1003365,True,20221108NJ31202,2022-11-08,NJ,38250,Donald,Norcross,Dem,True,38250,63457,1,34271,0,Claire,Gustafson,Gustafsn,GOP,39939,63449,2,34744,0,Allen,Cannon,Ind,39986,63901,3,34782,0,Patricia,Kline,Ind,39987,71517,5,35014,0,Isaiah,Fletcher,Ind,39988,71516,4,35562,0,,
1667957715,2022-11-09 01:35:15 +0000,97cbc8b93cc842818a0fba948144842c3e8d51f0,NJ-20221108_Eday80,31,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,219668,90,23119,1003365,True,20221108NJ31202,2022-11-08,NJ,38250,Donald,Norcross,Dem,True,38250,63457,1,34271,0,Claire,Gustafson,Gustafsn,GOP,39939,63449,2,34744,0,Allen,Cannon,Ind,39986,63901,3,34782,0,Patricia,Kline,Ind,39987,71517,5,35014,0,Isaiah,Fletcher,Ind,39988,71516,4,35562,0,,
1667958559,2022-11-09 01:49:19 +0000,0a6694bb1cdd9734aff1178f6a5894d33a1a95cc,NJ-20221108_Eday80,31,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,219668,90,23586,1003365,True,20221108NJ31202,2022-11-08,NJ,38250,Donald,Norcross,Dem,True,38250,63457,1,34271,0,Claire,Gustafson,Gustafsn,GOP,39939,63449,2,34744,0,Allen,Cannon,Ind,39986,63901,3,34782,0,Patricia,Kline,Ind,39987,71517,5,35014,0,Isaiah,Fletcher,Ind,39988,71516,4,35562,0,,
1667959124,2022-11-09 01:58:44 +0000,ebdb2f4efab49b8071a842b145008e58069ff969,NJ-20221108_Eday80,31,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,219668,90,35060,1003365,True,20221108NJ31202,2022-11-08,NJ,38250,Donald,Norcross,Dem,True,38250,63457,1,34271,0,Claire,Gustafson,Gustafsn,GOP,39939,63449,2,34744,0,Allen,Cannon,Ind,39986,63901,3,34782,0,Patricia,Kline,Ind,39987,71517,5,35014,0,Isaiah,Fletcher,Ind,39988,71516,4,35562,0,,
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,NJ-20221108_Eday80,31,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,219668,90,121578,1003365,True,20221108NJ31202,2022-11-08,NJ,38250,Donald,Norcross,Dem,True,38250,63457,1,34271,0,Claire,Gustafson,Gustafsn,GOP,39939,63449,2,34744,0,Allen,Cannon,Ind,39986,63901,3,34782,0,Patricia,Kline,Ind,39987,71517,5,35014,0,Isaiah,Fletcher,Ind,39988,71516,4,35562,0,,
1667960264,2022-11-09 02:17:44 +0000,e239f4bcca07deff3069ebbdd016fa8b8d41d752,NJ-20221108_Eday80,31,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,219668,90,107473,1003365,True,20221108NJ31202,2022-11-08,NJ,38250,Donald,Norcross,Dem,True,38250,63457,1,34271,0,Claire,Gustafson,Gustafsn,GOP,39939,63449,2,34744,0,Allen,Cannon,Ind,39986,63901,3,34782,0,Patricia,Kline,Ind,39987,71517,5,35014,0,Isaiah,Fletcher,Ind,39988,71516,4,35562,0,,
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,NJ-20221108_Eday80,31,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,219668,90,121578,1003365,True,20221108NJ31202,2022-11-08,NJ,38250,Donald,Norcross,Dem,True,38250,63457,1,34271,0,Claire,Gustafson,Gustafsn,GOP,39939,63449,2,34744,0,Allen,Cannon,Ind,39986,63901,3,34782,0,Patricia,Kline,Ind,39987,71517,5,35014,0,Isaiah,Fletcher,Ind,39988,71516,4,35562,0,,
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,219668,90,132003,1003365,True,20221108NJ31202,2022-11-08,NJ,38250,Donald,Norcross,Dem,True,38250,63457,1,34271,0,Claire,Gustafson,Gustafsn,GOP,39939,63449,2,34744,0,Allen,Cannon,Ind,39986,63901,3,34782,0,Patricia,Kline,Ind,39987,71517,5,35014,0,Isaiah,Fletcher,Ind,39988,71516,4,35562,0,2022-11-09T02:07:18.790Z,
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,219668,90,156248,1003365,True,20221108NJ31202,2022-11-08,NJ,38250,Donald,Norcross,Dem,True,38250,63457,1,34271,0,Claire,Gustafson,Gustafsn,GOP,39939,63449,2,34744,0,Allen,Cannon,Ind,39986,63901,3,34782,0,Patricia,Kline,Ind,39987,71517,5,35014,0,Isaiah,Fletcher,Ind,39988,71516,4,35562,0,2022-11-09T02:07:18.790Z,
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,219668,90,143601,1003365,True,20221108NJ31202,2022-11-08,NJ,38250,Donald,Norcross,Dem,True,38250,63457,1,34271,0,Claire,Gustafson,Gustafsn,GOP,39939,63449,2,34744,0,Allen,Cannon,Ind,39986,63901,3,34782,0,Patricia,Kline,Ind,39987,71517,5,35014,0,Isaiah,Fletcher,Ind,39988,71516,4,35562,0,2022-11-09T02:07:18.790Z,
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,219668,90,153759,1003365,True,20221108NJ31202,2022-11-08,NJ,38250,Donald,Norcross,Dem,True,38250,63457,1,34271,0,Claire,Gustafson,Gustafsn,GOP,39939,63449,2,34744,0,Allen,Cannon,Ind,39986,63901,3,34782,0,Patricia,Kline,Ind,39987,71517,5,35014,0,Isaiah,Fletcher,Ind,39988,71516,4,35562,0,2022-11-09T02:07:18.790Z,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,235840,90,156248,1003365,True,20221108NJ31202,2022-11-08,NJ,38250,Donald,Norcross,Dem,True,38250,63457,1,34271,0,Claire,Gustafson,Gustafsn,GOP,39939,63449,2,34744,0,Allen,Cannon,Ind,39986,63901,3,34782,0,Patricia,Kline,Ind,39987,71517,5,35014,0,Isaiah,Fletcher,Ind,39988,71516,4,35562,0,2022-11-09T02:07:18.790Z,
1667964227,2022-11-09 03:23:47 +0000,1cb90b95cdd6c1be23968f2b7d9618a95c5a5ad9,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,235840,90,186556,1003365,True,20221108NJ31202,2022-11-08,NJ,38250,Donald,Norcross,Dem,True,38250,63457,1,34271,0,Claire,Gustafson,Gustafsn,GOP,39939,63449,2,34744,0,Allen,Cannon,Ind,39986,63901,3,34782,0,Patricia,Kline,Ind,39987,71517,5,35014,0,Isaiah,Fletcher,Ind,39988,71516,4,35562,0,2022-11-09T02:07:18.790Z,
1667966001,2022-11-09 03:53:21 +0000,cee0a612753351ddb30fde2a157613da20f2be01,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,235840,90,192231,1003365,True,20221108NJ31202,2022-11-08,NJ,38250,Donald,Norcross,Dem,True,38250,63457,1,34271,0,Claire,Gustafson,Gustafsn,GOP,39939,63449,2,34744,0,Allen,Cannon,Ind,39986,63901,3,34782,0,Patricia,Kline,Ind,39987,71517,5,35014,0,Isaiah,Fletcher,Ind,39988,71516,4,35562,0,2022-11-09T02:07:18.790Z,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,235840,90,211491,1003365,True,20221108NJ31202,2022-11-08,NJ,38250,Donald,Norcross,Dem,True,38250,63457,1,34271,0,Claire,Gustafson,Gustafsn,GOP,39939,63449,2,34744,0,Allen,Cannon,Ind,39986,63901,3,34782,0,Patricia,Kline,Ind,39987,71517,5,35014,0,Isaiah,Fletcher,Ind,39988,71516,4,35562,0,2022-11-09T02:07:18.790Z,
1667974357,2022-11-09 00:12:37 -0600,f3a34debf9bc3f3d09633b4380781add88e0174a,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,230533,95,211491,1003365,True,20221108NJ31202,2022-11-08,NJ,38250,Donald,Norcross,Dem,True,38250,63457,1,34271,0,Claire,Gustafson,Gustafsn,GOP,39939,63449,2,34744,0,Allen,Cannon,Ind,39986,63901,3,34782,0,Patricia,Kline,Ind,39987,71517,5,35014,0,Isaiah,Fletcher,Ind,39988,71516,4,35562,0,2022-11-09T02:07:18.790Z,
1667976103,2022-11-09 00:41:43 -0600,5c2c6a219a6e0642a5f516a1c66f722f5c42d6c0,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,232162,95,211491,1003365,True,20221108NJ31202,2022-11-08,NJ,38250,Donald,Norcross,Dem,True,38250,63457,1,34271,0,Claire,Gustafson,Gustafsn,GOP,39939,63449,2,34744,0,Allen,Cannon,Ind,39986,63901,3,34782,0,Patricia,Kline,Ind,39987,71517,5,35014,0,Isaiah,Fletcher,Ind,39988,71516,4,35562,0,2022-11-09T02:07:18.790Z,
1668004876,2022-11-09 08:41:16 -0600,9017c0dadd78a925dc0976b928cd2f1e14db043b,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,232162,95,211600,1003365,True,20221108NJ31202,2022-11-08,NJ,38250,Donald,Norcross,Dem,True,38250,63457,1,34271,0,Claire,Gustafson,Gustafsn,GOP,39939,63449,2,34744,0,Allen,Cannon,Ind,39986,63901,3,34782,0,Patricia,Kline,Ind,39987,71517,5,35014,0,Isaiah,Fletcher,Ind,39988,71516,4,35562,0,2022-11-09T02:07:18.790Z,
1668004957,2022-11-09 08:42:37 -0600,64feccf4baab464e2f46b790c9c973782cda35ad,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,232162,95,211491,1003365,True,20221108NJ31202,2022-11-08,NJ,38250,Donald,Norcross,Dem,True,38250,63457,1,34271,0,Claire,Gustafson,Gustafsn,GOP,39939,63449,2,34744,0,Allen,Cannon,Ind,39986,63901,3,34782,0,Patricia,Kline,Ind,39987,71517,5,35014,0,Isaiah,Fletcher,Ind,39988,71516,4,35562,0,2022-11-09T02:07:18.790Z,
1668005038,2022-11-09 08:43:58 -0600,2ae206ba4d2ee14bcf3da16e8e982fd193537f8d,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,232162,95,211600,1003365,True,20221108NJ31202,2022-11-08,NJ,38250,Donald,Norcross,Dem,True,38250,63457,1,34271,0,Claire,Gustafson,Gustafsn,GOP,39939,63449,2,34744,0,Allen,Cannon,Ind,39986,63901,3,34782,0,Patricia,Kline,Ind,39987,71517,5,35014,0,Isaiah,Fletcher,Ind,39988,71516,4,35562,0,2022-11-09T02:07:18.790Z,
1668005118,2022-11-09 08:45:18 -0600,353330a8f0f3ed0c320c7aa34fb13030b5729f1a,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,232162,95,211491,1003365,True,20221108NJ31202,2022-11-08,NJ,38250,Donald,Norcross,Dem,True,38250,63457,1,34271,0,Claire,Gustafson,Gustafsn,GOP,39939,63449,2,34744,0,Allen,Cannon,Ind,39986,63901,3,34782,0,Patricia,Kline,Ind,39987,71517,5,35014,0,Isaiah,Fletcher,Ind,39988,71516,4,35562,0,2022-11-09T02:07:18.790Z,
1668005158,2022-11-09 08:45:58 -0600,b77a34ca02ab5f8abe69729ff43c0713c81f6a55,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,232162,95,211600,1003365,True,20221108NJ31202,2022-11-08,NJ,38250,Donald,Norcross,Dem,True,38250,63457,1,34271,0,Claire,Gustafson,Gustafsn,GOP,39939,63449,2,34744,0,Allen,Cannon,Ind,39986,63901,3,34782,0,Patricia,Kline,Ind,39987,71517,5,35014,0,Isaiah,Fletcher,Ind,39988,71516,4,35562,0,2022-11-09T02:07:18.790Z,
1668005199,2022-11-09 08:46:39 -0600,98ced53226593b95cf8386362fde9ccb2a44775b,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,232162,95,211491,1003365,True,20221108NJ31202,2022-11-08,NJ,38250,Donald,Norcross,Dem,True,38250,63457,1,34271,0,Claire,Gustafson,Gustafsn,GOP,39939,63449,2,34744,0,Allen,Cannon,Ind,39986,63901,3,34782,0,Patricia,Kline,Ind,39987,71517,5,35014,0,Isaiah,Fletcher,Ind,39988,71516,4,35562,0,2022-11-09T02:07:18.790Z,
