captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.38250.first,candidates.38250.last,candidates.38250.party,candidates.38250.incumbent,candidates.38250.candidateID,candidates.38250.polID,candidates.38250.ballotOrder,candidates.38250.polNum,candidates.38250.electWon,candidates.39939.first,candidates.39939.last,candidates.39939.abbrv,candidates.39939.party,candidates.39939.candidateID,candidates.39939.polID,candidates.39939.ballotOrder,candidates.39939.polNum,candidates.39939.electWon,candidates.39986.first,candidates.39986.last,candidates.39986.party,candidates.39986.candidateID,candidates.39986.polID,candidates.39986.ballotOrder,candidates.39986.polNum,candidates.39986.electWon,candidates.39987.first,candidates.39987.last,candidates.39987.party,candidates.39987.candidateID,candidates.39987.polID,candidates.39987.ballotOrder,candidates.39987.polNum,candidates.39987.electWon,candidates.39988.first,candidates.39988.last,candidates.39988.party,candidates.39988.candidateID,candidates.39988.polID,candidates.39988.ballotOrder,candidates.39988.polNum,candidates.39988.electWon,candidates.38250.winnerDateTime,isCertified
1668005239,2022-11-09 08:47:19 -0600,d061dd5d10a7a2d15498fdc871ba81a37c2d27b7,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,232162,95,211600,1003365,True,20221108NJ31202,2022-11-08,NJ,38250,Donald,Norcross,Dem,True,38250,63457,1,34271,0,Claire,Gustafson,Gustafsn,GOP,39939,63449,2,34744,0,Allen,Cannon,Ind,39986,63901,3,34782,0,Patricia,Kline,Ind,39987,71517,5,35014,0,Isaiah,Fletcher,Ind,39988,71516,4,35562,0,2022-11-09T02:07:18.790Z,
1668005318,2022-11-09 08:48:38 -0600,6782880f2da547c6b2b5fa07698b0ad75757f342,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,232162,95,211491,1003365,True,20221108NJ31202,2022-11-08,NJ,38250,Donald,Norcross,Dem,True,38250,63457,1,34271,0,Claire,Gustafson,Gustafsn,GOP,39939,63449,2,34744,0,Allen,Cannon,Ind,39986,63901,3,34782,0,Patricia,Kline,Ind,39987,71517,5,35014,0,Isaiah,Fletcher,Ind,39988,71516,4,35562,0,2022-11-09T02:07:18.790Z,
1668005481,2022-11-09 08:51:21 -0600,c60523aac0c62a399ce847ce06f19640a77ef096,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,232162,95,211600,1003365,True,20221108NJ31202,2022-11-08,NJ,38250,Donald,Norcross,Dem,True,38250,63457,1,34271,0,Claire,Gustafson,Gustafsn,GOP,39939,63449,2,34744,0,Allen,Cannon,Ind,39986,63901,3,34782,0,Patricia,Kline,Ind,39987,71517,5,35014,0,Isaiah,Fletcher,Ind,39988,71516,4,35562,0,2022-11-09T02:07:18.790Z,
1668042428,2022-11-09 19:07:08 -0600,7a95a3eadbf7e7083a99c40f7a28cf3bb008b583,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,232162,95,216689,1003365,True,20221108NJ31202,2022-11-08,NJ,38250,Donald,Norcross,Dem,True,38250,63457,1,34271,0,Claire,Gustafson,Gustafsn,GOP,39939,63449,2,34744,0,Allen,Cannon,Ind,39986,63901,3,34782,0,Patricia,Kline,Ind,39987,71517,5,35014,0,Isaiah,Fletcher,Ind,39988,71516,4,35562,0,2022-11-09T02:07:18.790Z,
1668053298,2022-11-09 22:08:18 -0600,d775a9a3940b60282e9b32c5e861b9a2bdf9ff95,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,227979,95,216689,1003365,True,20221108NJ31202,2022-11-08,NJ,38250,Donald,Norcross,Dem,True,38250,63457,1,34271,0,Claire,Gustafson,Gustafsn,GOP,39939,63449,2,34744,0,Allen,Cannon,Ind,39986,63901,3,34782,0,Patricia,Kline,Ind,39987,71517,5,35014,0,Isaiah,Fletcher,Ind,39988,71516,4,35562,0,2022-11-09T02:07:18.790Z,
1668116224,2022-11-10 15:37:04 -0600,2ee938dadcfdbfece250f8ae8e414436400abe60,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,227979,95,217958,1003365,True,20221108NJ31202,2022-11-08,NJ,38250,Donald,Norcross,Dem,True,38250,63457,1,34271,0,Claire,Gustafson,Gustafsn,GOP,39939,63449,2,34744,0,Allen,Cannon,Ind,39986,63901,3,34782,0,Patricia,Kline,Ind,39987,71517,5,35014,0,Isaiah,Fletcher,Ind,39988,71516,4,35562,0,2022-11-09T02:07:18.790Z,
1668175678,2022-11-11 08:07:58 -0600,58ddf5eab26f589a94fea00e3f1239806a59ca72,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,227979,95,218055,1003365,True,20221108NJ31202,2022-11-08,NJ,38250,Donald,Norcross,Dem,True,38250,63457,1,34271,0,Claire,Gustafson,Gustafsn,GOP,39939,63449,2,34744,0,Allen,Cannon,Ind,39986,63901,3,34782,0,Patricia,Kline,Ind,39987,71517,5,35014,0,Isaiah,Fletcher,Ind,39988,71516,4,35562,0,2022-11-09T02:07:18.790Z,
1668454371,2022-11-14 13:32:51 -0600,e279d271f1f0d3cee1bbb5a2cb8a11ef53bf1eed,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,227979,95,218119,1003365,True,20221108NJ31202,2022-11-08,NJ,38250,Donald,Norcross,Dem,True,38250,63457,1,34271,0,Claire,Gustafson,Gustafsn,GOP,39939,63449,2,34744,0,Allen,Cannon,Ind,39986,63901,3,34782,0,Patricia,Kline,Ind,39987,71517,5,35014,0,Isaiah,Fletcher,Ind,39988,71516,4,35562,0,2022-11-09T02:07:18.790Z,
1668525339,2022-11-15 09:15:39 -0600,1109225ddd40deff6040725ac5d296f0696aa5f5,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,227979,95,219018,1003365,True,20221108NJ31202,2022-11-08,NJ,38250,Donald,Norcross,Dem,True,38250,63457,1,34271,0,Claire,Gustafson,Gustafsn,GOP,39939,63449,2,34744,0,Allen,Cannon,Ind,39986,63901,3,34782,0,Patricia,Kline,Ind,39987,71517,5,35014,0,Isaiah,Fletcher,Ind,39988,71516,4,35562,0,2022-11-09T02:07:18.790Z,
1668805972,2022-11-18 15:12:52 -0600,4926554c1fe90ed28f9ebca12e5704ea534d18d6,NJ-20221108_Eday80,31,General,G,Tabulation Paused,Called,H,U.S. House,True,District 1,1,227979,95,219045,1003365,True,20221108NJ31202,2022-11-08,NJ,38250,Donald,Norcross,Dem,True,38250,63457,1,34271,0,Claire,Gustafson,Gustafsn,GOP,39939,63449,2,34744,0,Allen,Cannon,Ind,39986,63901,3,34782,0,Patricia,Kline,Ind,39987,71517,5,35014,0,Isaiah,Fletcher,Ind,39988,71516,4,35562,0,2022-11-09T02:07:18.790Z,
1669057502,2022-11-21 13:05:02 -0600,7f674ecd306504f943665f4cc5be4dd6cbedaf2e,NJ-20221108_Eday80,31,General,G,Tabulation Paused,Called,H,U.S. House,True,District 1,1,227979,95,223763,1003365,True,20221108NJ31202,2022-11-08,NJ,38250,Donald,Norcross,Dem,True,38250,63457,1,34271,0,Claire,Gustafson,Gustafsn,GOP,39939,63449,2,34744,0,Allen,Cannon,Ind,39986,63901,3,34782,0,Patricia,Kline,Ind,39987,71517,5,35014,0,Isaiah,Fletcher,Ind,39988,71516,4,35562,0,2022-11-09T02:07:18.790Z,
1669066182,2022-11-21 15:29:42 -0600,cfcd2e3d31be9f62a1930bf5b26ced4f96385acb,NJ-20221108_Eday80,31,General,G,Tabulation Paused,Called,H,U.S. House,True,District 1,1,225578,95,223763,1003365,True,20221108NJ31202,2022-11-08,NJ,38250,Donald,Norcross,Dem,True,38250,63457,1,34271,0,Claire,Gustafson,Gustafsn,GOP,39939,63449,2,34744,0,Allen,Cannon,Ind,39986,63901,3,34782,0,Patricia,Kline,Ind,39987,71517,5,35014,0,Isaiah,Fletcher,Ind,39988,71516,4,35562,0,2022-11-09T02:07:18.790Z,
1669232637,2022-11-23 13:43:57 -0600,2ffdd212c2e8f5225ebae10c859e42f3a5acc97b,NJ-20221108_Eday80,31,General,G,Tabulation Paused,Called,H,U.S. House,True,District 1,1,224297,95,223771,1003365,True,20221108NJ31202,2022-11-08,NJ,38250,Donald,Norcross,Dem,True,38250,63457,1,34271,0,Claire,Gustafson,Gustafsn,GOP,39939,63449,2,34744,0,Allen,Cannon,Ind,39986,63901,3,34782,0,Patricia,Kline,Ind,39987,71517,5,35014,0,Isaiah,Fletcher,Ind,39988,71516,4,35562,0,2022-11-09T02:07:18.790Z,False
1669669059,2022-11-28 14:57:39 -0600,32385a465a8cdad940ea0949bb62a5510523fd8e,NJ-20221108_Eday80,31,General,G,Tabulation Paused,Called,H,U.S. House,True,District 1,1,224297,95,223884,1003365,True,20221108NJ31202,2022-11-08,NJ,38250,Donald,Norcross,Dem,True,38250,63457,1,34271,0,Claire,Gustafson,Gustafsn,GOP,39939,63449,2,34744,0,Allen,Cannon,Ind,39986,63901,3,34782,0,Patricia,Kline,Ind,39987,71517,5,35014,0,Isaiah,Fletcher,Ind,39988,71516,4,35562,0,2022-11-09T02:07:18.790Z,False
1669764978,2022-11-29 17:36:18 -0600,321ef5ec51a9fafd7cd6514c2dfef62d640754f4,NJ-20221108_Eday80,31,General,G,Tabulation Paused,Called,H,U.S. House,True,District 1,1,224107,95,223884,1003365,True,20221108NJ31202,2022-11-08,NJ,38250,Donald,Norcross,Dem,True,38250,63457,1,34271,0,Claire,Gustafson,Gustafsn,GOP,39939,63449,2,34744,0,Allen,Cannon,Ind,39986,63901,3,34782,0,Patricia,Kline,Ind,39987,71517,5,35014,0,Isaiah,Fletcher,Ind,39988,71516,4,35562,0,2022-11-09T02:07:18.790Z,False
