captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,uncontested,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.51958.first,candidates.51958.last,candidates.51958.incumbent,candidates.51958.party,candidates.51958.candidateID,candidates.51958.ballotOrder,candidates.51958.polID,candidates.51958.polNum,candidates.51958.electWon,candidates.51958.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,PA-20221108_Eday64,39,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,True,District 13,13,332288,99,0,972599,True,20221108PA39020,2022-11-08,PA,51958,John,Joyce,True,GOP,51958,1,66452,45738,0,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,PA-20221108_Eday80,39,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,True,District 13,13,332288,99,0,972599,True,20221108PA39020,2022-11-08,PA,51958,John,Joyce,True,GOP,51958,1,66452,45738,0,
1667956006,2022-11-09 01:06:46 +0000,01cc2f6d0039b2fcb59e03eced60e58dcb253844,PA-20221108_Eday80,39,General,G,Polls Closed/Waiting First Report,Called,H,U.S. House,True,True,District 13,13,332288,99,0,972599,True,20221108PA39020,2022-11-08,PA,51958,John,Joyce,True,GOP,51958,1,66452,45738,0,2022-11-09T01:00:51.009Z
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,PA-20221108_Eday80,39,General,G,Active Tabulation,Called,H,U.S. House,True,True,District 13,13,332288,99,0,972599,True,20221108PA39020,2022-11-08,PA,51958,John,Joyce,True,GOP,51958,1,66452,45738,0,2022-11-09T01:00:51.009Z
