captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.46095.first,candidates.46095.last,candidates.46095.abbrv,candidates.46095.party,candidates.46095.incumbent,candidates.46095.candidateID,candidates.46095.polID,candidates.46095.ballotOrder,candidates.46095.polNum,candidates.46095.electWon,candidates.47428.first,candidates.47428.last,candidates.47428.abbrv,candidates.47428.party,candidates.47428.candidateID,candidates.47428.polID,candidates.47428.ballotOrder,candidates.47428.polNum,candidates.47428.electWon,candidates.46095.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,OH-20221108_Eday62,36,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 12,12,296581,99,0,954419,True,20221108OH37571,2022-11-08,OH,46095,Troy,Balderson,Baldersn,GOP,True,46095,66237,2,40932,0.0,Amy,Rippel-Elton,Rppl-El,Dem,47428,70150,1,42460,0.0,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,OH-20221108_Eday80,36,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 12,12,288492,99,0,954419,True,20221108OH37571,2022-11-08,OH,46095,Troy,Balderson,Baldersn,GOP,True,46095,66237,2,40932,0.0,Amy,Rippel-Elton,Rppl-El,Dem,47428,70150,1,42460,0.0,,
1667954884,2022-11-09 00:48:04 +0000,8f544a76833fbb21dc3fbc0ce7b73e3714be8529,OH-20221108_Eday80,36,General,G,Polls Closed/Waiting First Report,Too Early to Call,H,U.S. House,True,District 12,12,288492,99,0,954419,True,20221108OH37571,2022-11-08,OH,46095,Troy,Balderson,Baldersn,GOP,True,46095,66237,2,40932,0.0,Amy,Rippel-Elton,Rppl-El,Dem,47428,70150,1,42460,0.0,,
1667956006,2022-11-09 01:06:46 +0000,01cc2f6d0039b2fcb59e03eced60e58dcb253844,OH-20221108_Eday80,36,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 12,12,288492,99,0,954419,True,20221108OH37571,2022-11-08,OH,46095,Troy,Balderson,Baldersn,GOP,True,46095,66237,2,40932,0.0,Amy,Rippel-Elton,Rppl-El,Dem,47428,70150,1,42460,0.0,,
1667957119,2022-11-09 01:25:19 +0000,6d7ee88678b17ac3babfbeca22c88d840ddf7ac8,OH-20221108_Eday80,36,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 12,12,288492,99,13317,954419,True,20221108OH37571,2022-11-08,OH,46095,Troy,Balderson,Baldersn,GOP,True,46095,66237,2,40932,0.0,Amy,Rippel-Elton,Rppl-El,Dem,47428,70150,1,42460,0.0,,
1667957715,2022-11-09 01:35:15 +0000,97cbc8b93cc842818a0fba948144842c3e8d51f0,OH-20221108_Eday80,36,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 12,12,288492,99,77254,954419,True,20221108OH37571,2022-11-08,OH,46095,Troy,Balderson,Baldersn,GOP,True,46095,66237,2,40932,0.0,Amy,Rippel-Elton,Rppl-El,Dem,47428,70150,1,42460,0.0,,
1667958559,2022-11-09 01:49:19 +0000,0a6694bb1cdd9734aff1178f6a5894d33a1a95cc,OH-20221108_Eday80,36,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 12,12,288492,99,102917,954419,True,20221108OH37571,2022-11-08,OH,46095,Troy,Balderson,Baldersn,GOP,True,46095,66237,2,40932,0.0,Amy,Rippel-Elton,Rppl-El,Dem,47428,70150,1,42460,0.0,,
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,OH-20221108_Eday80,36,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 12,12,288492,99,113579,954419,True,20221108OH37571,2022-11-08,OH,46095,Troy,Balderson,Baldersn,GOP,True,46095,66237,2,40932,0.0,Amy,Rippel-Elton,Rppl-El,Dem,47428,70150,1,42460,0.0,,
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,OH-20221108_Eday80,36,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 12,12,290353,99,140621,954419,True,20221108OH37571,2022-11-08,OH,46095,Troy,Balderson,Baldersn,GOP,True,46095,66237,2,40932,0.0,Amy,Rippel-Elton,Rppl-El,Dem,47428,70150,1,42460,0.0,,
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,H,U.S. House,True,District 12,12,290353,99,141963,954419,True,20221108OH37571,2022-11-08,OH,46095,Troy,Balderson,Baldersn,GOP,True,46095,66237,2,40932,0.0,Amy,Rippel-Elton,Rppl-El,Dem,47428,70150,1,42460,0.0,2022-11-09T02:20:29.307Z,
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,H,U.S. House,True,District 12,12,302398,99,181454,954419,True,20221108OH37571,2022-11-08,OH,46095,Troy,Balderson,Baldersn,GOP,True,46095,66237,2,40932,0.0,Amy,Rippel-Elton,Rppl-El,Dem,47428,70150,1,42460,0.0,2022-11-09T02:20:29.307Z,
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,H,U.S. House,True,District 12,12,290353,99,141963,954419,True,20221108OH37571,2022-11-08,OH,46095,Troy,Balderson,Baldersn,GOP,True,46095,66237,2,40932,0.0,Amy,Rippel-Elton,Rppl-El,Dem,47428,70150,1,42460,0.0,2022-11-09T02:20:29.307Z,
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,H,U.S. House,True,District 12,12,302398,99,209188,954419,True,20221108OH37571,2022-11-08,OH,46095,Troy,Balderson,Baldersn,GOP,True,46095,66237,2,40932,0.0,Amy,Rippel-Elton,Rppl-El,Dem,47428,70150,1,42460,0.0,2022-11-09T02:20:29.307Z,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,H,U.S. House,True,District 12,12,302398,99,181454,954419,True,20221108OH37571,2022-11-08,OH,46095,Troy,Balderson,Baldersn,GOP,True,46095,66237,2,40932,0.0,Amy,Rippel-Elton,Rppl-El,Dem,47428,70150,1,42460,0.0,2022-11-09T02:20:29.307Z,
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,H,U.S. House,True,District 12,12,295322,99,209188,954419,True,20221108OH37571,2022-11-08,OH,46095,Troy,Balderson,Baldersn,GOP,True,46095,66237,2,40932,0.0,Amy,Rippel-Elton,Rppl-El,Dem,47428,70150,1,42460,0.0,2022-11-09T02:20:29.307Z,
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,H,U.S. House,True,District 12,12,273348,99,218732,954419,True,20221108OH37571,2022-11-08,OH,46095,Troy,Balderson,Baldersn,GOP,True,46095,66237,2,40932,0.0,Amy,Rippel-Elton,Rppl-El,Dem,47428,70150,1,42460,0.0,2022-11-09T02:20:29.307Z,
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,H,U.S. House,True,District 12,12,293813,99,247384,954419,True,20221108OH37571,2022-11-08,OH,46095,Troy,Balderson,Baldersn,GOP,True,46095,66237,2,40932,0.0,Amy,Rippel-Elton,Rppl-El,Dem,47428,70150,1,42460,0.0,2022-11-09T02:20:29.307Z,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,H,U.S. House,True,District 12,12,292293,99,247384,954419,True,20221108OH37571,2022-11-08,OH,46095,Troy,Balderson,Baldersn,GOP,True,46095,66237,2,40932,0.0,Amy,Rippel-Elton,Rppl-El,Dem,47428,70150,1,42460,0.0,2022-11-09T02:20:29.307Z,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,H,U.S. House,True,District 12,12,280313,99,262038,954419,True,20221108OH37571,2022-11-08,OH,46095,Troy,Balderson,Baldersn,GOP,True,46095,66237,2,40932,0.0,Amy,Rippel-Elton,Rppl-El,Dem,47428,70150,1,42460,0.0,2022-11-09T02:20:29.307Z,
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,H,U.S. House,True,District 12,12,280313,99,262049,954419,True,20221108OH37571,2022-11-08,OH,46095,Troy,Balderson,Baldersn,GOP,True,46095,66237,2,40932,0.0,Amy,Rippel-Elton,Rppl-El,Dem,47428,70150,1,42460,0.0,2022-11-09T02:20:29.307Z,
1667968092,2022-11-08 22:28:12 -0600,c3a7bcfa6d57d19e0339cd5eff437c13c5a7dec5,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,H,U.S. House,True,District 12,12,279906,99,262049,954419,True,20221108OH37571,2022-11-08,OH,46095,Troy,Balderson,Baldersn,GOP,True,46095,66237,2,40932,0.0,Amy,Rippel-Elton,Rppl-El,Dem,47428,70150,1,42460,0.0,2022-11-09T02:20:29.307Z,
1667969018,2022-11-08 22:43:38 -0600,465844bb53a3330849af3b4eca4fced2045c6920,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,H,U.S. House,True,District 12,12,279906,99,262088,954419,True,20221108OH37571,2022-11-08,OH,46095,Troy,Balderson,Baldersn,GOP,True,46095,66237,2,40932,0.0,Amy,Rippel-Elton,Rppl-El,Dem,47428,70150,1,42460,0.0,2022-11-09T02:20:29.307Z,
1667970637,2022-11-08 23:10:37 -0600,879713b6aae904f8cc55b1a8c3ce99346dd39ab3,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,H,U.S. House,True,District 12,12,279947,99,264644,954419,True,20221108OH37571,2022-11-08,OH,46095,Troy,Balderson,Baldersn,GOP,True,46095,66237,2,40932,0.0,Amy,Rippel-Elton,Rppl-El,Dem,47428,70150,1,42460,0.0,2022-11-09T02:20:29.307Z,
1667973600,2022-11-09 00:00:00 -0600,bfc0ff3fe5ed1f4adc762f2d1128321f016d691f,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,H,U.S. House,True,District 12,12,279947,99,266750,954419,True,20221108OH37571,2022-11-08,OH,46095,Troy,Balderson,Baldersn,GOP,True,46095,66237,2,40932,0.0,Amy,Rippel-Elton,Rppl-El,Dem,47428,70150,1,42460,0.0,2022-11-09T02:20:29.307Z,
1667973648,2022-11-09 00:00:48 -0600,56d1333c268e0ca83267f304bc7ebda9b0c770b6,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,H,U.S. House,True,District 12,12,279947,99,264644,954419,True,20221108OH37571,2022-11-08,OH,46095,Troy,Balderson,Baldersn,GOP,True,46095,66237,2,40932,0.0,Amy,Rippel-Elton,Rppl-El,Dem,47428,70150,1,42460,0.0,2022-11-09T02:20:29.307Z,
1667973921,2022-11-09 00:05:21 -0600,8c7bea4e5501d62c6edf8b543f4ffeaf66fbee7c,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,H,U.S. House,True,District 12,12,279947,99,266750,954419,True,20221108OH37571,2022-11-08,OH,46095,Troy,Balderson,Baldersn,GOP,True,46095,66237,2,40932,0.0,Amy,Rippel-Elton,Rppl-El,Dem,47428,70150,1,42460,0.0,2022-11-09T02:20:29.307Z,
1667974664,2022-11-09 00:17:44 -0600,d987a91643923201706646f74ed6cc4da6a088a6,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,H,U.S. House,True,District 12,12,279947,99,269423,954419,True,20221108OH37571,2022-11-08,OH,46095,Troy,Balderson,Baldersn,GOP,True,46095,66237,2,40932,0.0,Amy,Rippel-Elton,Rppl-El,Dem,47428,70150,1,42460,0.0,2022-11-09T02:20:29.307Z,
1667975526,2022-11-09 00:32:06 -0600,5374366d2c6a2b7e8af014c09c7cd85c5fd86ee7,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,H,U.S. House,True,District 12,12,277756,99,269423,954419,True,20221108OH37571,2022-11-08,OH,46095,Troy,Balderson,Baldersn,GOP,True,46095,66237,2,40932,0.0,Amy,Rippel-Elton,Rppl-El,Dem,47428,70150,1,42460,0.0,2022-11-09T02:20:29.307Z,
1668144633,2022-11-10 23:30:33 -0600,ac8d91b4666376e3237e24aab7d027370f0937e7,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,H,U.S. House,True,District 12,12,272144,99,269423,954419,True,20221108OH37571,2022-11-08,OH,46095,Troy,Balderson,Baldersn,GOP,True,46095,66237,2,40932,0.0,Amy,Rippel-Elton,Rppl-El,Dem,47428,70150,1,42460,0.0,2022-11-09T02:20:29.307Z,
1670618790,2022-12-09 14:46:30 -0600,308507b8b9e69ba4abf6d394d5a98f71021966a1,OH-20221108_Eday80,36,General,G,Tabulation Paused,Called,H,U.S. House,True,District 12,12,276237,100,269423,954419,True,20221108OH37571,2022-11-08,OH,46095,Troy,Balderson,Baldersn,GOP,True,46095,66237,2,40932,,Amy,Rippel-Elton,Rppl-El,Dem,47428,70150,1,42460,,2022-11-09T02:20:29.307Z,False
