captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.26715.first,candidates.26715.last,candidates.26715.abbrv,candidates.26715.incumbent,candidates.26715.party,candidates.26715.candidateID,candidates.26715.ballotOrder,candidates.26715.polID,candidates.26715.polNum,candidates.26715.electWon,candidates.29263.first,candidates.29263.last,candidates.29263.party,candidates.29263.candidateID,candidates.29263.ballotOrder,candidates.29263.polID,candidates.29263.polNum,candidates.29263.electWon,candidates.26715.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,IL-20221108_Eday80,14,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 8,8,238054,99,0,881532,True,20221108IL15997,2022-11-08,IL,26715,Raja,Krishnamoorthi,Krshnmor,True,Dem,26715,2,61644,20749,0,Chris,Dargis,GOP,29263,1,71090,23030,0,,
1667956547,2022-11-09 01:15:47 +0000,8138046ce1ccc9e37269480764f23b8c9cec781a,IL-20221108_Eday80,14,General,G,Polls Closed/Waiting First Report,Too Early to Call,H,U.S. House,True,District 8,8,238054,99,0,881532,True,20221108IL15997,2022-11-08,IL,26715,Raja,Krishnamoorthi,Krshnmor,True,Dem,26715,2,61644,20749,0,Chris,Dargis,GOP,29263,1,71090,23030,0,,
1667957715,2022-11-09 01:35:15 +0000,97cbc8b93cc842818a0fba948144842c3e8d51f0,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,238054,99,30203,881532,True,20221108IL15997,2022-11-08,IL,26715,Raja,Krishnamoorthi,Krshnmor,True,Dem,26715,2,61644,20749,0,Chris,Dargis,GOP,29263,1,71090,23030,0,,
1667959410,2022-11-09 02:03:30 +0000,98a277291480f2bee1271d939218798a5aa6ad2a,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,238054,99,32038,881532,True,20221108IL15997,2022-11-08,IL,26715,Raja,Krishnamoorthi,Krshnmor,True,Dem,26715,2,61644,20749,0,Chris,Dargis,GOP,29263,1,71090,23030,0,,
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,238054,99,53922,881532,True,20221108IL15997,2022-11-08,IL,26715,Raja,Krishnamoorthi,Krshnmor,True,Dem,26715,2,61644,20749,0,Chris,Dargis,GOP,29263,1,71090,23030,0,,
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,238054,99,68513,881532,True,20221108IL15997,2022-11-08,IL,26715,Raja,Krishnamoorthi,Krshnmor,True,Dem,26715,2,61644,20749,0,Chris,Dargis,GOP,29263,1,71090,23030,0,,
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,238054,99,76807,881532,True,20221108IL15997,2022-11-08,IL,26715,Raja,Krishnamoorthi,Krshnmor,True,Dem,26715,2,61644,20749,0,Chris,Dargis,GOP,29263,1,71090,23030,0,,
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,238054,99,109156,881532,True,20221108IL15997,2022-11-08,IL,26715,Raja,Krishnamoorthi,Krshnmor,True,Dem,26715,2,61644,20749,0,Chris,Dargis,GOP,29263,1,71090,23030,0,,
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,238054,99,127484,881532,True,20221108IL15997,2022-11-08,IL,26715,Raja,Krishnamoorthi,Krshnmor,True,Dem,26715,2,61644,20749,0,Chris,Dargis,GOP,29263,1,71090,23030,0,,
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,238054,99,137838,881532,True,20221108IL15997,2022-11-08,IL,26715,Raja,Krishnamoorthi,Krshnmor,True,Dem,26715,2,61644,20749,0,Chris,Dargis,GOP,29263,1,71090,23030,0,,
