captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.53180.first,candidates.53180.last,candidates.53180.party,candidates.53180.candidateID,candidates.53180.ballotOrder,candidates.53180.polID,candidates.53180.polNum,candidates.53180.electWon,candidates.53183.first,candidates.53183.last,candidates.53183.party,candidates.53183.candidateID,candidates.53183.ballotOrder,candidates.53183.polID,candidates.53183.polNum,candidates.53183.electWon,candidates.53180.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,PA-20221108_Eday64,39,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 17,17,400258,99,0,1197250,True,20221108PA39024,2022-11-08,PA,Chris,Deluzio,Dem,53180,1,70062,46176,0,Jeremy,Shaffer,GOP,53183,2,70049,45465,0,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,PA-20221108_Eday80,39,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 17,17,370092,99,0,1197250,True,20221108PA39024,2022-11-08,PA,Chris,Deluzio,Dem,53180,1,70062,46176,0,Jeremy,Shaffer,GOP,53183,2,70049,45465,0,
1667947429,2022-11-08 22:43:49 +0000,e6d5bcf1f6c68c6499934b6e270555c5d0bb1bbf,PA-20221108_Eday80,39,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 17,17,370092,95,0,1197250,True,20221108PA39024,2022-11-08,PA,Chris,Deluzio,Dem,53180,1,70062,46176,0,Jeremy,Shaffer,GOP,53183,2,70049,45465,0,
1667956547,2022-11-09 01:15:47 +0000,8138046ce1ccc9e37269480764f23b8c9cec781a,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 17,17,370092,95,78155,1197250,True,20221108PA39024,2022-11-08,PA,Chris,Deluzio,Dem,53180,1,70062,46176,0,Jeremy,Shaffer,GOP,53183,2,70049,45465,0,
1667958843,2022-11-09 01:54:03 +0000,cdc0d2ad2c3afd665dd741c97f9de238aafb3cf6,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 17,17,370092,95,78657,1197250,True,20221108PA39024,2022-11-08,PA,Chris,Deluzio,Dem,53180,1,70062,46176,0,Jeremy,Shaffer,GOP,53183,2,70049,45465,0,
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 17,17,370092,95,88840,1197250,True,20221108PA39024,2022-11-08,PA,Chris,Deluzio,Dem,53180,1,70062,46176,0,Jeremy,Shaffer,GOP,53183,2,70049,45465,0,
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 17,17,370092,95,124874,1197250,True,20221108PA39024,2022-11-08,PA,Chris,Deluzio,Dem,53180,1,70062,46176,0,Jeremy,Shaffer,GOP,53183,2,70049,45465,0,
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 17,17,370092,95,137150,1197250,True,20221108PA39024,2022-11-08,PA,Chris,Deluzio,Dem,53180,1,70062,46176,0,Jeremy,Shaffer,GOP,53183,2,70049,45465,0,
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 17,17,370092,95,189861,1197250,True,20221108PA39024,2022-11-08,PA,Chris,Deluzio,Dem,53180,1,70062,46176,0,Jeremy,Shaffer,GOP,53183,2,70049,45465,0,
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 17,17,370092,95,208732,1197250,True,20221108PA39024,2022-11-08,PA,Chris,Deluzio,Dem,53180,1,70062,46176,0,Jeremy,Shaffer,GOP,53183,2,70049,45465,0,
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 17,17,370092,95,235359,1197250,True,20221108PA39024,2022-11-08,PA,Chris,Deluzio,Dem,53180,1,70062,46176,0,Jeremy,Shaffer,GOP,53183,2,70049,45465,0,
1667964227,2022-11-09 03:23:47 +0000,1cb90b95cdd6c1be23968f2b7d9618a95c5a5ad9,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 17,17,370092,95,264736,1197250,True,20221108PA39024,2022-11-08,PA,Chris,Deluzio,Dem,53180,1,70062,46176,0,Jeremy,Shaffer,GOP,53183,2,70049,45465,0,
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 17,17,370092,95,298193,1197250,True,20221108PA39024,2022-11-08,PA,Chris,Deluzio,Dem,53180,1,70062,46176,0,Jeremy,Shaffer,GOP,53183,2,70049,45465,0,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 17,17,370092,95,288266,1197250,True,20221108PA39024,2022-11-08,PA,Chris,Deluzio,Dem,53180,1,70062,46176,0,Jeremy,Shaffer,GOP,53183,2,70049,45465,0,
1667966001,2022-11-09 03:53:21 +0000,cee0a612753351ddb30fde2a157613da20f2be01,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 17,17,370092,95,298193,1197250,True,20221108PA39024,2022-11-08,PA,Chris,Deluzio,Dem,53180,1,70062,46176,0,Jeremy,Shaffer,GOP,53183,2,70049,45465,0,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 17,17,370092,95,305807,1197250,True,20221108PA39024,2022-11-08,PA,Chris,Deluzio,Dem,53180,1,70062,46176,0,Jeremy,Shaffer,GOP,53183,2,70049,45465,0,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 17,17,370092,95,306890,1197250,True,20221108PA39024,2022-11-08,PA,Chris,Deluzio,Dem,53180,1,70062,46176,0,Jeremy,Shaffer,GOP,53183,2,70049,45465,0,
1667968361,2022-11-08 22:32:41 -0600,0b888fe41bc653990f05b2c6fe09da530560e7a3,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 17,17,370092,95,339972,1197250,True,20221108PA39024,2022-11-08,PA,Chris,Deluzio,Dem,53180,1,70062,46176,0,Jeremy,Shaffer,GOP,53183,2,70049,45465,0,
1667968406,2022-11-08 22:33:26 -0600,9894c9990b429281fa1911dc561355d202f43cc4,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 17,17,370092,95,306890,1197250,True,20221108PA39024,2022-11-08,PA,Chris,Deluzio,Dem,53180,1,70062,46176,0,Jeremy,Shaffer,GOP,53183,2,70049,45465,0,
1667968451,2022-11-08 22:34:11 -0600,ec7c4c2fbdf80046dac3b25dd67b45de79385a9e,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 17,17,370092,95,339972,1197250,True,20221108PA39024,2022-11-08,PA,Chris,Deluzio,Dem,53180,1,70062,46176,0,Jeremy,Shaffer,GOP,53183,2,70049,45465,0,
1667970114,2022-11-08 23:01:54 -0600,68b6dbb0ab0b313af53b82f98636ce9a824bdc54,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 17,17,370092,95,340223,1197250,True,20221108PA39024,2022-11-08,PA,Chris,Deluzio,Dem,53180,1,70062,46176,0,Jeremy,Shaffer,GOP,53183,2,70049,45465,0,
1667971785,2022-11-08 23:29:45 -0600,0263826aefa5e72057a0aaa213c232b6c0eefa0d,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 17,17,370092,95,341087,1197250,True,20221108PA39024,2022-11-08,PA,Chris,Deluzio,Dem,53180,1,70062,46176,0,Jeremy,Shaffer,GOP,53183,2,70049,45465,0,
1667978179,2022-11-09 01:16:19 -0600,e5b0abbb1cf26ccf017c9d5a0d528e78ff1d1e95,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 17,17,368106,95,341087,1197250,True,20221108PA39024,2022-11-08,PA,Chris,Deluzio,Dem,53180,1,70062,46176,0,Jeremy,Shaffer,GOP,53183,2,70049,45465,0,
1667978785,2022-11-09 01:26:25 -0600,af0eab9768fdd8200aa460357a21f2c42b46d660,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 17,17,368106,99,341087,1197250,True,20221108PA39024,2022-11-08,PA,Chris,Deluzio,Dem,53180,1,70062,46176,0,Jeremy,Shaffer,GOP,53183,2,70049,45465,0,
1667978825,2022-11-09 01:27:05 -0600,ed8458f772ea0933c9d3b12809962c80fa9401d5,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 17,17,368106,95,341087,1197250,True,20221108PA39024,2022-11-08,PA,Chris,Deluzio,Dem,53180,1,70062,46176,0,Jeremy,Shaffer,GOP,53183,2,70049,45465,0,
1667978987,2022-11-09 01:29:47 -0600,6fcf7a05ae4e9ea8d79e41c9b355c51adf37e425,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 17,17,368106,99,341087,1197250,True,20221108PA39024,2022-11-08,PA,Chris,Deluzio,Dem,53180,1,70062,46176,0,Jeremy,Shaffer,GOP,53183,2,70049,45465,0,
1667980632,2022-11-09 01:57:12 -0600,64acd32e8668f8543b9301ec796b80c9900834d5,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 17,17,347448,99,341087,1197250,True,20221108PA39024,2022-11-08,PA,Chris,Deluzio,Dem,53180,1,70062,46176,0,Jeremy,Shaffer,GOP,53183,2,70049,45465,0,
1668013229,2022-11-09 11:00:29 -0600,cfa4d181560a1cb77fee4e388d177270a0b992df,PA-20221108_Eday80,39,General,G,Active Tabulation,Called,H,U.S. House,True,District 17,17,347448,99,341087,1197250,True,20221108PA39024,2022-11-08,PA,Chris,Deluzio,Dem,53180,1,70062,46176,0,Jeremy,Shaffer,GOP,53183,2,70049,45465,0,2022-11-09T16:57:18.913Z
1668017457,2022-11-09 12:10:57 -0600,786bebe816c647daf10b858457deb406e077453c,PA-20221108_Eday80,39,General,G,Active Tabulation,Called,H,U.S. House,True,District 17,17,362931,99,355672,1197250,True,20221108PA39024,2022-11-08,PA,Chris,Deluzio,Dem,53180,1,70062,46176,0,Jeremy,Shaffer,GOP,53183,2,70049,45465,0,2022-11-09T16:57:18.913Z
1668041219,2022-11-09 18:46:59 -0600,dce0b4a4b30dc03b33e87665ddd1b0e45d5ef2b8,PA-20221108_Eday80,39,General,G,Active Tabulation,Called,H,U.S. House,True,District 17,17,365906,99,355672,1197250,True,20221108PA39024,2022-11-08,PA,Chris,Deluzio,Dem,53180,1,70062,46176,0,Jeremy,Shaffer,GOP,53183,2,70049,45465,0,2022-11-09T16:57:18.913Z
1668203308,2022-11-11 15:48:28 -0600,dbd23872bb84f612aeb4bb881f4a378b314e7793,PA-20221108_Eday80,39,General,G,Active Tabulation,Called,H,U.S. House,True,District 17,17,365155,99,355672,1197250,True,20221108PA39024,2022-11-08,PA,Chris,Deluzio,Dem,53180,1,70062,46176,0,Jeremy,Shaffer,GOP,53183,2,70049,45465,0,2022-11-09T16:57:18.913Z
1668206695,2022-11-11 16:44:55 -0600,2eac93acdbaf5068b5be84d72e9d077ccff77e06,PA-20221108_Eday80,39,General,G,Tabulation Paused,Called,H,U.S. House,True,District 17,17,365155,99,355672,1197250,True,20221108PA39024,2022-11-08,PA,Chris,Deluzio,Dem,53180,1,70062,46176,0,Jeremy,Shaffer,GOP,53183,2,70049,45465,0,2022-11-09T16:57:18.913Z
1668456367,2022-11-14 14:06:07 -0600,c5cf86259dc11e743f83b5526c8388250e1f1678,PA-20221108_Eday80,39,General,G,Tabulation Paused,Called,H,U.S. House,True,District 17,17,365155,99,358824,1197250,True,20221108PA39024,2022-11-08,PA,Chris,Deluzio,Dem,53180,1,70062,46176,0,Jeremy,Shaffer,GOP,53183,2,70049,45465,0,2022-11-09T16:57:18.913Z
1668463232,2022-11-14 16:00:32 -0600,9b7e3260038b598fa406024a3bf7dcd4b8a58440,PA-20221108_Eday80,39,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 17,17,365155,99,358824,1197250,True,20221108PA39024,2022-11-08,PA,Chris,Deluzio,Dem,53180,1,70062,46176,0,Jeremy,Shaffer,GOP,53183,2,70049,45465,0,2022-11-09T16:57:18.913Z
1668790831,2022-11-18 11:00:31 -0600,bae34faffaefd21f65d57d636204933183ea524a,PA-20221108_Eday80,39,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 17,17,362448,99,358824,1197250,True,20221108PA39024,2022-11-08,PA,Chris,Deluzio,Dem,53180,1,70062,46176,0,Jeremy,Shaffer,GOP,53183,2,70049,45465,0,2022-11-09T16:57:18.913Z
