captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.23104.first,candidates.23104.last,candidates.23104.party,candidates.23104.incumbent,candidates.23104.candidateID,candidates.23104.polID,candidates.23104.ballotOrder,candidates.23104.polNum,candidates.23104.electWon,candidates.23106.first,candidates.23106.last,candidates.23106.party,candidates.23106.candidateID,candidates.23106.polID,candidates.23106.ballotOrder,candidates.23106.polNum,candidates.23106.electWon,candidates.23104.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,CA-20221108_Eday62,5,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 52,52,191311,99,0,733759,True,20221108CA7296,2022-11-08,CA,23104,Juan,Vargas,Dem,True,23104,52480,1,7520,0,Tyler,Geffeney,GOP,23106,70665,2,13865,0,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,CA-20221108_Eday80,5,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 52,52,231861,99,0,763506,True,20221108CA7296,2022-11-08,CA,23104,Juan,Vargas,Dem,True,23104,52480,1,7520,0,Tyler,Geffeney,GOP,23106,70665,2,13865,0,
1667949842,2022-11-08 23:24:02 +0000,e733c733b3b3c33f13905f9501db69cb94a55a64,CA-20221108_Eday80,5,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 52,52,231861,90,0,763506,True,20221108CA7296,2022-11-08,CA,23104,Juan,Vargas,Dem,True,23104,52480,1,7520,0,Tyler,Geffeney,GOP,23106,70665,2,13865,0,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 52,52,231861,90,0,763506,True,20221108CA7296,2022-11-08,CA,23104,Juan,Vargas,Dem,True,23104,52480,1,7520,0,Tyler,Geffeney,GOP,23106,70665,2,13865,0,
1667968002,2022-11-08 22:26:42 -0600,1235204137f0f06fe3cd4983951d9356477924c9,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 52,52,231861,90,68839,763506,True,20221108CA7296,2022-11-08,CA,23104,Juan,Vargas,Dem,True,23104,52480,1,7520,0,Tyler,Geffeney,GOP,23106,70665,2,13865,0,
1667974664,2022-11-09 00:17:44 -0600,d987a91643923201706646f74ed6cc4da6a088a6,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 52,52,231861,90,68839,763506,True,20221108CA7296,2022-11-08,CA,23104,Juan,Vargas,Dem,True,23104,52480,1,7520,0,Tyler,Geffeney,GOP,23106,70665,2,13865,0,2022-11-09T06:02:56.891Z
1667975402,2022-11-09 00:30:02 -0600,1cb740bfe02888499fbb239b5454758b24512913,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 52,52,231861,90,69204,763506,True,20221108CA7296,2022-11-08,CA,23104,Juan,Vargas,Dem,True,23104,52480,1,7520,0,Tyler,Geffeney,GOP,23106,70665,2,13865,0,2022-11-09T06:02:56.891Z
1667980354,2022-11-09 01:52:34 -0600,b95b3aa03864d3aa8e20ef68881e81d2ed7e17c2,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 52,52,231861,90,72216,763506,True,20221108CA7296,2022-11-08,CA,23104,Juan,Vargas,Dem,True,23104,52480,1,7520,0,Tyler,Geffeney,GOP,23106,70665,2,13865,0,2022-11-09T06:02:56.891Z
1667983071,2022-11-09 02:37:51 -0600,84bbf1af0bb96f095aaf2f6f55e9d106638797ad,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 52,52,231861,90,75089,763506,True,20221108CA7296,2022-11-08,CA,23104,Juan,Vargas,Dem,True,23104,52480,1,7520,0,Tyler,Geffeney,GOP,23106,70665,2,13865,0,2022-11-09T06:02:56.891Z
1667986590,2022-11-09 03:36:30 -0600,807a67bd2dd5f5804d3aaa9d1f793b08c0174156,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 52,52,231861,90,80534,763506,True,20221108CA7296,2022-11-08,CA,23104,Juan,Vargas,Dem,True,23104,52480,1,7520,0,Tyler,Geffeney,GOP,23106,70665,2,13865,0,2022-11-09T06:02:56.891Z
1667989001,2022-11-09 04:16:41 -0600,bf48d088f90a7df84b22532f076e84f8881100c4,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 52,52,178964,90,80534,763506,True,20221108CA7296,2022-11-08,CA,23104,Juan,Vargas,Dem,True,23104,52480,1,7520,0,Tyler,Geffeney,GOP,23106,70665,2,13865,0,2022-11-09T06:02:56.891Z
1667989041,2022-11-09 04:17:21 -0600,bc5911b3ed71beee72651a07b463dd7490179043,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 52,52,231861,90,80534,763506,True,20221108CA7296,2022-11-08,CA,23104,Juan,Vargas,Dem,True,23104,52480,1,7520,0,Tyler,Geffeney,GOP,23106,70665,2,13865,0,2022-11-09T06:02:56.891Z
1667989081,2022-11-09 04:18:01 -0600,563fc595ee6cbed39038ea61943efe67b7efb8ba,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 52,52,178964,90,80534,763506,True,20221108CA7296,2022-11-08,CA,23104,Juan,Vargas,Dem,True,23104,52480,1,7520,0,Tyler,Geffeney,GOP,23106,70665,2,13865,0,2022-11-09T06:02:56.891Z
