captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,electTotal,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,candidates.3.candidateID,candidates.3.voteCount,candidates.3.votePct,candidates.4.candidateID,candidates.4.voteCount,candidates.4.votePct,candidates.5.candidateID,candidates.5.voteCount,candidates.5.votePct,candidates.6.candidateID,candidates.6.voteCount,candidates.6.votePct,candidates.7.candidateID,candidates.7.voteCount,candidates.7.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.winner,candidates.0.calledAt,candidates.0.colorIndex,candidates.1.colorIndex
1667960816,2022-11-09 02:26:56 +0000,8a1624065b18c7c6c4408259c296b51116c46c3f,20221108VT46373,live,31.05,VT,Vermont,46,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T02:25:29.984Z,90,283,31.8,53965,67053,66.97,53969,29814,29.78,54242,877,0.88,54240,680,0.68,54326,470,0.47,54241,463,0.46,54239,393,0.39,54238,368,0.37,322465,99,100118,483698,90,88,X,2022-11-09T00:00:02.636Z,0.0,
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,20221108VT46373,live,31.44,VT,Vermont,46,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T02:27:17.062Z,92,283,32.51,53965,67930,67.01,53969,30169,29.76,54242,887,0.87,54240,686,0.68,54326,474,0.47,54241,465,0.46,54239,398,0.39,54238,368,0.36,322465,99,101377,483698,92,89,X,2022-11-09T00:00:02.636Z,0.0,
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,20221108VT46373,live,38.83,VT,Vermont,46,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T02:35:38.725Z,113,283,39.93,53965,84578,67.55,53969,36589,29.22,54242,1079,0.86,54240,776,0.62,54241,623,0.5,54326,587,0.47,54239,504,0.4,54238,478,0.38,322465,99,125214,483698,113,110,X,2022-11-09T00:00:02.636Z,0.0,1.0
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,20221108VT46373,live,45.93,VT,Vermont,46,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T02:38:37.030Z,137,283,48.41,53965,99602,67.25,53969,43653,29.48,54242,1266,0.85,54240,874,0.59,54326,721,0.49,54241,697,0.47,54239,673,0.45,54238,614,0.41,322465,99,148100,483698,137,130,X,2022-11-09T00:00:02.636Z,0.0,1.0
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,20221108VT46373,live,46.48,VT,Vermont,46,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T02:45:31.730Z,139,283,49.12,53965,100816,67.27,53969,44151,29.46,54242,1280,0.85,54240,877,0.59,54326,732,0.49,54241,708,0.47,54239,678,0.45,54238,633,0.42,322465,99,149875,483698,139,132,X,2022-11-09T00:00:02.636Z,0.0,1.0
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,20221108VT46373,live,46.48,VT,Vermont,46,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T02:45:31.730Z,139,283,49.12,53965,100816,67.27,53969,44151,29.46,54242,1280,0.85,54240,877,0.59,54326,732,0.49,54241,708,0.47,54239,678,0.45,54238,633,0.42,322465,99,149875,483698,139,132,X,2022-11-09T00:00:02.636Z,0.0,1.0
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,20221108VT46373,live,47.09,VT,Vermont,46,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T02:54:44.349Z,143,283,50.53,53965,101930,67.12,53969,44967,29.61,54242,1293,0.85,54240,885,0.58,54326,746,0.49,54241,718,0.47,54239,684,0.45,54238,641,0.42,322465,99,151864,483698,143,133,X,2022-11-09T00:00:02.636Z,0.0,
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,20221108VT46373,live,47.57,VT,Vermont,46,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T02:57:57.290Z,143,283,50.53,53965,103142,67.24,53969,45271,29.51,54242,1300,0.85,54240,896,0.58,54326,746,0.49,54241,719,0.47,54239,692,0.45,54238,634,0.41,322465,99,153400,483698,143,135,X,2022-11-09T00:00:02.636Z,0.0,
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,20221108VT46373,live,47.88,VT,Vermont,46,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T03:01:07.653Z,144,283,50.88,53965,103754,67.21,53969,45606,29.54,54242,1308,0.85,54240,899,0.58,54326,754,0.49,54241,727,0.47,54239,695,0.45,54238,641,0.42,322465,99,154384,483698,144,135,X,2022-11-09T00:00:02.636Z,0.0,
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,20221108VT46373,live,48.1,VT,Vermont,46,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T03:06:16.491Z,145,283,51.24,53965,104138,67.14,53969,45927,29.61,54242,1316,0.85,54240,901,0.58,54326,754,0.49,54241,730,0.47,54239,701,0.45,54238,646,0.42,322465,99,155113,483698,145,136,X,2022-11-09T00:00:02.636Z,0.0,
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,20221108VT46373,live,48.38,VT,Vermont,46,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T03:10:52.138Z,147,283,51.94,53965,104701,67.11,53969,46181,29.6,54242,1321,0.85,54240,947,0.61,54326,761,0.49,54241,737,0.47,54239,705,0.45,54238,655,0.42,322465,99,156008,483698,147,137,X,2022-11-09T00:00:02.636Z,0.0,
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,20221108VT46373,live,48.38,VT,Vermont,46,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T03:15:09.154Z,147,283,51.94,53965,104701,67.11,53969,46181,29.6,54242,1321,0.85,54240,947,0.61,54326,761,0.49,54241,737,0.47,54239,705,0.45,54238,655,0.42,322465,99,156008,483698,147,137,X,2022-11-09T00:00:02.636Z,0.0,
1667964227,2022-11-09 03:23:47 +0000,1cb90b95cdd6c1be23968f2b7d9618a95c5a5ad9,20221108VT46373,live,48.58,VT,Vermont,46,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T03:18:44.915Z,148,283,52.3,53965,105067,67.06,53969,46448,29.65,54242,1327,0.85,54240,950,0.61,54326,770,0.49,54241,742,0.47,54239,706,0.45,54238,655,0.42,322465,99,156665,483698,148,137,X,2022-11-09T00:00:02.636Z,0.0,
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,20221108VT46373,live,49.85,VT,Vermont,46,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T03:25:19.401Z,150,283,53.0,53965,108139,67.27,53969,47368,29.46,54242,1355,0.84,54240,969,0.6,54326,786,0.49,54241,755,0.47,54239,725,0.45,54238,664,0.41,322465,99,160761,483698,150,141,X,2022-11-09T00:00:02.636Z,0.0,
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,20221108VT46373,live,52.0,VT,Vermont,46,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T03:32:02.767Z,152,283,53.71,53965,108994,67.31,53969,47644,29.42,54242,1369,0.85,54240,978,0.6,54326,789,0.49,54241,758,0.47,54239,728,0.45,54238,668,0.41,311400,99,161928,483698,152,147,X,2022-11-09T00:00:02.636Z,0.0,
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,20221108VT46373,live,52.38,VT,Vermont,46,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T03:36:53.267Z,154,283,54.42,53965,109889,67.37,53969,47858,29.34,54242,1378,0.84,54240,980,0.6,54326,837,0.51,54241,760,0.47,54239,746,0.46,54238,668,0.41,311400,99,163116,483698,154,148,X,2022-11-09T00:00:02.636Z,0.0,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,20221108VT46373,live,52.72,VT,Vermont,46,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T03:47:47.691Z,156,283,55.12,53965,110546,67.33,53969,48187,29.35,54242,1383,0.84,54240,1026,0.62,54326,844,0.51,54241,767,0.47,54239,750,0.46,54238,677,0.41,311400,99,164180,483698,156,149,X,2022-11-09T00:00:02.636Z,0.0,
1667966001,2022-11-09 03:53:21 +0000,cee0a612753351ddb30fde2a157613da20f2be01,20221108VT46373,live,55.78,VT,Vermont,46,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T03:52:32.123Z,163,283,57.6,53965,118194,68.04,53969,49828,28.69,54242,1498,0.86,54240,1050,0.6,54326,880,0.51,54241,790,0.45,54239,770,0.44,54238,696,0.4,311400,99,173706,483698,163,158,X,2022-11-09T00:00:02.636Z,0.0,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,20221108VT46373,live,58.27,VT,Vermont,46,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T04:06:50.591Z,173,283,61.13,53965,123597,68.12,53969,51997,28.66,54242,1553,0.86,54240,1080,0.6,54326,909,0.5,54241,803,0.44,54239,787,0.43,54238,722,0.4,311400,99,181448,483698,173,165,X,2022-11-09T00:00:02.636Z,0.0,
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,20221108VT46373,live,58.62,VT,Vermont,46,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T04:11:58.777Z,174,283,61.48,53965,124327,68.11,53969,52319,28.66,54242,1564,0.86,54240,1085,0.59,54326,913,0.5,54241,826,0.45,54239,787,0.43,54238,725,0.4,311400,99,182546,483698,174,166,X,2022-11-09T00:00:02.636Z,0.0,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,20221108VT46373,live,58.97,VT,Vermont,46,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T04:14:06.457Z,176,283,62.19,53965,125113,68.14,53969,52593,28.64,54242,1567,0.85,54240,1087,0.59,54326,918,0.5,54241,827,0.45,54239,789,0.43,54238,726,0.4,311400,99,183620,483698,176,167,X,2022-11-09T00:00:02.636Z,0.0,
1667967954,2022-11-08 22:25:54 -0600,ddd8cd55583cb4e51013ac431e84d23dc8167e7a,20221108VT46373,live,61.31,VT,Vermont,46,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T04:24:03.387Z,183,283,64.66,53965,129676,67.93,53969,55101,28.86,54242,1636,0.86,54240,1109,0.58,54326,955,0.5,54241,854,0.45,54239,815,0.43,54238,759,0.4,311400,99,190905,483698,183,173,X,2022-11-09T00:00:02.636Z,0.0,
1667968047,2022-11-08 22:27:27 -0600,3febed665f84b6f0a9717d87750ee8049f50fab6,20221108VT46373,live,61.46,VT,Vermont,46,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T04:26:54.958Z,184,283,65.02,53965,129917,67.88,53969,55347,28.92,54242,1637,0.86,54240,1109,0.58,54326,956,0.5,54241,858,0.45,54239,817,0.43,54238,761,0.4,311400,99,191402,483698,184,174,X,2022-11-09T00:00:02.636Z,0.0,
1667968138,2022-11-08 22:28:58 -0600,78be3d1941803188124b187362be51adf1e8fdfb,20221108VT46373,live,64.96,VT,Vermont,46,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T04:28:42.714Z,190,283,67.14,53965,139314,68.87,53969,56426,27.9,54242,1840,0.91,54240,1134,0.56,54326,1051,0.52,54241,873,0.43,54239,842,0.42,54238,799,0.39,311400,99,202279,483698,190,184,X,2022-11-09T00:00:02.636Z,0.0,
1667968182,2022-11-08 22:29:42 -0600,8e189a9f8e65ddc0a78641bf1d30b4fa1f53a113,20221108VT46373,live,65.55,VT,Vermont,46,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T04:29:10.198Z,194,283,68.55,53965,140248,68.71,53969,57252,28.05,54242,1851,0.91,54240,1141,0.56,54326,1059,0.52,54241,905,0.44,54239,855,0.42,54238,812,0.4,311400,99,204123,483698,194,186,X,2022-11-09T00:00:02.636Z,0.0,
1667968227,2022-11-08 22:30:27 -0600,b78ec951061d2bf917e09f1eb01cb079af5e3a88,20221108VT46373,live,68.02,VT,Vermont,46,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T04:30:13.453Z,201,283,71.02,53965,145036,68.47,53969,59891,28.27,54242,1923,0.91,54240,1179,0.56,54326,1092,0.52,54241,974,0.46,54239,888,0.42,54238,841,0.4,311400,99,211824,483698,201,193,X,2022-11-09T00:00:02.636Z,0.0,
1667968272,2022-11-08 22:31:12 -0600,97ef6c54bfa1c7ef6beea70c87aafe0c54251ad8,20221108VT46373,live,70.36,VT,Vermont,46,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T04:30:55.336Z,208,283,73.5,53965,150708,68.78,53969,61132,27.9,54242,1987,0.91,54326,1225,0.56,54240,1202,0.55,54239,1006,0.46,54241,980,0.45,54238,872,0.4,311400,99,219112,483698,208,199,X,2022-11-09T00:00:02.636Z,0.0,
1667968316,2022-11-08 22:31:56 -0600,c7364a5d7197a125b098705a317e32ff0afe0f57,20221108VT46373,live,72.07,VT,Vermont,46,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T04:31:40.755Z,216,283,76.33,53965,153956,68.6,53969,62999,28.07,54242,2039,0.91,54326,1257,0.56,54240,1239,0.55,54239,1028,0.46,54241,1004,0.45,54238,906,0.4,311400,99,224428,483698,216,204,X,2022-11-09T00:00:02.636Z,0.0,
1667968361,2022-11-08 22:32:41 -0600,0b888fe41bc653990f05b2c6fe09da530560e7a3,20221108VT46373,live,73.0,VT,Vermont,46,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T04:32:05.867Z,221,283,78.09,53965,156115,68.67,53969,63654,28.0,54242,2080,0.91,54326,1267,0.56,54240,1248,0.55,54239,1034,0.45,54241,1017,0.45,54238,915,0.4,311400,99,227330,483698,221,207,X,2022-11-09T00:00:02.636Z,0.0,
1667968406,2022-11-08 22:33:26 -0600,9894c9990b429281fa1911dc561355d202f43cc4,20221108VT46373,live,77.44,VT,Vermont,46,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T04:33:06.439Z,233,283,82.33,53965,165987,68.83,53969,67260,27.89,54242,2186,0.91,54326,1325,0.55,54240,1291,0.54,54239,1077,0.45,54241,1059,0.44,54238,961,0.4,311400,99,241146,483698,233,219,X,2022-11-09T00:00:02.636Z,0.0,
