captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.abbrv,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.53965.first,candidates.53965.last,candidates.53965.party,candidates.53965.candidateID,candidates.53965.ballotOrder,candidates.53965.polID,candidates.53965.polNum,candidates.53965.electWon,candidates.53969.first,candidates.53969.last,candidates.53969.party,candidates.53969.candidateID,candidates.53969.ballotOrder,candidates.53969.polID,candidates.53969.polNum,candidates.53969.electWon,candidates.54238.first,candidates.54238.last,candidates.54238.party,candidates.54238.candidateID,candidates.54238.ballotOrder,candidates.54238.polID,candidates.54238.polNum,candidates.54238.electWon,candidates.54239.first,candidates.54239.last,candidates.54239.party,candidates.54239.candidateID,candidates.54239.ballotOrder,candidates.54239.polID,candidates.54239.polNum,candidates.54239.electWon,candidates.54240.first,candidates.54240.last,candidates.54240.party,candidates.54240.candidateID,candidates.54240.ballotOrder,candidates.54240.polID,candidates.54240.polNum,candidates.54240.electWon,candidates.54241.first,candidates.54241.last,candidates.54241.party,candidates.54241.candidateID,candidates.54241.ballotOrder,candidates.54241.polID,candidates.54241.polNum,candidates.54241.electWon,candidates.54242.first,candidates.54242.last,candidates.54242.party,candidates.54242.candidateID,candidates.54242.ballotOrder,candidates.54242.polID,candidates.54242.polNum,candidates.54242.electWon,candidates.54326.first,candidates.54326.last,candidates.54326.abbrv,candidates.54326.party,candidates.54326.candidateID,candidates.54326.ballotOrder,candidates.54326.polID,candidates.54326.polNum,candidates.54326.electWon,candidates.53965.winnerDateTime
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,S,U.S. Senate,Patrick,Leahy,Leahy,Dem,51971,1760,48564,True,True,True,322465,99,89561,483698,True,20221108VT46373,2022-11-08,VT,Peter,Welch,Dem,53965,8,58883,48621,0,Gerald,Malloy,GOP,53969,6,71174,50345,0,Ms. Cris,Ericson,Ind,54238,5,1158,49330,0,Mark,Coester,Ind,54239,1,71696,50375,0,Kerry,Raheb,Ind,54240,7,71697,50468,0,Stephen,Duke,Ind,54241,3,71698,50467,0,Dawn,Ellis,Ind,54242,4,71695,49694,0,Natasha,Diamondstone-Kohout,Dmndstn,GPJ,54326,2,71781,50481,0,2022-11-09T00:00:02.636Z
1667960816,2022-11-09 02:26:56 +0000,8a1624065b18c7c6c4408259c296b51116c46c3f,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,S,U.S. Senate,Patrick,Leahy,Leahy,Dem,51971,1760,48564,True,True,True,322465,99,96739,483698,True,20221108VT46373,2022-11-08,VT,Peter,Welch,Dem,53965,8,58883,48621,0,Gerald,Malloy,GOP,53969,6,71174,50345,0,Ms. Cris,Ericson,Ind,54238,5,1158,49330,0,Mark,Coester,Ind,54239,1,71696,50375,0,Kerry,Raheb,Ind,54240,7,71697,50468,0,Stephen,Duke,Ind,54241,3,71698,50467,0,Dawn,Ellis,Ind,54242,4,71695,49694,0,Natasha,Diamondstone-Kohout,Dmndstn,GPJ,54326,2,71781,50481,0,2022-11-09T00:00:02.636Z
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,S,U.S. Senate,Patrick,Leahy,Leahy,Dem,51971,1760,48564,True,True,True,322465,99,101377,483698,True,20221108VT46373,2022-11-08,VT,Peter,Welch,Dem,53965,8,58883,48621,0,Gerald,Malloy,GOP,53969,6,71174,50345,0,Ms. Cris,Ericson,Ind,54238,5,1158,49330,0,Mark,Coester,Ind,54239,1,71696,50375,0,Kerry,Raheb,Ind,54240,7,71697,50468,0,Stephen,Duke,Ind,54241,3,71698,50467,0,Dawn,Ellis,Ind,54242,4,71695,49694,0,Natasha,Diamondstone-Kohout,Dmndstn,GPJ,54326,2,71781,50481,0,2022-11-09T00:00:02.636Z
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,S,U.S. Senate,Patrick,Leahy,Leahy,Dem,51971,1760,48564,True,True,True,322465,99,101472,483698,True,20221108VT46373,2022-11-08,VT,Peter,Welch,Dem,53965,8,58883,48621,0,Gerald,Malloy,GOP,53969,6,71174,50345,0,Ms. Cris,Ericson,Ind,54238,5,1158,49330,0,Mark,Coester,Ind,54239,1,71696,50375,0,Kerry,Raheb,Ind,54240,7,71697,50468,0,Stephen,Duke,Ind,54241,3,71698,50467,0,Dawn,Ellis,Ind,54242,4,71695,49694,0,Natasha,Diamondstone-Kohout,Dmndstn,GPJ,54326,2,71781,50481,0,2022-11-09T00:00:02.636Z
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,S,U.S. Senate,Patrick,Leahy,Leahy,Dem,51971,1760,48564,True,True,True,322465,99,148757,483698,True,20221108VT46373,2022-11-08,VT,Peter,Welch,Dem,53965,8,58883,48621,0,Gerald,Malloy,GOP,53969,6,71174,50345,0,Ms. Cris,Ericson,Ind,54238,5,1158,49330,0,Mark,Coester,Ind,54239,1,71696,50375,0,Kerry,Raheb,Ind,54240,7,71697,50468,0,Stephen,Duke,Ind,54241,3,71698,50467,0,Dawn,Ellis,Ind,54242,4,71695,49694,0,Natasha,Diamondstone-Kohout,Dmndstn,GPJ,54326,2,71781,50481,0,2022-11-09T00:00:02.636Z
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,S,U.S. Senate,Patrick,Leahy,Leahy,Dem,51971,1760,48564,True,True,True,322465,99,149875,483698,True,20221108VT46373,2022-11-08,VT,Peter,Welch,Dem,53965,8,58883,48621,0,Gerald,Malloy,GOP,53969,6,71174,50345,0,Ms. Cris,Ericson,Ind,54238,5,1158,49330,0,Mark,Coester,Ind,54239,1,71696,50375,0,Kerry,Raheb,Ind,54240,7,71697,50468,0,Stephen,Duke,Ind,54241,3,71698,50467,0,Dawn,Ellis,Ind,54242,4,71695,49694,0,Natasha,Diamondstone-Kohout,Dmndstn,GPJ,54326,2,71781,50481,0,2022-11-09T00:00:02.636Z
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,S,U.S. Senate,Patrick,Leahy,Leahy,Dem,51971,1760,48564,True,True,True,322465,99,154384,483698,True,20221108VT46373,2022-11-08,VT,Peter,Welch,Dem,53965,8,58883,48621,0,Gerald,Malloy,GOP,53969,6,71174,50345,0,Ms. Cris,Ericson,Ind,54238,5,1158,49330,0,Mark,Coester,Ind,54239,1,71696,50375,0,Kerry,Raheb,Ind,54240,7,71697,50468,0,Stephen,Duke,Ind,54241,3,71698,50467,0,Dawn,Ellis,Ind,54242,4,71695,49694,0,Natasha,Diamondstone-Kohout,Dmndstn,GPJ,54326,2,71781,50481,0,2022-11-09T00:00:02.636Z
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,S,U.S. Senate,Patrick,Leahy,Leahy,Dem,51971,1760,48564,True,True,True,322465,99,156008,483698,True,20221108VT46373,2022-11-08,VT,Peter,Welch,Dem,53965,8,58883,48621,0,Gerald,Malloy,GOP,53969,6,71174,50345,0,Ms. Cris,Ericson,Ind,54238,5,1158,49330,0,Mark,Coester,Ind,54239,1,71696,50375,0,Kerry,Raheb,Ind,54240,7,71697,50468,0,Stephen,Duke,Ind,54241,3,71698,50467,0,Dawn,Ellis,Ind,54242,4,71695,49694,0,Natasha,Diamondstone-Kohout,Dmndstn,GPJ,54326,2,71781,50481,0,2022-11-09T00:00:02.636Z
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,S,U.S. Senate,Patrick,Leahy,Leahy,Dem,51971,1760,48564,True,True,True,322465,99,160761,483698,True,20221108VT46373,2022-11-08,VT,Peter,Welch,Dem,53965,8,58883,48621,0,Gerald,Malloy,GOP,53969,6,71174,50345,0,Ms. Cris,Ericson,Ind,54238,5,1158,49330,0,Mark,Coester,Ind,54239,1,71696,50375,0,Kerry,Raheb,Ind,54240,7,71697,50468,0,Stephen,Duke,Ind,54241,3,71698,50467,0,Dawn,Ellis,Ind,54242,4,71695,49694,0,Natasha,Diamondstone-Kohout,Dmndstn,GPJ,54326,2,71781,50481,0,2022-11-09T00:00:02.636Z
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,S,U.S. Senate,Patrick,Leahy,Leahy,Dem,51971,1760,48564,True,True,True,322465,99,161538,483698,True,20221108VT46373,2022-11-08,VT,Peter,Welch,Dem,53965,8,58883,48621,0,Gerald,Malloy,GOP,53969,6,71174,50345,0,Ms. Cris,Ericson,Ind,54238,5,1158,49330,0,Mark,Coester,Ind,54239,1,71696,50375,0,Kerry,Raheb,Ind,54240,7,71697,50468,0,Stephen,Duke,Ind,54241,3,71698,50467,0,Dawn,Ellis,Ind,54242,4,71695,49694,0,Natasha,Diamondstone-Kohout,Dmndstn,GPJ,54326,2,71781,50481,0,2022-11-09T00:00:02.636Z
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,S,U.S. Senate,Patrick,Leahy,Leahy,Dem,51971,1760,48564,True,True,True,311400,99,164180,483698,True,20221108VT46373,2022-11-08,VT,Peter,Welch,Dem,53965,8,58883,48621,0,Gerald,Malloy,GOP,53969,6,71174,50345,0,Ms. Cris,Ericson,Ind,54238,5,1158,49330,0,Mark,Coester,Ind,54239,1,71696,50375,0,Kerry,Raheb,Ind,54240,7,71697,50468,0,Stephen,Duke,Ind,54241,3,71698,50467,0,Dawn,Ellis,Ind,54242,4,71695,49694,0,Natasha,Diamondstone-Kohout,Dmndstn,GPJ,54326,2,71781,50481,0,2022-11-09T00:00:02.636Z
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,S,U.S. Senate,Patrick,Leahy,Leahy,Dem,51971,1760,48564,True,True,True,311400,99,174461,483698,True,20221108VT46373,2022-11-08,VT,Peter,Welch,Dem,53965,8,58883,48621,0,Gerald,Malloy,GOP,53969,6,71174,50345,0,Ms. Cris,Ericson,Ind,54238,5,1158,49330,0,Mark,Coester,Ind,54239,1,71696,50375,0,Kerry,Raheb,Ind,54240,7,71697,50468,0,Stephen,Duke,Ind,54241,3,71698,50467,0,Dawn,Ellis,Ind,54242,4,71695,49694,0,Natasha,Diamondstone-Kohout,Dmndstn,GPJ,54326,2,71781,50481,0,2022-11-09T00:00:02.636Z
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,S,U.S. Senate,Patrick,Leahy,Leahy,Dem,51971,1760,48564,True,True,True,311400,99,183620,483698,True,20221108VT46373,2022-11-08,VT,Peter,Welch,Dem,53965,8,58883,48621,0,Gerald,Malloy,GOP,53969,6,71174,50345,0,Ms. Cris,Ericson,Ind,54238,5,1158,49330,0,Mark,Coester,Ind,54239,1,71696,50375,0,Kerry,Raheb,Ind,54240,7,71697,50468,0,Stephen,Duke,Ind,54241,3,71698,50467,0,Dawn,Ellis,Ind,54242,4,71695,49694,0,Natasha,Diamondstone-Kohout,Dmndstn,GPJ,54326,2,71781,50481,0,2022-11-09T00:00:02.636Z
1667968316,2022-11-08 22:31:56 -0600,c7364a5d7197a125b098705a317e32ff0afe0f57,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,S,U.S. Senate,Patrick,Leahy,Leahy,Dem,51971,1760,48564,True,True,True,311400,99,209834,483698,True,20221108VT46373,2022-11-08,VT,Peter,Welch,Dem,53965,8,58883,48621,0,Gerald,Malloy,GOP,53969,6,71174,50345,0,Ms. Cris,Ericson,Ind,54238,5,1158,49330,0,Mark,Coester,Ind,54239,1,71696,50375,0,Kerry,Raheb,Ind,54240,7,71697,50468,0,Stephen,Duke,Ind,54241,3,71698,50467,0,Dawn,Ellis,Ind,54242,4,71695,49694,0,Natasha,Diamondstone-Kohout,Dmndstn,GPJ,54326,2,71781,50481,0,2022-11-09T00:00:02.636Z
1667968361,2022-11-08 22:32:41 -0600,0b888fe41bc653990f05b2c6fe09da530560e7a3,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,S,U.S. Senate,Patrick,Leahy,Leahy,Dem,51971,1760,48564,True,True,True,311400,99,211453,483698,True,20221108VT46373,2022-11-08,VT,Peter,Welch,Dem,53965,8,58883,48621,0,Gerald,Malloy,GOP,53969,6,71174,50345,0,Ms. Cris,Ericson,Ind,54238,5,1158,49330,0,Mark,Coester,Ind,54239,1,71696,50375,0,Kerry,Raheb,Ind,54240,7,71697,50468,0,Stephen,Duke,Ind,54241,3,71698,50467,0,Dawn,Ellis,Ind,54242,4,71695,49694,0,Natasha,Diamondstone-Kohout,Dmndstn,GPJ,54326,2,71781,50481,0,2022-11-09T00:00:02.636Z
1667968406,2022-11-08 22:33:26 -0600,9894c9990b429281fa1911dc561355d202f43cc4,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,S,U.S. Senate,Patrick,Leahy,Leahy,Dem,51971,1760,48564,True,True,True,311400,99,209834,483698,True,20221108VT46373,2022-11-08,VT,Peter,Welch,Dem,53965,8,58883,48621,0,Gerald,Malloy,GOP,53969,6,71174,50345,0,Ms. Cris,Ericson,Ind,54238,5,1158,49330,0,Mark,Coester,Ind,54239,1,71696,50375,0,Kerry,Raheb,Ind,54240,7,71697,50468,0,Stephen,Duke,Ind,54241,3,71698,50467,0,Dawn,Ellis,Ind,54242,4,71695,49694,0,Natasha,Diamondstone-Kohout,Dmndstn,GPJ,54326,2,71781,50481,0,2022-11-09T00:00:02.636Z
1667968451,2022-11-08 22:34:11 -0600,ec7c4c2fbdf80046dac3b25dd67b45de79385a9e,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,S,U.S. Senate,Patrick,Leahy,Leahy,Dem,51971,1760,48564,True,True,True,311400,99,211453,483698,True,20221108VT46373,2022-11-08,VT,Peter,Welch,Dem,53965,8,58883,48621,0,Gerald,Malloy,GOP,53969,6,71174,50345,0,Ms. Cris,Ericson,Ind,54238,5,1158,49330,0,Mark,Coester,Ind,54239,1,71696,50375,0,Kerry,Raheb,Ind,54240,7,71697,50468,0,Stephen,Duke,Ind,54241,3,71698,50467,0,Dawn,Ellis,Ind,54242,4,71695,49694,0,Natasha,Diamondstone-Kohout,Dmndstn,GPJ,54326,2,71781,50481,0,2022-11-09T00:00:02.636Z
1667968494,2022-11-08 22:34:54 -0600,cfbd241bb06919184c9a5ad42a24eb60bc59879a,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,S,U.S. Senate,Patrick,Leahy,Leahy,Dem,51971,1760,48564,True,True,True,311400,99,209834,483698,True,20221108VT46373,2022-11-08,VT,Peter,Welch,Dem,53965,8,58883,48621,0,Gerald,Malloy,GOP,53969,6,71174,50345,0,Ms. Cris,Ericson,Ind,54238,5,1158,49330,0,Mark,Coester,Ind,54239,1,71696,50375,0,Kerry,Raheb,Ind,54240,7,71697,50468,0,Stephen,Duke,Ind,54241,3,71698,50467,0,Dawn,Ellis,Ind,54242,4,71695,49694,0,Natasha,Diamondstone-Kohout,Dmndstn,GPJ,54326,2,71781,50481,0,2022-11-09T00:00:02.636Z
1667968538,2022-11-08 22:35:38 -0600,921a14073c0a588fcddcb6fa0c38955a3a5e6401,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,S,U.S. Senate,Patrick,Leahy,Leahy,Dem,51971,1760,48564,True,True,True,311400,99,211453,483698,True,20221108VT46373,2022-11-08,VT,Peter,Welch,Dem,53965,8,58883,48621,0,Gerald,Malloy,GOP,53969,6,71174,50345,0,Ms. Cris,Ericson,Ind,54238,5,1158,49330,0,Mark,Coester,Ind,54239,1,71696,50375,0,Kerry,Raheb,Ind,54240,7,71697,50468,0,Stephen,Duke,Ind,54241,3,71698,50467,0,Dawn,Ellis,Ind,54242,4,71695,49694,0,Natasha,Diamondstone-Kohout,Dmndstn,GPJ,54326,2,71781,50481,0,2022-11-09T00:00:02.636Z
1667968580,2022-11-08 22:36:20 -0600,8dda0f830e7e8651004cd9142ca946394c2bd364,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,S,U.S. Senate,Patrick,Leahy,Leahy,Dem,51971,1760,48564,True,True,True,311400,99,209834,483698,True,20221108VT46373,2022-11-08,VT,Peter,Welch,Dem,53965,8,58883,48621,0,Gerald,Malloy,GOP,53969,6,71174,50345,0,Ms. Cris,Ericson,Ind,54238,5,1158,49330,0,Mark,Coester,Ind,54239,1,71696,50375,0,Kerry,Raheb,Ind,54240,7,71697,50468,0,Stephen,Duke,Ind,54241,3,71698,50467,0,Dawn,Ellis,Ind,54242,4,71695,49694,0,Natasha,Diamondstone-Kohout,Dmndstn,GPJ,54326,2,71781,50481,0,2022-11-09T00:00:02.636Z
