captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.abbrv,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.53965.first,candidates.53965.last,candidates.53965.party,candidates.53965.candidateID,candidates.53965.ballotOrder,candidates.53965.polID,candidates.53965.polNum,candidates.53965.electWon,candidates.53969.first,candidates.53969.last,candidates.53969.party,candidates.53969.candidateID,candidates.53969.ballotOrder,candidates.53969.polID,candidates.53969.polNum,candidates.53969.electWon,candidates.54238.first,candidates.54238.last,candidates.54238.party,candidates.54238.candidateID,candidates.54238.ballotOrder,candidates.54238.polID,candidates.54238.polNum,candidates.54238.electWon,candidates.54239.first,candidates.54239.last,candidates.54239.party,candidates.54239.candidateID,candidates.54239.ballotOrder,candidates.54239.polID,candidates.54239.polNum,candidates.54239.electWon,candidates.54240.first,candidates.54240.last,candidates.54240.party,candidates.54240.candidateID,candidates.54240.ballotOrder,candidates.54240.polID,candidates.54240.polNum,candidates.54240.electWon,candidates.54241.first,candidates.54241.last,candidates.54241.party,candidates.54241.candidateID,candidates.54241.ballotOrder,candidates.54241.polID,candidates.54241.polNum,candidates.54241.electWon,candidates.54242.first,candidates.54242.last,candidates.54242.party,candidates.54242.candidateID,candidates.54242.ballotOrder,candidates.54242.polID,candidates.54242.polNum,candidates.54242.electWon,candidates.54326.first,candidates.54326.last,candidates.54326.abbrv,candidates.54326.party,candidates.54326.candidateID,candidates.54326.ballotOrder,candidates.54326.polID,candidates.54326.polNum,candidates.54326.electWon,candidates.53965.winnerDateTime
1667968757,2022-11-08 22:39:17 -0600,444e7baf756125a86bedac9f7455307c41fed63a,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,S,U.S. Senate,Patrick,Leahy,Leahy,Dem,51971,1760,48564,True,True,True,311400,99,211453,483698,True,20221108VT46373,2022-11-08,VT,Peter,Welch,Dem,53965,8,58883,48621,0,Gerald,Malloy,GOP,53969,6,71174,50345,0,Ms. Cris,Ericson,Ind,54238,5,1158,49330,0,Mark,Coester,Ind,54239,1,71696,50375,0,Kerry,Raheb,Ind,54240,7,71697,50468,0,Stephen,Duke,Ind,54241,3,71698,50467,0,Dawn,Ellis,Ind,54242,4,71695,49694,0,Natasha,Diamondstone-Kohout,Dmndstn,GPJ,54326,2,71781,50481,0,2022-11-09T00:00:02.636Z
1667969116,2022-11-08 22:45:16 -0600,79682069eac6cae3840febac265b40363b9c51ff,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,S,U.S. Senate,Patrick,Leahy,Leahy,Dem,51971,1760,48564,True,True,True,306508,99,257467,483698,True,20221108VT46373,2022-11-08,VT,Peter,Welch,Dem,53965,8,58883,48621,0,Gerald,Malloy,GOP,53969,6,71174,50345,0,Ms. Cris,Ericson,Ind,54238,5,1158,49330,0,Mark,Coester,Ind,54239,1,71696,50375,0,Kerry,Raheb,Ind,54240,7,71697,50468,0,Stephen,Duke,Ind,54241,3,71698,50467,0,Dawn,Ellis,Ind,54242,4,71695,49694,0,Natasha,Diamondstone-Kohout,Dmndstn,GPJ,54326,2,71781,50481,0,2022-11-09T00:00:02.636Z
1667969984,2022-11-08 22:59:44 -0600,a2fb710992b888fe9f7e47092d88395e89230dfc,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,S,U.S. Senate,Patrick,Leahy,Leahy,Dem,51971,1760,48564,True,True,True,306508,99,258346,483698,True,20221108VT46373,2022-11-08,VT,Peter,Welch,Dem,53965,8,58883,48621,0,Gerald,Malloy,GOP,53969,6,71174,50345,0,Ms. Cris,Ericson,Ind,54238,5,1158,49330,0,Mark,Coester,Ind,54239,1,71696,50375,0,Kerry,Raheb,Ind,54240,7,71697,50468,0,Stephen,Duke,Ind,54241,3,71698,50467,0,Dawn,Ellis,Ind,54242,4,71695,49694,0,Natasha,Diamondstone-Kohout,Dmndstn,GPJ,54326,2,71781,50481,0,2022-11-09T00:00:02.636Z
1667971614,2022-11-08 23:26:54 -0600,3e2db293b352d34f57f22cada11d4f92f345178d,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,S,U.S. Senate,Patrick,Leahy,Leahy,Dem,51971,1760,48564,True,True,True,306508,99,260689,483698,True,20221108VT46373,2022-11-08,VT,Peter,Welch,Dem,53965,8,58883,48621,0,Gerald,Malloy,GOP,53969,6,71174,50345,0,Ms. Cris,Ericson,Ind,54238,5,1158,49330,0,Mark,Coester,Ind,54239,1,71696,50375,0,Kerry,Raheb,Ind,54240,7,71697,50468,0,Stephen,Duke,Ind,54241,3,71698,50467,0,Dawn,Ellis,Ind,54242,4,71695,49694,0,Natasha,Diamondstone-Kohout,Dmndstn,GPJ,54326,2,71781,50481,0,2022-11-09T00:00:02.636Z
1667972585,2022-11-08 23:43:05 -0600,801d3f687be77bd20982c8b22a575eda658a7594,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,S,U.S. Senate,Patrick,Leahy,Leahy,Dem,51971,1760,48564,True,True,True,306508,99,261284,483698,True,20221108VT46373,2022-11-08,VT,Peter,Welch,Dem,53965,8,58883,48621,0,Gerald,Malloy,GOP,53969,6,71174,50345,0,Ms. Cris,Ericson,Ind,54238,5,1158,49330,0,Mark,Coester,Ind,54239,1,71696,50375,0,Kerry,Raheb,Ind,54240,7,71697,50468,0,Stephen,Duke,Ind,54241,3,71698,50467,0,Dawn,Ellis,Ind,54242,4,71695,49694,0,Natasha,Diamondstone-Kohout,Dmndstn,GPJ,54326,2,71781,50481,0,2022-11-09T00:00:02.636Z
1667975568,2022-11-09 00:32:48 -0600,0b16058e032a73c78e2e4b787403862608e151dd,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,S,U.S. Senate,Patrick,Leahy,Leahy,Dem,51971,1760,48564,True,True,True,306508,99,261860,483698,True,20221108VT46373,2022-11-08,VT,Peter,Welch,Dem,53965,8,58883,48621,0,Gerald,Malloy,GOP,53969,6,71174,50345,0,Ms. Cris,Ericson,Ind,54238,5,1158,49330,0,Mark,Coester,Ind,54239,1,71696,50375,0,Kerry,Raheb,Ind,54240,7,71697,50468,0,Stephen,Duke,Ind,54241,3,71698,50467,0,Dawn,Ellis,Ind,54242,4,71695,49694,0,Natasha,Diamondstone-Kohout,Dmndstn,GPJ,54326,2,71781,50481,0,2022-11-09T00:00:02.636Z
1667975609,2022-11-09 00:33:29 -0600,62fa28ab1db323241f81f05574f15005f7d100fe,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,S,U.S. Senate,Patrick,Leahy,Leahy,Dem,51971,1760,48564,True,True,True,306508,99,261284,483698,True,20221108VT46373,2022-11-08,VT,Peter,Welch,Dem,53965,8,58883,48621,0,Gerald,Malloy,GOP,53969,6,71174,50345,0,Ms. Cris,Ericson,Ind,54238,5,1158,49330,0,Mark,Coester,Ind,54239,1,71696,50375,0,Kerry,Raheb,Ind,54240,7,71697,50468,0,Stephen,Duke,Ind,54241,3,71698,50467,0,Dawn,Ellis,Ind,54242,4,71695,49694,0,Natasha,Diamondstone-Kohout,Dmndstn,GPJ,54326,2,71781,50481,0,2022-11-09T00:00:02.636Z
1667975652,2022-11-09 00:34:12 -0600,d498600900e4c0350d8f00907a8e8a97bd48aba6,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,S,U.S. Senate,Patrick,Leahy,Leahy,Dem,51971,1760,48564,True,True,True,306508,99,261860,483698,True,20221108VT46373,2022-11-08,VT,Peter,Welch,Dem,53965,8,58883,48621,0,Gerald,Malloy,GOP,53969,6,71174,50345,0,Ms. Cris,Ericson,Ind,54238,5,1158,49330,0,Mark,Coester,Ind,54239,1,71696,50375,0,Kerry,Raheb,Ind,54240,7,71697,50468,0,Stephen,Duke,Ind,54241,3,71698,50467,0,Dawn,Ellis,Ind,54242,4,71695,49694,0,Natasha,Diamondstone-Kohout,Dmndstn,GPJ,54326,2,71781,50481,0,2022-11-09T00:00:02.636Z
1667979845,2022-11-09 01:44:05 -0600,56f55ff2a859e10bf2feb3a958e483acbe185172,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,S,U.S. Senate,Patrick,Leahy,Leahy,Dem,51971,1760,48564,True,True,True,306508,99,278986,483698,True,20221108VT46373,2022-11-08,VT,Peter,Welch,Dem,53965,8,58883,48621,0,Gerald,Malloy,GOP,53969,6,71174,50345,0,Ms. Cris,Ericson,Ind,54238,5,1158,49330,0,Mark,Coester,Ind,54239,1,71696,50375,0,Kerry,Raheb,Ind,54240,7,71697,50468,0,Stephen,Duke,Ind,54241,3,71698,50467,0,Dawn,Ellis,Ind,54242,4,71695,49694,0,Natasha,Diamondstone-Kohout,Dmndstn,GPJ,54326,2,71781,50481,0,2022-11-09T00:00:02.636Z
1667980673,2022-11-09 01:57:53 -0600,8a7dca48f9ace0440c702512ea351f0c51b77c4d,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,S,U.S. Senate,Patrick,Leahy,Leahy,Dem,51971,1760,48564,True,True,True,306508,99,284853,483698,True,20221108VT46373,2022-11-08,VT,Peter,Welch,Dem,53965,8,58883,48621,0,Gerald,Malloy,GOP,53969,6,71174,50345,0,Ms. Cris,Ericson,Ind,54238,5,1158,49330,0,Mark,Coester,Ind,54239,1,71696,50375,0,Kerry,Raheb,Ind,54240,7,71697,50468,0,Stephen,Duke,Ind,54241,3,71698,50467,0,Dawn,Ellis,Ind,54242,4,71695,49694,0,Natasha,Diamondstone-Kohout,Dmndstn,GPJ,54326,2,71781,50481,0,2022-11-09T00:00:02.636Z
1667984162,2022-11-09 02:56:02 -0600,b6b6d8a3f4801ed3185f0ad55bce4f5decede761,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,S,U.S. Senate,Patrick,Leahy,Leahy,Dem,51971,1760,48564,True,True,True,290666,99,284853,483698,True,20221108VT46373,2022-11-08,VT,Peter,Welch,Dem,53965,8,58883,48621,0,Gerald,Malloy,GOP,53969,6,71174,50345,0,Ms. Cris,Ericson,Ind,54238,5,1158,49330,0,Mark,Coester,Ind,54239,1,71696,50375,0,Kerry,Raheb,Ind,54240,7,71697,50468,0,Stephen,Duke,Ind,54241,3,71698,50467,0,Dawn,Ellis,Ind,54242,4,71695,49694,0,Natasha,Diamondstone-Kohout,Dmndstn,GPJ,54326,2,71781,50481,0,2022-11-09T00:00:02.636Z
1667985336,2022-11-09 03:15:36 -0600,e680c144e30a7078448ff3666071965db0334e66,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,S,U.S. Senate,Patrick,Leahy,Leahy,Dem,51971,1760,48564,True,True,True,287730,99,284853,483698,True,20221108VT46373,2022-11-08,VT,Peter,Welch,Dem,53965,8,58883,48621,0,Gerald,Malloy,GOP,53969,6,71174,50345,0,Ms. Cris,Ericson,Ind,54238,5,1158,49330,0,Mark,Coester,Ind,54239,1,71696,50375,0,Kerry,Raheb,Ind,54240,7,71697,50468,0,Stephen,Duke,Ind,54241,3,71698,50467,0,Dawn,Ellis,Ind,54242,4,71695,49694,0,Natasha,Diamondstone-Kohout,Dmndstn,GPJ,54326,2,71781,50481,0,2022-11-09T00:00:02.636Z
1668014726,2022-11-09 11:25:26 -0600,a32677c4e760138ae75c3352c8387e02c07ff2e9,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,S,U.S. Senate,Patrick,Leahy,Leahy,Dem,51971,1760,48564,True,True,True,287730,99,285370,483698,True,20221108VT46373,2022-11-08,VT,Peter,Welch,Dem,53965,8,58883,48621,0,Gerald,Malloy,GOP,53969,6,71174,50345,0,Ms. Cris,Ericson,Ind,54238,5,1158,49330,0,Mark,Coester,Ind,54239,1,71696,50375,0,Kerry,Raheb,Ind,54240,7,71697,50468,0,Stephen,Duke,Ind,54241,3,71698,50467,0,Dawn,Ellis,Ind,54242,4,71695,49694,0,Natasha,Diamondstone-Kohout,Dmndstn,GPJ,54326,2,71781,50481,0,2022-11-09T00:00:02.636Z
1668183560,2022-11-11 10:19:20 -0600,1663057a622df8c74b7b870a7fa5374d1df33338,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,S,U.S. Senate,Patrick,Leahy,Leahy,Dem,51971,1760,48564,True,True,True,287730,99,285110,483698,True,20221108VT46373,2022-11-08,VT,Peter,Welch,Dem,53965,8,58883,48621,0,Gerald,Malloy,GOP,53969,6,71174,50345,0,Ms. Cris,Ericson,Ind,54238,5,1158,49330,0,Mark,Coester,Ind,54239,1,71696,50375,0,Kerry,Raheb,Ind,54240,7,71697,50468,0,Stephen,Duke,Ind,54241,3,71698,50467,0,Dawn,Ellis,Ind,54242,4,71695,49694,0,Natasha,Diamondstone-Kohout,Dmndstn,GPJ,54326,2,71781,50481,0,2022-11-09T00:00:02.636Z
1668541865,2022-11-15 13:51:05 -0600,ada72a2b6c6d21e0335508cbd3b4fabc8963c547,VT-20221108_Eday80,46,General,G,Gathering Certified Results,Called,S,U.S. Senate,Patrick,Leahy,Leahy,Dem,51971,1760,48564,True,True,True,285144,100,285110,483698,True,20221108VT46373,2022-11-08,VT,Peter,Welch,Dem,53965,8,58883,48621,0,Gerald,Malloy,GOP,53969,6,71174,50345,0,Ms. Cris,Ericson,Ind,54238,5,1158,49330,0,Mark,Coester,Ind,54239,1,71696,50375,0,Kerry,Raheb,Ind,54240,7,71697,50468,0,Stephen,Duke,Ind,54241,3,71698,50467,0,Dawn,Ellis,Ind,54242,4,71695,49694,0,Natasha,Diamondstone-Kohout,Dmndstn,GPJ,54326,2,71781,50481,0,2022-11-09T00:00:02.636Z
1668613522,2022-11-16 09:45:22 -0600,7d9c1ff425a0645f13430906359823fd78abc062,VT-20221108_Eday80,46,General,G,Gathering Certified Results,Called,S,U.S. Senate,Patrick,Leahy,Leahy,Dem,51971,1760,48564,True,True,True,286485,100,286485,483698,True,20221108VT46373,2022-11-08,VT,Peter,Welch,Dem,53965,8,58883,48621,0,Gerald,Malloy,GOP,53969,6,71174,50345,0,Ms. Cris,Ericson,Ind,54238,5,1158,49330,0,Mark,Coester,Ind,54239,1,71696,50375,0,Kerry,Raheb,Ind,54240,7,71697,50468,0,Stephen,Duke,Ind,54241,3,71698,50467,0,Dawn,Ellis,Ind,54242,4,71695,49694,0,Natasha,Diamondstone-Kohout,Dmndstn,GPJ,54326,2,71781,50481,0,2022-11-09T00:00:02.636Z
1668702374,2022-11-17 10:26:14 -0600,f1fc5bb6f08df70ddfbaad85eb670f9f7c0b55ae,VT-20221108_Eday80,46,General,G,Vote Certified,Called,S,U.S. Senate,Patrick,Leahy,Leahy,Dem,51971,1760,48564,True,True,True,286485,100,285110,483698,True,20221108VT46373,2022-11-08,VT,Peter,Welch,Dem,53965,8,58883,48621,0,Gerald,Malloy,GOP,53969,6,71174,50345,0,Ms. Cris,Ericson,Ind,54238,5,1158,49330,0,Mark,Coester,Ind,54239,1,71696,50375,0,Kerry,Raheb,Ind,54240,7,71697,50468,0,Stephen,Duke,Ind,54241,3,71698,50467,0,Dawn,Ellis,Ind,54242,4,71695,49694,0,Natasha,Diamondstone-Kohout,Dmndstn,GPJ,54326,2,71781,50481,0,2022-11-09T00:00:02.636Z
