captureTimestamp,captureDateTime,captureRevision,statePostal,reportingunitID,reportingunitLevel,pollClosingTime,level,fipsCode,electTotal,lastUpdated,precinctsReporting,eevp,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,candidates.3.candidateID,candidates.3.voteCount,candidates.3.votePct,candidates.4.candidateID,candidates.4.voteCount,candidates.4.votePct,candidates.5.candidateID,candidates.5.voteCount,candidates.5.votePct,candidates.6.candidateID,candidates.6.voteCount,candidates.6.votePct,candidates.7.candidateID,candidates.7.voteCount,candidates.7.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,VT,50011,2,2022-11-09T00:00:00.000Z,FIPSCode,50011,0,2022-11-07T22:58:29.878Z,0,0.0,18,0.0,53965,0,0.0,54238,0,0.0,54242,0,0.0,53969,0,0.0,54239,0,0.0,54241,0,0.0,54240,0,0.0,54326,0,0.0,22042,99.0,0,37518,0,0
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,VT,50011,2,2022-11-09T00:00:00.000Z,FIPSCode,50011,0,2022-11-08T19:43:47.094Z,0,0.0,18,0.0,53965,0,0.0,54238,0,0.0,54242,0,0.0,53969,0,0.0,54239,0,0.0,54241,0,0.0,54240,0,0.0,54326,0,0.0,21904,99.0,0,37518,0,0
1667952254,2022-11-09 00:04:14 +0000,01f078a675119f6cdf4e095b5cc2a41189aff91c,VT,50011,2,2022-11-09T00:00:00.000Z,FIPSCode,50011,0,2022-11-09T00:00:04.409Z,0,0.0,18,0.0,53965,0,0.0,54238,0,0.0,54242,0,0.0,53969,0,0.0,54239,0,0.0,54241,0,0.0,54240,0,0.0,54326,0,0.0,21904,99.0,0,37518,0,0
1667953518,2022-11-09 00:25:18 +0000,c5fd4e03c2339afc5fd044a64f91f261b7e7cfa1,VT,50011,2,2022-11-09T00:00:00.000Z,FIPSCode,50011,0,2022-11-09T00:00:04.409Z,0,0.0,18,0.0,53965,0,0.0,54238,0,0.0,54242,0,0.0,53969,0,0.0,54239,0,0.0,54241,0,0.0,54240,0,0.0,54326,0,0.0,21904,99.0,0,37518,0,0
1667954620,2022-11-09 00:43:40 +0000,390deeca213dc77033625c9727e9139ac530f13c,VT,50011,2,2022-11-09T00:00:00.000Z,FIPSCode,50011,0,2022-11-09T00:00:04.409Z,0,0.0,18,0.0,53965,0,0.0,54238,0,0.0,54242,0,0.0,53969,0,0.0,54239,0,0.0,54241,0,0.0,54240,0,0.0,54326,0,0.0,21904,99.0,0,37518,0,0
1667954884,2022-11-09 00:48:04 +0000,8f544a76833fbb21dc3fbc0ce7b73e3714be8529,VT,50011,2,2022-11-09T00:00:00.000Z,FIPSCode,50011,0,2022-11-09T00:43:58.011Z,1,3.17,18,5.56,53965,350,50.43,53969,325,46.83,54240,6,0.86,54242,4,0.58,54238,3,0.43,54239,3,0.43,54241,3,0.43,54326,0,0.0,21904,99.0,694,37518,1,1
1667955430,2022-11-09 00:57:10 +0000,e9bf9bc2954735d2abe72015bd1ac602b27e7679,VT,50011,2,2022-11-09T00:00:00.000Z,FIPSCode,50011,0,2022-11-09T00:43:58.011Z,1,3.17,18,5.56,53965,350,50.43,53969,325,46.83,54240,6,0.86,54242,4,0.58,54238,3,0.43,54239,3,0.43,54241,3,0.43,54326,0,0.0,21904,99.0,694,37518,1,1
1667955702,2022-11-09 01:01:42 +0000,f6f1267e463cf8ecb93583f1dab12bfae681d775,VT,50011,2,2022-11-09T00:00:00.000Z,FIPSCode,50011,0,2022-11-09T00:59:15.979Z,2,5.52,18,11.11,53965,604,49.92,53969,581,48.02,54242,6,0.5,54240,6,0.5,54239,5,0.41,54238,3,0.25,54241,3,0.25,54326,2,0.17,21904,99.0,1210,37518,2,2
1667956006,2022-11-09 01:06:46 +0000,01cc2f6d0039b2fcb59e03eced60e58dcb253844,VT,50011,2,2022-11-09T00:00:00.000Z,FIPSCode,50011,0,2022-11-09T01:03:01.809Z,2,5.55,18,11.11,53965,604,49.92,53969,581,48.02,54242,6,0.5,54240,6,0.5,54239,5,0.41,54238,3,0.25,54241,3,0.25,54326,2,0.17,21813,99.0,1210,37518,2,2
1667956272,2022-11-09 01:11:12 +0000,e9730fe8cd073de363599251493da8f113e7bb60,VT,50011,2,2022-11-09T00:00:00.000Z,FIPSCode,50011,0,2022-11-09T01:03:01.809Z,2,5.55,18,11.11,53965,604,49.92,53969,581,48.02,54242,6,0.5,54240,6,0.5,54239,5,0.41,54238,3,0.25,54241,3,0.25,54326,2,0.17,21813,99.0,1210,37518,2,2
1667956547,2022-11-09 01:15:47 +0000,8138046ce1ccc9e37269480764f23b8c9cec781a,VT,50011,2,2022-11-09T00:00:00.000Z,FIPSCode,50011,0,2022-11-09T01:03:01.809Z,2,5.55,18,11.11,53965,604,49.92,53969,581,48.02,54242,6,0.5,54240,6,0.5,54239,5,0.41,54238,3,0.25,54241,3,0.25,54326,2,0.17,21813,99.0,1210,37518,2,2
1667956832,2022-11-09 01:20:32 +0000,83b25784602daed92be104db5cf5a6446230f2d5,VT,50011,2,2022-11-09T00:00:00.000Z,FIPSCode,50011,0,2022-11-09T01:14:44.286Z,2,5.55,18,11.11,53965,604,49.92,53969,581,48.02,54242,6,0.5,54240,6,0.5,54239,5,0.41,54238,3,0.25,54241,3,0.25,54326,2,0.17,21815,99.0,1210,37518,2,2
1667957119,2022-11-09 01:25:19 +0000,6d7ee88678b17ac3babfbeca22c88d840ddf7ac8,VT,50011,2,2022-11-09T00:00:00.000Z,FIPSCode,50011,0,2022-11-09T01:21:22.079Z,3,11.21,18,16.67,53969,1216,49.71,53965,1183,48.36,54242,18,0.74,54239,9,0.37,54240,8,0.33,54241,5,0.2,54238,4,0.16,54326,3,0.12,21815,99.0,2446,37518,3,3
1667957430,2022-11-09 01:30:30 +0000,03f90a735487a191903970f5b59ebf51d460c3e0,VT,50011,2,2022-11-09T00:00:00.000Z,FIPSCode,50011,0,2022-11-09T01:21:22.079Z,3,11.21,18,16.67,53969,1216,49.71,53965,1183,48.36,54242,18,0.74,54239,9,0.37,54240,8,0.33,54241,5,0.2,54238,4,0.16,54326,3,0.12,21815,99.0,2446,37518,3,3
1667957715,2022-11-09 01:35:15 +0000,97cbc8b93cc842818a0fba948144842c3e8d51f0,VT,50011,2,2022-11-09T00:00:00.000Z,FIPSCode,50011,0,2022-11-09T01:21:22.079Z,3,11.21,18,16.67,53969,1216,49.71,53965,1183,48.36,54242,18,0.74,54239,9,0.37,54240,8,0.33,54241,5,0.2,54238,4,0.16,54326,3,0.12,21815,99.0,2446,37518,3,3
1667957993,2022-11-09 01:39:53 +0000,af6b7ce58befb45bf1dd57f93615d5da519d3770,VT,50011,2,2022-11-09T00:00:00.000Z,FIPSCode,50011,0,2022-11-09T01:21:22.079Z,3,11.21,18,16.67,53969,1216,49.71,53965,1183,48.36,54242,18,0.74,54239,9,0.37,54240,8,0.33,54241,5,0.2,54238,4,0.16,54326,3,0.12,21815,99.0,2446,37518,3,3
1667958273,2022-11-09 01:44:33 +0000,4199c67ba64ae17927c85a89877c89e59a577ae0,VT,50011,2,2022-11-09T00:00:00.000Z,FIPSCode,50011,0,2022-11-09T01:39:39.253Z,3,11.21,18,16.67,53969,1216,49.71,53965,1183,48.36,54242,18,0.74,54239,9,0.37,54240,8,0.33,54241,5,0.2,54238,4,0.16,54326,3,0.12,21815,99.0,2446,37518,3,3
1667958559,2022-11-09 01:49:19 +0000,0a6694bb1cdd9734aff1178f6a5894d33a1a95cc,VT,50011,2,2022-11-09T00:00:00.000Z,FIPSCode,50011,0,2022-11-09T01:39:39.253Z,3,11.21,18,16.67,53969,1216,49.71,53965,1183,48.36,54242,18,0.74,54239,9,0.37,54240,8,0.33,54241,5,0.2,54238,4,0.16,54326,3,0.12,21815,99.0,2446,37518,3,3
1667958843,2022-11-09 01:54:03 +0000,cdc0d2ad2c3afd665dd741c97f9de238aafb3cf6,VT,50011,2,2022-11-09T00:00:00.000Z,FIPSCode,50011,0,2022-11-09T01:52:43.677Z,5,16.94,18,27.78,53965,1922,52.37,53969,1671,45.53,54242,28,0.76,54240,14,0.38,54241,12,0.33,54239,11,0.3,54238,7,0.19,54326,5,0.14,21666,99.0,3670,37518,5,4
1667959124,2022-11-09 01:58:44 +0000,ebdb2f4efab49b8071a842b145008e58069ff969,VT,50011,2,2022-11-09T00:00:00.000Z,FIPSCode,50011,0,2022-11-09T01:52:43.677Z,5,16.94,18,27.78,53965,1922,52.37,53969,1671,45.53,54242,28,0.76,54240,14,0.38,54241,12,0.33,54239,11,0.3,54238,7,0.19,54326,5,0.14,21666,99.0,3670,37518,5,4
1667959410,2022-11-09 02:03:30 +0000,98a277291480f2bee1271d939218798a5aa6ad2a,VT,50011,2,2022-11-09T00:00:00.000Z,FIPSCode,50011,0,2022-11-09T01:52:43.677Z,5,16.94,18,27.78,53965,1922,52.37,53969,1671,45.53,54242,28,0.76,54240,14,0.38,54241,12,0.33,54239,11,0.3,54238,7,0.19,54326,5,0.14,21666,99.0,3670,37518,5,4
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,VT,50011,2,2022-11-09T00:00:00.000Z,FIPSCode,50011,0,2022-11-09T01:52:43.677Z,5,16.94,18,27.78,53965,1922,52.37,53969,1671,45.53,54242,28,0.76,54240,14,0.38,54241,12,0.33,54239,11,0.3,54238,7,0.19,54326,5,0.14,21666,99.0,3670,37518,5,4
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,VT,50011,2,2022-11-09T00:00:00.000Z,FIPSCode,50011,0,2022-11-09T01:52:43.677Z,5,16.94,18,27.78,53965,1922,52.37,53969,1671,45.53,54242,28,0.76,54240,14,0.38,54241,12,0.33,54239,11,0.3,54238,7,0.19,54326,5,0.14,21666,99.0,3670,37518,5,4
1667960264,2022-11-09 02:17:44 +0000,e239f4bcca07deff3069ebbdd016fa8b8d41d752,VT,50011,2,2022-11-09T00:00:00.000Z,FIPSCode,50011,0,2022-11-09T02:14:30.764Z,6,19.57,18,33.33,53965,2220,52.35,53969,1935,45.63,54242,31,0.73,54240,14,0.33,54239,12,0.28,54241,12,0.28,54238,10,0.24,54326,7,0.17,21666,99.0,4241,37518,6,5
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,VT,50011,2,2022-11-09T00:00:00.000Z,FIPSCode,50011,0,2022-11-09T02:17:57.292Z,6,19.79,18,33.33,53965,2220,52.35,53969,1935,45.63,54242,31,0.73,54240,14,0.33,54239,12,0.28,54241,12,0.28,54238,10,0.24,54326,7,0.17,21428,99.0,4241,37518,6,5
1667960816,2022-11-09 02:26:56 +0000,8a1624065b18c7c6c4408259c296b51116c46c3f,VT,50011,2,2022-11-09T00:00:00.000Z,FIPSCode,50011,0,2022-11-09T02:17:57.292Z,6,19.79,18,33.33,53965,2220,52.35,53969,1935,45.63,54242,31,0.73,54240,14,0.33,54239,12,0.28,54241,12,0.28,54238,10,0.24,54326,7,0.17,21428,99.0,4241,37518,6,5
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,VT,50011,2,2022-11-09T00:00:00.000Z,FIPSCode,50011,0,2022-11-09T02:17:57.292Z,6,19.79,18,33.33,53965,2220,52.35,53969,1935,45.63,54242,31,0.73,54240,14,0.33,54239,12,0.28,54241,12,0.28,54238,10,0.24,54326,7,0.17,21428,99.0,4241,37518,6,5
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,VT,50011,2,2022-11-09T00:00:00.000Z,FIPSCode,50011,0,2022-11-09T02:34:17.390Z,7,28.36,18,38.89,53965,3220,53.0,53969,2721,44.78,54242,46,0.76,54240,21,0.35,54239,19,0.31,54241,18,0.3,54238,16,0.26,54326,15,0.25,21428,99.0,6076,37518,7,7
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,VT,50011,2,2022-11-09T00:00:00.000Z,FIPSCode,50011,0,2022-11-09T02:38:16.546Z,10,46.1,18,55.56,53965,5386,55.45,53969,4071,41.91,54242,92,0.95,54239,38,0.39,54240,36,0.37,54238,33,0.34,54241,29,0.3,54326,28,0.29,21068,99.0,9713,37518,10,10
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,VT,50011,2,2022-11-09T00:00:00.000Z,FIPSCode,50011,0,2022-11-09T02:41:35.128Z,10,44.82,18,55.56,53965,5386,55.45,53969,4071,41.91,54242,92,0.95,54239,38,0.39,54240,36,0.37,54238,33,0.34,54241,29,0.3,54326,28,0.29,21673,99.0,9713,37518,10,10
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,VT,50011,2,2022-11-09T00:00:00.000Z,FIPSCode,50011,0,2022-11-09T02:41:35.128Z,10,44.82,18,55.56,53965,5386,55.45,53969,4071,41.91,54242,92,0.95,54239,38,0.39,54240,36,0.37,54238,33,0.34,54241,29,0.3,54326,28,0.29,21673,99.0,9713,37518,10,10
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,VT,50011,2,2022-11-09T00:00:00.000Z,FIPSCode,50011,0,2022-11-09T02:51:24.737Z,10,44.82,18,55.56,53965,5386,55.45,53969,4071,41.91,54242,92,0.95,54239,38,0.39,54240,36,0.37,54238,33,0.34,54241,29,0.3,54326,28,0.29,21673,99.0,9713,37518,10,10
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,VT,50011,2,2022-11-09T00:00:00.000Z,FIPSCode,50011,0,2022-11-09T02:51:24.737Z,10,44.82,18,55.56,53965,5386,55.45,53969,4071,41.91,54242,92,0.95,54239,38,0.39,54240,36,0.37,54238,33,0.34,54241,29,0.3,54326,28,0.29,21673,99.0,9713,37518,10,10
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,VT,50011,2,2022-11-09T00:00:00.000Z,FIPSCode,50011,0,2022-11-09T03:01:06.027Z,10,44.82,18,55.56,53965,5386,55.45,53969,4071,41.91,54242,92,0.95,54239,38,0.39,54240,36,0.37,54238,33,0.34,54241,29,0.3,54326,28,0.29,21673,99.0,9713,37518,10,10
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,VT,50011,2,2022-11-09T00:00:00.000Z,FIPSCode,50011,0,2022-11-09T03:01:06.027Z,10,44.82,18,55.56,53965,5386,55.45,53969,4071,41.91,54242,92,0.95,54239,38,0.39,54240,36,0.37,54238,33,0.34,54241,29,0.3,54326,28,0.29,21673,99.0,9713,37518,10,10
