captureTimestamp,captureDateTime,captureRevision,statePostal,reportingunitID,reportingunitLevel,pollClosingTime,level,fipsCode,electTotal,lastUpdated,precinctsReporting,eevp,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,candidates.3.candidateID,candidates.3.voteCount,candidates.3.votePct,candidates.4.candidateID,candidates.4.voteCount,candidates.4.votePct,candidates.5.candidateID,candidates.5.voteCount,candidates.5.votePct,candidates.6.candidateID,candidates.6.voteCount,candidates.6.votePct,candidates.7.candidateID,candidates.7.voteCount,candidates.7.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,VT,50019,2,2022-11-09T00:00:00.000Z,FIPSCode,50019,0,2022-11-07T22:58:29.958Z,0,0.0,19,0.0,53965,0,0.0,54238,0,0.0,54242,0,0.0,53969,0,0.0,54239,0,0.0,54241,0,0.0,54240,0,0.0,54326,0,0.0,11983,99.0,0,21340,0,0
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,VT,50019,2,2022-11-09T00:00:00.000Z,FIPSCode,50019,0,2022-11-08T19:43:47.114Z,0,0.0,19,0.0,53965,0,0.0,54238,0,0.0,54242,0,0.0,53969,0,0.0,54239,0,0.0,54241,0,0.0,54240,0,0.0,54326,0,0.0,12080,99.0,0,21340,0,0
1667952254,2022-11-09 00:04:14 +0000,01f078a675119f6cdf4e095b5cc2a41189aff91c,VT,50019,2,2022-11-09T00:00:00.000Z,FIPSCode,50019,0,2022-11-09T00:00:04.409Z,0,0.0,19,0.0,53965,0,0.0,54238,0,0.0,54242,0,0.0,53969,0,0.0,54239,0,0.0,54241,0,0.0,54240,0,0.0,54326,0,0.0,12080,99.0,0,21340,0,0
1667953518,2022-11-09 00:25:18 +0000,c5fd4e03c2339afc5fd044a64f91f261b7e7cfa1,VT,50019,2,2022-11-09T00:00:00.000Z,FIPSCode,50019,0,2022-11-09T00:00:04.409Z,0,0.0,19,0.0,53965,0,0.0,54238,0,0.0,54242,0,0.0,53969,0,0.0,54239,0,0.0,54241,0,0.0,54240,0,0.0,54326,0,0.0,12080,99.0,0,21340,0,0
1667954620,2022-11-09 00:43:40 +0000,390deeca213dc77033625c9727e9139ac530f13c,VT,50019,2,2022-11-09T00:00:00.000Z,FIPSCode,50019,0,2022-11-09T00:41:42.681Z,1,4.97,19,5.26,53965,315,52.68,53969,262,43.81,54238,5,0.84,54242,5,0.84,54239,5,0.84,54241,3,0.5,54240,2,0.33,54326,1,0.17,12024,99.0,598,21340,1,1
1667954884,2022-11-09 00:48:04 +0000,8f544a76833fbb21dc3fbc0ce7b73e3714be8529,VT,50019,2,2022-11-09T00:00:00.000Z,FIPSCode,50019,0,2022-11-09T00:41:42.681Z,1,4.97,19,5.26,53965,315,52.68,53969,262,43.81,54238,5,0.84,54242,5,0.84,54239,5,0.84,54241,3,0.5,54240,2,0.33,54326,1,0.17,12024,99.0,598,21340,1,1
1667955430,2022-11-09 00:57:10 +0000,e9bf9bc2954735d2abe72015bd1ac602b27e7679,VT,50019,2,2022-11-09T00:00:00.000Z,FIPSCode,50019,0,2022-11-09T00:41:42.681Z,1,4.97,19,5.26,53965,315,52.68,53969,262,43.81,54238,5,0.84,54242,5,0.84,54239,5,0.84,54241,3,0.5,54240,2,0.33,54326,1,0.17,12024,99.0,598,21340,1,1
1667955702,2022-11-09 01:01:42 +0000,f6f1267e463cf8ecb93583f1dab12bfae681d775,VT,50019,2,2022-11-09T00:00:00.000Z,FIPSCode,50019,0,2022-11-09T00:41:42.681Z,1,4.97,19,5.26,53965,315,52.68,53969,262,43.81,54238,5,0.84,54242,5,0.84,54239,5,0.84,54241,3,0.5,54240,2,0.33,54326,1,0.17,12024,99.0,598,21340,1,1
1667956006,2022-11-09 01:06:46 +0000,01cc2f6d0039b2fcb59e03eced60e58dcb253844,VT,50019,2,2022-11-09T00:00:00.000Z,FIPSCode,50019,0,2022-11-09T00:41:42.681Z,1,4.97,19,5.26,53965,315,52.68,53969,262,43.81,54238,5,0.84,54242,5,0.84,54239,5,0.84,54241,3,0.5,54240,2,0.33,54326,1,0.17,12024,99.0,598,21340,1,1
1667956272,2022-11-09 01:11:12 +0000,e9730fe8cd073de363599251493da8f113e7bb60,VT,50019,2,2022-11-09T00:00:00.000Z,FIPSCode,50019,0,2022-11-09T00:41:42.681Z,1,4.97,19,5.26,53965,315,52.68,53969,262,43.81,54238,5,0.84,54242,5,0.84,54239,5,0.84,54241,3,0.5,54240,2,0.33,54326,1,0.17,12024,99.0,598,21340,1,1
