captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.13061.first,candidates.13061.last,candidates.13061.incumbent,candidates.13061.party,candidates.13061.candidateID,candidates.13061.ballotOrder,candidates.13061.polID,candidates.13061.polNum,candidates.13061.electWon,candidates.13882.first,candidates.13882.last,candidates.13882.party,candidates.13882.candidateID,candidates.13882.ballotOrder,candidates.13882.polID,candidates.13882.polNum,candidates.13882.electWon,candidates.14099.first,candidates.14099.last,candidates.14099.party,candidates.14099.candidateID,candidates.14099.ballotOrder,candidates.14099.polID,candidates.14099.polNum,candidates.14099.electWon,candidates.14100.first,candidates.14100.last,candidates.14100.party,candidates.14100.candidateID,candidates.14100.ballotOrder,candidates.14100.polID,candidates.14100.polNum,candidates.14100.electWon,candidates.14101.first,candidates.14101.last,candidates.14101.party,candidates.14101.candidateID,candidates.14101.ballotOrder,candidates.14101.polID,candidates.14101.polNum,candidates.14101.electWon,candidates.13061.winnerDateTime,isCertified
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,338830,99,206380,970368,True,20221108CO6614,2022-11-08,CO,13061,Joe,Neguse,True,Dem,13061,1,67047,8893,0.0,Marshall,Dawson,GOP,13882,2,70788,9635,0.0,Gary,Nation,AmC,14099,3,71792,9790,0.0,Tim,Wolf,Uty,14100,4,71790,9791,0.0,Steve,Yurash,Oth,14101,5,71791,9792,0.0,2022-11-09T03:56:05.806Z,
1667967592,2022-11-08 22:19:52 -0600,bb461283809479aaf92a1a30cba63636f0c85695,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,338889,99,215889,970368,True,20221108CO6614,2022-11-08,CO,13061,Joe,Neguse,True,Dem,13061,1,67047,8893,0.0,Marshall,Dawson,GOP,13882,2,70788,9635,0.0,Gary,Nation,AmC,14099,3,71792,9790,0.0,Tim,Wolf,Uty,14100,4,71790,9791,0.0,Steve,Yurash,Oth,14101,5,71791,9792,0.0,2022-11-09T03:56:05.806Z,
1667968361,2022-11-08 22:32:41 -0600,0b888fe41bc653990f05b2c6fe09da530560e7a3,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,338889,99,216576,970368,True,20221108CO6614,2022-11-08,CO,13061,Joe,Neguse,True,Dem,13061,1,67047,8893,0.0,Marshall,Dawson,GOP,13882,2,70788,9635,0.0,Gary,Nation,AmC,14099,3,71792,9790,0.0,Tim,Wolf,Uty,14100,4,71790,9791,0.0,Steve,Yurash,Oth,14101,5,71791,9792,0.0,2022-11-09T03:56:05.806Z,
1667968406,2022-11-08 22:33:26 -0600,9894c9990b429281fa1911dc561355d202f43cc4,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,338889,99,215889,970368,True,20221108CO6614,2022-11-08,CO,13061,Joe,Neguse,True,Dem,13061,1,67047,8893,0.0,Marshall,Dawson,GOP,13882,2,70788,9635,0.0,Gary,Nation,AmC,14099,3,71792,9790,0.0,Tim,Wolf,Uty,14100,4,71790,9791,0.0,Steve,Yurash,Oth,14101,5,71791,9792,0.0,2022-11-09T03:56:05.806Z,
1667968451,2022-11-08 22:34:11 -0600,ec7c4c2fbdf80046dac3b25dd67b45de79385a9e,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,338889,99,216576,970368,True,20221108CO6614,2022-11-08,CO,13061,Joe,Neguse,True,Dem,13061,1,67047,8893,0.0,Marshall,Dawson,GOP,13882,2,70788,9635,0.0,Gary,Nation,AmC,14099,3,71792,9790,0.0,Tim,Wolf,Uty,14100,4,71790,9791,0.0,Steve,Yurash,Oth,14101,5,71791,9792,0.0,2022-11-09T03:56:05.806Z,
1667969334,2022-11-08 22:48:54 -0600,564b670a16af98b12d8c8533dac3052916cfa498,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,338311,99,225481,970368,True,20221108CO6614,2022-11-08,CO,13061,Joe,Neguse,True,Dem,13061,1,67047,8893,0.0,Marshall,Dawson,GOP,13882,2,70788,9635,0.0,Gary,Nation,AmC,14099,3,71792,9790,0.0,Tim,Wolf,Uty,14100,4,71790,9791,0.0,Steve,Yurash,Oth,14101,5,71791,9792,0.0,2022-11-09T03:56:05.806Z,
1667970985,2022-11-08 23:16:25 -0600,458b8c029ed943a1966fd047ace4d102323e3185,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,338311,99,226465,970368,True,20221108CO6614,2022-11-08,CO,13061,Joe,Neguse,True,Dem,13061,1,67047,8893,0.0,Marshall,Dawson,GOP,13882,2,70788,9635,0.0,Gary,Nation,AmC,14099,3,71792,9790,0.0,Tim,Wolf,Uty,14100,4,71790,9791,0.0,Steve,Yurash,Oth,14101,5,71791,9792,0.0,2022-11-09T03:56:05.806Z,
1667972675,2022-11-08 23:44:35 -0600,abc190fd74975557bf2546720ebdf83a0ace1d57,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,338863,99,227117,970368,True,20221108CO6614,2022-11-08,CO,13061,Joe,Neguse,True,Dem,13061,1,67047,8893,0.0,Marshall,Dawson,GOP,13882,2,70788,9635,0.0,Gary,Nation,AmC,14099,3,71792,9790,0.0,Tim,Wolf,Uty,14100,4,71790,9791,0.0,Steve,Yurash,Oth,14101,5,71791,9792,0.0,2022-11-09T03:56:05.806Z,
1667973512,2022-11-08 23:58:32 -0600,c5b8277525be0367964460ee9775326f5b2cc341,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,338863,99,228217,970368,True,20221108CO6614,2022-11-08,CO,13061,Joe,Neguse,True,Dem,13061,1,67047,8893,0.0,Marshall,Dawson,GOP,13882,2,70788,9635,0.0,Gary,Nation,AmC,14099,3,71792,9790,0.0,Tim,Wolf,Uty,14100,4,71790,9791,0.0,Steve,Yurash,Oth,14101,5,71791,9792,0.0,2022-11-09T03:56:05.806Z,
1667974313,2022-11-09 00:11:53 -0600,6b3b0bacc6c41a15c188eab11ce932a1d154d208,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,338896,99,231675,970368,True,20221108CO6614,2022-11-08,CO,13061,Joe,Neguse,True,Dem,13061,1,67047,8893,0.0,Marshall,Dawson,GOP,13882,2,70788,9635,0.0,Gary,Nation,AmC,14099,3,71792,9790,0.0,Tim,Wolf,Uty,14100,4,71790,9791,0.0,Steve,Yurash,Oth,14101,5,71791,9792,0.0,2022-11-09T03:56:05.806Z,
1667975154,2022-11-09 00:25:54 -0600,e385cf3ed45230deb4315fbba874f4f4144f56b6,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,338099,99,231675,970368,True,20221108CO6614,2022-11-08,CO,13061,Joe,Neguse,True,Dem,13061,1,67047,8893,0.0,Marshall,Dawson,GOP,13882,2,70788,9635,0.0,Gary,Nation,AmC,14099,3,71792,9790,0.0,Tim,Wolf,Uty,14100,4,71790,9791,0.0,Steve,Yurash,Oth,14101,5,71791,9792,0.0,2022-11-09T03:56:05.806Z,
1667976914,2022-11-09 00:55:14 -0600,5c39d98cea3779ab691e2ae42f4961d1de16c4b9,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,338099,99,236020,970368,True,20221108CO6614,2022-11-08,CO,13061,Joe,Neguse,True,Dem,13061,1,67047,8893,0.0,Marshall,Dawson,GOP,13882,2,70788,9635,0.0,Gary,Nation,AmC,14099,3,71792,9790,0.0,Tim,Wolf,Uty,14100,4,71790,9791,0.0,Steve,Yurash,Oth,14101,5,71791,9792,0.0,2022-11-09T03:56:05.806Z,
1667977894,2022-11-09 01:11:34 -0600,2883987a3e0c5c512fd0db14505e99d131238c1b,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,338099,99,237173,970368,True,20221108CO6614,2022-11-08,CO,13061,Joe,Neguse,True,Dem,13061,1,67047,8893,0.0,Marshall,Dawson,GOP,13882,2,70788,9635,0.0,Gary,Nation,AmC,14099,3,71792,9790,0.0,Tim,Wolf,Uty,14100,4,71790,9791,0.0,Steve,Yurash,Oth,14101,5,71791,9792,0.0,2022-11-09T03:56:05.806Z,
1667979514,2022-11-09 01:38:34 -0600,3beafacc3bafd5d436073bbd9a0ee742070d2376,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,338099,99,239140,970368,True,20221108CO6614,2022-11-08,CO,13061,Joe,Neguse,True,Dem,13061,1,67047,8893,0.0,Marshall,Dawson,GOP,13882,2,70788,9635,0.0,Gary,Nation,AmC,14099,3,71792,9790,0.0,Tim,Wolf,Uty,14100,4,71790,9791,0.0,Steve,Yurash,Oth,14101,5,71791,9792,0.0,2022-11-09T03:56:05.806Z,
1667980354,2022-11-09 01:52:34 -0600,b95b3aa03864d3aa8e20ef68881e81d2ed7e17c2,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,338099,99,240699,970368,True,20221108CO6614,2022-11-08,CO,13061,Joe,Neguse,True,Dem,13061,1,67047,8893,0.0,Marshall,Dawson,GOP,13882,2,70788,9635,0.0,Gary,Nation,AmC,14099,3,71792,9790,0.0,Tim,Wolf,Uty,14100,4,71790,9791,0.0,Steve,Yurash,Oth,14101,5,71791,9792,0.0,2022-11-09T03:56:05.806Z,
1667981242,2022-11-09 02:07:22 -0600,cf751ccf5a467e68d03bb00a59a524242998a7c9,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,338099,99,246258,970368,True,20221108CO6614,2022-11-08,CO,13061,Joe,Neguse,True,Dem,13061,1,67047,8893,0.0,Marshall,Dawson,GOP,13882,2,70788,9635,0.0,Gary,Nation,AmC,14099,3,71792,9790,0.0,Tim,Wolf,Uty,14100,4,71790,9791,0.0,Steve,Yurash,Oth,14101,5,71791,9792,0.0,2022-11-09T03:56:05.806Z,
1667982120,2022-11-09 02:22:00 -0600,450148539a37a70cef00d9373a98d091e23904cb,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,329291,99,246290,970368,True,20221108CO6614,2022-11-08,CO,13061,Joe,Neguse,True,Dem,13061,1,67047,8893,0.0,Marshall,Dawson,GOP,13882,2,70788,9635,0.0,Gary,Nation,AmC,14099,3,71792,9790,0.0,Tim,Wolf,Uty,14100,4,71790,9791,0.0,Steve,Yurash,Oth,14101,5,71791,9792,0.0,2022-11-09T03:56:05.806Z,
1667982160,2022-11-09 02:22:40 -0600,6db70592cb0a84a4c1b9ef4b9bd094fff199cc3d,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,338099,99,246258,970368,True,20221108CO6614,2022-11-08,CO,13061,Joe,Neguse,True,Dem,13061,1,67047,8893,0.0,Marshall,Dawson,GOP,13882,2,70788,9635,0.0,Gary,Nation,AmC,14099,3,71792,9790,0.0,Tim,Wolf,Uty,14100,4,71790,9791,0.0,Steve,Yurash,Oth,14101,5,71791,9792,0.0,2022-11-09T03:56:05.806Z,
1667982199,2022-11-09 02:23:19 -0600,0f8260b25929c4b69b3b9d7f2f5fb7ed3444679e,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,329291,99,246290,970368,True,20221108CO6614,2022-11-08,CO,13061,Joe,Neguse,True,Dem,13061,1,67047,8893,0.0,Marshall,Dawson,GOP,13882,2,70788,9635,0.0,Gary,Nation,AmC,14099,3,71792,9790,0.0,Tim,Wolf,Uty,14100,4,71790,9791,0.0,Steve,Yurash,Oth,14101,5,71791,9792,0.0,2022-11-09T03:56:05.806Z,
1667982953,2022-11-09 02:35:53 -0600,13d6d4b4c5dace7f7aa45ed141b768f0bd488e4b,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,301427,99,246290,970368,True,20221108CO6614,2022-11-08,CO,13061,Joe,Neguse,True,Dem,13061,1,67047,8893,0.0,Marshall,Dawson,GOP,13882,2,70788,9635,0.0,Gary,Nation,AmC,14099,3,71792,9790,0.0,Tim,Wolf,Uty,14100,4,71790,9791,0.0,Steve,Yurash,Oth,14101,5,71791,9792,0.0,2022-11-09T03:56:05.806Z,
1667985683,2022-11-09 03:21:23 -0600,8d6490b73382f2ed58c3fbdb846897b79d79f217,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,301427,99,248053,970368,True,20221108CO6614,2022-11-08,CO,13061,Joe,Neguse,True,Dem,13061,1,67047,8893,0.0,Marshall,Dawson,GOP,13882,2,70788,9635,0.0,Gary,Nation,AmC,14099,3,71792,9790,0.0,Tim,Wolf,Uty,14100,4,71790,9791,0.0,Steve,Yurash,Oth,14101,5,71791,9792,0.0,2022-11-09T03:56:05.806Z,
1667987280,2022-11-09 03:48:00 -0600,a88286d7028ba2595139baf03aeca44134230973,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,301427,99,248059,970368,True,20221108CO6614,2022-11-08,CO,13061,Joe,Neguse,True,Dem,13061,1,67047,8893,0.0,Marshall,Dawson,GOP,13882,2,70788,9635,0.0,Gary,Nation,AmC,14099,3,71792,9790,0.0,Tim,Wolf,Uty,14100,4,71790,9791,0.0,Steve,Yurash,Oth,14101,5,71791,9792,0.0,2022-11-09T03:56:05.806Z,
1667987361,2022-11-09 03:49:21 -0600,9cc128b5987d9c59e09370f209f1915ff92ed38a,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,291762,99,248059,970368,True,20221108CO6614,2022-11-08,CO,13061,Joe,Neguse,True,Dem,13061,1,67047,8893,0.0,Marshall,Dawson,GOP,13882,2,70788,9635,0.0,Gary,Nation,AmC,14099,3,71792,9790,0.0,Tim,Wolf,Uty,14100,4,71790,9791,0.0,Steve,Yurash,Oth,14101,5,71791,9792,0.0,2022-11-09T03:56:05.806Z,
1667997036,2022-11-09 06:30:36 -0600,cdacc4bec11b237d4aaf6d61e2d0e8e57d5bd0e4,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,291762,99,248933,970368,True,20221108CO6614,2022-11-08,CO,13061,Joe,Neguse,True,Dem,13061,1,67047,8893,0.0,Marshall,Dawson,GOP,13882,2,70788,9635,0.0,Gary,Nation,AmC,14099,3,71792,9790,0.0,Tim,Wolf,Uty,14100,4,71790,9791,0.0,Steve,Yurash,Oth,14101,5,71791,9792,0.0,2022-11-09T03:56:05.806Z,
1667997074,2022-11-09 06:31:14 -0600,d7450659f6282292927dcf89f6969214e4e4936e,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,291762,99,248059,970368,True,20221108CO6614,2022-11-08,CO,13061,Joe,Neguse,True,Dem,13061,1,67047,8893,0.0,Marshall,Dawson,GOP,13882,2,70788,9635,0.0,Gary,Nation,AmC,14099,3,71792,9790,0.0,Tim,Wolf,Uty,14100,4,71790,9791,0.0,Steve,Yurash,Oth,14101,5,71791,9792,0.0,2022-11-09T03:56:05.806Z,
1667997116,2022-11-09 06:31:56 -0600,4220d07bff6db3521db12f02acbfcbf32fd8aad9,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,291762,99,248933,970368,True,20221108CO6614,2022-11-08,CO,13061,Joe,Neguse,True,Dem,13061,1,67047,8893,0.0,Marshall,Dawson,GOP,13882,2,70788,9635,0.0,Gary,Nation,AmC,14099,3,71792,9790,0.0,Tim,Wolf,Uty,14100,4,71790,9791,0.0,Steve,Yurash,Oth,14101,5,71791,9792,0.0,2022-11-09T03:56:05.806Z,
1668019430,2022-11-09 12:43:50 -0600,7a33e6d43cf86701ed5d85e4604206aeb0662a62,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,320915,99,248933,970368,True,20221108CO6614,2022-11-08,CO,13061,Joe,Neguse,True,Dem,13061,1,67047,8893,0.0,Marshall,Dawson,GOP,13882,2,70788,9635,0.0,Gary,Nation,AmC,14099,3,71792,9790,0.0,Tim,Wolf,Uty,14100,4,71790,9791,0.0,Steve,Yurash,Oth,14101,5,71791,9792,0.0,2022-11-09T03:56:05.806Z,
1668020232,2022-11-09 12:57:12 -0600,7201bac1b42f7d1e0035bb062c4e0506b400d782,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,320002,99,248933,970368,True,20221108CO6614,2022-11-08,CO,13061,Joe,Neguse,True,Dem,13061,1,67047,8893,0.0,Marshall,Dawson,GOP,13882,2,70788,9635,0.0,Gary,Nation,AmC,14099,3,71792,9790,0.0,Tim,Wolf,Uty,14100,4,71790,9791,0.0,Steve,Yurash,Oth,14101,5,71791,9792,0.0,2022-11-09T03:56:05.806Z,
1668020273,2022-11-09 12:57:53 -0600,0c16035de635a8b411590c6733515977693c4135,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,320915,99,248933,970368,True,20221108CO6614,2022-11-08,CO,13061,Joe,Neguse,True,Dem,13061,1,67047,8893,0.0,Marshall,Dawson,GOP,13882,2,70788,9635,0.0,Gary,Nation,AmC,14099,3,71792,9790,0.0,Tim,Wolf,Uty,14100,4,71790,9791,0.0,Steve,Yurash,Oth,14101,5,71791,9792,0.0,2022-11-09T03:56:05.806Z,
1668020314,2022-11-09 12:58:34 -0600,154590dd16aec7dd6872533eaf9d33e9bc65f02a,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,320002,99,248933,970368,True,20221108CO6614,2022-11-08,CO,13061,Joe,Neguse,True,Dem,13061,1,67047,8893,0.0,Marshall,Dawson,GOP,13882,2,70788,9635,0.0,Gary,Nation,AmC,14099,3,71792,9790,0.0,Tim,Wolf,Uty,14100,4,71790,9791,0.0,Steve,Yurash,Oth,14101,5,71791,9792,0.0,2022-11-09T03:56:05.806Z,
1668022727,2022-11-09 13:38:47 -0600,4e731f01cdc99a5d7e6900ff51d00bb123f15578,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,320002,99,249950,970368,True,20221108CO6614,2022-11-08,CO,13061,Joe,Neguse,True,Dem,13061,1,67047,8893,0.0,Marshall,Dawson,GOP,13882,2,70788,9635,0.0,Gary,Nation,AmC,14099,3,71792,9790,0.0,Tim,Wolf,Uty,14100,4,71790,9791,0.0,Steve,Yurash,Oth,14101,5,71791,9792,0.0,2022-11-09T03:56:05.806Z,
1668022768,2022-11-09 13:39:28 -0600,f877830a9010d759c08dfa188cf5ce3dc296dc26,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,320002,99,248933,970368,True,20221108CO6614,2022-11-08,CO,13061,Joe,Neguse,True,Dem,13061,1,67047,8893,0.0,Marshall,Dawson,GOP,13882,2,70788,9635,0.0,Gary,Nation,AmC,14099,3,71792,9790,0.0,Tim,Wolf,Uty,14100,4,71790,9791,0.0,Steve,Yurash,Oth,14101,5,71791,9792,0.0,2022-11-09T03:56:05.806Z,
1668022810,2022-11-09 13:40:10 -0600,bbac424ed10ffdddc4bbd6f0891c8167a885dae7,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,320002,99,249950,970368,True,20221108CO6614,2022-11-08,CO,13061,Joe,Neguse,True,Dem,13061,1,67047,8893,0.0,Marshall,Dawson,GOP,13882,2,70788,9635,0.0,Gary,Nation,AmC,14099,3,71792,9790,0.0,Tim,Wolf,Uty,14100,4,71790,9791,0.0,Steve,Yurash,Oth,14101,5,71791,9792,0.0,2022-11-09T03:56:05.806Z,
1668024399,2022-11-09 14:06:39 -0600,36cb580c26318fa310f3b3f49f08ceee625701df,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,340854,99,249950,970368,True,20221108CO6614,2022-11-08,CO,13061,Joe,Neguse,True,Dem,13061,1,67047,8893,0.0,Marshall,Dawson,GOP,13882,2,70788,9635,0.0,Gary,Nation,AmC,14099,3,71792,9790,0.0,Tim,Wolf,Uty,14100,4,71790,9791,0.0,Steve,Yurash,Oth,14101,5,71791,9792,0.0,2022-11-09T03:56:05.806Z,
