captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.5617.first,candidates.5617.last,candidates.5617.incumbent,candidates.5617.party,candidates.5617.candidateID,candidates.5617.ballotOrder,candidates.5617.polID,candidates.5617.polNum,candidates.5617.electWon,candidates.6540.first,candidates.6540.last,candidates.6540.party,candidates.6540.candidateID,candidates.6540.ballotOrder,candidates.6540.polID,candidates.6540.polNum,candidates.6540.electWon,candidates.5617.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,KY-20221108_Eday80,18,General,G,Awaiting Poll Close,Too Early to Call,S,U.S. Senate,Rand,Paul,GOP,5617,60208,19745,True,True,True,1726727,99,0,3560353,True,20221108KY18847,2022-11-08,KY,5617,Rand,Paul,True,GOP,5617,1,60208,19745,0,Charles,Booker,Dem,6540,2,68558,20284,0,,
1667949299,2022-11-08 23:14:59 +0000,b334f05b75bafb94958f7797e615fb57e746d9de,KY-20221108_Eday80,18,General,G,Polls Closed/Waiting First Report,Too Early to Call,S,U.S. Senate,Rand,Paul,GOP,5617,60208,19745,True,True,True,1726727,99,0,3560353,True,20221108KY18847,2022-11-08,KY,5617,Rand,Paul,True,GOP,5617,1,60208,19745,0,Charles,Booker,Dem,6540,2,68558,20284,0,,
1667949573,2022-11-08 23:19:33 +0000,2891155c76df951385c61df78f71bb7f4a65a56b,KY-20221108_Eday80,18,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Rand,Paul,GOP,5617,60208,19745,True,True,True,1726727,99,710,3560353,True,20221108KY18847,2022-11-08,KY,5617,Rand,Paul,True,GOP,5617,1,60208,19745,0,Charles,Booker,Dem,6540,2,68558,20284,0,,
1667949842,2022-11-08 23:24:02 +0000,e733c733b3b3c33f13905f9501db69cb94a55a64,KY-20221108_Eday80,18,General,G,Polls Closed/Waiting First Report,Too Early to Call,S,U.S. Senate,Rand,Paul,GOP,5617,60208,19745,True,True,True,1726727,99,0,3560353,True,20221108KY18847,2022-11-08,KY,5617,Rand,Paul,True,GOP,5617,1,60208,19745,0,Charles,Booker,Dem,6540,2,68558,20284,0,,
1667950106,2022-11-08 23:28:26 +0000,03bd9b09dc6ae9d95766d3877a273fc07c395a68,KY-20221108_Eday80,18,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Rand,Paul,GOP,5617,60208,19745,True,True,True,1726727,99,710,3560353,True,20221108KY18847,2022-11-08,KY,5617,Rand,Paul,True,GOP,5617,1,60208,19745,0,Charles,Booker,Dem,6540,2,68558,20284,0,,
1667950369,2022-11-08 23:32:49 +0000,88781f78b51366cb56dbc8603a43b441a541be7f,KY-20221108_Eday80,18,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Rand,Paul,GOP,5617,60208,19745,True,True,True,1726727,99,4841,3560353,True,20221108KY18847,2022-11-08,KY,5617,Rand,Paul,True,GOP,5617,1,60208,19745,0,Charles,Booker,Dem,6540,2,68558,20284,0,,
1667950634,2022-11-08 23:37:14 +0000,ecdc17be694dba1a9d92600c132ccefe80ac0642,KY-20221108_Eday80,18,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Rand,Paul,GOP,5617,60208,19745,True,True,True,1726727,99,6524,3560353,True,20221108KY18847,2022-11-08,KY,5617,Rand,Paul,True,GOP,5617,1,60208,19745,0,Charles,Booker,Dem,6540,2,68558,20284,0,,
1667951453,2022-11-08 23:50:53 +0000,51814c015a687d0f6e1b2067a56d2aa6de446931,KY-20221108_Eday80,18,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Rand,Paul,GOP,5617,60208,19745,True,True,True,1726727,99,48865,3560353,True,20221108KY18847,2022-11-08,KY,5617,Rand,Paul,True,GOP,5617,1,60208,19745,0,Charles,Booker,Dem,6540,2,68558,20284,0,,
1667951715,2022-11-08 23:55:15 +0000,faab8f07ee94099dfc5995c0bbfcebae02c81c74,KY-20221108_Eday80,18,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Rand,Paul,GOP,5617,60208,19745,True,True,True,1726727,99,50783,3560353,True,20221108KY18847,2022-11-08,KY,5617,Rand,Paul,True,GOP,5617,1,60208,19745,0,Charles,Booker,Dem,6540,2,68558,20284,0,,
1667952827,2022-11-09 00:13:47 +0000,e67364b5505081c4cca0f28ef8e8d84768d1cc02,KY-20221108_Eday80,18,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Rand,Paul,GOP,5617,60208,19745,True,True,True,1726727,99,65830,3560353,True,20221108KY18847,2022-11-08,KY,5617,Rand,Paul,True,GOP,5617,1,60208,19745,0,Charles,Booker,Dem,6540,2,68558,20284,0,,
