captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.12200.first,candidates.12200.last,candidates.12200.incumbent,candidates.12200.party,candidates.12200.candidateID,candidates.12200.ballotOrder,candidates.12200.polID,candidates.12200.polNum,candidates.12200.electWon,candidates.13881.first,candidates.13881.last,candidates.13881.party,candidates.13881.candidateID,candidates.13881.ballotOrder,candidates.13881.polID,candidates.13881.polNum,candidates.13881.electWon,candidates.14098.first,candidates.14098.last,candidates.14098.abbrv,candidates.14098.party,candidates.14098.candidateID,candidates.14098.ballotOrder,candidates.14098.polID,candidates.14098.polNum,candidates.14098.electWon,candidates.12200.winnerDateTime,isCertified
1667976306,2022-11-09 00:45:06 -0600,a65306ebcf7e41c11b1557bbe78229c6107820ce,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,240023,99,125331,746272,True,20221108CO7191,2022-11-08,CO,12200,Diana,DeGette,True,Dem,12200,1,734,6364,0,Jennifer,Qualteri,GOP,13881,2,70787,9634,0,John,Kittleson,Kittlesn,Lib,14098,3,71789,9789,0,2022-11-09T03:55:55.142Z,
1667976346,2022-11-09 00:45:46 -0600,b9be9344301c155fbb38561b225d36627ab71bd2,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,240023,99,125308,746272,True,20221108CO7191,2022-11-08,CO,12200,Diana,DeGette,True,Dem,12200,1,734,6364,0,Jennifer,Qualteri,GOP,13881,2,70787,9634,0,John,Kittleson,Kittlesn,Lib,14098,3,71789,9789,0,2022-11-09T03:55:55.142Z,
1667976387,2022-11-09 00:46:27 -0600,3fc81e357a75429f605eafd56848166989ceb407,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,240023,99,125331,746272,True,20221108CO7191,2022-11-08,CO,12200,Diana,DeGette,True,Dem,12200,1,734,6364,0,Jennifer,Qualteri,GOP,13881,2,70787,9634,0,John,Kittleson,Kittlesn,Lib,14098,3,71789,9789,0,2022-11-09T03:55:55.142Z,
1667982557,2022-11-09 02:29:17 -0600,5e236ebaa7ca1e499bf98e18c0b29e2f61478c37,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,178894,99,125331,746272,True,20221108CO7191,2022-11-08,CO,12200,Diana,DeGette,True,Dem,12200,1,734,6364,0,Jennifer,Qualteri,GOP,13881,2,70787,9634,0,John,Kittleson,Kittlesn,Lib,14098,3,71789,9789,0,2022-11-09T03:55:55.142Z,
1667987403,2022-11-09 03:50:03 -0600,eef7197364d0afbe2fb1aa00d4cd30fccd721d19,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,178761,99,125331,746272,True,20221108CO7191,2022-11-08,CO,12200,Diana,DeGette,True,Dem,12200,1,734,6364,0,Jennifer,Qualteri,GOP,13881,2,70787,9634,0,John,Kittleson,Kittlesn,Lib,14098,3,71789,9789,0,2022-11-09T03:55:55.142Z,
1668019219,2022-11-09 12:40:19 -0600,b2ca936d6e27c0460d8174e7c1de3d255a3a15b2,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,272076,99,125331,746272,True,20221108CO7191,2022-11-08,CO,12200,Diana,DeGette,True,Dem,12200,1,734,6364,0,Jennifer,Qualteri,GOP,13881,2,70787,9634,0,John,Kittleson,Kittlesn,Lib,14098,3,71789,9789,0,2022-11-09T03:55:55.142Z,
1668027106,2022-11-09 14:51:46 -0600,26f45d6f678289c6d7ba0fbdca8c82eaf9a08c37,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,272076,99,133743,746272,True,20221108CO7191,2022-11-08,CO,12200,Diana,DeGette,True,Dem,12200,1,734,6364,0,Jennifer,Qualteri,GOP,13881,2,70787,9634,0,John,Kittleson,Kittlesn,Lib,14098,3,71789,9789,0,2022-11-09T03:55:55.142Z,
1668028808,2022-11-09 15:20:08 -0600,9ed5d7167d96594dbc73a1226778ec3d2879693e,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,272076,99,133752,746272,True,20221108CO7191,2022-11-08,CO,12200,Diana,DeGette,True,Dem,12200,1,734,6364,0,Jennifer,Qualteri,GOP,13881,2,70787,9634,0,John,Kittleson,Kittlesn,Lib,14098,3,71789,9789,0,2022-11-09T03:55:55.142Z,
1668036192,2022-11-09 17:23:12 -0600,d733eb7da1b18a4012b4aea1e06129b381b19f81,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,272076,99,133867,746272,True,20221108CO7191,2022-11-08,CO,12200,Diana,DeGette,True,Dem,12200,1,734,6364,0,Jennifer,Qualteri,GOP,13881,2,70787,9634,0,John,Kittleson,Kittlesn,Lib,14098,3,71789,9789,0,2022-11-09T03:55:55.142Z,
1668038758,2022-11-09 18:05:58 -0600,d52b7ca32c5cf8b275d3e7f260262833d0646621,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,272076,99,139039,746272,True,20221108CO7191,2022-11-08,CO,12200,Diana,DeGette,True,Dem,12200,1,734,6364,0,Jennifer,Qualteri,GOP,13881,2,70787,9634,0,John,Kittleson,Kittlesn,Lib,14098,3,71789,9789,0,2022-11-09T03:55:55.142Z,
1668050595,2022-11-09 21:23:15 -0600,e1610b83277da512911c1dadffbc2c5f15c68be3,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,272076,99,139040,746272,True,20221108CO7191,2022-11-08,CO,12200,Diana,DeGette,True,Dem,12200,1,734,6364,0,Jennifer,Qualteri,GOP,13881,2,70787,9634,0,John,Kittleson,Kittlesn,Lib,14098,3,71789,9789,0,2022-11-09T03:55:55.142Z,
1668106874,2022-11-10 13:01:14 -0600,ee0891e5b50e81d85279d8b98cd4783f01d979fb,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,271814,99,139040,746272,True,20221108CO7191,2022-11-08,CO,12200,Diana,DeGette,True,Dem,12200,1,734,6364,0,Jennifer,Qualteri,GOP,13881,2,70787,9634,0,John,Kittleson,Kittlesn,Lib,14098,3,71789,9789,0,2022-11-09T03:55:55.142Z,
1668107711,2022-11-10 13:15:11 -0600,2ffa1104fa6362517f8e02269d12b28886fe4e54,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,288189,99,139040,746272,True,20221108CO7191,2022-11-08,CO,12200,Diana,DeGette,True,Dem,12200,1,734,6364,0,Jennifer,Qualteri,GOP,13881,2,70787,9634,0,John,Kittleson,Kittlesn,Lib,14098,3,71789,9789,0,2022-11-09T03:55:55.142Z,
1668112819,2022-11-10 14:40:19 -0600,4d5b1b356c721daef2d9b9d370e27665cd6854c7,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,288189,99,155052,746272,True,20221108CO7191,2022-11-08,CO,12200,Diana,DeGette,True,Dem,12200,1,734,6364,0,Jennifer,Qualteri,GOP,13881,2,70787,9634,0,John,Kittleson,Kittlesn,Lib,14098,3,71789,9789,0,2022-11-09T03:55:55.142Z,
1668125493,2022-11-10 18:11:33 -0600,9080e758569bbb7df728dcf52eb23a78116ded53,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,288189,99,171898,746272,True,20221108CO7191,2022-11-08,CO,12200,Diana,DeGette,True,Dem,12200,1,734,6364,0,Jennifer,Qualteri,GOP,13881,2,70787,9634,0,John,Kittleson,Kittlesn,Lib,14098,3,71789,9789,0,2022-11-09T03:55:55.142Z,
1668201022,2022-11-11 15:10:22 -0600,75f77f13da3831d9f96cbefcb4d8956d307a065f,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,288246,99,171898,746272,True,20221108CO7191,2022-11-08,CO,12200,Diana,DeGette,True,Dem,12200,1,734,6364,0,Jennifer,Qualteri,GOP,13881,2,70787,9634,0,John,Kittleson,Kittlesn,Lib,14098,3,71789,9789,0,2022-11-09T03:55:55.142Z,
1668211811,2022-11-11 18:10:11 -0600,b3fec5a78f8ef932a8a0e81adc32c57f12689476,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,288246,99,204922,746272,True,20221108CO7191,2022-11-08,CO,12200,Diana,DeGette,True,Dem,12200,1,734,6364,0,Jennifer,Qualteri,GOP,13881,2,70787,9634,0,John,Kittleson,Kittlesn,Lib,14098,3,71789,9789,0,2022-11-09T03:55:55.142Z,
1668290430,2022-11-12 16:00:30 -0600,eb9071204fc35dbf26994fa12e5442ced9f4eab5,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,283802,99,204922,746272,True,20221108CO7191,2022-11-08,CO,12200,Diana,DeGette,True,Dem,12200,1,734,6364,0,Jennifer,Qualteri,GOP,13881,2,70787,9634,0,John,Kittleson,Kittlesn,Lib,14098,3,71789,9789,0,2022-11-09T03:55:55.142Z,
1668292939,2022-11-12 16:42:19 -0600,f5250c10c7a657578ae2fbd0ac1e77800f6b1db9,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,283802,99,221192,746272,True,20221108CO7191,2022-11-08,CO,12200,Diana,DeGette,True,Dem,12200,1,734,6364,0,Jennifer,Qualteri,GOP,13881,2,70787,9634,0,John,Kittleson,Kittlesn,Lib,14098,3,71789,9789,0,2022-11-09T03:55:55.142Z,
1668298750,2022-11-12 18:19:10 -0600,980423a7fb5536ddd6a692c3d5366ea215d8d154,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,283802,99,227804,746272,True,20221108CO7191,2022-11-08,CO,12200,Diana,DeGette,True,Dem,12200,1,734,6364,0,Jennifer,Qualteri,GOP,13881,2,70787,9634,0,John,Kittleson,Kittlesn,Lib,14098,3,71789,9789,0,2022-11-09T03:55:55.142Z,
1668298793,2022-11-12 18:19:53 -0600,955364eb8f9b1f63f96b288e617bb9ef4b7c6900,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,283802,99,221192,746272,True,20221108CO7191,2022-11-08,CO,12200,Diana,DeGette,True,Dem,12200,1,734,6364,0,Jennifer,Qualteri,GOP,13881,2,70787,9634,0,John,Kittleson,Kittlesn,Lib,14098,3,71789,9789,0,2022-11-09T03:55:55.142Z,
1668298876,2022-11-12 18:21:16 -0600,b8966f1659ea9235a51f04304eb5651af7ab4a86,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,283802,99,227804,746272,True,20221108CO7191,2022-11-08,CO,12200,Diana,DeGette,True,Dem,12200,1,734,6364,0,Jennifer,Qualteri,GOP,13881,2,70787,9634,0,John,Kittleson,Kittlesn,Lib,14098,3,71789,9789,0,2022-11-09T03:55:55.142Z,
1668385521,2022-11-13 18:25:21 -0600,0af116b091a029f3e2a68fa7057b0cb5f0f5e9ad,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,283802,99,245930,746272,True,20221108CO7191,2022-11-08,CO,12200,Diana,DeGette,True,Dem,12200,1,734,6364,0,Jennifer,Qualteri,GOP,13881,2,70787,9634,0,John,Kittleson,Kittlesn,Lib,14098,3,71789,9789,0,2022-11-09T03:55:55.142Z,
1668458690,2022-11-14 14:44:50 -0600,a0f75db43fb69c18cf0ab5fe68e544c683a88c36,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,258336,99,253030,746272,True,20221108CO7191,2022-11-08,CO,12200,Diana,DeGette,True,Dem,12200,1,734,6364,0,Jennifer,Qualteri,GOP,13881,2,70787,9634,0,John,Kittleson,Kittlesn,Lib,14098,3,71789,9789,0,2022-11-09T03:55:55.142Z,
1668459810,2022-11-14 15:03:30 -0600,e683fa39d5a827743e8143f2527abf4433c4a3c9,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,258194,99,253030,746272,True,20221108CO7191,2022-11-08,CO,12200,Diana,DeGette,True,Dem,12200,1,734,6364,0,Jennifer,Qualteri,GOP,13881,2,70787,9634,0,John,Kittleson,Kittlesn,Lib,14098,3,71789,9789,0,2022-11-09T03:55:55.142Z,
1668468113,2022-11-14 17:21:53 -0600,ec501a560782da0bb56da280aeb3e8e91d5dc4bf,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,258194,99,253243,746272,True,20221108CO7191,2022-11-08,CO,12200,Diana,DeGette,True,Dem,12200,1,734,6364,0,Jennifer,Qualteri,GOP,13881,2,70787,9634,0,John,Kittleson,Kittlesn,Lib,14098,3,71789,9789,0,2022-11-09T03:55:55.142Z,
1668469040,2022-11-14 17:37:20 -0600,87b9f57f59128f0da31cea14bccf6b6c97c54a8f,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,258382,99,253243,746272,True,20221108CO7191,2022-11-08,CO,12200,Diana,DeGette,True,Dem,12200,1,734,6364,0,Jennifer,Qualteri,GOP,13881,2,70787,9634,0,John,Kittleson,Kittlesn,Lib,14098,3,71789,9789,0,2022-11-09T03:55:55.142Z,
1668470412,2022-11-14 18:00:12 -0600,ba6c00f7c2e2fd1c25df35346747cab796a53f33,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,281098,99,253243,746272,True,20221108CO7191,2022-11-08,CO,12200,Diana,DeGette,True,Dem,12200,1,734,6364,0,Jennifer,Qualteri,GOP,13881,2,70787,9634,0,John,Kittleson,Kittlesn,Lib,14098,3,71789,9789,0,2022-11-09T03:55:55.142Z,
1668473831,2022-11-14 18:57:11 -0600,fc6017e48f03b3c78f86f1d91ba9a4af89e08809,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,281098,99,267845,746272,True,20221108CO7191,2022-11-08,CO,12200,Diana,DeGette,True,Dem,12200,1,734,6364,0,Jennifer,Qualteri,GOP,13881,2,70787,9634,0,John,Kittleson,Kittlesn,Lib,14098,3,71789,9789,0,2022-11-09T03:55:55.142Z,
1668478211,2022-11-14 20:10:11 -0600,c0b0ca9dbced5b6ba88bbee4fba16f5033d79a0b,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,278916,99,267845,746272,True,20221108CO7191,2022-11-08,CO,12200,Diana,DeGette,True,Dem,12200,1,734,6364,0,Jennifer,Qualteri,GOP,13881,2,70787,9634,0,John,Kittleson,Kittlesn,Lib,14098,3,71789,9789,0,2022-11-09T03:55:55.142Z,
1668553872,2022-11-15 17:11:12 -0600,6b3c672e08a46325fdfa00aa354931f42c8f7251,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,278916,99,267864,746272,True,20221108CO7191,2022-11-08,CO,12200,Diana,DeGette,True,Dem,12200,1,734,6364,0,Jennifer,Qualteri,GOP,13881,2,70787,9634,0,John,Kittleson,Kittlesn,Lib,14098,3,71789,9789,0,2022-11-09T03:55:55.142Z,
1668556461,2022-11-15 17:54:21 -0600,aac400c5c6232435103a4562c75a1b2b57be5f0b,CO-20221108_Eday80,6,General,G,Tabulation Paused,Called,H,U.S. House,True,District 1,1,278916,99,281793,746272,True,20221108CO7191,2022-11-08,CO,12200,Diana,DeGette,True,Dem,12200,1,734,6364,0,Jennifer,Qualteri,GOP,13881,2,70787,9634,0,John,Kittleson,Kittlesn,Lib,14098,3,71789,9789,0,2022-11-09T03:55:55.142Z,
1668557889,2022-11-15 18:18:09 -0600,2760d2b43a7c8d9cc85e29f40bf4ed151207b02a,CO-20221108_Eday80,6,General,G,Tabulation Paused,Called,H,U.S. House,True,District 1,1,284620,99,281793,746272,True,20221108CO7191,2022-11-08,CO,12200,Diana,DeGette,True,Dem,12200,1,734,6364,0,Jennifer,Qualteri,GOP,13881,2,70787,9634,0,John,Kittleson,Kittlesn,Lib,14098,3,71789,9789,0,2022-11-09T03:55:55.142Z,
1668560425,2022-11-15 19:00:25 -0600,3debc3cafb5b7152487f80cb08c8955510e3361f,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,284620,99,281793,746272,True,20221108CO7191,2022-11-08,CO,12200,Diana,DeGette,True,Dem,12200,1,734,6364,0,Jennifer,Qualteri,GOP,13881,2,70787,9634,0,John,Kittleson,Kittlesn,Lib,14098,3,71789,9789,0,2022-11-09T03:55:55.142Z,
1668642201,2022-11-16 17:43:21 -0600,0be5bafb92fd9e99fe022f9bca13acb23913409d,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,284620,99,281800,746272,True,20221108CO7191,2022-11-08,CO,12200,Diana,DeGette,True,Dem,12200,1,734,6364,0,Jennifer,Qualteri,GOP,13881,2,70787,9634,0,John,Kittleson,Kittlesn,Lib,14098,3,71789,9789,0,2022-11-09T03:55:55.142Z,
1668645194,2022-11-16 18:33:14 -0600,f0f730e70fbd3279fd23a5f67064e42c3f90e436,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,284647,99,281800,746272,True,20221108CO7191,2022-11-08,CO,12200,Diana,DeGette,True,Dem,12200,1,734,6364,0,Jennifer,Qualteri,GOP,13881,2,70787,9634,0,John,Kittleson,Kittlesn,Lib,14098,3,71789,9789,0,2022-11-09T03:55:55.142Z,
1668725583,2022-11-17 16:53:03 -0600,96c9a5e30cde69c0a7edc649409d78d164c8d84f,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,284647,99,281802,746272,True,20221108CO7191,2022-11-08,CO,12200,Diana,DeGette,True,Dem,12200,1,734,6364,0,Jennifer,Qualteri,GOP,13881,2,70787,9634,0,John,Kittleson,Kittlesn,Lib,14098,3,71789,9789,0,2022-11-09T03:55:55.142Z,
1668726315,2022-11-17 17:05:15 -0600,079b504955221ef657b40d0206ce805f09795dec,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,284621,99,281802,746272,True,20221108CO7191,2022-11-08,CO,12200,Diana,DeGette,True,Dem,12200,1,734,6364,0,Jennifer,Qualteri,GOP,13881,2,70787,9634,0,John,Kittleson,Kittlesn,Lib,14098,3,71789,9789,0,2022-11-09T03:55:55.142Z,
1668730716,2022-11-17 18:18:36 -0600,0eb45a07b2478357ae2d9fdd20e936a428e38c22,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,284621,99,282616,746272,True,20221108CO7191,2022-11-08,CO,12200,Diana,DeGette,True,Dem,12200,1,734,6364,0,Jennifer,Qualteri,GOP,13881,2,70787,9634,0,John,Kittleson,Kittlesn,Lib,14098,3,71789,9789,0,2022-11-09T03:55:55.142Z,
1668738805,2022-11-17 20:33:25 -0600,087a1f20fe010401d809a7e2982411ba3b6eb26e,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,282645,99,282616,746272,True,20221108CO7191,2022-11-08,CO,12200,Diana,DeGette,True,Dem,12200,1,734,6364,0,Jennifer,Qualteri,GOP,13881,2,70787,9634,0,John,Kittleson,Kittlesn,Lib,14098,3,71789,9789,0,2022-11-09T03:55:55.142Z,
1669163204,2022-11-22 18:26:44 -0600,62c64086c9968b2cd8fa9de0750ad6812857f98e,CO-20221108_Eday80,6,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 1,1,282645,99,282616,746272,True,20221108CO7191,2022-11-08,CO,12200,Diana,DeGette,True,Dem,12200,1,734,6364,0,Jennifer,Qualteri,GOP,13881,2,70787,9634,0,John,Kittleson,Kittlesn,Lib,14098,3,71789,9789,0,2022-11-09T03:55:55.142Z,False
1669914615,2022-12-01 11:10:15 -0600,363b4a4ee2eb296239cdcfb69c11965566206bee,CO-20221108_Eday80,6,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 1,1,282645,99,282615,746272,True,20221108CO7191,2022-11-08,CO,12200,Diana,DeGette,True,Dem,12200,1,734,6364,0,Jennifer,Qualteri,GOP,13881,2,70787,9634,0,John,Kittleson,Kittlesn,Lib,14098,3,71789,9789,0,2022-11-09T03:55:55.142Z,False
