captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,electTotal,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,candidates.3.candidateID,candidates.3.voteCount,candidates.3.votePct,candidates.4.candidateID,candidates.4.voteCount,candidates.4.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.colorIndex,candidates.0.winner,candidates.0.calledAt
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,20221108VT46375,live,0.0,VT,Vermont,46,1,2022-11-09T00:00:00.000Z,state,0,2022-11-07T22:58:30.663Z,0,283,0.0,52392,0,0.0,54249,0,0.0,53981,0,0.0,54247,0,0.0,54248,0,0.0,239338,99,0,499349,0,0,,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,20221108VT46375,live,0.0,VT,Vermont,46,1,2022-11-09T00:00:00.000Z,state,0,2022-11-08T19:43:46.584Z,0,283,0.0,52392,0,0.0,54249,0,0.0,53981,0,0.0,54247,0,0.0,54248,0,0.0,322465,99,0,483698,0,0,,,
1667953518,2022-11-09 00:25:18 +0000,c5fd4e03c2339afc5fd044a64f91f261b7e7cfa1,20221108VT46375,live,0.22,VT,Vermont,46,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T00:24:00.446Z,2,283,0.71,52392,476,67.9,53981,184,26.25,54247,21,3.0,54248,11,1.57,54249,9,1.28,322465,99,701,483698,2,1,0.0,,
1667954620,2022-11-09 00:43:40 +0000,390deeca213dc77033625c9727e9139ac530f13c,20221108VT46375,live,0.34,VT,Vermont,46,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T00:42:07.469Z,3,283,1.06,52392,850,78.49,53981,184,16.99,54247,21,1.94,54248,19,1.75,54249,9,0.83,322465,99,1083,483698,3,1,0.0,,
1667954884,2022-11-09 00:48:04 +0000,8f544a76833fbb21dc3fbc0ce7b73e3714be8529,20221108VT46375,live,0.73,VT,Vermont,46,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T00:46:58.208Z,5,283,1.77,52392,1874,79.44,53981,330,13.99,54247,66,2.8,54248,51,2.16,54249,38,1.61,322465,99,2359,483698,5,2,0.0,,
1667955430,2022-11-09 00:57:10 +0000,e9bf9bc2954735d2abe72015bd1ac602b27e7679,20221108VT46375,live,1.16,VT,Vermont,46,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T00:55:57.376Z,7,283,2.47,52392,2900,77.69,53981,634,16.98,54247,89,2.38,54248,67,1.79,54249,43,1.15,322465,99,3733,483698,7,3,0.0,,
1667955702,2022-11-09 01:01:42 +0000,f6f1267e463cf8ecb93583f1dab12bfae681d775,20221108VT46375,live,1.32,VT,Vermont,46,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T00:59:55.918Z,8,283,2.83,52392,3318,78.09,53981,693,16.31,54247,112,2.64,54248,75,1.77,54249,51,1.2,322465,99,4249,483698,8,4,0.0,,
1667956006,2022-11-09 01:06:46 +0000,01cc2f6d0039b2fcb59e03eced60e58dcb253844,20221108VT46375,live,1.55,VT,Vermont,46,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T01:03:01.939Z,9,283,3.18,52392,3858,77.14,53981,875,17.5,54247,131,2.62,54248,84,1.68,54249,53,1.06,322465,99,5001,483698,9,4,0.0,,
1667956272,2022-11-09 01:11:12 +0000,e9730fe8cd073de363599251493da8f113e7bb60,20221108VT46375,live,2.04,VT,Vermont,46,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T01:10:27.809Z,11,283,3.89,52392,5219,79.42,53981,994,15.13,54247,177,2.69,54248,115,1.75,54249,66,1.0,322465,99,6571,483698,11,6,0.0,,
1667956547,2022-11-09 01:15:47 +0000,8138046ce1ccc9e37269480764f23b8c9cec781a,20221108VT46375,live,2.83,VT,Vermont,46,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T01:14:26.583Z,13,283,4.59,52392,7214,79.01,53981,1520,16.65,54247,184,2.02,54248,138,1.51,54249,74,0.81,322465,99,9130,483698,13,8,0.0,,
1667956832,2022-11-09 01:20:32 +0000,83b25784602daed92be104db5cf5a6446230f2d5,20221108VT46375,live,4.44,VT,Vermont,46,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T01:19:07.995Z,15,283,5.3,52392,10023,69.98,53981,3799,26.53,54247,220,1.54,54248,193,1.35,54249,87,0.61,322465,99,14322,483698,15,13,0.0,,
