captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.83932.first,candidates.83932.last,candidates.83932.abbrv,candidates.83932.incumbent,candidates.83932.party,candidates.83932.candidateID,candidates.83932.ballotOrder,candidates.83932.polID,candidates.83932.polNum,candidates.83932.electWon,candidates.85774.first,candidates.85774.last,candidates.85774.party,candidates.85774.candidateID,candidates.85774.ballotOrder,candidates.85774.polID,candidates.85774.polNum,candidates.85774.electWon,candidates.83932.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,NY-20221108_Eday62,33,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 11,11,222370,99,0,12359054,True,20221108NY36591,2022-11-08,NY,83932,Nicole,Malliotakis,Malliotks,True,GOP,83932,2,68997,52275,0,Max,Rose,Dem,85774,1,67096,54480,0,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,NY-20221108_Eday80,33,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 11,11,222370,99,0,12359054,True,20221108NY36591,2022-11-08,NY,83932,Nicole,Malliotakis,Malliotks,True,GOP,83932,2,68997,52275,0,Max,Rose,Dem,85774,1,67096,54480,0,
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,NY-20221108_Eday80,33,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 11,11,222370,99,55368,12359054,True,20221108NY36591,2022-11-08,NY,83932,Nicole,Malliotakis,Malliotks,True,GOP,83932,2,68997,52275,0,Max,Rose,Dem,85774,1,67096,54480,0,
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,NY-20221108_Eday80,33,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 11,11,222370,99,56232,12359054,True,20221108NY36591,2022-11-08,NY,83932,Nicole,Malliotakis,Malliotks,True,GOP,83932,2,68997,52275,0,Max,Rose,Dem,85774,1,67096,54480,0,
1667960816,2022-11-09 02:26:56 +0000,8a1624065b18c7c6c4408259c296b51116c46c3f,NY-20221108_Eday80,33,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 11,11,222370,99,89930,12359054,True,20221108NY36591,2022-11-08,NY,83932,Nicole,Malliotakis,Malliotks,True,GOP,83932,2,68997,52275,0,Max,Rose,Dem,85774,1,67096,54480,0,
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,NY-20221108_Eday80,33,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 11,11,222370,99,115163,12359054,True,20221108NY36591,2022-11-08,NY,83932,Nicole,Malliotakis,Malliotks,True,GOP,83932,2,68997,52275,0,Max,Rose,Dem,85774,1,67096,54480,0,
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,NY-20221108_Eday80,33,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 11,11,222370,99,131007,12359054,True,20221108NY36591,2022-11-08,NY,83932,Nicole,Malliotakis,Malliotks,True,GOP,83932,2,68997,52275,0,Max,Rose,Dem,85774,1,67096,54480,0,
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,NY-20221108_Eday80,33,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 11,11,222370,99,150649,12359054,True,20221108NY36591,2022-11-08,NY,83932,Nicole,Malliotakis,Malliotks,True,GOP,83932,2,68997,52275,0,Max,Rose,Dem,85774,1,67096,54480,0,
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,H,U.S. House,True,District 11,11,222370,99,159720,12359054,True,20221108NY36591,2022-11-08,NY,83932,Nicole,Malliotakis,Malliotks,True,GOP,83932,2,68997,52275,0,Max,Rose,Dem,85774,1,67096,54480,0,2022-11-09T02:35:48.286Z
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,H,U.S. House,True,District 11,11,222370,99,161142,12359054,True,20221108NY36591,2022-11-08,NY,83932,Nicole,Malliotakis,Malliotks,True,GOP,83932,2,68997,52275,0,Max,Rose,Dem,85774,1,67096,54480,0,2022-11-09T02:35:48.286Z
