captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.34175.first,candidates.34175.last,candidates.34175.abbrv,candidates.34175.incumbent,candidates.34175.party,candidates.34175.candidateID,candidates.34175.ballotOrder,candidates.34175.polID,candidates.34175.polNum,candidates.34175.electWon,candidates.34798.first,candidates.34798.last,candidates.34798.party,candidates.34798.candidateID,candidates.34798.ballotOrder,candidates.34798.polID,candidates.34798.polNum,candidates.34798.electWon,candidates.35275.first,candidates.35275.last,candidates.35275.party,candidates.35275.candidateID,candidates.35275.ballotOrder,candidates.35275.polID,candidates.35275.polNum,candidates.35275.electWon,candidates.34175.winnerDateTime,isCertified
1667967905,2022-11-08 22:25:05 -0600,7b53fc8cb8c53477e9f4fecf82fac92988ee5275,MN-20221108_Eday80,24,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,301599,99,85333,1706030,True,20221108MN24025,2022-11-08,MN,34175,Michelle,Fischbach,Fischbch,True,GOP,34175,2,55298,25425,0,Jill,Abahsain,Dem,34798,3,71243,29084,0,Travis,Johnson,LMN,35275,1,71649,29586,0,,
1667968709,2022-11-08 22:38:29 -0600,a479186c1a21e09ae947de1863bf72d461e8b879,MN-20221108_Eday80,24,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,295028,99,133476,1706030,True,20221108MN24025,2022-11-08,MN,34175,Michelle,Fischbach,Fischbch,True,GOP,34175,2,55298,25425,0,Jill,Abahsain,Dem,34798,3,71243,29084,0,Travis,Johnson,LMN,35275,1,71649,29586,0,,
1667969463,2022-11-08 22:51:03 -0600,33a57724ad86936b636ee9df9a6a905b84cec6b3,MN-20221108_Eday80,24,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,299672,99,147606,1706030,True,20221108MN24025,2022-11-08,MN,34175,Michelle,Fischbach,Fischbch,True,GOP,34175,2,55298,25425,0,Jill,Abahsain,Dem,34798,3,71243,29084,0,Travis,Johnson,LMN,35275,1,71649,29586,0,,
1667970284,2022-11-08 23:04:44 -0600,0fc8b3fccaefe74cf333b488517dd0339b8dd0b7,MN-20221108_Eday80,24,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,304220,99,167047,1706030,True,20221108MN24025,2022-11-08,MN,34175,Michelle,Fischbach,Fischbch,True,GOP,34175,2,55298,25425,0,Jill,Abahsain,Dem,34798,3,71243,29084,0,Travis,Johnson,LMN,35275,1,71649,29586,0,,
1667971124,2022-11-08 23:18:44 -0600,f9d1c6b5aa5f6a3f4c976d51307de08576c2bf77,MN-20221108_Eday80,24,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,304220,99,169084,1706030,True,20221108MN24025,2022-11-08,MN,34175,Michelle,Fischbach,Fischbch,True,GOP,34175,2,55298,25425,0,Jill,Abahsain,Dem,34798,3,71243,29084,0,Travis,Johnson,LMN,35275,1,71649,29586,0,,
1667971350,2022-11-08 23:22:30 -0600,4e8d6a153dbb49007925da1747ddadcd1394934d,MN-20221108_Eday80,24,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,309039,99,193180,1706030,True,20221108MN24025,2022-11-08,MN,34175,Michelle,Fischbach,Fischbch,True,GOP,34175,2,55298,25425,0,Jill,Abahsain,Dem,34798,3,71243,29084,0,Travis,Johnson,LMN,35275,1,71649,29586,0,,
1667971921,2022-11-08 23:32:01 -0600,1ebecb55cb747fea463c7459ee81768ba8fae636,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,312151,99,204136,1706030,True,20221108MN24025,2022-11-08,MN,34175,Michelle,Fischbach,Fischbch,True,GOP,34175,2,55298,25425,0,Jill,Abahsain,Dem,34798,3,71243,29084,0,Travis,Johnson,LMN,35275,1,71649,29586,0,2022-11-09T05:21:01.472Z,
1667972898,2022-11-08 23:48:18 -0600,7f5611a68542690dfbbea4b10f2d25fb123813f8,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,307602,99,234580,1706030,True,20221108MN24025,2022-11-08,MN,34175,Michelle,Fischbach,Fischbch,True,GOP,34175,2,55298,25425,0,Jill,Abahsain,Dem,34798,3,71243,29084,0,Travis,Johnson,LMN,35275,1,71649,29586,0,2022-11-09T05:21:01.472Z,
1667973921,2022-11-09 00:05:21 -0600,8c7bea4e5501d62c6edf8b543f4ffeaf66fbee7c,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,309114,99,265366,1706030,True,20221108MN24025,2022-11-08,MN,34175,Michelle,Fischbach,Fischbch,True,GOP,34175,2,55298,25425,0,Jill,Abahsain,Dem,34798,3,71243,29084,0,Travis,Johnson,LMN,35275,1,71649,29586,0,2022-11-09T05:21:01.472Z,
1667974762,2022-11-09 00:19:22 -0600,eae9f5b1ba131d7652f49e9c3001c7a015f755b1,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,309205,99,280777,1706030,True,20221108MN24025,2022-11-08,MN,34175,Michelle,Fischbach,Fischbch,True,GOP,34175,2,55298,25425,0,Jill,Abahsain,Dem,34798,3,71243,29084,0,Travis,Johnson,LMN,35275,1,71649,29586,0,2022-11-09T05:21:01.472Z,
1667974809,2022-11-09 00:20:09 -0600,21e89b68838446570e2788596a6ed47ed4d95a07,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,309114,99,265366,1706030,True,20221108MN24025,2022-11-08,MN,34175,Michelle,Fischbach,Fischbch,True,GOP,34175,2,55298,25425,0,Jill,Abahsain,Dem,34798,3,71243,29084,0,Travis,Johnson,LMN,35275,1,71649,29586,0,2022-11-09T05:21:01.472Z,
1667974899,2022-11-09 00:21:39 -0600,387e9cf2d205ebca879101fc8e33b930b1cbd329,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,309205,99,280777,1706030,True,20221108MN24025,2022-11-08,MN,34175,Michelle,Fischbach,Fischbch,True,GOP,34175,2,55298,25425,0,Jill,Abahsain,Dem,34798,3,71243,29084,0,Travis,Johnson,LMN,35275,1,71649,29586,0,2022-11-09T05:21:01.472Z,
1667975526,2022-11-09 00:32:06 -0600,5374366d2c6a2b7e8af014c09c7cd85c5fd86ee7,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,308470,99,285835,1706030,True,20221108MN24025,2022-11-08,MN,34175,Michelle,Fischbach,Fischbch,True,GOP,34175,2,55298,25425,0,Jill,Abahsain,Dem,34798,3,71243,29084,0,Travis,Johnson,LMN,35275,1,71649,29586,0,2022-11-09T05:21:01.472Z,
1667975609,2022-11-09 00:33:29 -0600,62fa28ab1db323241f81f05574f15005f7d100fe,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,308470,99,287312,1706030,True,20221108MN24025,2022-11-08,MN,34175,Michelle,Fischbach,Fischbch,True,GOP,34175,2,55298,25425,0,Jill,Abahsain,Dem,34798,3,71243,29084,0,Travis,Johnson,LMN,35275,1,71649,29586,0,2022-11-09T05:21:01.472Z,
1667975652,2022-11-09 00:34:12 -0600,d498600900e4c0350d8f00907a8e8a97bd48aba6,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,308470,99,285835,1706030,True,20221108MN24025,2022-11-08,MN,34175,Michelle,Fischbach,Fischbch,True,GOP,34175,2,55298,25425,0,Jill,Abahsain,Dem,34798,3,71243,29084,0,Travis,Johnson,LMN,35275,1,71649,29586,0,2022-11-09T05:21:01.472Z,
1667975734,2022-11-09 00:35:34 -0600,416f9cd2c686176e63aeb1ee56cb9d01151b28ae,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,308470,99,287312,1706030,True,20221108MN24025,2022-11-08,MN,34175,Michelle,Fischbach,Fischbch,True,GOP,34175,2,55298,25425,0,Jill,Abahsain,Dem,34798,3,71243,29084,0,Travis,Johnson,LMN,35275,1,71649,29586,0,2022-11-09T05:21:01.472Z,
1667975773,2022-11-09 00:36:13 -0600,deab40fdc8485b2c990cf91d96e98447d46f3b20,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,308470,99,285835,1706030,True,20221108MN24025,2022-11-08,MN,34175,Michelle,Fischbach,Fischbch,True,GOP,34175,2,55298,25425,0,Jill,Abahsain,Dem,34798,3,71243,29084,0,Travis,Johnson,LMN,35275,1,71649,29586,0,2022-11-09T05:21:01.472Z,
1667975855,2022-11-09 00:37:35 -0600,d40e181df232b9ad900add6b9f138db1906ff011,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,308470,99,287312,1706030,True,20221108MN24025,2022-11-08,MN,34175,Michelle,Fischbach,Fischbch,True,GOP,34175,2,55298,25425,0,Jill,Abahsain,Dem,34798,3,71243,29084,0,Travis,Johnson,LMN,35275,1,71649,29586,0,2022-11-09T05:21:01.472Z,
1667975898,2022-11-09 00:38:18 -0600,7609424c163438fd3cafbbf7ed6226754e52c1bd,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,308470,99,285835,1706030,True,20221108MN24025,2022-11-08,MN,34175,Michelle,Fischbach,Fischbch,True,GOP,34175,2,55298,25425,0,Jill,Abahsain,Dem,34798,3,71243,29084,0,Travis,Johnson,LMN,35275,1,71649,29586,0,2022-11-09T05:21:01.472Z,
1667975981,2022-11-09 00:39:41 -0600,41d3dfc6389002e5c03a1c16c1b7382e8f7f3159,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,308470,99,287312,1706030,True,20221108MN24025,2022-11-08,MN,34175,Michelle,Fischbach,Fischbch,True,GOP,34175,2,55298,25425,0,Jill,Abahsain,Dem,34798,3,71243,29084,0,Travis,Johnson,LMN,35275,1,71649,29586,0,2022-11-09T05:21:01.472Z,
1667976225,2022-11-09 00:43:45 -0600,c783db16cb20062f52dbeb35e3ddece74a1360e9,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,308470,99,285835,1706030,True,20221108MN24025,2022-11-08,MN,34175,Michelle,Fischbach,Fischbch,True,GOP,34175,2,55298,25425,0,Jill,Abahsain,Dem,34798,3,71243,29084,0,Travis,Johnson,LMN,35275,1,71649,29586,0,2022-11-09T05:21:01.472Z,
1667976306,2022-11-09 00:45:06 -0600,a65306ebcf7e41c11b1557bbe78229c6107820ce,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,308470,99,290759,1706030,True,20221108MN24025,2022-11-08,MN,34175,Michelle,Fischbach,Fischbch,True,GOP,34175,2,55298,25425,0,Jill,Abahsain,Dem,34798,3,71243,29084,0,Travis,Johnson,LMN,35275,1,71649,29586,0,2022-11-09T05:21:01.472Z,
1667976387,2022-11-09 00:46:27 -0600,3fc81e357a75429f605eafd56848166989ceb407,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,308470,99,287312,1706030,True,20221108MN24025,2022-11-08,MN,34175,Michelle,Fischbach,Fischbch,True,GOP,34175,2,55298,25425,0,Jill,Abahsain,Dem,34798,3,71243,29084,0,Travis,Johnson,LMN,35275,1,71649,29586,0,2022-11-09T05:21:01.472Z,
1667976427,2022-11-09 00:47:07 -0600,37543865b42fa093eb6d12d5468203ace58ae06d,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,308470,99,290759,1706030,True,20221108MN24025,2022-11-08,MN,34175,Michelle,Fischbach,Fischbch,True,GOP,34175,2,55298,25425,0,Jill,Abahsain,Dem,34798,3,71243,29084,0,Travis,Johnson,LMN,35275,1,71649,29586,0,2022-11-09T05:21:01.472Z,
1667976467,2022-11-09 00:47:47 -0600,32bb8c730464b2ab549dbe977eea353741198772,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,308470,99,287312,1706030,True,20221108MN24025,2022-11-08,MN,34175,Michelle,Fischbach,Fischbch,True,GOP,34175,2,55298,25425,0,Jill,Abahsain,Dem,34798,3,71243,29084,0,Travis,Johnson,LMN,35275,1,71649,29586,0,2022-11-09T05:21:01.472Z,
1667976507,2022-11-09 00:48:27 -0600,209b6e99763633b1f7b84bb7726e9e7d3ee0aee1,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,308470,99,290759,1706030,True,20221108MN24025,2022-11-08,MN,34175,Michelle,Fischbach,Fischbch,True,GOP,34175,2,55298,25425,0,Jill,Abahsain,Dem,34798,3,71243,29084,0,Travis,Johnson,LMN,35275,1,71649,29586,0,2022-11-09T05:21:01.472Z,
1667977118,2022-11-09 00:58:38 -0600,166d3636d4ad2b271b1961e941eeb74972fe2b9a,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,309864,99,294422,1706030,True,20221108MN24025,2022-11-08,MN,34175,Michelle,Fischbach,Fischbch,True,GOP,34175,2,55298,25425,0,Jill,Abahsain,Dem,34798,3,71243,29084,0,Travis,Johnson,LMN,35275,1,71649,29586,0,2022-11-09T05:21:01.472Z,
1667977161,2022-11-09 00:59:21 -0600,d4158baa35ee56754832f9c50c65e72445101881,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,308470,99,290759,1706030,True,20221108MN24025,2022-11-08,MN,34175,Michelle,Fischbach,Fischbch,True,GOP,34175,2,55298,25425,0,Jill,Abahsain,Dem,34798,3,71243,29084,0,Travis,Johnson,LMN,35275,1,71649,29586,0,2022-11-09T05:21:01.472Z,
1667977204,2022-11-09 01:00:04 -0600,dac000c6cb8d5ec813c750db85e9cfb1bed2692e,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,309864,99,294422,1706030,True,20221108MN24025,2022-11-08,MN,34175,Michelle,Fischbach,Fischbch,True,GOP,34175,2,55298,25425,0,Jill,Abahsain,Dem,34798,3,71243,29084,0,Travis,Johnson,LMN,35275,1,71649,29586,0,2022-11-09T05:21:01.472Z,
1667977245,2022-11-09 01:00:45 -0600,941801650b13c3c4f4a2abd9523403803c17f776,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,308470,99,290759,1706030,True,20221108MN24025,2022-11-08,MN,34175,Michelle,Fischbach,Fischbch,True,GOP,34175,2,55298,25425,0,Jill,Abahsain,Dem,34798,3,71243,29084,0,Travis,Johnson,LMN,35275,1,71649,29586,0,2022-11-09T05:21:01.472Z,
1667977288,2022-11-09 01:01:28 -0600,8a44f565442a4579e6df315edf5565e7f37a882b,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,309864,99,294422,1706030,True,20221108MN24025,2022-11-08,MN,34175,Michelle,Fischbach,Fischbch,True,GOP,34175,2,55298,25425,0,Jill,Abahsain,Dem,34798,3,71243,29084,0,Travis,Johnson,LMN,35275,1,71649,29586,0,2022-11-09T05:21:01.472Z,
1667978179,2022-11-09 01:16:19 -0600,e5b0abbb1cf26ccf017c9d5a0d528e78ff1d1e95,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,309864,99,294692,1706030,True,20221108MN24025,2022-11-08,MN,34175,Michelle,Fischbach,Fischbch,True,GOP,34175,2,55298,25425,0,Jill,Abahsain,Dem,34798,3,71243,29084,0,Travis,Johnson,LMN,35275,1,71649,29586,0,2022-11-09T05:21:01.472Z,
1667979807,2022-11-09 01:43:27 -0600,fda1599d5dbdfbd32e28d16eb4a1fc9dc29895a1,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,309864,99,298349,1706030,True,20221108MN24025,2022-11-08,MN,34175,Michelle,Fischbach,Fischbch,True,GOP,34175,2,55298,25425,0,Jill,Abahsain,Dem,34798,3,71243,29084,0,Travis,Johnson,LMN,35275,1,71649,29586,0,2022-11-09T05:21:01.472Z,
1667979845,2022-11-09 01:44:05 -0600,56f55ff2a859e10bf2feb3a958e483acbe185172,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,309864,99,294692,1706030,True,20221108MN24025,2022-11-08,MN,34175,Michelle,Fischbach,Fischbch,True,GOP,34175,2,55298,25425,0,Jill,Abahsain,Dem,34798,3,71243,29084,0,Travis,Johnson,LMN,35275,1,71649,29586,0,2022-11-09T05:21:01.472Z,
1667979888,2022-11-09 01:44:48 -0600,0e0f720f51726ae625e5e1365d2ab4384b8c34ed,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,309864,99,298349,1706030,True,20221108MN24025,2022-11-08,MN,34175,Michelle,Fischbach,Fischbch,True,GOP,34175,2,55298,25425,0,Jill,Abahsain,Dem,34798,3,71243,29084,0,Travis,Johnson,LMN,35275,1,71649,29586,0,2022-11-09T05:21:01.472Z,
1667982002,2022-11-09 02:20:02 -0600,55d43d6174b4d852acbda6bae98fc1f4f93cabfe,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,310860,99,298349,1706030,True,20221108MN24025,2022-11-08,MN,34175,Michelle,Fischbach,Fischbch,True,GOP,34175,2,55298,25425,0,Jill,Abahsain,Dem,34798,3,71243,29084,0,Travis,Johnson,LMN,35275,1,71649,29586,0,2022-11-09T05:21:01.472Z,
1667982042,2022-11-09 02:20:42 -0600,1e1b79cb7bc9522db41bc5476a7c87eefd10c31c,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,309864,99,298349,1706030,True,20221108MN24025,2022-11-08,MN,34175,Michelle,Fischbach,Fischbch,True,GOP,34175,2,55298,25425,0,Jill,Abahsain,Dem,34798,3,71243,29084,0,Travis,Johnson,LMN,35275,1,71649,29586,0,2022-11-09T05:21:01.472Z,
1667982318,2022-11-09 02:25:18 -0600,d78896390711a8466dc4ef9e83dee06bc896d9df,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,310860,99,298349,1706030,True,20221108MN24025,2022-11-08,MN,34175,Michelle,Fischbach,Fischbch,True,GOP,34175,2,55298,25425,0,Jill,Abahsain,Dem,34798,3,71243,29084,0,Travis,Johnson,LMN,35275,1,71649,29586,0,2022-11-09T05:21:01.472Z,
1667983190,2022-11-09 02:39:50 -0600,33d66fac29e7b6dbaed9d0c4d2c158e412e07a74,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,309864,99,298349,1706030,True,20221108MN24025,2022-11-08,MN,34175,Michelle,Fischbach,Fischbch,True,GOP,34175,2,55298,25425,0,Jill,Abahsain,Dem,34798,3,71243,29084,0,Travis,Johnson,LMN,35275,1,71649,29586,0,2022-11-09T05:21:01.472Z,
1667984162,2022-11-09 02:56:02 -0600,b6b6d8a3f4801ed3185f0ad55bce4f5decede761,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,308832,99,302607,1706030,True,20221108MN24025,2022-11-08,MN,34175,Michelle,Fischbach,Fischbch,True,GOP,34175,2,55298,25425,0,Jill,Abahsain,Dem,34798,3,71243,29084,0,Travis,Johnson,LMN,35275,1,71649,29586,0,2022-11-09T05:21:01.472Z,
1667984971,2022-11-09 03:09:31 -0600,ca323806bb0a142691a34098ab7e77a27e2a4fc6,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,309646,99,302873,1706030,True,20221108MN24025,2022-11-08,MN,34175,Michelle,Fischbach,Fischbch,True,GOP,34175,2,55298,25425,0,Jill,Abahsain,Dem,34798,3,71243,29084,0,Travis,Johnson,LMN,35275,1,71649,29586,0,2022-11-09T05:21:01.472Z,
1667985822,2022-11-09 03:23:42 -0600,fe208075ec8f2013e218507464df245c10479ee1,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,309338,99,303438,1706030,True,20221108MN24025,2022-11-08,MN,34175,Michelle,Fischbach,Fischbch,True,GOP,34175,2,55298,25425,0,Jill,Abahsain,Dem,34798,3,71243,29084,0,Travis,Johnson,LMN,35275,1,71649,29586,0,2022-11-09T05:21:01.472Z,
1667986670,2022-11-09 03:37:50 -0600,3ce5459e007ea5a14e2ac661307781abfdf1592b,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,309121,99,303762,1706030,True,20221108MN24025,2022-11-08,MN,34175,Michelle,Fischbach,Fischbch,True,GOP,34175,2,55298,25425,0,Jill,Abahsain,Dem,34798,3,71243,29084,0,Travis,Johnson,LMN,35275,1,71649,29586,0,2022-11-09T05:21:01.472Z,
1667987444,2022-11-09 03:50:44 -0600,535a461b75364f2c1d70c8e62728ceb9443765d2,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,308845,99,303986,1706030,True,20221108MN24025,2022-11-08,MN,34175,Michelle,Fischbach,Fischbch,True,GOP,34175,2,55298,25425,0,Jill,Abahsain,Dem,34798,3,71243,29084,0,Travis,Johnson,LMN,35275,1,71649,29586,0,2022-11-09T05:21:01.472Z,
1667987484,2022-11-09 03:51:24 -0600,980f6fe5a4a9ffa7810478d35fa77761f4ccdcbc,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,309121,99,303762,1706030,True,20221108MN24025,2022-11-08,MN,34175,Michelle,Fischbach,Fischbch,True,GOP,34175,2,55298,25425,0,Jill,Abahsain,Dem,34798,3,71243,29084,0,Travis,Johnson,LMN,35275,1,71649,29586,0,2022-11-09T05:21:01.472Z,
1667987524,2022-11-09 03:52:04 -0600,c251c6fbf74f00217c61f2d533377b35edad2d39,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,308845,99,303986,1706030,True,20221108MN24025,2022-11-08,MN,34175,Michelle,Fischbach,Fischbch,True,GOP,34175,2,55298,25425,0,Jill,Abahsain,Dem,34798,3,71243,29084,0,Travis,Johnson,LMN,35275,1,71649,29586,0,2022-11-09T05:21:01.472Z,
