captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.20362.first,candidates.20362.last,candidates.20362.incumbent,candidates.20362.party,candidates.20362.candidateID,candidates.20362.ballotOrder,candidates.20362.polID,candidates.20362.polNum,candidates.20362.electWon,candidates.22637.first,candidates.22637.last,candidates.22637.abbrv,candidates.22637.party,candidates.22637.candidateID,candidates.22637.ballotOrder,candidates.22637.polID,candidates.22637.polNum,candidates.22637.electWon,candidates.22764.first,candidates.22764.last,candidates.22764.party,candidates.22764.candidateID,candidates.22764.ballotOrder,candidates.22764.polID,candidates.22764.polNum,candidates.22764.electWon,candidates.20362.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,IN-20221108_Eday64,15,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 7,7,144923,99,0,841906,True,20221108IN15032,2022-11-08,IN,20362,Andre,Carson,True,Dem,20362,2,57849,17162,0,Angela,Grabovsky,Grabvsky,GOP,22637,1,70025,18676,0,Gavin,Maple,Lib,22764,3,71637,18771,0,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,IN-20221108_Eday80,15,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 7,7,144923,99,0,841906,True,20221108IN15032,2022-11-08,IN,20362,Andre,Carson,True,Dem,20362,2,57849,17162,0,Angela,Grabovsky,Grabvsky,GOP,22637,1,70025,18676,0,Gavin,Maple,Lib,22764,3,71637,18771,0,
1667950106,2022-11-08 23:28:26 +0000,03bd9b09dc6ae9d95766d3877a273fc07c395a68,IN-20221108_Eday80,15,General,G,Polls Closed/Waiting First Report,Too Early to Call,H,U.S. House,True,District 7,7,144923,99,0,841906,True,20221108IN15032,2022-11-08,IN,20362,Andre,Carson,True,Dem,20362,2,57849,17162,0,Angela,Grabovsky,Grabvsky,GOP,22637,1,70025,18676,0,Gavin,Maple,Lib,22764,3,71637,18771,0,
1667954884,2022-11-09 00:48:04 +0000,8f544a76833fbb21dc3fbc0ce7b73e3714be8529,IN-20221108_Eday80,15,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,144923,99,0,841906,True,20221108IN15032,2022-11-08,IN,20362,Andre,Carson,True,Dem,20362,2,57849,17162,0,Angela,Grabovsky,Grabvsky,GOP,22637,1,70025,18676,0,Gavin,Maple,Lib,22764,3,71637,18771,0,
1667955153,2022-11-09 00:52:33 +0000,5dbf5007b88cfdc60ec0e8e538e0df6eb1e86637,IN-20221108_Eday80,15,General,G,Polls Closed/Waiting First Report,Too Early to Call,H,U.S. House,True,District 7,7,144923,99,0,841906,True,20221108IN15032,2022-11-08,IN,20362,Andre,Carson,True,Dem,20362,2,57849,17162,0,Angela,Grabovsky,Grabvsky,GOP,22637,1,70025,18676,0,Gavin,Maple,Lib,22764,3,71637,18771,0,
1667955430,2022-11-09 00:57:10 +0000,e9bf9bc2954735d2abe72015bd1ac602b27e7679,IN-20221108_Eday80,15,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,144923,99,0,841906,True,20221108IN15032,2022-11-08,IN,20362,Andre,Carson,True,Dem,20362,2,57849,17162,0,Angela,Grabovsky,Grabvsky,GOP,22637,1,70025,18676,0,Gavin,Maple,Lib,22764,3,71637,18771,0,
1667958559,2022-11-09 01:49:19 +0000,0a6694bb1cdd9734aff1178f6a5894d33a1a95cc,IN-20221108_Eday80,15,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,144923,99,60692,841906,True,20221108IN15032,2022-11-08,IN,20362,Andre,Carson,True,Dem,20362,2,57849,17162,0,Angela,Grabovsky,Grabvsky,GOP,22637,1,70025,18676,0,Gavin,Maple,Lib,22764,3,71637,18771,0,2022-11-09T01:42:25.463Z
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,IN-20221108_Eday80,15,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,144923,99,118521,841906,True,20221108IN15032,2022-11-08,IN,20362,Andre,Carson,True,Dem,20362,2,57849,17162,0,Angela,Grabovsky,Grabvsky,GOP,22637,1,70025,18676,0,Gavin,Maple,Lib,22764,3,71637,18771,0,2022-11-09T01:42:25.463Z
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,IN-20221108_Eday80,15,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,144923,99,124325,841906,True,20221108IN15032,2022-11-08,IN,20362,Andre,Carson,True,Dem,20362,2,57849,17162,0,Angela,Grabovsky,Grabvsky,GOP,22637,1,70025,18676,0,Gavin,Maple,Lib,22764,3,71637,18771,0,2022-11-09T01:42:25.463Z
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,IN-20221108_Eday80,15,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,144923,99,137637,841906,True,20221108IN15032,2022-11-08,IN,20362,Andre,Carson,True,Dem,20362,2,57849,17162,0,Angela,Grabovsky,Grabvsky,GOP,22637,1,70025,18676,0,Gavin,Maple,Lib,22764,3,71637,18771,0,2022-11-09T01:42:25.463Z
1667973878,2022-11-09 00:04:38 -0600,dd0a2fb7e0a1ea86d312428fcf4c7c68541cc7da,IN-20221108_Eday80,15,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,144923,99,163122,841906,True,20221108IN15032,2022-11-08,IN,20362,Andre,Carson,True,Dem,20362,2,57849,17162,0,Angela,Grabovsky,Grabvsky,GOP,22637,1,70025,18676,0,Gavin,Maple,Lib,22764,3,71637,18771,0,2022-11-09T01:42:25.463Z
1667975941,2022-11-09 00:39:01 -0600,824726c09f3a54d568715997d5b46bff5c7f219d,IN-20221108_Eday80,15,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,164770,99,163122,841906,True,20221108IN15032,2022-11-08,IN,20362,Andre,Carson,True,Dem,20362,2,57849,17162,0,Angela,Grabovsky,Grabvsky,GOP,22637,1,70025,18676,0,Gavin,Maple,Lib,22764,3,71637,18771,0,2022-11-09T01:42:25.463Z
1668092141,2022-11-10 08:55:41 -0600,17ce61eec9163ebe8f98f10ce8916f340f93cd85,IN-20221108_Eday80,15,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,164770,99,174584,841906,True,20221108IN15032,2022-11-08,IN,20362,Andre,Carson,True,Dem,20362,2,57849,17162,0,Angela,Grabovsky,Grabvsky,GOP,22637,1,70025,18676,0,Gavin,Maple,Lib,22764,3,71637,18771,0,2022-11-09T01:42:25.463Z
1668093826,2022-11-10 09:23:46 -0600,eb7f0279e51a67247427b6a86f2069548b05b672,IN-20221108_Eday80,15,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,178147,99,174584,841906,True,20221108IN15032,2022-11-08,IN,20362,Andre,Carson,True,Dem,20362,2,57849,17162,0,Angela,Grabovsky,Grabvsky,GOP,22637,1,70025,18676,0,Gavin,Maple,Lib,22764,3,71637,18771,0,2022-11-09T01:42:25.463Z
1668094583,2022-11-10 09:36:23 -0600,8f9201cf4585128f002d3115bf7ce238f41b53e4,IN-20221108_Eday80,15,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,179984,99,174584,841906,True,20221108IN15032,2022-11-08,IN,20362,Andre,Carson,True,Dem,20362,2,57849,17162,0,Angela,Grabovsky,Grabvsky,GOP,22637,1,70025,18676,0,Gavin,Maple,Lib,22764,3,71637,18771,0,2022-11-09T01:42:25.463Z
