captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,description,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.60821.first,candidates.60821.last,candidates.60821.party,candidates.60821.incumbent,candidates.60821.candidateID,candidates.60821.polID,candidates.60821.ballotOrder,candidates.60821.polNum,candidates.60821.electWon,candidates.62897.first,candidates.62897.last,candidates.62897.party,candidates.62897.candidateID,candidates.62897.polID,candidates.62897.ballotOrder,candidates.62897.polNum,candidates.62897.electWon,candidates.60821.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,TX-20221108_Eday62,44,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,N Dallas and subs,True,District 32,32,207825,99,0,815978,True,20221108TX48733,2022-11-08,TX,60821,Colin,Allred,Dem,True,60821,65997,1,51919,0,Antonio,Swad,GOP,62897,69896,2,52936,0,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,TX-20221108_Eday80,44,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,N Dallas and subs,True,District 32,32,213718,99,0,815978,True,20221108TX48733,2022-11-08,TX,60821,Colin,Allred,Dem,True,60821,65997,1,51919,0,Antonio,Swad,GOP,62897,69896,2,52936,0,
1667956006,2022-11-09 01:06:46 +0000,01cc2f6d0039b2fcb59e03eced60e58dcb253844,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,N Dallas and subs,True,District 32,32,213718,99,100474,815978,True,20221108TX48733,2022-11-08,TX,60821,Colin,Allred,Dem,True,60821,65997,1,51919,0,Antonio,Swad,GOP,62897,69896,2,52936,0,
1667956272,2022-11-09 01:11:12 +0000,e9730fe8cd073de363599251493da8f113e7bb60,TX-20221108_Eday80,44,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,N Dallas and subs,True,District 32,32,213718,99,0,815978,True,20221108TX48733,2022-11-08,TX,60821,Colin,Allred,Dem,True,60821,65997,1,51919,0,Antonio,Swad,GOP,62897,69896,2,52936,0,
1667956547,2022-11-09 01:15:47 +0000,8138046ce1ccc9e37269480764f23b8c9cec781a,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,N Dallas and subs,True,District 32,32,213718,99,100474,815978,True,20221108TX48733,2022-11-08,TX,60821,Colin,Allred,Dem,True,60821,65997,1,51919,0,Antonio,Swad,GOP,62897,69896,2,52936,0,
1667957430,2022-11-09 01:30:30 +0000,03f90a735487a191903970f5b59ebf51d460c3e0,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,N Dallas and subs,True,District 32,32,213718,99,113542,815978,True,20221108TX48733,2022-11-08,TX,60821,Colin,Allred,Dem,True,60821,65997,1,51919,0,Antonio,Swad,GOP,62897,69896,2,52936,0,
1667960264,2022-11-09 02:17:44 +0000,e239f4bcca07deff3069ebbdd016fa8b8d41d752,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,N Dallas and subs,True,District 32,32,213718,99,113542,815978,True,20221108TX48733,2022-11-08,TX,60821,Colin,Allred,Dem,True,60821,65997,1,51919,0,Antonio,Swad,GOP,62897,69896,2,52936,0,2022-11-09T02:07:19.911Z
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,N Dallas and subs,True,District 32,32,213718,99,113945,815978,True,20221108TX48733,2022-11-08,TX,60821,Colin,Allred,Dem,True,60821,65997,1,51919,0,Antonio,Swad,GOP,62897,69896,2,52936,0,2022-11-09T02:07:19.911Z
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,N Dallas and subs,True,District 32,32,213718,99,116224,815978,True,20221108TX48733,2022-11-08,TX,60821,Colin,Allred,Dem,True,60821,65997,1,51919,0,Antonio,Swad,GOP,62897,69896,2,52936,0,2022-11-09T02:07:19.911Z
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,N Dallas and subs,True,District 32,32,213718,99,118014,815978,True,20221108TX48733,2022-11-08,TX,60821,Colin,Allred,Dem,True,60821,65997,1,51919,0,Antonio,Swad,GOP,62897,69896,2,52936,0,2022-11-09T02:07:19.911Z
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,N Dallas and subs,True,District 32,32,213718,99,118765,815978,True,20221108TX48733,2022-11-08,TX,60821,Colin,Allred,Dem,True,60821,65997,1,51919,0,Antonio,Swad,GOP,62897,69896,2,52936,0,2022-11-09T02:07:19.911Z
1667969292,2022-11-08 22:48:12 -0600,27c0128769cb9950dd2d2f7b010376c6821eb8bd,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,N Dallas and subs,True,District 32,32,213622,99,121554,815978,True,20221108TX48733,2022-11-08,TX,60821,Colin,Allred,Dem,True,60821,65997,1,51919,0,Antonio,Swad,GOP,62897,69896,2,52936,0,2022-11-09T02:07:19.911Z
1667970944,2022-11-08 23:15:44 -0600,ade12abccb70834d17788a299f1a5de3ad7d230d,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,N Dallas and subs,True,District 32,32,213622,99,132534,815978,True,20221108TX48733,2022-11-08,TX,60821,Colin,Allred,Dem,True,60821,65997,1,51919,0,Antonio,Swad,GOP,62897,69896,2,52936,0,2022-11-09T02:07:19.911Z
1667972585,2022-11-08 23:43:05 -0600,801d3f687be77bd20982c8b22a575eda658a7594,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,N Dallas and subs,True,District 32,32,212870,99,133638,815978,True,20221108TX48733,2022-11-08,TX,60821,Colin,Allred,Dem,True,60821,65997,1,51919,0,Antonio,Swad,GOP,62897,69896,2,52936,0,2022-11-09T02:07:19.911Z
1667974050,2022-11-09 00:07:30 -0600,7abf683084771abb66bcbd62c846b6795b86899c,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,N Dallas and subs,True,District 32,32,212870,99,141393,815978,True,20221108TX48733,2022-11-08,TX,60821,Colin,Allred,Dem,True,60821,65997,1,51919,0,Antonio,Swad,GOP,62897,69896,2,52936,0,2022-11-09T02:07:19.911Z
1667975773,2022-11-09 00:36:13 -0600,deab40fdc8485b2c990cf91d96e98447d46f3b20,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,N Dallas and subs,True,District 32,32,212870,99,142602,815978,True,20221108TX48733,2022-11-08,TX,60821,Colin,Allred,Dem,True,60821,65997,1,51919,0,Antonio,Swad,GOP,62897,69896,2,52936,0,2022-11-09T02:07:19.911Z
1667975815,2022-11-09 00:36:55 -0600,bd9ec1a9bacd26e63399e24cdeba1aa1e9b2608a,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,N Dallas and subs,True,District 32,32,212870,99,141393,815978,True,20221108TX48733,2022-11-08,TX,60821,Colin,Allred,Dem,True,60821,65997,1,51919,0,Antonio,Swad,GOP,62897,69896,2,52936,0,2022-11-09T02:07:19.911Z
1667975855,2022-11-09 00:37:35 -0600,d40e181df232b9ad900add6b9f138db1906ff011,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,N Dallas and subs,True,District 32,32,212870,99,142602,815978,True,20221108TX48733,2022-11-08,TX,60821,Colin,Allred,Dem,True,60821,65997,1,51919,0,Antonio,Swad,GOP,62897,69896,2,52936,0,2022-11-09T02:07:19.911Z
1667976671,2022-11-09 00:51:11 -0600,ea959052a4daa986b427aee926dc66fbdb41fd60,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,N Dallas and subs,True,District 32,32,212776,99,142602,815978,True,20221108TX48733,2022-11-08,TX,60821,Colin,Allred,Dem,True,60821,65997,1,51919,0,Antonio,Swad,GOP,62897,69896,2,52936,0,2022-11-09T02:07:19.911Z
1667978220,2022-11-09 01:17:00 -0600,e1b3684a64586d8bd4fc0a1bcb44792f80525495,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,N Dallas and subs,True,District 32,32,212776,99,175260,815978,True,20221108TX48733,2022-11-08,TX,60821,Colin,Allred,Dem,True,60821,65997,1,51919,0,Antonio,Swad,GOP,62897,69896,2,52936,0,2022-11-09T02:07:19.911Z
1667978261,2022-11-09 01:17:41 -0600,2fcf177a45bf7e84f8682ce5ff329f68ac735ac5,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,N Dallas and subs,True,District 32,32,212776,99,142602,815978,True,20221108TX48733,2022-11-08,TX,60821,Colin,Allred,Dem,True,60821,65997,1,51919,0,Antonio,Swad,GOP,62897,69896,2,52936,0,2022-11-09T02:07:19.911Z
1667978300,2022-11-09 01:18:20 -0600,cc039c86c955ff3ce99cab7d92b061779609269e,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,N Dallas and subs,True,District 32,32,212776,99,175260,815978,True,20221108TX48733,2022-11-08,TX,60821,Colin,Allred,Dem,True,60821,65997,1,51919,0,Antonio,Swad,GOP,62897,69896,2,52936,0,2022-11-09T02:07:19.911Z
1667982914,2022-11-09 02:35:14 -0600,a346c9adf75cdfebf273478b219b645c9d48289e,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,N Dallas and subs,True,District 32,32,187173,99,175260,815978,True,20221108TX48733,2022-11-08,TX,60821,Colin,Allred,Dem,True,60821,65997,1,51919,0,Antonio,Swad,GOP,62897,69896,2,52936,0,2022-11-09T02:07:19.911Z
1667987524,2022-11-09 03:52:04 -0600,c251c6fbf74f00217c61f2d533377b35edad2d39,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,N Dallas and subs,True,District 32,32,215162,99,175260,815978,True,20221108TX48733,2022-11-08,TX,60821,Colin,Allred,Dem,True,60821,65997,1,51919,0,Antonio,Swad,GOP,62897,69896,2,52936,0,2022-11-09T02:07:19.911Z
