captureTimestamp,captureDateTime,captureRevision,statePostal,reportingunitID,reportingunitLevel,pollClosingTime,level,fipsCode,lastUpdated,precinctsReporting,eevp,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,LA,22103,2,2022-11-09T02:00:00.000Z,FIPSCode,22103,2022-11-09T03:24:53.678Z,98,57.07,170,57.65,25320,25722,74.78,25338,7862,22.86,25337,815,2.37,60274,99,34399,187865,98,97
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,LA,22103,2,2022-11-09T02:00:00.000Z,FIPSCode,22103,2022-11-09T03:28:44.665Z,102,59.69,170,60.0,25320,27035,75.15,25338,8096,22.5,25337,844,2.35,60274,99,35975,187865,102,101
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,LA,22103,2,2022-11-09T02:00:00.000Z,FIPSCode,22103,2022-11-09T03:35:04.386Z,110,64.06,170,64.71,25320,29438,75.53,25338,8631,22.15,25337,905,2.32,60841,99,38974,187865,110,109
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,LA,22103,2,2022-11-09T02:00:00.000Z,FIPSCode,22103,2022-11-09T03:43:50.427Z,143,83.28,170,84.12,25320,39085,75.66,25338,11371,22.01,25337,1202,2.33,62032,99,51658,187865,143,142
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,LA,22103,2,2022-11-09T02:00:00.000Z,FIPSCode,22103,2022-11-09T03:58:18.726Z,158,94.03,170,92.94,25320,44342,76.02,25338,12599,21.6,25337,1388,2.38,62032,99,58329,187865,158,160
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,LA,22103,2,2022-11-09T02:00:00.000Z,FIPSCode,22103,2022-11-09T03:58:18.726Z,158,94.03,170,92.94,25320,44342,76.02,25338,12599,21.6,25337,1388,2.38,62032,99,58329,187865,158,160
1667968002,2022-11-08 22:26:42 -0600,1235204137f0f06fe3cd4983951d9356477924c9,LA,22103,2,2022-11-09T02:00:00.000Z,FIPSCode,22103,2022-11-09T04:24:26.698Z,169,99.0,170,99.41,25320,70011,74.83,25338,21568,23.05,25337,1980,2.12,62032,99,93559,187865,169,168
1667968757,2022-11-08 22:39:17 -0600,444e7baf756125a86bedac9f7455307c41fed63a,LA,22103,2,2022-11-09T02:00:00.000Z,FIPSCode,22103,2022-11-09T04:24:26.698Z,169,99.0,170,99.41,25320,70011,74.83,25338,21568,23.05,25337,1980,2.12,62032,99,93559,187865,169,168
1667969067,2022-11-08 22:44:27 -0600,73d0e74cb03400217dbc75a62135f42bc460c502,LA,22103,2,2022-11-09T02:00:00.000Z,FIPSCode,22103,2022-11-09T04:42:08.191Z,169,98.42,170,99.41,25320,70011,74.83,25338,21568,23.05,25337,1980,2.12,95063,99,93559,187865,169,167
1667969116,2022-11-08 22:45:16 -0600,79682069eac6cae3840febac265b40363b9c51ff,LA,22103,2,2022-11-09T02:00:00.000Z,FIPSCode,22103,2022-11-09T04:44:22.452Z,169,98.42,170,99.41,25320,70011,74.83,25338,21568,23.05,25337,1980,2.12,95063,99,93559,187865,169,167
1667969592,2022-11-08 22:53:12 -0600,1aa535c5b76797aa0c55f68109cd2149e6f7b08a,LA,22103,2,2022-11-09T02:00:00.000Z,FIPSCode,22103,2022-11-09T04:51:26.493Z,169,98.42,170,99.41,25320,70011,74.83,25338,21568,23.05,25337,1980,2.12,95063,99,93559,187865,169,167
1667969723,2022-11-08 22:55:23 -0600,b509b5bfc09bde62e91159629c11e0b7e48daab9,LA,22103,2,2022-11-09T02:00:00.000Z,FIPSCode,22103,2022-11-09T04:54:06.751Z,170,98.77,170,100.0,25320,70232,74.8,25338,21680,23.09,25337,1983,2.11,95063,99,93895,187865,170,168
1667972308,2022-11-08 23:38:28 -0600,ba9f5f7b5ce443fdefcabab3b6292f3cd1310af6,LA,22103,2,2022-11-09T02:00:00.000Z,FIPSCode,22103,2022-11-09T05:31:20.403Z,170,99.0,170,100.0,25320,70232,74.8,25338,21680,23.09,25337,1983,2.11,94843,99,93895,187865,170,168
1667972364,2022-11-08 23:39:24 -0600,bfe9cb466aa6b65574c16effa903cd993efd4fe0,LA,22103,2,2022-11-09T02:00:00.000Z,FIPSCode,22103,2022-11-09T05:31:20.403Z,170,99.0,170,100.0,25320,70232,74.8,25338,21680,23.09,25337,1983,2.11,94843,99,93895,187865,170,168
1667972810,2022-11-08 23:46:50 -0600,aa61daf8417c040e13c56de238053c966d7a0302,LA,22103,2,2022-11-09T02:00:00.000Z,FIPSCode,22103,2022-11-09T05:45:25.733Z,170,99.0,170,100.0,25320,70232,74.8,25338,21680,23.09,25337,1983,2.11,94843,99,93895,187865,170,168
1667974988,2022-11-09 00:23:08 -0600,5d6616b419546bd84ca0c06ee5a7a5389ea5fc67,LA,22103,2,2022-11-09T02:00:00.000Z,FIPSCode,22103,2022-11-09T05:45:25.733Z,170,99.0,170,100.0,25320,70232,74.8,25338,21680,23.09,25337,1983,2.11,94843,99,93895,187865,170,168
1668250929,2022-11-12 05:02:09 -0600,4445d507c7f9ac510b7c9f8cbe64dd6d41924dd4,LA,22103,2,2022-11-09T02:00:00.000Z,FIPSCode,22103,2022-11-12T11:01:03.164Z,170,99.0,170,100.0,25320,70233,74.8,25338,21680,23.09,25337,1983,2.11,94843,99,93896,187865,170,168
1668510152,2022-11-15 05:02:32 -0600,4aa9e94abe2d3abc602cfa3eac5f2e399f0d9b69,LA,22103,2,2022-11-09T02:00:00.000Z,FIPSCode,22103,2022-11-12T11:01:03.164Z,170,99.0,170,100.0,25320,70233,74.8,25338,21680,23.09,25337,1983,2.11,94843,99,93896,187865,170,168
1668596578,2022-11-16 05:02:58 -0600,1c53580951582eac68b66016e2e98a895c26387d,LA,22103,2,2022-11-09T02:00:00.000Z,FIPSCode,22103,2022-11-12T11:01:03.164Z,170,99.0,170,100.0,25320,70233,74.8,25338,21680,23.09,25337,1983,2.11,94843,99,93896,187865,170,168
1669237140,2022-11-23 14:59:00 -0600,4c9badfa3e1bd624ac6aa14b6e66e62fb1c85f28,LA,22103,2,2022-11-09T02:00:00.000Z,FIPSCode,22103,2022-11-23T20:58:28.281Z,170,100.0,170,100.0,25320,70233,74.8,25338,21680,23.09,25337,1983,2.11,93896,100,93896,187865,170,168
