captureTimestamp,captureDateTime,captureRevision,statePostal,reportingunitID,reportingunitLevel,pollClosingTime,level,fipsCode,lastUpdated,precinctsReporting,eevp,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,LA,22103,2,2022-11-09T01:00:00.000Z,FIPSCode,22103,2022-11-07T03:12:06.612Z,0,0.0,170,0.0,25320,0,0.0,25337,0,0.0,25338,0,0.0,102957,99,0,187865,0,0
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,LA,22103,2,2022-11-09T02:00:00.000Z,FIPSCode,22103,2022-11-08T19:34:19.297Z,0,0.0,170,0.0,25320,0,0.0,25337,0,0.0,25338,0,0.0,105609,99,0,187865,0,0
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,LA,22103,2,2022-11-09T02:00:00.000Z,FIPSCode,22103,2022-11-09T02:03:46.505Z,0,0.0,170,0.0,25320,0,0.0,25337,0,0.0,25338,0,0.0,105609,99,0,187865,0,0
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,LA,22103,2,2022-11-09T02:00:00.000Z,FIPSCode,22103,2022-11-09T02:03:46.505Z,0,0.0,170,0.0,25320,0,0.0,25337,0,0.0,25338,0,0.0,105609,99,0,187865,0,0
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,LA,22103,2,2022-11-09T02:00:00.000Z,FIPSCode,22103,2022-11-09T02:03:46.505Z,0,0.0,170,0.0,25320,0,0.0,25337,0,0.0,25338,0,0.0,105609,99,0,187865,0,0
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,LA,22103,2,2022-11-09T02:00:00.000Z,FIPSCode,22103,2022-11-09T02:45:30.867Z,0,0.0,170,0.0,25320,0,0.0,25337,0,0.0,25338,0,0.0,105609,99,0,187865,0,0
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,LA,22103,2,2022-11-09T02:00:00.000Z,FIPSCode,22103,2022-11-09T02:59:14.971Z,28,7.95,170,16.47,25320,5952,70.85,25338,2249,26.77,25337,200,2.38,105609,99,8401,187865,28,14
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,LA,22103,2,2022-11-09T02:00:00.000Z,FIPSCode,22103,2022-11-09T03:01:17.002Z,36,10.83,170,21.18,25320,7917,69.22,25338,3256,28.47,25337,265,2.32,105609,99,11438,187865,36,18
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,LA,22103,2,2022-11-09T02:00:00.000Z,FIPSCode,22103,2022-11-09T03:08:01.859Z,36,10.83,170,21.18,25320,7917,69.22,25338,3256,28.47,25337,265,2.32,105609,99,11438,187865,36,18
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,LA,22103,2,2022-11-09T02:00:00.000Z,FIPSCode,22103,2022-11-09T03:11:58.022Z,57,34.2,170,33.53,25320,14786,73.92,25338,4751,23.75,25337,466,2.33,58491,99,20003,187865,57,58
