captureTimestamp,captureDateTime,captureRevision,statePostal,reportingunitID,reportingunitLevel,pollClosingTime,level,fipsCode,lastUpdated,precinctsReporting,eevp,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,LA,22071,2,2022-11-09T01:00:00.000Z,FIPSCode,22071,2022-11-07T03:12:06.609Z,0,0.0,44,0.0,25320,0,0.0,25337,0,0.0,25338,0,0.0,19204,99,0,34298,0,0
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,LA,22071,2,2022-11-09T02:00:00.000Z,FIPSCode,22071,2022-11-08T19:34:19.296Z,0,0.0,44,0.0,25320,0,0.0,25337,0,0.0,25338,0,0.0,16365,99,0,34298,0,0
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,LA,22071,2,2022-11-09T02:00:00.000Z,FIPSCode,22071,2022-11-09T02:03:45.240Z,0,0.0,44,0.0,25320,0,0.0,25337,0,0.0,25338,0,0.0,16365,99,0,34298,0,0
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,LA,22071,2,2022-11-09T02:00:00.000Z,FIPSCode,22071,2022-11-09T02:03:45.240Z,0,0.0,44,0.0,25320,0,0.0,25337,0,0.0,25338,0,0.0,16365,99,0,34298,0,0
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,LA,22071,2,2022-11-09T02:00:00.000Z,FIPSCode,22071,2022-11-09T02:03:45.240Z,0,0.0,44,0.0,25320,0,0.0,25337,0,0.0,25338,0,0.0,16365,99,0,34298,0,0
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,LA,22071,2,2022-11-09T02:00:00.000Z,FIPSCode,22071,2022-11-09T02:45:28.649Z,0,0.0,44,0.0,25320,0,0.0,25337,0,0.0,25338,0,0.0,16365,99,0,34298,0,0
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,LA,22071,2,2022-11-09T02:00:00.000Z,FIPSCode,22071,2022-11-09T02:45:28.649Z,0,0.0,44,0.0,25320,0,0.0,25337,0,0.0,25338,0,0.0,16365,99,0,34298,0,0
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,LA,22071,2,2022-11-09T02:00:00.000Z,FIPSCode,22071,2022-11-09T02:45:28.649Z,0,0.0,44,0.0,25320,0,0.0,25337,0,0.0,25338,0,0.0,16365,99,0,34298,0,0
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,LA,22071,2,2022-11-09T02:00:00.000Z,FIPSCode,22071,2022-11-09T03:07:56.947Z,0,0.0,44,0.0,25320,0,0.0,25337,0,0.0,25338,0,0.0,16365,99,0,34298,0,0
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,LA,22071,2,2022-11-09T02:00:00.000Z,FIPSCode,22071,2022-11-09T03:12:00.313Z,0,0.0,44,0.0,25320,0,0.0,25337,0,0.0,25338,0,0.0,16365,99,0,34298,0,0
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,LA,22071,2,2022-11-09T02:00:00.000Z,FIPSCode,22071,2022-11-09T03:24:53.591Z,4,6.48,44,9.09,25338,564,53.16,25320,467,44.02,25337,30,2.83,16365,99,1061,34298,4,3
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,LA,22071,2,2022-11-09T02:00:00.000Z,FIPSCode,22071,2022-11-09T03:24:53.591Z,4,6.48,44,9.09,25338,564,53.16,25320,467,44.02,25337,30,2.83,16365,99,1061,34298,4,3
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,LA,22071,2,2022-11-09T02:00:00.000Z,FIPSCode,22071,2022-11-09T03:35:04.300Z,4,6.48,44,9.09,25338,564,53.16,25320,467,44.02,25337,30,2.83,16365,99,1061,34298,4,3
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,LA,22071,2,2022-11-09T02:00:00.000Z,FIPSCode,22071,2022-11-09T03:43:50.343Z,17,38.25,44,38.64,25338,2768,56.01,25320,2056,41.6,25337,118,2.39,12920,99,4942,34298,17,17
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,LA,22071,2,2022-11-09T02:00:00.000Z,FIPSCode,22071,2022-11-09T03:58:18.726Z,17,38.25,44,38.64,25338,2768,56.01,25320,2056,41.6,25337,118,2.39,12920,99,4942,34298,17,17
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,LA,22071,2,2022-11-09T02:00:00.000Z,FIPSCode,22071,2022-11-09T03:58:18.726Z,17,38.25,44,38.64,25338,2768,56.01,25320,2056,41.6,25337,118,2.39,12920,99,4942,34298,17,17
1667968002,2022-11-08 22:26:42 -0600,1235204137f0f06fe3cd4983951d9356477924c9,LA,22071,2,2022-11-09T02:00:00.000Z,FIPSCode,22071,2022-11-09T04:24:26.287Z,35,80.35,44,79.55,25338,5500,52.98,25320,4625,44.55,25337,256,2.47,12920,99,10381,34298,35,35
1667968757,2022-11-08 22:39:17 -0600,444e7baf756125a86bedac9f7455307c41fed63a,LA,22071,2,2022-11-09T02:00:00.000Z,FIPSCode,22071,2022-11-09T04:38:11.532Z,42,96.61,44,95.45,25338,6425,51.47,25320,5746,46.03,25337,311,2.49,12920,99,12482,34298,42,43
1667969067,2022-11-08 22:44:27 -0600,73d0e74cb03400217dbc75a62135f42bc460c502,LA,22071,2,2022-11-09T02:00:00.000Z,FIPSCode,22071,2022-11-09T04:42:08.094Z,42,94.5,44,95.45,25338,6425,51.47,25320,5746,46.03,25337,311,2.49,13208,99,12482,34298,42,42
