captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.6551.first,candidates.6551.last,candidates.6551.party,candidates.6551.candidateID,candidates.6551.ballotOrder,candidates.6551.polID,candidates.6551.polNum,candidates.6551.electWon,candidates.6558.first,candidates.6558.last,candidates.6558.party,candidates.6558.candidateID,candidates.6558.ballotOrder,candidates.6558.polID,candidates.6558.polNum,candidates.6558.electWon,candidates.6551.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,KY-20221108_Eday62,18,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 3,3,520555,99,0,1053715,True,20221108KY18009,2022-11-08,KY,Morgan,McGarvey,Dem,6551,2,69995,19966,0,Stuart,Ray,GOP,6558,1,69985,20811,0,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,KY-20221108_Eday80,18,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 3,3,319989,99,0,1053715,True,20221108KY18009,2022-11-08,KY,Morgan,McGarvey,Dem,6551,2,69995,19966,0,Stuart,Ray,GOP,6558,1,69985,20811,0,,
1667949842,2022-11-08 23:24:02 +0000,e733c733b3b3c33f13905f9501db69cb94a55a64,KY-20221108_Eday80,18,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,319989,99,0,1053715,True,20221108KY18009,2022-11-08,KY,Morgan,McGarvey,Dem,6551,2,69995,19966,0,Stuart,Ray,GOP,6558,1,69985,20811,0,,
1667952515,2022-11-09 00:08:35 +0000,b696a55e80164ecdcb71059e68ae6204a1f65e5b,KY-20221108_Eday80,18,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,319989,99,37140,1053715,True,20221108KY18009,2022-11-08,KY,Morgan,McGarvey,Dem,6551,2,69995,19966,0,Stuart,Ray,GOP,6558,1,69985,20811,0,,
1667958273,2022-11-09 01:44:33 +0000,4199c67ba64ae17927c85a89877c89e59a577ae0,KY-20221108_Eday80,18,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,319989,99,86609,1053715,True,20221108KY18009,2022-11-08,KY,Morgan,McGarvey,Dem,6551,2,69995,19966,0,Stuart,Ray,GOP,6558,1,69985,20811,0,2022-11-09T01:37:06.836Z,
1667958843,2022-11-09 01:54:03 +0000,cdc0d2ad2c3afd665dd741c97f9de238aafb3cf6,KY-20221108_Eday80,18,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,319989,99,86609,1053715,True,20221108KY18009,2022-11-08,KY,Morgan,McGarvey,Dem,6551,2,69995,19966,0,Stuart,Ray,GOP,6558,1,69985,20811,0,,
1667959124,2022-11-09 01:58:44 +0000,ebdb2f4efab49b8071a842b145008e58069ff969,KY-20221108_Eday80,18,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,319989,99,86609,1053715,True,20221108KY18009,2022-11-08,KY,Morgan,McGarvey,Dem,6551,2,69995,19966,0,Stuart,Ray,GOP,6558,1,69985,20811,0,2022-11-09T01:37:06.836Z,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,KY-20221108_Eday80,18,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,319989,99,259034,1053715,True,20221108KY18009,2022-11-08,KY,Morgan,McGarvey,Dem,6551,2,69995,19966,0,Stuart,Ray,GOP,6558,1,69985,20811,0,2022-11-09T01:37:06.836Z,
1667968138,2022-11-08 22:28:58 -0600,78be3d1941803188124b187362be51adf1e8fdfb,KY-20221108_Eday80,18,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,319989,99,259475,1053715,True,20221108KY18009,2022-11-08,KY,Morgan,McGarvey,Dem,6551,2,69995,19966,0,Stuart,Ray,GOP,6558,1,69985,20811,0,2022-11-09T01:37:06.836Z,
1667968931,2022-11-08 22:42:11 -0600,cca40a484cb23456c0df129e9bd1750068cb4880,KY-20221108_Eday80,18,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,262096,99,259475,1053715,True,20221108KY18009,2022-11-08,KY,Morgan,McGarvey,Dem,6551,2,69995,19966,0,Stuart,Ray,GOP,6558,1,69985,20811,0,2022-11-09T01:37:06.836Z,
1669736424,2022-11-29 09:40:24 -0600,9999d3b22d2ac2c95865a3e3dab7b7e919fa9c21,KY-20221108_Eday80,18,General,G,Tabulation Paused,Called,H,U.S. House,True,District 3,3,259557,100,259475,1053715,True,20221108KY18009,2022-11-08,KY,Morgan,McGarvey,Dem,6551,2,69995,19966,0,Stuart,Ray,GOP,6558,1,69985,20811,0,2022-11-09T01:37:06.836Z,False
