captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.27882.first,candidates.27882.last,candidates.27882.abbrv,candidates.27882.party,candidates.27882.incumbent,candidates.27882.candidateID,candidates.27882.polID,candidates.27882.ballotOrder,candidates.27882.polNum,candidates.27882.electWon,candidates.28451.first,candidates.28451.last,candidates.28451.abbrv,candidates.28451.party,candidates.28451.candidateID,candidates.28451.polID,candidates.28451.ballotOrder,candidates.28451.polNum,candidates.28451.electWon,candidates.27882.winnerDateTime,isCertified
1667966001,2022-11-09 03:53:21 +0000,cee0a612753351ddb30fde2a157613da20f2be01,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,529754,99,339797,588663,True,20221108WI50056,2022-11-08,WI,27882,Scott,Fitzgerald,Fitzgerld,GOP,True,27882,59140,2,50665,0,Mike,Van Someren,VanSomrn,Dem,28451,71226,1,53515,0,,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,529754,99,353147,588663,True,20221108WI50056,2022-11-08,WI,27882,Scott,Fitzgerald,Fitzgerld,GOP,True,27882,59140,2,50665,0,Mike,Van Someren,VanSomrn,Dem,28451,71226,1,53515,0,,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,529754,99,364179,588663,True,20221108WI50056,2022-11-08,WI,27882,Scott,Fitzgerald,Fitzgerld,GOP,True,27882,59140,2,50665,0,Mike,Van Someren,VanSomrn,Dem,28451,71226,1,53515,0,,
1667968182,2022-11-08 22:29:42 -0600,8e189a9f8e65ddc0a78641bf1d30b4fa1f53a113,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,529754,99,367581,588663,True,20221108WI50056,2022-11-08,WI,27882,Scott,Fitzgerald,Fitzgerld,GOP,True,27882,59140,2,50665,0,Mike,Van Someren,VanSomrn,Dem,28451,71226,1,53515,0,,
1667968974,2022-11-08 22:42:54 -0600,6782d2843c55794bd70cb628b0a71e22fe48f3f5,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,529754,99,368803,588663,True,20221108WI50056,2022-11-08,WI,27882,Scott,Fitzgerald,Fitzgerld,GOP,True,27882,59140,2,50665,0,Mike,Van Someren,VanSomrn,Dem,28451,71226,1,53515,0,2022-11-09T04:36:09.383Z,
1667969018,2022-11-08 22:43:38 -0600,465844bb53a3330849af3b4eca4fced2045c6920,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,529754,99,367581,588663,True,20221108WI50056,2022-11-08,WI,27882,Scott,Fitzgerald,Fitzgerld,GOP,True,27882,59140,2,50665,0,Mike,Van Someren,VanSomrn,Dem,28451,71226,1,53515,0,,
1667969067,2022-11-08 22:44:27 -0600,73d0e74cb03400217dbc75a62135f42bc460c502,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,529754,99,368803,588663,True,20221108WI50056,2022-11-08,WI,27882,Scott,Fitzgerald,Fitzgerld,GOP,True,27882,59140,2,50665,0,Mike,Van Someren,VanSomrn,Dem,28451,71226,1,53515,0,2022-11-09T04:36:09.383Z,
1667969810,2022-11-08 22:56:50 -0600,b4af1c5ed222b2aca51b198a04f7adfc76d9c4e9,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,529754,99,371480,588663,True,20221108WI50056,2022-11-08,WI,27882,Scott,Fitzgerald,Fitzgerld,GOP,True,27882,59140,2,50665,0,Mike,Van Someren,VanSomrn,Dem,28451,71226,1,53515,0,2022-11-09T04:36:09.383Z,
1667970637,2022-11-08 23:10:37 -0600,879713b6aae904f8cc55b1a8c3ce99346dd39ab3,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,524595,99,373543,588663,True,20221108WI50056,2022-11-08,WI,27882,Scott,Fitzgerald,Fitzgerld,GOP,True,27882,59140,2,50665,0,Mike,Van Someren,VanSomrn,Dem,28451,71226,1,53515,0,2022-11-09T04:36:09.383Z,
1667983149,2022-11-09 02:39:09 -0600,f17f62c6411696475865d02e47d92617e807836a,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,524595,99,375767,588663,True,20221108WI50056,2022-11-08,WI,27882,Scott,Fitzgerald,Fitzgerld,GOP,True,27882,59140,2,50665,0,Mike,Van Someren,VanSomrn,Dem,28451,71226,1,53515,0,2022-11-09T04:36:09.383Z,
1667983841,2022-11-09 02:50:41 -0600,193695bfa5205d54cf0a283dfe143de9c0437045,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,524595,99,378276,588663,True,20221108WI50056,2022-11-08,WI,27882,Scott,Fitzgerald,Fitzgerld,GOP,True,27882,59140,2,50665,0,Mike,Van Someren,VanSomrn,Dem,28451,71226,1,53515,0,2022-11-09T04:36:09.383Z,
1667983881,2022-11-09 02:51:21 -0600,fb0bb63c0a2351355e92809d5d7b41d52a28918d,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,524595,99,375767,588663,True,20221108WI50056,2022-11-08,WI,27882,Scott,Fitzgerald,Fitzgerld,GOP,True,27882,59140,2,50665,0,Mike,Van Someren,VanSomrn,Dem,28451,71226,1,53515,0,2022-11-09T04:36:09.383Z,
1667983963,2022-11-09 02:52:43 -0600,f1299e7b87e7b24a37e8c19b46028623185c8975,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,524595,99,378276,588663,True,20221108WI50056,2022-11-08,WI,27882,Scott,Fitzgerald,Fitzgerld,GOP,True,27882,59140,2,50665,0,Mike,Van Someren,VanSomrn,Dem,28451,71226,1,53515,0,2022-11-09T04:36:09.383Z,
1668020574,2022-11-09 13:02:54 -0600,6b7dab21547cc3703f237ecd147292bc01fe40fa,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,497788,99,378276,588663,True,20221108WI50056,2022-11-08,WI,27882,Scott,Fitzgerald,Fitzgerld,GOP,True,27882,59140,2,50665,0,Mike,Van Someren,VanSomrn,Dem,28451,71226,1,53515,0,2022-11-09T04:36:09.383Z,
1668021425,2022-11-09 13:17:05 -0600,ff8e0d5eb19c639b3459ffd042d9480eb590737e,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,406701,99,378276,588663,True,20221108WI50056,2022-11-08,WI,27882,Scott,Fitzgerald,Fitzgerld,GOP,True,27882,59140,2,50665,0,Mike,Van Someren,VanSomrn,Dem,28451,71226,1,53515,0,2022-11-09T04:36:09.383Z,
1668022357,2022-11-09 13:32:37 -0600,459b06c1f22c711487c01a8ae7e7392951c4b12c,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,391734,99,378276,588663,True,20221108WI50056,2022-11-08,WI,27882,Scott,Fitzgerald,Fitzgerld,GOP,True,27882,59140,2,50665,0,Mike,Van Someren,VanSomrn,Dem,28451,71226,1,53515,0,2022-11-09T04:36:09.383Z,
1668023973,2022-11-09 13:59:33 -0600,fb0c17da159406b6de2ada8eec830e642b248e08,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,382097,99,378276,588663,True,20221108WI50056,2022-11-08,WI,27882,Scott,Fitzgerald,Fitzgerld,GOP,True,27882,59140,2,50665,0,Mike,Van Someren,VanSomrn,Dem,28451,71226,1,53515,0,2022-11-09T04:36:09.383Z,
1668196457,2022-11-11 13:54:17 -0600,2f6f9ca2fa9449f5be99f7c915d9180ff5532f97,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,382097,99,378281,588663,True,20221108WI50056,2022-11-08,WI,27882,Scott,Fitzgerald,Fitzgerld,GOP,True,27882,59140,2,50665,0,Mike,Van Someren,VanSomrn,Dem,28451,71226,1,53515,0,2022-11-09T04:36:09.383Z,
1669213308,2022-11-23 08:21:48 -0600,ab659503f38c03a1373d247a2e60b4bb5e8182a0,WI-20221108_Eday80,50,General,G,Tabulation Paused,Called,H,U.S. House,True,District 5,5,382097,99,378282,588663,True,20221108WI50056,2022-11-08,WI,27882,Scott,Fitzgerald,Fitzgerld,GOP,True,27882,59140,2,50665,0,Mike,Van Someren,VanSomrn,Dem,28451,71226,1,53515,0,2022-11-09T04:36:09.383Z,False
1669214394,2022-11-23 08:39:54 -0600,b226dad88d5cd0cb2e9092462c4b2f6903e560dc,WI-20221108_Eday80,50,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 5,5,382097,99,378282,588663,True,20221108WI50056,2022-11-08,WI,27882,Scott,Fitzgerald,Fitzgerld,GOP,True,27882,59140,2,50665,0,Mike,Van Someren,VanSomrn,Dem,28451,71226,1,53515,0,2022-11-09T04:36:09.383Z,False
1669835247,2022-11-30 13:07:27 -0600,d4b873a3650e318062e146364e7cdfedc1d5d349,WI-20221108_Eday80,50,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 5,5,378322,100,378306,588663,True,20221108WI50056,2022-11-08,WI,27882,Scott,Fitzgerald,Fitzgerld,GOP,True,27882,59140,2,50665,0,Mike,Van Someren,VanSomrn,Dem,28451,71226,1,53515,0,2022-11-09T04:36:09.383Z,False
