captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,electTotal,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.winner,candidates.0.calledAt,candidates.0.colorIndex
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,20221108SC41004,live,0,SC,South Carolina,41,1,2022-11-08T23:00:00.000Z,state,0,2022-11-07T03:21:59.289Z,0,440,0,47577,0,0,382472,99,0,1024657,0,0,,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,20221108SC41004,live,0,SC,South Carolina,41,1,2022-11-09T00:00:00.000Z,state,0,2022-11-08T02:03:18.959Z,0,440,0,47577,0,0,384039,99,0,1014030,0,0,,,
1667952254,2022-11-09 00:04:14 +0000,01f078a675119f6cdf4e095b5cc2a41189aff91c,20221108SC41004,live,0,SC,South Carolina,41,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T00:00:23.479Z,0,440,0,47577,0,0,384039,99,0,1014030,0,0,X,2022-11-09T00:00:14.009Z,0.0
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,20221108SC41004,live,0,SC,South Carolina,41,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T02:57:07.760Z,0,440,0,47577,0,0,384039,99,0,1014030,0,0,X,2022-11-09T00:00:14.009Z,0.0
