captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,uncontested,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.47577.first,candidates.47577.last,candidates.47577.party,candidates.47577.incumbent,candidates.47577.candidateID,candidates.47577.polID,candidates.47577.ballotOrder,candidates.47577.polNum,candidates.47577.electWon,candidates.47577.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,SC-20221108_Eday62,41,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,True,District 3,3,382472,99,0,1024657,True,20221108SC41004,2022-11-08,SC,47577,Jeff,Duncan,GOP,True,47577,57891,1,43977,0,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,SC-20221108_Eday80,41,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,True,District 3,3,384039,99,0,1014030,True,20221108SC41004,2022-11-08,SC,47577,Jeff,Duncan,GOP,True,47577,57891,1,43977,0,
1667953197,2022-11-09 00:19:57 +0000,4752cb39f35c63d02e72237179350aec6f014171,SC-20221108_Eday80,41,General,G,Polls Closed/Waiting First Report,Called,H,U.S. House,True,True,District 3,3,384039,99,0,1014030,True,20221108SC41004,2022-11-08,SC,47577,Jeff,Duncan,GOP,True,47577,57891,1,43977,0,2022-11-09T00:00:14.009Z
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,H,U.S. House,True,True,District 3,3,384039,99,0,1014030,True,20221108SC41004,2022-11-08,SC,47577,Jeff,Duncan,GOP,True,47577,57891,1,43977,0,2022-11-09T00:00:14.009Z
