captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.abbrv,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.35445.first,candidates.35445.last,candidates.35445.party,candidates.35445.candidateID,candidates.35445.ballotOrder,candidates.35445.polID,candidates.35445.polNum,candidates.35445.electWon,candidates.35447.first,candidates.35447.last,candidates.35447.party,candidates.35447.candidateID,candidates.35447.ballotOrder,candidates.35447.polID,candidates.35447.polNum,candidates.35447.electWon,candidates.35682.first,candidates.35682.last,candidates.35682.party,candidates.35682.candidateID,candidates.35682.ballotOrder,candidates.35682.polID,candidates.35682.polNum,candidates.35682.electWon,candidates.35445.winnerDateTime,isCertified
1667960816,2022-11-09 02:26:56 +0000,8a1624065b18c7c6c4408259c296b51116c46c3f,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2900000,95,118902,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2900000,95,156012,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2900000,95,240382,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2900000,95,288873,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2900000,95,299700,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2900000,95,356354,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2900000,95,429600,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667964227,2022-11-09 03:23:47 +0000,1cb90b95cdd6c1be23968f2b7d9618a95c5a5ad9,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2900000,95,534418,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2900000,95,715943,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667966001,2022-11-09 03:53:21 +0000,cee0a612753351ddb30fde2a157613da20f2be01,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2900000,95,819263,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2900000,95,866750,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2900000,95,966823,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2900000,95,1010050,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667968138,2022-11-08 22:28:58 -0600,78be3d1941803188124b187362be51adf1e8fdfb,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2900000,95,1238743,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667968622,2022-11-08 22:37:02 -0600,e74479d04a2cbc206da9d05d88b7661e84a5267c,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2900000,95,1225120,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667968667,2022-11-08 22:37:47 -0600,a013d457c641e43c359ed7cf524810962213905d,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2900000,95,1238743,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667969018,2022-11-08 22:43:38 -0600,465844bb53a3330849af3b4eca4fced2045c6920,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2900000,95,1389768,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667969810,2022-11-08 22:56:50 -0600,b4af1c5ed222b2aca51b198a04f7adfc76d9c4e9,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2900000,95,1516462,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667969984,2022-11-08 22:59:44 -0600,a2fb710992b888fe9f7e47092d88395e89230dfc,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2900000,95,1471552,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667970114,2022-11-08 23:01:54 -0600,68b6dbb0ab0b313af53b82f98636ce9a824bdc54,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2900000,95,1516462,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667970156,2022-11-08 23:02:36 -0600,84ea53799ae0036a04ac85127e62d719394c963e,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2900000,95,1471552,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667970199,2022-11-08 23:03:19 -0600,f4db6dd16c878356c43dd19f6d680eb5acf90d34,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2900000,95,1516462,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667970241,2022-11-08 23:04:01 -0600,d53bae4b64596045c97e6eb2ac077f70fc0cec78,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2900000,95,1471552,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667970373,2022-11-08 23:06:13 -0600,3ea973c74a9585b2e944f9dd59e390b2b951b2cd,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2900000,95,1516462,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667970461,2022-11-08 23:07:41 -0600,7d669d180641a9a00e537201f92d2f70ea120169,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2900000,95,1471552,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667970548,2022-11-08 23:09:08 -0600,a039c3e3daf59c6709863984d030931ce2f47b8a,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2900000,95,1516462,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667970637,2022-11-08 23:10:37 -0600,879713b6aae904f8cc55b1a8c3ce99346dd39ab3,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2900000,95,1577202,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667971525,2022-11-08 23:25:25 -0600,8a3d225df35b90ad7577e78c738af67af6cd9c8b,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2900000,95,1648919,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667972264,2022-11-08 23:37:44 -0600,32512d68a8869811d6b4c587f4ea396147ae27a4,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2900000,95,1688239,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667972308,2022-11-08 23:38:28 -0600,ba9f5f7b5ce443fdefcabab3b6292f3cd1310af6,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2900000,95,1648919,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667972364,2022-11-08 23:39:24 -0600,bfe9cb466aa6b65574c16effa903cd993efd4fe0,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2900000,95,1688239,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667973074,2022-11-08 23:51:14 -0600,eb28abe2520dfc732dc2e53485df27d909fe0dce,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2900000,95,1797830,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667973921,2022-11-09 00:05:21 -0600,8c7bea4e5501d62c6edf8b543f4ffeaf66fbee7c,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2900000,95,1847828,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667974762,2022-11-09 00:19:22 -0600,eae9f5b1ba131d7652f49e9c3001c7a015f755b1,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2900000,95,1876918,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667975609,2022-11-09 00:33:29 -0600,62fa28ab1db323241f81f05574f15005f7d100fe,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2900000,95,1941939,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667975652,2022-11-09 00:34:12 -0600,d498600900e4c0350d8f00907a8e8a97bd48aba6,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2900000,95,1945935,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667975773,2022-11-09 00:36:13 -0600,deab40fdc8485b2c990cf91d96e98447d46f3b20,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2900000,95,1941939,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667975815,2022-11-09 00:36:55 -0600,bd9ec1a9bacd26e63399e24cdeba1aa1e9b2608a,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2900000,95,1945935,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667975855,2022-11-09 00:37:35 -0600,d40e181df232b9ad900add6b9f138db1906ff011,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2900000,95,1941939,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667975898,2022-11-09 00:38:18 -0600,7609424c163438fd3cafbbf7ed6226754e52c1bd,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2900000,95,1945935,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667975941,2022-11-09 00:39:01 -0600,824726c09f3a54d568715997d5b46bff5c7f219d,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2900000,95,1941939,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667975981,2022-11-09 00:39:41 -0600,41d3dfc6389002e5c03a1c16c1b7382e8f7f3159,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2900000,95,1945935,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667976021,2022-11-09 00:40:21 -0600,1f65c40d3c652c15981217b194d23b97d0290d89,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2900000,95,1941939,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
