captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.abbrv,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.35445.first,candidates.35445.last,candidates.35445.party,candidates.35445.candidateID,candidates.35445.ballotOrder,candidates.35445.polID,candidates.35445.polNum,candidates.35445.electWon,candidates.35447.first,candidates.35447.last,candidates.35447.party,candidates.35447.candidateID,candidates.35447.ballotOrder,candidates.35447.polID,candidates.35447.polNum,candidates.35447.electWon,candidates.35682.first,candidates.35682.last,candidates.35682.party,candidates.35682.candidateID,candidates.35682.ballotOrder,candidates.35682.polID,candidates.35682.polNum,candidates.35682.electWon,candidates.35445.winnerDateTime,isCertified
1667976103,2022-11-09 00:41:43 -0600,5c2c6a219a6e0642a5f516a1c66f722f5c42d6c0,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2900000,95,1945935,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667976144,2022-11-09 00:42:24 -0600,9ba67be41054bbe85d475769a3f52b32f07bb1ad,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2900000,95,1941939,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667976184,2022-11-09 00:43:04 -0600,fe83a024be41b5416de8f3b3aadef0173027df04,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2900000,95,1945935,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667976225,2022-11-09 00:43:45 -0600,c783db16cb20062f52dbeb35e3ddece74a1360e9,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2900000,95,1941939,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667976265,2022-11-09 00:44:25 -0600,f24bbc37a7ca703e419e133d048b4da5b1f386e7,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2900000,95,1945935,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667976507,2022-11-09 00:48:27 -0600,209b6e99763633b1f7b84bb7726e9e7d3ee0aee1,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2900000,95,1969571,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667977245,2022-11-09 01:00:45 -0600,941801650b13c3c4f4a2abd9523403803c17f776,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2900000,95,1999279,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667977288,2022-11-09 01:01:28 -0600,8a44f565442a4579e6df315edf5565e7f37a882b,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2900000,95,1969571,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667977327,2022-11-09 01:02:07 -0600,384f6f6bf04bdb7a89e98ac973406bc3b1a77127,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2900000,95,1999279,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667978096,2022-11-09 01:14:56 -0600,9704f9ed3b0570d75ec2a13ef6d6f848b5453f32,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2600000,95,2057209,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667978906,2022-11-09 01:28:26 -0600,46fb017a53063e25347989264492b06463ea0564,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2600000,95,2058852,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667979032,2022-11-09 01:30:32 -0600,a31ce2695fce3442cac91f4d2a6adca7af21c91c,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2600000,95,2076614,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667979845,2022-11-09 01:44:05 -0600,56f55ff2a859e10bf2feb3a958e483acbe185172,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2600000,95,2093094,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667980717,2022-11-09 01:58:37 -0600,979cc4970243f257438e38dd6dfd832de95ae652,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2600000,95,2109363,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667984202,2022-11-09 02:56:42 -0600,2a3d229469fbf73bd09fff993afa4c97a371b1a0,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2600000,95,2117902,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667985052,2022-11-09 03:10:52 -0600,8db4cd830de981fcfc96ae5cfa5893c8fdf058d5,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2600000,95,2125233,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667985862,2022-11-09 03:24:22 -0600,c99936830ae024241422f34e194ea28fd47bbfa6,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2600000,95,2126431,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1667989844,2022-11-09 04:30:44 -0600,be603c3b15162897d2768d930f59296f3f29ad16,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2490924,95,2126431,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1668002893,2022-11-09 08:08:13 -0600,755e10f90e16a53e7f0d4396abc887d651878572,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2490924,95,2144391,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1668002933,2022-11-09 08:08:53 -0600,6fad7865dab377bf346d3ee00b5f259fd1e6c82a,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2490924,95,2126431,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1668002974,2022-11-09 08:09:34 -0600,1451051e10a6da77416d1b0cf9c7d235e9f3d1db,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2490924,95,2144391,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1668003824,2022-11-09 08:23:44 -0600,f5f05cef18d3f5f4c631e6578a95ca46d084942c,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2490924,95,2146573,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1668005481,2022-11-09 08:51:21 -0600,c60523aac0c62a399ce847ce06f19640a77ef096,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2490924,95,2150420,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1668006410,2022-11-09 09:06:50 -0600,73a43ccba5ee483d503b65c05400f3d9ba231823,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2490924,95,2164960,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1668008037,2022-11-09 09:33:57 -0600,4779ec774c5f2518605741f744afd415f0ba829d,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2490924,95,2167564,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1668008811,2022-11-09 09:46:51 -0600,af91d94677404b54ebad3dd25a0cba4098d7569d,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2490924,95,2187491,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1668009669,2022-11-09 10:01:09 -0600,54f6b2eac7d596c4b9fc2605b9a549e39c140695,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2490924,95,2199750,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1668010496,2022-11-09 10:14:56 -0600,c434caf70fc610cb722d23bbf455b4f6371ebffe,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2490924,95,2214617,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1668011321,2022-11-09 10:28:41 -0600,11e9755a36d8a569b29930d66b85892a440e5805,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2490924,95,2219956,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1668012190,2022-11-09 10:43:10 -0600,0cfdde08d6ca122e6ff6d56be95facec6bab70c2,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2490924,95,2220308,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1668013062,2022-11-09 10:57:42 -0600,7c5f12ddee1ee5b6f912806ea70c04f71dada662,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2490924,95,2247161,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1668013770,2022-11-09 11:09:30 -0600,985ba2507ef43cb105755e4f1f403a98dc80d4cd,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2490924,95,2256481,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1668014601,2022-11-09 11:23:21 -0600,d7b46f3fc5058d40d0108d04d992d59115a9539e,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2490924,95,2258437,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1668015485,2022-11-09 11:38:05 -0600,86cfe33b1ec05150e4b2afef8fe68a6c3574f562,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2490924,95,2279338,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1668016324,2022-11-09 11:52:04 -0600,a9b75462dd7fbdf01ae32b38debcb3f77456d2b1,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2490924,95,2313378,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1668017123,2022-11-09 12:05:23 -0600,ed18f7216787cdb5ef36ddfcc78146352dc91fa1,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2490924,95,2319537,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1668018004,2022-11-09 12:20:04 -0600,60b2503bcd7308902ff4a2049872255350769dfc,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2490924,95,2340683,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1668018801,2022-11-09 12:33:21 -0600,8c52d61bb61d6ebce3413c22b732ce59d216da01,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2490924,95,2341078,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1668019687,2022-11-09 12:48:07 -0600,706537affaa1aaf708353d2526d57832c260ebaf,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2490924,95,2349023,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1668021298,2022-11-09 13:14:58 -0600,c273fd1001f91f47677b524bacc2b69ecb4dbac0,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2490924,95,2352232,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1668021939,2022-11-09 13:25:39 -0600,f189d8db223e15d3ae935ffb47044cb6a7acccda,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2490924,95,2354060,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1668022191,2022-11-09 13:29:51 -0600,bb7c1b0b672fb7cee94f77e8bad4d13c5235dc86,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2490924,95,2349658,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1668024653,2022-11-09 14:10:53 -0600,c6090a6ba7ea6cdd97f5b05ade99fad44f900dd0,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2490924,95,2349669,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1668028021,2022-11-09 15:07:01 -0600,f05725f558c5ba5d33323b1924681056209e6490,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2490924,95,2350070,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1668028848,2022-11-09 15:20:48 -0600,5d8a720b0e52b92884a320bd4779128c69d79329,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2490924,95,2350922,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1668033008,2022-11-09 16:30:08 -0600,472c6572149aad4c40b593e8275726a67dbbd71b,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2490924,95,2355922,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1668042140,2022-11-09 19:02:20 -0600,6986c557b8c6bae1069e355ab1b51dbf9ffd192d,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2490924,95,2364531,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1668089448,2022-11-10 08:10:48 -0600,e4a7eaec54ffa629dde7b1c3701e9142a639673c,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2490924,95,2365400,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1668092056,2022-11-10 08:54:16 -0600,3075a9abd2fef15c82a870d429fc5cdadde3f12e,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2490924,95,2394169,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1668092095,2022-11-10 08:54:55 -0600,2a48898fdeb856cad9faba4af96e65ffbd064688,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2490924,95,2365400,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1668092141,2022-11-10 08:55:41 -0600,17ce61eec9163ebe8f98f10ce8916f340f93cd85,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2490924,95,2394169,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1668092858,2022-11-10 09:07:38 -0600,95990698d189dfa8b8d1e9fbf01a8de0a696b5ea,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2490924,95,2404166,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1668095433,2022-11-10 09:50:33 -0600,55bf35d165776c967a250cd97a27bfb1ef836a9e,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2490924,95,2404269,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
1668095517,2022-11-10 09:51:57 -0600,3f39e4837a25f5ba633f36744be72729d36f615f,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,G,Governor,Charlie,Baker,Baker,GOP,32606,60668,27237,True,True,True,2490924,95,2404166,4838359,True,20221108MA22957,2022-11-08,MA,Maura,Healey,Dem,35445,2,71279,27427,0,Geoff,Diehl,GOP,35447,1,67466,26735,0,Kevin,Reed,Lib,35682,3,71807,28338,0,2022-11-09T01:00:04.280Z,
