captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,electTotal,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.winner,candidates.0.calledAt,candidates.0.colorIndex,candidates.1.colorIndex
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,20221108MA22957,live,0.0,MA,Massachusetts,22,1,2022-11-09T01:00:00.000Z,state,0,2022-11-08T05:38:11.025Z,0,2390,0.0,35447,0,0.0,35445,0,0.0,35682,0,0.0,3000000,95,0,5134226,0,0,,,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,20221108MA22957,live,0.0,MA,Massachusetts,22,1,2022-11-09T01:00:00.000Z,state,0,2022-11-08T19:42:25.663Z,0,2390,0.0,35447,0,0.0,35445,0,0.0,35682,0,0.0,2900000,95,0,4838359,0,0,,,,
1667956006,2022-11-09 01:06:46 +0000,01cc2f6d0039b2fcb59e03eced60e58dcb253844,20221108MA22957,live,0.0,MA,Massachusetts,22,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:00:05.773Z,0,2390,0.0,35445,0,0.0,35447,0,0.0,35682,0,0.0,2900000,95,0,4838359,0,0,X,2022-11-09T01:00:04.280Z,0.0,
1667956832,2022-11-09 01:20:32 +0000,83b25784602daed92be104db5cf5a6446230f2d5,20221108MA22957,live,0.06,MA,Massachusetts,22,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:17:28.147Z,6,2390,0.25,35445,1154,66.51,35447,546,31.47,35682,35,2.02,2900000,95,1735,4838359,6,1,X,2022-11-09T01:00:04.280Z,0.0,
1667957430,2022-11-09 01:30:30 +0000,03f90a735487a191903970f5b59ebf51d460c3e0,20221108MA22957,live,0.16,MA,Massachusetts,22,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:25:13.638Z,7,2390,0.29,35445,2336,50.87,35447,2186,47.6,35682,70,1.52,2900000,95,4592,4838359,7,4,X,2022-11-09T01:00:04.280Z,0.0,1.0
1667957715,2022-11-09 01:35:15 +0000,97cbc8b93cc842818a0fba948144842c3e8d51f0,20221108MA22957,live,0.17,MA,Massachusetts,22,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:32:06.818Z,10,2390,0.42,35445,2705,53.66,35447,2261,44.85,35682,75,1.49,2900000,95,5041,4838359,10,4,X,2022-11-09T01:00:04.280Z,0.0,1.0
1667957993,2022-11-09 01:39:53 +0000,af6b7ce58befb45bf1dd57f93615d5da519d3770,20221108MA22957,live,0.21,MA,Massachusetts,22,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:32:50.173Z,11,2390,0.46,35445,3711,59.98,35447,2386,38.56,35682,90,1.45,2900000,95,6187,4838359,11,5,X,2022-11-09T01:00:04.280Z,0.0,1.0
1667958273,2022-11-09 01:44:33 +0000,4199c67ba64ae17927c85a89877c89e59a577ae0,20221108MA22957,live,1.11,MA,Massachusetts,22,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:40:19.341Z,20,2390,0.84,35445,23350,72.84,35447,8209,25.61,35682,498,1.55,2900000,95,32057,4838359,20,26,X,2022-11-09T01:00:04.280Z,0.0,1.0
1667958559,2022-11-09 01:49:19 +0000,0a6694bb1cdd9734aff1178f6a5894d33a1a95cc,20221108MA22957,live,1.31,MA,Massachusetts,22,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:46:04.983Z,31,2390,1.3,35445,26388,69.28,35447,11126,29.21,35682,574,1.51,2900000,95,38088,4838359,31,31,X,2022-11-09T01:00:04.280Z,0.0,1.0
1667958843,2022-11-09 01:54:03 +0000,cdc0d2ad2c3afd665dd741c97f9de238aafb3cf6,20221108MA22957,live,1.99,MA,Massachusetts,22,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:48:17.106Z,41,2390,1.72,35445,39498,68.39,35447,17342,30.03,35682,911,1.58,2900000,95,57751,4838359,41,48,X,2022-11-09T01:00:04.280Z,0.0,1.0
