captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.20363.first,candidates.20363.last,candidates.20363.incumbent,candidates.20363.party,candidates.20363.candidateID,candidates.20363.ballotOrder,candidates.20363.polID,candidates.20363.polNum,candidates.20363.electWon,candidates.22565.first,candidates.22565.last,candidates.22565.abbrv,candidates.22565.party,candidates.22565.candidateID,candidates.22565.ballotOrder,candidates.22565.polID,candidates.22565.polNum,candidates.22565.electWon,candidates.22765.first,candidates.22765.last,candidates.22765.party,candidates.22765.candidateID,candidates.22765.ballotOrder,candidates.22765.polID,candidates.22765.polNum,candidates.22765.electWon,candidates.20363.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,IN-20221108_Eday64,15,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 8,8,273357,99,0,1131860,True,20221108IN15035,2022-11-08,IN,20363,Larry,Bucshon,True,GOP,20363,1,60421,17450,0,Ray,McCormick,McCormck,Dem,22565,2,70018,18630,0,Andrew,Horning,Lib,22765,3,732,17821,0,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,IN-20221108_Eday80,15,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 8,8,273357,99,0,1131860,True,20221108IN15035,2022-11-08,IN,20363,Larry,Bucshon,True,GOP,20363,1,60421,17450,0,Ray,McCormick,McCormck,Dem,22565,2,70018,18630,0,Andrew,Horning,Lib,22765,3,732,17821,0,
1667949573,2022-11-08 23:19:33 +0000,2891155c76df951385c61df78f71bb7f4a65a56b,IN-20221108_Eday80,15,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,273357,99,0,1131860,True,20221108IN15035,2022-11-08,IN,20363,Larry,Bucshon,True,GOP,20363,1,60421,17450,0,Ray,McCormick,McCormck,Dem,22565,2,70018,18630,0,Andrew,Horning,Lib,22765,3,732,17821,0,
1667950106,2022-11-08 23:28:26 +0000,03bd9b09dc6ae9d95766d3877a273fc07c395a68,IN-20221108_Eday80,15,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,273357,99,3705,1131860,True,20221108IN15035,2022-11-08,IN,20363,Larry,Bucshon,True,GOP,20363,1,60421,17450,0,Ray,McCormick,McCormck,Dem,22565,2,70018,18630,0,Andrew,Horning,Lib,22765,3,732,17821,0,
1667951181,2022-11-08 23:46:21 +0000,c8f35c523efdf4413ea5833ae3ff85e5f5285402,IN-20221108_Eday80,15,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,273357,99,7441,1131860,True,20221108IN15035,2022-11-08,IN,20363,Larry,Bucshon,True,GOP,20363,1,60421,17450,0,Ray,McCormick,McCormck,Dem,22565,2,70018,18630,0,Andrew,Horning,Lib,22765,3,732,17821,0,
1667951984,2022-11-08 23:59:44 +0000,1d5f0496addabb850b6478bc4089a95c0ef07c4b,IN-20221108_Eday80,15,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,273357,99,9889,1131860,True,20221108IN15035,2022-11-08,IN,20363,Larry,Bucshon,True,GOP,20363,1,60421,17450,0,Ray,McCormick,McCormck,Dem,22565,2,70018,18630,0,Andrew,Horning,Lib,22765,3,732,17821,0,
1667952515,2022-11-09 00:08:35 +0000,b696a55e80164ecdcb71059e68ae6204a1f65e5b,IN-20221108_Eday80,15,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,273357,99,11208,1131860,True,20221108IN15035,2022-11-08,IN,20363,Larry,Bucshon,True,GOP,20363,1,60421,17450,0,Ray,McCormick,McCormck,Dem,22565,2,70018,18630,0,Andrew,Horning,Lib,22765,3,732,17821,0,
1667952827,2022-11-09 00:13:47 +0000,e67364b5505081c4cca0f28ef8e8d84768d1cc02,IN-20221108_Eday80,15,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,273357,99,9889,1131860,True,20221108IN15035,2022-11-08,IN,20363,Larry,Bucshon,True,GOP,20363,1,60421,17450,0,Ray,McCormick,McCormck,Dem,22565,2,70018,18630,0,Andrew,Horning,Lib,22765,3,732,17821,0,
1667953197,2022-11-09 00:19:57 +0000,4752cb39f35c63d02e72237179350aec6f014171,IN-20221108_Eday80,15,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,273357,99,13229,1131860,True,20221108IN15035,2022-11-08,IN,20363,Larry,Bucshon,True,GOP,20363,1,60421,17450,0,Ray,McCormick,McCormck,Dem,22565,2,70018,18630,0,Andrew,Horning,Lib,22765,3,732,17821,0,
1667953790,2022-11-09 00:29:50 +0000,6070b11d4c3c0a9b2acaa63cc75a94579377e299,IN-20221108_Eday80,15,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,273357,99,14445,1131860,True,20221108IN15035,2022-11-08,IN,20363,Larry,Bucshon,True,GOP,20363,1,60421,17450,0,Ray,McCormick,McCormck,Dem,22565,2,70018,18630,0,Andrew,Horning,Lib,22765,3,732,17821,0,
