captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.6172.first,candidates.6172.last,candidates.6172.party,candidates.6172.candidateID,candidates.6172.polID,candidates.6172.ballotOrder,candidates.6172.polNum,candidates.6172.electWon,candidates.6175.first,candidates.6175.last,candidates.6175.abbrv,candidates.6175.party,candidates.6175.candidateID,candidates.6175.polID,candidates.6175.ballotOrder,candidates.6175.polNum,candidates.6175.electWon,candidates.6425.first,candidates.6425.last,candidates.6425.party,candidates.6425.candidateID,candidates.6425.polID,candidates.6425.ballotOrder,candidates.6425.polNum,candidates.6425.electWon,candidates.6428.first,candidates.6428.last,candidates.6428.abbrv,candidates.6428.party,candidates.6428.candidateID,candidates.6428.polID,candidates.6428.ballotOrder,candidates.6428.polNum,candidates.6428.electWon,candidates.6429.first,candidates.6429.last,candidates.6429.party,candidates.6429.candidateID,candidates.6429.polID,candidates.6429.ballotOrder,candidates.6429.polNum,candidates.6429.electWon,candidates.6172.winnerDateTime,isCertified
1667976834,2022-11-09 00:53:54 -0600,66d316822c5fe8194918b7a1fd16a85b82525509,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,396239,99,253154,755939,True,20221108OR38531,2022-11-08,OR,Val,Hoyle,Dem,6172,70181,4,40411,0,Alek,Skarlatos,Skarlats,GOP,6175,68661,1,41099,0,Mike,Beilstein,PAG,6425,59807,2,40273,0,Levi,Leatherberry,Lthrbrry,Ind,6428,71782,3,41426,0,Jim,Howard,CST,6429,71786,5,41427,0,,
1667977730,2022-11-09 01:08:50 -0600,eb7c135f53880b948a2c1d8d800428a5719cefdc,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,396546,99,278338,755939,True,20221108OR38531,2022-11-08,OR,Val,Hoyle,Dem,6172,70181,4,40411,0,Alek,Skarlatos,Skarlats,GOP,6175,68661,1,41099,0,Mike,Beilstein,PAG,6425,59807,2,40273,0,Levi,Leatherberry,Lthrbrry,Ind,6428,71782,3,41426,0,Jim,Howard,CST,6429,71786,5,41427,0,,
1667982120,2022-11-09 02:22:00 -0600,450148539a37a70cef00d9373a98d091e23904cb,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,396546,99,278346,755939,True,20221108OR38531,2022-11-08,OR,Val,Hoyle,Dem,6172,70181,4,40411,0,Alek,Skarlatos,Skarlats,GOP,6175,68661,1,41099,0,Mike,Beilstein,PAG,6425,59807,2,40273,0,Levi,Leatherberry,Lthrbrry,Ind,6428,71782,3,41426,0,Jim,Howard,CST,6429,71786,5,41427,0,,
1667985436,2022-11-09 03:17:16 -0600,3424d47f5341c2a346e8a3799f78a52faeab6c0b,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,396546,99,287980,755939,True,20221108OR38531,2022-11-08,OR,Val,Hoyle,Dem,6172,70181,4,40411,0,Alek,Skarlatos,Skarlats,GOP,6175,68661,1,41099,0,Mike,Beilstein,PAG,6425,59807,2,40273,0,Levi,Leatherberry,Lthrbrry,Ind,6428,71782,3,41426,0,Jim,Howard,CST,6429,71786,5,41427,0,,
1668023597,2022-11-09 13:53:17 -0600,eeccc1be5a54e833a6b0ffddeb870ecb8e3a12df,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,397573,99,287980,755939,True,20221108OR38531,2022-11-08,OR,Val,Hoyle,Dem,6172,70181,4,40411,0,Alek,Skarlatos,Skarlats,GOP,6175,68661,1,41099,0,Mike,Beilstein,PAG,6425,59807,2,40273,0,Levi,Leatherberry,Lthrbrry,Ind,6428,71782,3,41426,0,Jim,Howard,CST,6429,71786,5,41427,0,,
1668025276,2022-11-09 14:21:16 -0600,582cf97ffc5d8f1ff16f1ada16c8567dbdccaf96,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,393191,99,287980,755939,True,20221108OR38531,2022-11-08,OR,Val,Hoyle,Dem,6172,70181,4,40411,0,Alek,Skarlatos,Skarlats,GOP,6175,68661,1,41099,0,Mike,Beilstein,PAG,6425,59807,2,40273,0,Levi,Leatherberry,Lthrbrry,Ind,6428,71782,3,41426,0,Jim,Howard,CST,6429,71786,5,41427,0,,
1668037999,2022-11-09 17:53:19 -0600,21bc4facfd4a855d11a7f753853262a1d6f1d44d,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,393191,99,291137,755939,True,20221108OR38531,2022-11-08,OR,Val,Hoyle,Dem,6172,70181,4,40411,0,Alek,Skarlatos,Skarlats,GOP,6175,68661,1,41099,0,Mike,Beilstein,PAG,6425,59807,2,40273,0,Levi,Leatherberry,Lthrbrry,Ind,6428,71782,3,41426,0,Jim,Howard,CST,6429,71786,5,41427,0,,
1668039684,2022-11-09 18:21:24 -0600,0ca947e35f040e2827a463662fd20972258964c5,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,393191,99,303795,755939,True,20221108OR38531,2022-11-08,OR,Val,Hoyle,Dem,6172,70181,4,40411,0,Alek,Skarlatos,Skarlats,GOP,6175,68661,1,41099,0,Mike,Beilstein,PAG,6425,59807,2,40273,0,Levi,Leatherberry,Lthrbrry,Ind,6428,71782,3,41426,0,Jim,Howard,CST,6429,71786,5,41427,0,,
1668041345,2022-11-09 18:49:05 -0600,c4ce9489ac85414e4f0b3ae28b4602360f0556fe,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,393191,99,309316,755939,True,20221108OR38531,2022-11-08,OR,Val,Hoyle,Dem,6172,70181,4,40411,0,Alek,Skarlatos,Skarlats,GOP,6175,68661,1,41099,0,Mike,Beilstein,PAG,6425,59807,2,40273,0,Levi,Leatherberry,Lthrbrry,Ind,6428,71782,3,41426,0,Jim,Howard,CST,6429,71786,5,41427,0,,
1668042263,2022-11-09 19:04:23 -0600,aea78ea0b8e46154ca35c04d5ff7c2ba0008fa92,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,393191,99,314212,755939,True,20221108OR38531,2022-11-08,OR,Val,Hoyle,Dem,6172,70181,4,40411,0,Alek,Skarlatos,Skarlats,GOP,6175,68661,1,41099,0,Mike,Beilstein,PAG,6425,59807,2,40273,0,Levi,Leatherberry,Lthrbrry,Ind,6428,71782,3,41426,0,Jim,Howard,CST,6429,71786,5,41427,0,,
1668119467,2022-11-10 16:31:07 -0600,dc330ef89b1599ab5c03de8c10d4a31a9700da0c,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,382362,99,314212,755939,True,20221108OR38531,2022-11-08,OR,Val,Hoyle,Dem,6172,70181,4,40411,0,Alek,Skarlatos,Skarlats,GOP,6175,68661,1,41099,0,Mike,Beilstein,PAG,6425,59807,2,40273,0,Levi,Leatherberry,Lthrbrry,Ind,6428,71782,3,41426,0,Jim,Howard,CST,6429,71786,5,41427,0,,
1668120350,2022-11-10 16:45:50 -0600,db563ef9a97d853039c5e2be016a39194cf108b2,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,374663,99,314212,755939,True,20221108OR38531,2022-11-08,OR,Val,Hoyle,Dem,6172,70181,4,40411,0,Alek,Skarlatos,Skarlats,GOP,6175,68661,1,41099,0,Mike,Beilstein,PAG,6425,59807,2,40273,0,Levi,Leatherberry,Lthrbrry,Ind,6428,71782,3,41426,0,Jim,Howard,CST,6429,71786,5,41427,0,,
1668127171,2022-11-10 18:39:31 -0600,d652023a810a4bca2a7c20909e3fdd79fdd1b2d4,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,374663,99,318569,755939,True,20221108OR38531,2022-11-08,OR,Val,Hoyle,Dem,6172,70181,4,40411,0,Alek,Skarlatos,Skarlats,GOP,6175,68661,1,41099,0,Mike,Beilstein,PAG,6425,59807,2,40273,0,Levi,Leatherberry,Lthrbrry,Ind,6428,71782,3,41426,0,Jim,Howard,CST,6429,71786,5,41427,0,,
1668128934,2022-11-10 19:08:54 -0600,8271fe22b75e5c1580aed463ae7187c39c3d6934,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,366929,99,318912,755939,True,20221108OR38531,2022-11-08,OR,Val,Hoyle,Dem,6172,70181,4,40411,0,Alek,Skarlatos,Skarlats,GOP,6175,68661,1,41099,0,Mike,Beilstein,PAG,6425,59807,2,40273,0,Levi,Leatherberry,Lthrbrry,Ind,6428,71782,3,41426,0,Jim,Howard,CST,6429,71786,5,41427,0,,
1668129729,2022-11-10 19:22:09 -0600,0c4844dde34a486799b31f81e91a5c94cad86243,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,366929,99,322520,755939,True,20221108OR38531,2022-11-08,OR,Val,Hoyle,Dem,6172,70181,4,40411,0,Alek,Skarlatos,Skarlats,GOP,6175,68661,1,41099,0,Mike,Beilstein,PAG,6425,59807,2,40273,0,Levi,Leatherberry,Lthrbrry,Ind,6428,71782,3,41426,0,Jim,Howard,CST,6429,71786,5,41427,0,,
1668131465,2022-11-10 19:51:05 -0600,ac74028f8a7f4060b3a7232fc6bacbf7a0c28577,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,366929,99,322520,755939,True,20221108OR38531,2022-11-08,OR,Val,Hoyle,Dem,6172,70181,4,40411,0,Alek,Skarlatos,Skarlats,GOP,6175,68661,1,41099,0,Mike,Beilstein,PAG,6425,59807,2,40273,0,Levi,Leatherberry,Lthrbrry,Ind,6428,71782,3,41426,0,Jim,Howard,CST,6429,71786,5,41427,0,2022-11-11T01:47:47.580Z,
1668275422,2022-11-12 11:50:22 -0600,e8bb644f2b549d17c9d7b6abdc898059ad529e71,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,366224,99,322520,755939,True,20221108OR38531,2022-11-08,OR,Val,Hoyle,Dem,6172,70181,4,40411,0,Alek,Skarlatos,Skarlats,GOP,6175,68661,1,41099,0,Mike,Beilstein,PAG,6425,59807,2,40273,0,Levi,Leatherberry,Lthrbrry,Ind,6428,71782,3,41426,0,Jim,Howard,CST,6429,71786,5,41427,0,2022-11-11T01:47:47.580Z,
1668276296,2022-11-12 12:04:56 -0600,36125833a670db064091a4b72bfea4a7eaedb29e,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,368124,99,322520,755939,True,20221108OR38531,2022-11-08,OR,Val,Hoyle,Dem,6172,70181,4,40411,0,Alek,Skarlatos,Skarlats,GOP,6175,68661,1,41099,0,Mike,Beilstein,PAG,6425,59807,2,40273,0,Levi,Leatherberry,Lthrbrry,Ind,6428,71782,3,41426,0,Jim,Howard,CST,6429,71786,5,41427,0,2022-11-11T01:47:47.580Z,
1668279683,2022-11-12 13:01:23 -0600,52cb6dcf14ee679ca63c3e491233561e7c86c6cb,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,368621,99,322520,755939,True,20221108OR38531,2022-11-08,OR,Val,Hoyle,Dem,6172,70181,4,40411,0,Alek,Skarlatos,Skarlats,GOP,6175,68661,1,41099,0,Mike,Beilstein,PAG,6425,59807,2,40273,0,Levi,Leatherberry,Lthrbrry,Ind,6428,71782,3,41426,0,Jim,Howard,CST,6429,71786,5,41427,0,2022-11-11T01:47:47.580Z,
1668280568,2022-11-12 13:16:08 -0600,dc44ef81d16ec1410f4d45d3e07c7dce88aaa3ac,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,352753,99,322520,755939,True,20221108OR38531,2022-11-08,OR,Val,Hoyle,Dem,6172,70181,4,40411,0,Alek,Skarlatos,Skarlats,GOP,6175,68661,1,41099,0,Mike,Beilstein,PAG,6425,59807,2,40273,0,Levi,Leatherberry,Lthrbrry,Ind,6428,71782,3,41426,0,Jim,Howard,CST,6429,71786,5,41427,0,2022-11-11T01:47:47.580Z,
1668378272,2022-11-13 16:24:32 -0600,eb98a665eaba271e669e42e41acb147e34646eaa,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,342518,99,322520,755939,True,20221108OR38531,2022-11-08,OR,Val,Hoyle,Dem,6172,70181,4,40411,0,Alek,Skarlatos,Skarlats,GOP,6175,68661,1,41099,0,Mike,Beilstein,PAG,6425,59807,2,40273,0,Levi,Leatherberry,Lthrbrry,Ind,6428,71782,3,41426,0,Jim,Howard,CST,6429,71786,5,41427,0,2022-11-11T01:47:47.580Z,
1668445659,2022-11-14 11:07:39 -0600,fc3f5458fa3938eff198a9bba63a482c95a03561,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,340597,99,322520,755939,True,20221108OR38531,2022-11-08,OR,Val,Hoyle,Dem,6172,70181,4,40411,0,Alek,Skarlatos,Skarlats,GOP,6175,68661,1,41099,0,Mike,Beilstein,PAG,6425,59807,2,40273,0,Levi,Leatherberry,Lthrbrry,Ind,6428,71782,3,41426,0,Jim,Howard,CST,6429,71786,5,41427,0,2022-11-11T01:47:47.580Z,
1668446909,2022-11-14 11:28:29 -0600,bd9e61c6574a2f6ada011de8fba1e20558ae2df1,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,334958,99,322520,755939,True,20221108OR38531,2022-11-08,OR,Val,Hoyle,Dem,6172,70181,4,40411,0,Alek,Skarlatos,Skarlats,GOP,6175,68661,1,41099,0,Mike,Beilstein,PAG,6425,59807,2,40273,0,Levi,Leatherberry,Lthrbrry,Ind,6428,71782,3,41426,0,Jim,Howard,CST,6429,71786,5,41427,0,2022-11-11T01:47:47.580Z,
1668459656,2022-11-14 15:00:56 -0600,92c73e158201b26547d649b4cc94e56ec92fe7fe,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,334951,99,322520,755939,True,20221108OR38531,2022-11-08,OR,Val,Hoyle,Dem,6172,70181,4,40411,0,Alek,Skarlatos,Skarlats,GOP,6175,68661,1,41099,0,Mike,Beilstein,PAG,6425,59807,2,40273,0,Levi,Leatherberry,Lthrbrry,Ind,6428,71782,3,41426,0,Jim,Howard,CST,6429,71786,5,41427,0,2022-11-11T01:47:47.580Z,
1668531558,2022-11-15 10:59:18 -0600,df5f035f9e573be9ecd06e0c17d59fe713e26010,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,334951,99,322603,755939,True,20221108OR38531,2022-11-08,OR,Val,Hoyle,Dem,6172,70181,4,40411,0,Alek,Skarlatos,Skarlats,GOP,6175,68661,1,41099,0,Mike,Beilstein,PAG,6425,59807,2,40273,0,Levi,Leatherberry,Lthrbrry,Ind,6428,71782,3,41426,0,Jim,Howard,CST,6429,71786,5,41427,0,2022-11-11T01:47:47.580Z,
1668556986,2022-11-15 18:03:06 -0600,af0735ceee864ee5fd4dc873469177fed943e376,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,335029,99,324740,755939,True,20221108OR38531,2022-11-08,OR,Val,Hoyle,Dem,6172,70181,4,40411,0,Alek,Skarlatos,Skarlats,GOP,6175,68661,1,41099,0,Mike,Beilstein,PAG,6425,59807,2,40273,0,Levi,Leatherberry,Lthrbrry,Ind,6428,71782,3,41426,0,Jim,Howard,CST,6429,71786,5,41427,0,2022-11-11T01:47:47.580Z,
1668646894,2022-11-16 19:01:34 -0600,0b9962bdc03454f7dc0bb5f5269ff1af62df90f8,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,335121,99,330346,755939,True,20221108OR38531,2022-11-08,OR,Val,Hoyle,Dem,6172,70181,4,40411,0,Alek,Skarlatos,Skarlats,GOP,6175,68661,1,41099,0,Mike,Beilstein,PAG,6425,59807,2,40273,0,Levi,Leatherberry,Lthrbrry,Ind,6428,71782,3,41426,0,Jim,Howard,CST,6429,71786,5,41427,0,2022-11-11T01:47:47.580Z,
1668647876,2022-11-16 19:17:56 -0600,5a85315cf15dcdb56e189672d6f0a395ec90489d,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,336302,99,331197,755939,True,20221108OR38531,2022-11-08,OR,Val,Hoyle,Dem,6172,70181,4,40411,0,Alek,Skarlatos,Skarlats,GOP,6175,68661,1,41099,0,Mike,Beilstein,PAG,6425,59807,2,40273,0,Levi,Leatherberry,Lthrbrry,Ind,6428,71782,3,41426,0,Jim,Howard,CST,6429,71786,5,41427,0,2022-11-11T01:47:47.580Z,
1668648211,2022-11-16 19:23:31 -0600,6c3c9be90d0abf9e19160c96111871487bbb38e7,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,336242,99,331197,755939,True,20221108OR38531,2022-11-08,OR,Val,Hoyle,Dem,6172,70181,4,40411,0,Alek,Skarlatos,Skarlats,GOP,6175,68661,1,41099,0,Mike,Beilstein,PAG,6425,59807,2,40273,0,Levi,Leatherberry,Lthrbrry,Ind,6428,71782,3,41426,0,Jim,Howard,CST,6429,71786,5,41427,0,2022-11-11T01:47:47.580Z,
1668877216,2022-11-19 11:00:16 -0600,ae78cff2e46a60963e26323fb60cd25bdd10a58a,OR-20221108_Eday80,38,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 4,4,336242,99,333953,755939,True,20221108OR38531,2022-11-08,OR,Val,Hoyle,Dem,6172,70181,4,40411,0,Alek,Skarlatos,Skarlats,GOP,6175,68661,1,41099,0,Mike,Beilstein,PAG,6425,59807,2,40273,0,Levi,Leatherberry,Lthrbrry,Ind,6428,71782,3,41426,0,Jim,Howard,CST,6429,71786,5,41427,0,2022-11-11T01:47:47.580Z,
1669133848,2022-11-22 10:17:28 -0600,cdfa4cb5e447f05eaa02b04a326d1a7293b0c18f,OR-20221108_Eday80,38,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 4,4,338730,99,334629,755939,True,20221108OR38531,2022-11-08,OR,Val,Hoyle,Dem,6172,70181,4,40411,0,Alek,Skarlatos,Skarlats,GOP,6175,68661,1,41099,0,Mike,Beilstein,PAG,6425,59807,2,40273,0,Levi,Leatherberry,Lthrbrry,Ind,6428,71782,3,41426,0,Jim,Howard,CST,6429,71786,5,41427,0,2022-11-11T01:47:47.580Z,
1669144091,2022-11-22 13:08:11 -0600,d3e26fa8531914e3de046590149b9e866996ecf1,OR-20221108_Eday80,38,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 4,4,338730,99,334633,755939,True,20221108OR38531,2022-11-08,OR,Val,Hoyle,Dem,6172,70181,4,40411,0,Alek,Skarlatos,Skarlats,GOP,6175,68661,1,41099,0,Mike,Beilstein,PAG,6425,59807,2,40273,0,Levi,Leatherberry,Lthrbrry,Ind,6428,71782,3,41426,0,Jim,Howard,CST,6429,71786,5,41427,0,2022-11-11T01:47:47.580Z,False
1669743240,2022-11-29 11:34:00 -0600,aff953bdd8fb7b0621646992d2076d7df979ccb3,OR-20221108_Eday80,38,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 4,4,338472,99,334633,755939,True,20221108OR38531,2022-11-08,OR,Val,Hoyle,Dem,6172,70181,4,40411,0,Alek,Skarlatos,Skarlats,GOP,6175,68661,1,41099,0,Mike,Beilstein,PAG,6425,59807,2,40273,0,Levi,Leatherberry,Lthrbrry,Ind,6428,71782,3,41426,0,Jim,Howard,CST,6429,71786,5,41427,0,2022-11-11T01:47:47.580Z,False
1669761799,2022-11-29 16:43:19 -0600,1c8934ea858d5166242928783f0e073d16d9c0c7,OR-20221108_Eday80,38,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 4,4,338472,99,334634,755939,True,20221108OR38531,2022-11-08,OR,Val,Hoyle,Dem,6172,70181,4,40411,0,Alek,Skarlatos,Skarlats,GOP,6175,68661,1,41099,0,Mike,Beilstein,PAG,6425,59807,2,40273,0,Levi,Leatherberry,Lthrbrry,Ind,6428,71782,3,41426,0,Jim,Howard,CST,6429,71786,5,41427,0,2022-11-11T01:47:47.580Z,False
